WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO,ISO3
900628,900628,1,Alejandro de Humboldt National Park,Parc national Alejandro de Humboldt,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),1,0,24.69843,693.41,692.982777395339,Not Applicable,0,Inscribed,2001,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CU-11,CUB,CUB
900631,900631,1,Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves,Îles atlantiques brésiliennes : les Réserves de Fernando de Noronha et de l'atol das Rocas,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix)(x),1,0,129.611106,432.7,141.120959351108,Not Applicable,0,Inscribed,2001,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,BRA,BRA
900630,900630,1,Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,Aires protégées du Cerrado : Parcs nationaux Chapada dos Veadeiros et Emas,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,3678.38,3826.13688340067,Not Applicable,0,Inscribed,2001,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,BR-GO,BRA,BRA
900629,900629,1,Central Sikhote-Alin,Central Sikhote-Alin,World Heritage Site,World Heritage Site,International,Not Applicable,(x),0,0,37.063566,4061.77,3990.09577195007,Not Applicable,0,Inscribed,2001,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,RUS,RUS
900632,900632,1,Dorset and East Devon Coast,Littoral du Dorset et de l'est du Devon,World Heritage Site,World Heritage Site,International,Not Applicable,(viii),1,0,1.601173,25.5,25.9318299352822,Not Applicable,0,Inscribed,2001,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,GBR,GBR
900633,900633,1,Swiss Alps Jungfrau-Aletsch,Alpes suisses Jungfrau-Aletsch,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix),0,0,0,824,823.86302642443,Not Applicable,0,Inscribed,2001,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CH-VS,CHE,CHE
555599910,555599910,1,Banc Des Kabyles Marine Reserve,Banc Des Kabyles Marine Reserve,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,6,4.01303477807531,4.01,4.00405880127882,Not Reported,0,Adopted,2001,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1675,Not Reported,DZA,DZA
365016,365016,1,Port-Cros,Port-Cros,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,12.88,19.8382260289939,19.88,19.793853760531,Not Reported,0,Adopted,2001,Federal or national ministry or agency,Not Reported,Port-Cros National Park. Public Institution with a Scientific Consultative Committee.,Not Reported,State Verified,1675,FR-U,FRA,FRA
365015,365015,1,Pelagos Sanctuary For The Conservation Of Marine Mammals,Pelagos Sanctuary For The Conservation Of Marine Mammals,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,87500,87713.9287778188,87500,87517.73855446,Not Reported,0,Adopted,2001,Collaborative governance,Not Reported,Not Reported,Not Reported,State Verified,1675,Not Reported,FRA;ITA;MCO,FRA;ITA;MCO
365009,365009,1,Cabo De Gata Nijar,Cabo De Gata Nijar,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,120.76,496.685395757607,120.46,495.574456821334,Not Reported,0,Adopted,2001,Federal or national ministry or agency,Not Reported,"Ministerio de Agricultura, Alimentacion y Medio Ambiente (Spain)",Not Reported,State Verified,1675,ES-AN,ESP,ESP
365007,365007,1,Cap De Creus,Cap De Creus,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,30.87,138.545285371241,33.46,138.235400375085,Not Reported,0,Adopted,2001,Federal or national ministry or agency,Not Reported,"Ministerio de Agricultura, Alimentacion y Medio Ambiente (Spain)",Not Reported,State Verified,1675,ES-CT,ESP,ESP
365013,365013,1,Fondos Marinos Del Levante Almeriense,Fondos Marinos del Levante Almeriense,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,63.11,63.2766643861159,63.15,63.1351331254338,Not Reported,0,Adopted,2001,Federal or national ministry or agency,Not Reported,"Ministerio de Agricultura, Alimentacion y Medio Ambiente (Spain)",Not Reported,State Verified,1675,Not Reported,ESP,ESP
109053,109053,1,Archipel De La Galite,Archipel De La Galite,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,6.65,91.3190927326042,27.15,91.1148388193448,Not Reported,0,Adopted,2001,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1675,Not Reported,TUN,TUN
365011,365011,1,Illes Columbretes,Illes Columbretes,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,122.85,122.786868428717,123.06,122.512230369763,Not Reported,0,Adopted,2001,Federal or national ministry or agency,Not Reported,"Ministerio de Agricultura, Alimentacion y Medio Ambiente (Spain)",Not Reported,State Verified,1675,ES900,ESP,ESP
365010,365010,1,Islas Medas,Islas Medas,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,5.78,6.0082274064743,6.03,5.99478877143385,Not Reported,0,Adopted,2001,Federal or national ministry or agency,Not Reported,"Ministerio de Agricultura, Alimentacion y Medio Ambiente (Spain)",Not Reported,State Verified,1675,ES512,ESP,ESP
365014,365014,1,Mar Menor y Costa Oriental De La Region De Murcia,Mar Menor y Costa Oriental De La Region De Murcia,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,257.28,275.438324569584,275.03,274.822250165299,Not Reported,0,Adopted,2001,Federal or national ministry or agency,Not Reported,"Ministerio de Agricultura, Alimentacion y Medio Ambiente (Spain)",Not Reported,State Verified,1675,ES620,ESP,ESP
365018,365018,1,Les îles Kneiss,Les îles Kneiss,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,0,77.912453406558,58.5,77.7381861966716,Not Reported,0,Adopted,2001,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1675,Not Reported,TUN,TUN
365017,365017,1,Zembra et Zembretta,Zembra et Zembretta,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,47,82.0451991026909,50.95,81.8616881579444,Not Reported,0,Adopted,2001,Federal or national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1675,TN-21,TUN,TUN
220298,220298,1,Central Suriname Nature Reserve,Réserve naturelle du Suriname central,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,16000,16235.6761564571,Not Applicable,0,Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,SR-SI,SUR,SUR
220296,220296,1,Central Amazon Conservation Complex,Complexe de conservation de l’Amazonie centrale,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,52320.18,51198.3512610128,Not Applicable,0,Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,BR-AM,BRA,BRA
220293,220293,1,Gunung Mulu National Park,Parc national du Gunung Mulu,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix)(x),0,0,0,528.64,526.257513644141,Not Applicable,0,Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,MY-13,MYS,MYS
478642,478642,1,High Coast / Kvarken Archipelago,Haute Côte / Archipel de Kvarken,World Heritage Site,World Heritage Site,International,Not Applicable,(viii),1,0,2508.873626,3369,3533.21925708933,Not Applicable,0,Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,FIN;SWE,FIN;SWE
220291,220291,1,Ischigualasto / Talampaya Natural Parks,Parcs naturels d’Ischigualasto / Talampaya,World Heritage Site,World Heritage Site,International,Not Applicable,(viii),0,0,0,2753.69,2698.7361992409,Not Applicable,0,Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,AR-F,ARG,ARG
900008,900008,1,Isole Eolie (Aeolian Islands),Isole Eolie (Îles Eoliennes),World Heritage Site,World Heritage Site,International,Not Applicable,(viii),0,0,0.864096,12.16,74.4272156505301,Not Applicable,0,Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,ITA,ITA
220292,220292,1,Kinabalu Park,Parc du Kinabalu,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,753.7,768.730619411573,Not Applicable,0,Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,MY-12,MYS,MYS
900006,900006,1,Maloti-Drakensberg Park,Parc Maloti-Drakensberg,World Heritage Site,World Heritage Site,International,Not Applicable,(i)(iii)(vii)(x),0,0,0,2493.13,2448.09618133039,Not Applicable,0,Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,LSO;ZAF,LSO;ZAF
220295,220295,1,Noel Kempff Mercado National Park,Parc national Noel Kempff Mercado,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,15230,16177.5546375715,Not Applicable,0,Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,BO-S,BOL,BOL
220297,220297,1,Pantanal Conservation Complex,Aire de conservation du Pantanal,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix)(x),0,0,0,1878.18,1986.61128804856,Not Applicable,0,Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,BR-MT,BRA,BRA
220294,220294,1,Région des montagnes Bleues,Greater Blue Mountains Area,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,10300,10341.8067310849,Not Applicable,0,Inscribed,2000,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,AU-NSW,AUS,AUS
198296,198296,1,Area de Conservación Guanacaste,Zone de conservation de Guanacaste,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),1,0,502.519046,1470,1510.89711038959,Not Applicable,0,Inscribed,1999,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CR-G,CRI,CRI
198293,198293,1,Atlantic Forest Southeast Reserves,Forêt atlantique – Réserves du sud-est,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix)(x),0,0,58.186016,4681.93,4422.03341530617,Not Applicable,0,Inscribed,1999,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,BR-SP,BRA,BRA
198292,198292,1,Discovery Coast Atlantic Forest Reserves,Côte de la découverte – Réserves de la forêt atlantique,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,7.448576,1119.305,1354.55993681261,Not Applicable,0,Inscribed,1999,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,BR-BA,BRA,BRA
198297,198297,1,Desembarco del Granma National Park,Parc national Desembarco del Granma,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii),1,0,64.959891,325.76,325.738109500191,Not Applicable,0,Inscribed,1999,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CU-12,CUB,CUB
198303,198303,1,"Ibiza, Biodiversity and Culture","Ibiza, biodiversité et culture",World Heritage Site,World Heritage Site,International,Not Applicable,(ii)(iii)(iv)(ix)(x),1,0,82.505231,112.31,88.7097793868518,Not Applicable,0,Inscribed,1999,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,ESP,ESP
198294,198294,1,Miguasha National Park,Parc national de Miguasha,World Heritage Site,World Heritage Site,International,Not Applicable,(viii),0,0,0,0.87,0.724082188996069,Not Applicable,0,Inscribed,1999,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CA-QC,CAN,CAN
198300,198300,1,Laurisilva of Madeira,Forêt Laurifière de Madère,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0.113031,150,150.522217845852,Not Applicable,0,Inscribed,1999,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,PT-30,PRT,PRT
198298,198298,1,Lorentz National Park,Parc national de Lorentz,World Heritage Site,World Heritage Site,International,Not Applicable,(viii)(ix)(x),1,0,1891.504033,23500,23654.5528183223,Not Reported,0,Inscribed,1999,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,IDN,IDN
198299,198299,1,Puerto-Princesa Subterranean River National Park,Parc national de la rivière souterraine de Puerto Princesa,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(x),0,3,0.832498,57.53,60.0283202133035,Not Applicable,0,Inscribed,1999,Federal or national ministry or agency,Not Reported,"Department of Environment and Natural Resources, Palawan Council for Sustainable Development",Not Reported,State Verified,946,PH-PLW,PHL,PHL
198295,198295,1,Mount Wuyi,Mont Wuyi,World Heritage Site,World Heritage Site,International,Not Applicable,(iii)(vi)(vii)(x),0,0,0,999.75,961.773673527112,Not Applicable,0,Inscribed,1999,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CN-35,CHN,CHN
198291,198291,1,Península Valdés,Presqu'île de Valdés,World Heritage Site,World Heritage Site,International,Not Applicable,(x),0,0,49.396868,3600,3839.75366212043,Not Applicable,0,Inscribed,1999,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,AR-U,ARG,ARG
198301,198301,1,Western Caucasus,Western Caucasus,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,3010.68,2871.44795463572,Not Applicable,0,Inscribed,1999,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,RUS,RUS
198302,198302,1,Parc de la zone humide d’iSimangaliso,iSimangaliso Wetland Park,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix)(x),2,0,2530.41593465972,2395.66,2524.75613952424,Not Applicable,0,Inscribed,1999,Federal or national ministry or agency,State,iSimangaliso Wetland Park Authority,Not Reported,State Verified,946,ZA-NL,ZAF,ZAF
168241,168241,1,Golden Mountains of Altai,Golden Mountains of Altai,World Heritage Site,World Heritage Site,International,Not Applicable,(x),0,0,0,16114.57,17226.304367735,Not Applicable,0,Inscribed,1998,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,RUS,RUS
168242,168242,1,East Rennell,Rennell Est,World Heritage Site,World Heritage Site,International,Not Applicable,(ix),1,0,519.347887,370,826.433003051828,Not Applicable,0,Inscribed,1998,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,SLB,SLB
168239,168239,1,New Zealand Sub-Antarctic Islands,Îles sub-antarctiques de Nouvelle-Zélande,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),2,0,14721.7061570549,13867.92,14688.7780365224,Not Reported,0,Inscribed,1998,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,Not Reported,NZL,NZL
145582,145582,1,Cocos Island National Park,Parc national de l'île Cocos,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),2,0,1876.30534120646,1997.9,1872.10859880638,Not Applicable,0,Inscribed,1997,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CR-P,CRI,CRI
145583,145583,1,Morne Trois Pitons National Park,Parc national de Morne Trois Pitons,World Heritage Site,World Heritage Site,International,Not Applicable,(viii)(x),0,0,0,68.57,67.226470255764,Not Applicable,0,Inscribed,1997,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,DMA,DMA
145586,145586,1,Lake Turkana National Parks,Parcs nationaux du Lac Turkana,World Heritage Site,World Heritage Site,International,Not Applicable,(viii)(x),0,0,0,1614.85,1542.03289780582,Not Applicable,0,Inscribed,1997,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,KE-400,KEN,KEN
145585,145585,1,Mount Kenya National Park/Natural Forest,Parc national/Forêt naturelle du mont Kenya,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix),0,0,0,2023.34,1984.79090460368,Not Applicable,0,Inscribed,1997,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,KEN,KEN
145590,145590,1,Pyrénées - Mont Perdu,Pyrénées - Mont Perdu,World Heritage Site,World Heritage Site,International,Not Applicable,(iii)(iv)(v)(vii)(viii),0,0,0,311.89,249.982153112568,Not Applicable,0,Inscribed,1997,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,ES-AR;FR-N,FRA;ESP,FRA;ESP
145580,145580,1,The Sundarbans,Les Sundarbans,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),1,0,738.142333,1397,1665.8051291725,Not Applicable,0,Inscribed,1997,Collaborative governance,Not Reported,Forest Department,Not Reported,Not Reported,946,BD-27;BD-5;BD-58,BGD,BGD
555547503,555547503,1,Porto Cesareo,Porto Cesareo,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,166.54,165.19444191604,166.54,164.824950605951,Part,1.73,Adopted,1997,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1675,ITF4,ITA,ITA
555547504,555547504,1,Penisola Del Sinis - Isola Mal Di Ventre,Penisola Del Sinis - Isola Mal Di Ventre,Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Specially Protected Areas of Mediterranean Importance (Barcelona Convention),Regional,Not Assigned,Not Applicable,2,267.03,267.460888095192,267.03,266.86265686663,Not Reported,0,Adopted,1997,Federal or national ministry or agency,Not Reported,Ministero dell'Ambiente e della Tutela del Territorio e del Mare,Not Reported,State Verified,1675,ITG2,ITA,ITA
145576,145576,1,Îles Heard et McDonald,Heard and McDonald Islands,World Heritage Site,World Heritage Site,International,Not Applicable,(viii)(ix),2,0,6441.67891617183,6734,6427.27077777263,Not Applicable,0,Inscribed,1997,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,AUS,AUS
145579,145579,1,Île Macquarie,Macquarie Island,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii),2,0,5559.59682130902,5400,5547.161640747,Not Applicable,0,Inscribed,1997,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,AU-TAS,AUS,AUS
124383,124383,1,Belize Barrier Reef Reserve System,Réseau de réserves du récif de la barrière du Belize,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix)(x),1,0,1085.245094,963,1161.96184829257,Not Applicable,0,Inscribed,1996,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Marine,BLZ,BLZ
124387,124387,1,Volcanoes of Kamchatka,Volcanoes of Kamchatka,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix)(x),1,0,1685.506645,39957.6937,39737.9195985576,Not Reported,0,Inscribed,1996,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,RUS,RUS
124386,124386,1,Lake Baikal,Lake Baikal,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix)(x),0,0,0,88000,85317.1218870717,Not Applicable,0,Inscribed,1996,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,RUS,RUS
124388,124388,1,Laponian Area,Région de Laponie,World Heritage Site,World Heritage Site,International,Not Applicable,(iii)(v)(vii)(viii)(ix),0,0,0,9334.08,9266.50485871613,Not Applicable,0,Inscribed,1996,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,SE-BD,SWE,SWE
124384,124384,1,"Mount Emei Scenic Area, including Leshan Giant Buddha Scenic Area","Paysage panoramique du mont Emei, incluant le paysage panoramique du grand Bouddha  de Leshan",World Heritage Site,World Heritage Site,International,Not Applicable,(iv)(vi)(x),0,0,0,154,256.289140918929,Not Applicable,0,Inscribed,1996,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CN-51,CHN,CHN
124389,124389,1,Okapi Wildlife Reserve,Réserve de faune à okapis,World Heritage Site,World Heritage Site,International,Not Applicable,(x),0,0,0,13726.25,14002.8179149756,Not Applicable,0,Inscribed,1996,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CD-OR,COD,COD
124385,124385,1,W National Park of Niger,Parc national du W du Niger,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,2200,2220.17500885496,Not Applicable,0,Inscribed,1996,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,NE-6,NER,NER
93767,93767,1,Gough and Inaccessible Islands,Îles de Gough et Inaccessible,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(x),2,0,3996.98406851277,3979,3988.04399242578,Not Applicable,0,Inscribed,1995,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,SH-TA,GBR,GBR
93291,93291,1,Carlsbad Caverns National Park,"Parc national des grottes de Carlsbad
",World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii),0,0,0,189.26,192.167796907026,Not Applicable,0,Inscribed,1995,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,US-NM,USA,USA
93292,93292,1,Caves of Aggtelek Karst and Slovak Karst,Grottes du karst d'Aggtelek et du karst de Slovaquie,World Heritage Site,World Heritage Site,International,Not Applicable,(viii),0,0,0,566.5057,593.916948840181,Not Applicable,0,Inscribed,1995,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,HU-BZ;SK-KI,SVK;HUN,SVK;HUN
93290,93290,1,Messel Pit Fossil Site,Site fossilifère de Messel,World Heritage Site,World Heritage Site,International,Not Applicable,(viii),0,0,0,0.42,0.415758255974339,Not Applicable,0,Inscribed,1995,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,DE-HE,DEU,DEU
93294,93294,1,Virgin Komi Forests,Virgin Komi Forests,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix),0,0,0,32800,28638.6922240252,Not Applicable,0,Inscribed,1995,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,RUS,RUS
93295,93295,1,Waterton Glacier International Peace Park,Parc international de la paix Waterton-Glacier,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix),0,0,0,4576.14,4565.42777924998,Not Applicable,0,Inscribed,1995,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,US-MT;CA-AB,CAN;USA,CAN;USA
61609,61609,1,Bwindi Impenetrable National Park,Forêt impénétrable de Bwindi,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(x),0,0,0,320.92,328.694700738981,Not Applicable,0,Inscribed,1994,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,UG-414,UGA,UGA
61612,61612,1,Canaima National Park,Parc national de Canaima,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix)(x),0,0,0,30000,28954.1410554135,Not Applicable,0,Inscribed,1994,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,VE-F,VEN,VEN
61611,61611,1,Doñana National Park,Parc national de Doñana,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix)(x),0,0,3.454525,542.517,535.739947126624,Not Applicable,0,Inscribed,1994,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,ES-AN,ESP,ESP
900889,900889,1,Ha Long Bay,Baie d'Ha-Long,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii),1,0,394.977903,1500,470.14892943536,Not Applicable,0,Inscribed,1994,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,Not Reported,VNM,VNM
61610,61610,1,Los Katíos National Park,Parc national de Los Katíos,World Heritage Site,World Heritage Site,International,Not Applicable,(ix)(x),0,0,0,720,812.337016812106,Not Applicable,0,Inscribed,1994,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,CO-CHO,COL,COL
61608,61608,1,Rwenzori Mountains National Park,Monts Rwenzori,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(x),0,0,0,996,998.970496486036,Not Applicable,0,Inscribed,1994,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,UG-406,UGA,UGA
61604,61604,1,Sites fossilifères de mammifères d'Australie (Riversleigh / Naracoorte),Australian Fossil Mammal Sites (Riversleigh / Naracoorte),World Heritage Site,World Heritage Site,International,Not Applicable,(viii)(ix),0,0,0,103,109.522855928824,Not Applicable,0,Inscribed,1994,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,AU-SA,AUS,AUS
68917,68917,1,Tubbataha Reefs Natural Park,Parc naturel du récif de Tubbataha,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix)(x),2,968.28,970.693351807514,968.28,968.522196688122,Not Reported,0,Inscribed,1993,Federal or national ministry or agency,Not Reported,Protected Area Management Board under Department of Environment and Natural Resources (DENR),Not Reported,State Verified,946,PH-PLW,PHL,PHL
68915,68915,1,Shirakami-Sanchi,Shirakami-Sanchi,World Heritage Site,World Heritage Site,International,Not Applicable,(ix),0,0,0,169.71,160.558414145955,Not Applicable,0,Inscribed,1993,Not Reported,Not Reported,Ministry of the Environment,Not Reported,Not Reported,1842,JP-02:JP-05,JPN,JPN
68916,68916,1,Yakushima,Yakushima,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(ix),0,0,0.016937,107.47,107.342577479863,Not Applicable,0,Inscribed,1993,Not Reported,Not Reported,Ministry of the Environment,Not Reported,Not Reported,1842,JP-46,JPN,JPN
67733,67733,1,Huanglong Scenic and Historic Interest Area,Région d'intérêt panoramique et historique de Huanglong,World Heritage Site,World Heritage Site,International,Not Applicable,(vii),0,0,0,700,448.893506516907,Not Applicable,0,Inscribed,1992,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CN-51,CHN,CHN
67732,67732,1,Jiuzhaigou Valley Scenic and Historic Interest Area,Région d'intérêt panoramique et historique de la vallée de Jiuzhaigou,World Heritage Site,World Heritage Site,International,Not Applicable,(vii),0,0,0,720,725.041403881003,Not Applicable,0,Inscribed,1992,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CN-51,CHN,CHN
67731,67731,1,Wulingyuan Scenic and Historic Interest Area,Région d'intérêt panoramique et historique de Wulingyuan,World Heritage Site,World Heritage Site,International,Not Applicable,(vii),0,0,0,264,268.675400346344,Not Applicable,0,Inscribed,1992,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,CN-43,CHN,CHN
67730,67730,1,Île Fraser,Fraser Island,World Heritage Site,World Heritage Site,International,Not Applicable,(vii)(viii)(ix),1,0,136.84868,1840,1816.77263007467,Not Applicable,0,Inscribed,1992,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,946,AU-QLD,AUS,AUS
