ISO3166,YEAR,VALUE,country_area,avg_days,tour_days,tourist_days_area
GNB,2008,,31398.49,9.67,0,0
GNB,2009,,31398.49,9.67,0,0
BHR,2009,,236.33,9.76,0,0
BHR,2008,,236.33,9.76,0,0
QAT,2009,,10621.14,9.81,0,0
NRU,2005,,19,9.99,0,0
NRU,2006,,19,9.99,0,0
NRU,2007,,19,9.99,0,0
NRU,2008,,19,9.99,0,0
NRU,2009,,19,9.99,0,0
FSM,2009,,156.1,10.22,0,0
GHA,2006,,240310.2,10.67,0,0
GHA,2007,,240310.2,10.67,0,0
GHA,2008,,240310.2,10.67,0,0
GHA,2009,,240310.2,10.67,0,0
KEN,2008,,584683.38,14,0,0
KEN,2009,,584683.38,14,0,0
NAM,2009,,827896.88,19.1,0,0
ASM,2005,12.86388821,84.2,0,102.9111057,1.222222158
ASM,2006,13.33837589,84.2,0,106.7070071,1.267304123
ASM,2007,,84.2,0,0,0
ASM,2008,,84.2,0,0,0
ASM,2009,,84.2,0,0,0
BES,2005,5.482968744,288,0,43.86374995,0.152304687
BES,2006,5.061201917,288,0,40.48961534,0.140588942
BES,2007,6.06289813,288,0,48.50318504,0.168413837
BES,2008,6.22106069,288,0,49.76848552,0.172807241
CYM,2005,88.57103355,157.76,0,708.5682684,4.491431722
CYM,2006,140.7646783,157.76,0,1126.117426,7.138168271
CYM,2007,153.9448916,157.76,0,1231.559133,7.806536085
CYM,2008,159.7441855,157.76,0,1277.953484,8.100617926
MNP,2005,266.7675177,73.46,0,2134.140142,29.05173076
MNP,2006,229.8629204,73.46,0,1838.903363,25.03271662
MNP,2007,205.6113279,73.46,0,1644.890623,22.39165019
MNP,2008,209.3017876,73.46,0,1674.414301,22.7935516
MSR,2005,5.113922771,76.95,0,40.91138217,0.531661887
MSR,2006,4.217668264,76.95,0,33.74134611,0.43848403
MSR,2007,4.112226558,76.95,0,32.89781246,0.427521929
MSR,2008,3.901343145,76.95,0,31.21074516,0.405597728
NIU,2005,1.476183893,179.81,0,11.80947114,0.065677499
NIU,2006,1.581625599,179.81,0,12.65300479,0.070368749
NIU,2007,1.792509012,179.81,0,14.3400721,0.079751249
NIU,2008,2.477880105,179.81,0,19.82304084,0.110244374
SCG,2005,725,90926,0,5800,0.063788135
SCG,2006,725,90926,0,5800,0.063788135
SCG,2007,725,90926,0,5800,0.063788135
SCG,2008,725,90926,0,5800,0.063788135
SXM,2005,246.7335935,34,0,1973.868748,58.05496318
SXM,2006,246.2063849,34,0,1969.651079,57.93091409
SXM,2007,247.260802,34,0,1978.086416,58.17901224
SXM,2008,250.9512617,34,0,2007.610094,59.04735569
VGB,2005,337,40.02,0,2696,67.36631684
VGB,2006,337,40.02,0,2696,67.36631684
VGB,2007,337,40.02,0,2696,67.36631684
VGB,2008,337,40.02,0,2696,67.36631684
BRA,2005,2824.78332,8493132,1.28,3615.72265,0.000425723
BRA,2006,2645.00521,8493132,1.28,3385.606669,0.000398629
BRA,2007,2649.750087,8493132,1.28,3391.680111,0.000399344
BRA,2008,2662.403092,8493132,1.28,3407.875958,0.000401251
AUS,2005,2898.592515,7694273,1.35,3913.099895,0.000508573
AUS,2006,2916.517605,7694273,1.35,3937.298767,0.000511718
AUS,2007,2975.56496,7694273,1.35,4017.012696,0.000522078
AUS,2008,2944.459657,7694273,1.35,3975.020537,0.000516621
USA,2005,25941.29587,9426295,1.61,41765.48635,0.004430743
USA,2006,26875.50939,9426295,1.61,43269.57012,0.004590305
USA,2007,29512.60647,9426295,1.61,47515.29642,0.005040718
USA,2008,30544.88078,9426295,1.61,49177.25806,0.005217029
MNG,2005,177.6692756,1557318.38,1.8,319.8046961,0.000205356
MNG,2006,203.5024938,1557318.38,1.8,366.3044888,0.000235215
MNG,2007,237.7710484,1557318.38,1.8,427.9878871,0.000274824
MNG,2008,235.1350057,1557318.38,1.8,423.2430103,0.000271777
ISL,2008,583.0926375,99899.67,1.8,1049.566748,0.010506208
ISL,2005,459.7258408,99899.67,1.8,827.5065134,0.008283376
ISL,2006,512.4466941,99899.67,1.8,922.4040494,0.009233304
ISL,2007,557.2594194,99899.67,1.8,1003.066955,0.010040743
FIN,2007,2308,330957.66,2.21,5100.68,0.015411881
FIN,2008,2591,330957.66,2.21,5726.11,0.017301639
FIN,2005,2107,330957.66,2.21,4656.47,0.014069685
FIN,2006,2189,330957.66,2.21,4837.69,0.014617247
SRB,2007,366.937139,87960.13,2.28,836.6166769,0.009511317
SRB,2006,246.7335935,87960.13,2.28,562.5525932,0.006395541
SRB,2008,340.5767123,87960.13,2.28,776.514904,0.008828033
SRB,2005,238.8254655,87960.13,2.28,544.5220613,0.006190555
DEU,2005,11334.98346,355245.97,2.3,26070.46196,0.073387073
DEU,2006,12425.77792,355245.97,2.3,28579.28922,0.080449299
DEU,2007,12874.95959,355245.97,2.3,29612.40706,0.083357475
DEU,2008,13119.05714,355245.97,2.3,30173.83142,0.084937857
BEL,2008,4588,30711.36,2.31,10598.28,0.345093151
BEL,2006,4503,30711.36,2.31,10401.93,0.338699751
BEL,2005,4381,30711.36,2.31,10120.11,0.329523343
BEL,2007,4605,30711.36,2.31,10637.55,0.346371831
ROU,2006,3182.757914,237076.48,2.48,7893.239627,0.033294065
ROU,2007,4070.577084,237076.48,2.48,10095.03117,0.042581327
ROU,2008,4672.649228,237076.48,2.48,11588.17009,0.048879459
ROU,2005,3078.370624,237076.48,2.48,7634.359148,0.032202094
MKD,2006,106.4961237,25272.36,2.5,266.2403093,0.010534842
MKD,2007,121.2579626,25272.36,2.5,303.1449065,0.011995117
MKD,2008,134.4381759,25272.36,2.5,336.0954398,0.013298934
MKD,2005,103.860081,25272.36,2.5,259.6502025,0.010274078
NLD,2005,5278.411833,34690.89,2.54,13407.16606,0.386475125
NLD,2006,5661.692436,34690.89,2.54,14380.69879,0.414538191
NLD,2008,5327.442226,34690.89,2.54,13531.70325,0.390065036
NLD,2007,5803.511532,34690.89,2.54,14740.91929,0.424921912
CHN,2005,9345,9402886.98,2.68,25044.6,0.002663501
CHN,2008,12040,9402886.98,2.68,32267.2,0.003431627
CHN,2006,11332,9402886.98,2.68,30369.76,0.003229834
CHN,2007,13141,9402886.98,2.68,35217.88,0.003745433
LUX,2007,483.4502248,2578.1,2.74,1324.653616,0.513810021
LUX,2008,463.4163005,2578.1,2.74,1269.760663,0.492518003
LUX,2005,480.8141821,2578.1,2.74,1317.430859,0.51100844
LUX,2006,478.705348,2578.1,2.74,1311.652654,0.508767175
AGO,2005,110.1865834,1252934.88,2.83,311.828031,0.000248878
AGO,2006,63.7922325,1252934.88,2.83,180.532018,0.000144087
AGO,2007,102.2784554,1252934.88,2.83,289.4480288,0.000231016
AGO,2008,154.9993087,1252934.88,2.83,438.6480436,0.000350096
LVA,2005,1227,64744.68,2.9,3558.3,0.054958956
LVA,2008,2236,64744.68,2.9,6484.4,0.100153403
LVA,2006,1738,64744.68,2.9,5040.2,0.077847323
LVA,2007,1737,64744.68,2.9,5037.3,0.077802531
SVN,2008,1139,20625.4,2.95,3360.05,0.162908356
SVN,2006,940,20625.4,2.95,2773,0.134445877
SVN,2007,1018,20625.4,2.95,3003.1,0.145602025
SVN,2005,1012,20625.4,2.95,2985.4,0.14474386
KAZ,2009,,2832825.5,3,0,0
KAZ,2005,80,2832825.5,3,240,8.47211E-05
KAZ,2006,110,2832825.5,3,330,0.000116491
KAZ,2007,116,2832825.5,3,348,0.000122846
KAZ,2008,90,2832825.5,3,270,9.53112E-05
LTU,2008,498,64438.66,3.07,1528.86,0.023725819
LTU,2007,448,64438.66,3.07,1375.36,0.021343709
LTU,2006,750,64438.66,3.07,2302.5,0.035731655
LTU,2005,555,64438.66,3.07,1703.85,0.026441425
ARG,2005,2015.518222,2776912.75,3.09,6227.951306,0.002242761
ARG,2006,2200.041208,2776912.75,3.09,6798.127333,0.002448088
ARG,2007,2405.125328,2776912.75,3.09,7431.837264,0.002676295
ARG,2008,2477.880105,2776912.75,3.09,7656.649524,0.002757252
CZE,2008,3505.936745,78281.99,3.33,11674.76936,0.14913736
CZE,2005,3340.393265,78281.99,3.33,11123.50957,0.142095386
CZE,2007,3521.753001,78281.99,3.33,11727.43749,0.149810161
CZE,2006,3392.58691,78281.99,3.33,11297.31441,0.144315626
BES,2009,6.326502397,288,0,50.61201918,0.175736178
MAC,2006,16059,29.7,3.4,54600.6,1838.40404
MAC,2005,13098,29.7,3.4,44533.2,1499.434343
MAC,2007,21324,29.7,3.4,72501.6,2441.131313
MAC,2008,17200,29.7,3.4,58480,1969.023569
SXM,2009,231.9717545,34,0,1855.774036,54.58158929
TWN,2007,1648,35980,7.3,12030.4,0.334363535
TWN,2006,1510,35980,7.3,11023,0.306364647
TWN,2005,1382,35980,7.3,10088.6,0.280394664
TWN,2008,1775,35980,7.3,12957.5,0.360130628
CUW,2009,306,444,9.2,2815.2,6.340540541
SCG,2009,725,90926,0,5800,0.063788135
HKG,2008,9505,1042,9.04,85925.2,82.46180422
HKG,2007,9416,1042,9.04,85120.64,81.6896737
HKG,2006,8211,1042,9.04,74227.44,71.23554702
HKG,2005,7450,1042,9.04,67348,64.63339731
CUW,2008,373,444,9.2,3431.6,7.728828829
CUW,2007,283,444,9.2,2603.6,5.863963964
CUW,2005,198,444,9.2,1821.6,4.102702703
CUW,2006,213,444,9.2,1959.6,4.413513514
TWN,2009,2298,35980,7.3,16775.4,0.466242357
MAC,2009,16750,29.7,3.4,56950,1917.508418
HKG,2009,9458,1042,9.04,85500.32,82.0540499
