Taxonid,EEZID,stocklong,notes
600143,111,Yellowfin tuna Indian Ocean,
600143,174,Yellowfin tuna Indian Ocean,
600143,175,Yellowfin tuna Indian Ocean,
600143,251,Yellowfin tuna Indian Ocean,
600143,252,Yellowfin tuna Indian Ocean,
600143,356,Yellowfin tuna Indian Ocean,
600143,404,Yellowfin tuna Indian Ocean,
600143,450,Yellowfin tuna Indian Ocean,
600143,462,Yellowfin tuna Indian Ocean,
600143,480,Yellowfin tuna Indian Ocean,
600143,508,Yellowfin tuna Indian Ocean,
600143,512,Yellowfin tuna Indian Ocean,
600143,586,Yellowfin tuna Indian Ocean,
600143,634,Yellowfin tuna Indian Ocean,
600143,638,Yellowfin tuna Indian Ocean,
600143,683,Yellowfin tuna Indian Ocean,
600143,684,Yellowfin tuna Indian Ocean,
600143,690,Yellowfin tuna Indian Ocean,
600143,706,Yellowfin tuna Indian Ocean,
600143,711,Yellowfin tuna Indian Ocean,
600143,736,Yellowfin tuna Indian Ocean,
600143,784,Yellowfin tuna Indian Ocean,
600143,834,Yellowfin tuna Indian Ocean,
600143,895,Yellowfin tuna Indian Ocean,
600143,896,Yellowfin tuna Indian Ocean,
600143,911,Yellowfin tuna Indian Ocean,
600143,917,Yellowfin tuna Indian Ocean,
600143,922,Yellowfin tuna Indian Ocean,
600143,923,Yellowfin tuna Indian Ocean,
600143,954,Yellowfin tuna Indian Ocean,
600143,968,Yellowfin tuna Indian Ocean,
600143,972,Yellowfin tuna Indian Ocean,
600143,36,Yellowfin tuna Central Western Pacific,
600143,50,Yellowfin tuna Indian Ocean,
600143,104,Yellowfin tuna Indian Ocean,
600143,144,Yellowfin tuna Indian Ocean,
600143,162,Yellowfin tuna Indian Ocean,
600143,166,Yellowfin tuna Indian Ocean,
600143,356,Yellowfin tuna Indian Ocean,
600143,357,Yellowfin tuna Indian Ocean,
600143,361,Yellowfin tuna Indian Ocean,
600143,459,Yellowfin tuna Indian Ocean,
600143,462,Yellowfin tuna Indian Ocean,
600143,626,Yellowfin tuna Central Western Pacific,
600143,895,Yellowfin tuna Indian Ocean,
600143,938,Yellowfin tuna Indian Ocean,
600143,956,Yellowfin tuna Indian Ocean,
600143,156,Yellowfin tuna Central Western Pacific,
600143,157,Yellowfin tuna Central Western Pacific,
600143,390,Yellowfin tuna Central Western Pacific,
600143,393,Yellowfin tuna Central Western Pacific,
600143,408,Yellowfin tuna Central Western Pacific,
600143,410,Yellowfin tuna Central Western Pacific,
600143,488,Yellowfin tuna Central Western Pacific,
600143,580,Yellowfin tuna Central Western Pacific,
600143,608,Yellowfin tuna Central Western Pacific,
600143,649,Yellowfin tuna Central Western Pacific,
600143,704,Yellowfin tuna Central Western Pacific,
600143,872,Yellowfin tuna Central Western Pacific,
600143,971,Yellowfin tuna Central Western Pacific,
600143,36,Yellowfin tuna Central Western Pacific,
600143,90,Yellowfin tuna Central Western Pacific,
600143,96,Yellowfin tuna Indian Ocean,
600143,116,Yellowfin tuna Indian Ocean,
600143,460,Yellowfin tuna Indian Ocean,
600143,461,Yellowfin tuna Indian Ocean,
600143,463,Yellowfin tuna Indian Ocean,
600143,520,Yellowfin tuna Central Western Pacific,
600143,540,Yellowfin tuna Central Western Pacific,
600143,548,Yellowfin tuna Central Western Pacific,
600143,580,Yellowfin tuna Central Western Pacific,
600143,583,Yellowfin tuna Central Western Pacific,
600143,584,Yellowfin tuna Central Western Pacific,
600143,585,Yellowfin tuna Central Western Pacific,
600143,598,Yellowfin tuna Central Western Pacific,
600143,608,Yellowfin tuna Central Western Pacific,
600143,626,Yellowfin tuna Central Western Pacific,
600143,704,Yellowfin tuna Central Western Pacific,
600143,772,Yellowfin tuna Central Western Pacific,
600143,776,Yellowfin tuna Central Western Pacific,
600143,798,Yellowfin tuna Central Western Pacific,
600143,846,Yellowfin tuna Central Western Pacific,
600143,872,Yellowfin tuna Central Western Pacific,
600143,876,Yellowfin tuna Central Western Pacific,
600143,937,Yellowfin tuna Indian Ocean,
600143,941,Yellowfin tuna Central Western Pacific,
600143,943,Yellowfin tuna Central Western Pacific,
600143,957,Yellowfin tuna Indian Ocean,
600143,16,Yellowfin tuna Central Western Pacific,
600143,184,Yellowfin tuna Central Western Pacific,
600143,222,Yellowfin tuna Central Western Pacific,
600143,396,Yellowfin tuna Central Western Pacific,
600143,488,Yellowfin tuna Central Western Pacific,
600143,570,Yellowfin tuna Central Western Pacific,
600143,772,Yellowfin tuna Central Western Pacific,
600143,776,Yellowfin tuna Central Western Pacific,
600143,842,Yellowfin tuna Central Western Pacific,
600143,844,Yellowfin tuna Central Western Pacific,
600143,845,Yellowfin tuna Central Western Pacific,
600143,846,Yellowfin tuna Central Western Pacific,
600143,876,Yellowfin tuna Central Western Pacific,
600143,882,Yellowfin tuna Central Western Pacific,
600143,898,Yellowfin tuna Central Western Pacific,
600143,930,Yellowfin tuna Eastern Pacific,
600143,936,Yellowfin tuna Eastern Pacific,
600143,942,Yellowfin tuna Central Western Pacific,
600143,943,Yellowfin tuna Central Western Pacific,
600143,945,Yellowfin tuna Eastern Pacific,
600143,950,Yellowfin tuna Eastern Pacific,
600143,952,Yellowfin tuna Eastern Pacific,
600143,36,Yellowfin tuna Central Western Pacific,
600143,38,Yellowfin tuna Central Western Pacific,
600143,184,Yellowfin tuna Central Western Pacific,
600143,242,Yellowfin tuna Central Western Pacific,
600143,258,Yellowfin tuna Eastern Pacific,
600143,540,Yellowfin tuna Central Western Pacific,
600143,548,Yellowfin tuna Central Western Pacific,
600143,554,Yellowfin tuna Central Western Pacific,
600143,555,Yellowfin tuna Central Western Pacific,
600143,574,Yellowfin tuna Central Western Pacific,
600143,612,Yellowfin tuna Eastern Pacific,
600143,776,Yellowfin tuna Central Western Pacific,
600143,152,Yellowfin tuna Eastern Pacific,
600143,154,Yellowfin tuna Eastern Pacific,
600143,218,Yellowfin tuna Eastern Pacific,
600143,219,Yellowfin tuna Eastern Pacific,
600143,604,Yellowfin tuna Eastern Pacific,
600143,928,Yellowfin tuna Eastern Pacific,
600143,930,Yellowfin tuna Eastern Pacific,
600145,32,Southern bluefin tuna Southern Oceans,
600145,76,Southern bluefin tuna Southern Oceans,
600145,238,Southern bluefin tuna Southern Oceans,
600145,858,Southern bluefin tuna Southern Oceans,
600145,856,Southern bluefin tuna Southern Oceans,
600145,953,Southern bluefin tuna Southern Oceans,
600145,954,Southern bluefin tuna Southern Oceans,
600145,711,Southern bluefin tuna Southern Oceans,
600145,895,Southern bluefin tuna Southern Oceans,
600145,896,Southern bluefin tuna Southern Oceans,
600145,954,Southern bluefin tuna Southern Oceans,
600145,36,Southern bluefin tuna Southern Oceans,
600145,895,Southern bluefin tuna Southern Oceans,
600145,334,Southern bluefin tuna Southern Oceans,
600145,711,Southern bluefin tuna Southern Oceans,
600145,896,Southern bluefin tuna Southern Oceans,
600145,897,Southern bluefin tuna Southern Oceans,
600145,36,Southern bluefin tuna Southern Oceans,
600145,36,Southern bluefin tuna Southern Oceans,
600145,37,Southern bluefin tuna Southern Oceans,
600145,38,Southern bluefin tuna Southern Oceans,
600145,554,Southern bluefin tuna Southern Oceans,
600145,555,Southern bluefin tuna Southern Oceans,
600146,60,Bigeye tuna Atlantic,
600146,851,Bigeye tuna Atlantic,
600146,620,Bigeye tuna Atlantic,
600146,621,Bigeye tuna Atlantic,
600146,622,Bigeye tuna Atlantic,
600146,962,Bigeye tuna Atlantic,
600146,963,Bigeye tuna Atlantic,
600146,28,Bigeye tuna Atlantic,
600146,44,Bigeye tuna Atlantic,
600146,52,Bigeye tuna Atlantic,
600146,60,Bigeye tuna Atlantic,
600146,76,Bigeye tuna Atlantic,
600146,92,Bigeye tuna Atlantic,
600146,136,Bigeye tuna Atlantic,
600146,192,Bigeye tuna Atlantic,
600146,212,Bigeye tuna Atlantic,
600146,214,Bigeye tuna Atlantic,
600146,254,Bigeye tuna Atlantic,
600146,308,Bigeye tuna Atlantic,
600146,312,Bigeye tuna Atlantic,
600146,328,Bigeye tuna Atlantic,
600146,332,Bigeye tuna Atlantic,
600146,388,Bigeye tuna Atlantic,
600146,474,Bigeye tuna Atlantic,
600146,500,Bigeye tuna Atlantic,
600146,630,Bigeye tuna Atlantic,
600146,659,Bigeye tuna Atlantic,
600146,660,Bigeye tuna Atlantic,
600146,662,Bigeye tuna Atlantic,
600146,670,Bigeye tuna Atlantic,
600146,740,Bigeye tuna Atlantic,
600146,780,Bigeye tuna Atlantic,
600146,796,Bigeye tuna Atlantic,
600146,850,Bigeye tuna Atlantic,
600146,851,Bigeye tuna Atlantic,
600146,852,Bigeye tuna Atlantic,
600146,862,Bigeye tuna Atlantic,
600146,904,Bigeye tuna Atlantic,
600146,905,Bigeye tuna Atlantic,
600146,906,Bigeye tuna Atlantic,
600146,907,Bigeye tuna Atlantic,
600146,908,Bigeye tuna Atlantic,
600146,909,Bigeye tuna Atlantic,
600146,927,Bigeye tuna Atlantic,
600146,951,Bigeye tuna Atlantic,
600146,967,Bigeye tuna Atlantic,
600146,24,Bigeye tuna Atlantic,
600146,120,Bigeye tuna Atlantic,
600146,132,Bigeye tuna Atlantic,
600146,178,Bigeye tuna Atlantic,
600146,180,Bigeye tuna Atlantic,
600146,204,Bigeye tuna Atlantic,
600146,226,Bigeye tuna Atlantic,
600146,266,Bigeye tuna Atlantic,
600146,270,Bigeye tuna Atlantic,
600146,288,Bigeye tuna Atlantic,
600146,324,Bigeye tuna Atlantic,
600146,384,Bigeye tuna Atlantic,
600146,430,Bigeye tuna Atlantic,
600146,478,Bigeye tuna Atlantic,
600146,566,Bigeye tuna Atlantic,
600146,620,Bigeye tuna Atlantic,
600146,621,Bigeye tuna Atlantic,
600146,622,Bigeye tuna Atlantic,
600146,624,Bigeye tuna Atlantic,
600146,678,Bigeye tuna Atlantic,
600146,686,Bigeye tuna Atlantic,
600146,694,Bigeye tuna Atlantic,
600146,723,Bigeye tuna Atlantic,
600146,768,Bigeye tuna Atlantic,
600146,855,Bigeye tuna Atlantic,
600146,946,Bigeye tuna Atlantic,
600146,948,Bigeye tuna Atlantic,
600146,962,Bigeye tuna Atlantic,
600146,970,Bigeye tuna Atlantic,
600146,76,Bigeye tuna Atlantic,
600146,77,Bigeye tuna Atlantic,
600146,254,Bigeye tuna Atlantic,
600146,969,Bigeye tuna Atlantic,
600146,970,Bigeye tuna Atlantic,
600146,24,Bigeye tuna Atlantic,
600146,178,Bigeye tuna Atlantic,
600146,180,Bigeye tuna Atlantic,
600146,266,Bigeye tuna Atlantic,
600146,516,Bigeye tuna Atlantic,
600146,654,Bigeye tuna Atlantic,
600146,855,Bigeye tuna Atlantic,
600146,856,Bigeye tuna Atlantic,
600146,953,Bigeye tuna Atlantic,
600146,954,Bigeye tuna Indian Ocean,
600146,86,Bigeye tuna Indian Ocean,
600146,174,Bigeye tuna Indian Ocean,
600146,175,Bigeye tuna Indian Ocean,
600146,251,Bigeye tuna Indian Ocean,
600146,252,Bigeye tuna Indian Ocean,
600146,356,Bigeye tuna Indian Ocean,
600146,404,Bigeye tuna Indian Ocean,
600146,450,Bigeye tuna Indian Ocean,
600146,462,Bigeye tuna Indian Ocean,
600146,480,Bigeye tuna Indian Ocean,
600146,508,Bigeye tuna Indian Ocean,
600146,512,Bigeye tuna Indian Ocean,
600146,586,Bigeye tuna Indian Ocean,
600146,638,Bigeye tuna Indian Ocean,
600146,690,Bigeye tuna Indian Ocean,
600146,706,Bigeye tuna Indian Ocean,
600146,784,Bigeye tuna Indian Ocean,
600146,834,Bigeye tuna Indian Ocean,
600146,895,Bigeye tuna Indian Ocean,
600146,911,Bigeye tuna Indian Ocean,
600146,917,Bigeye tuna Indian Ocean,
600146,923,Bigeye tuna Indian Ocean,
600146,954,Bigeye tuna Indian Ocean,
600146,968,Bigeye tuna Indian Ocean,
600146,972,Bigeye tuna Indian Ocean,
600146,36,Bigeye tuna Central Western Pacific,
600146,50,Bigeye tuna Indian Ocean,
600146,104,Bigeye tuna Indian Ocean,
600146,144,Bigeye tuna Indian Ocean,
600146,162,Bigeye tuna Indian Ocean,
600146,166,Bigeye tuna Indian Ocean,
600146,356,Bigeye tuna Indian Ocean,
600146,357,Bigeye tuna Indian Ocean,
600146,361,Bigeye tuna Central Western Pacific,
600146,459,Bigeye tuna Indian Ocean,
600146,462,Bigeye tuna Indian Ocean,
600146,626,Bigeye tuna Central Western Pacific,
600146,895,Bigeye tuna Indian Ocean,
600146,937,Bigeye tuna Indian Ocean,
600146,938,Bigeye tuna Indian Ocean,
600146,956,Bigeye tuna Indian Ocean,
600146,157,Bigeye tuna Central Western Pacific,
600146,390,Bigeye tuna Central Western Pacific,
600146,393,Bigeye tuna Central Western Pacific,
600146,410,Bigeye tuna Central Western Pacific,
600146,488,Bigeye tuna Western Pacific Ocean,
600146,580,Bigeye tuna Central Western Pacific,
600146,608,Bigeye tuna Central Western Pacific,
600146,704,Bigeye tuna Central Western Pacific,
600146,872,Bigeye tuna Western Pacific Ocean,
600146,971,Bigeye tuna Central Western Pacific,
600146,848,Bigeye tuna Eastern Pacific,
600146,36,Bigeye tuna Central Western Pacific,
600146,90,Bigeye tuna Western Pacific Ocean,
600146,96,Bigeye tuna Central Western Pacific,
600146,116,Bigeye tuna Central Western Pacific,
600146,242,Bigeye tuna Western Pacific Ocean,
600146,316,Bigeye tuna Central Western Pacific,
600146,361,Bigeye tuna Central Western Pacific,
600146,393,Bigeye tuna Central Western Pacific,
600146,459,Bigeye tuna Indian Ocean,
600146,460,Bigeye tuna Central Western Pacific,
600146,461,Bigeye tuna Central Western Pacific,
600146,463,Bigeye tuna Central Western Pacific,
600146,520,Bigeye tuna Western Pacific Ocean,
600146,540,Bigeye tuna Western Pacific Ocean,
600146,548,Bigeye tuna Western Pacific Ocean,
600146,583,Bigeye tuna Central Western Pacific,
600146,584,Bigeye tuna Western Pacific Ocean,
600146,585,Bigeye tuna Central Western Pacific,
600146,598,Bigeye tuna Western Pacific Ocean,
600146,608,Bigeye tuna Central Western Pacific,
600146,626,Bigeye tuna Central Western Pacific,
600146,702,Bigeye tuna Central Western Pacific,
600146,704,Bigeye tuna Central Western Pacific,
600146,772,Bigeye tuna Western Pacific Ocean,
600146,776,Bigeye tuna Western Pacific Ocean,
600146,798,Bigeye tuna Western Pacific Ocean,
600146,846,Bigeye tuna Western Pacific Ocean,
600146,872,Bigeye tuna Western Pacific Ocean,
600146,876,Bigeye tuna Western Pacific Ocean,
600146,941,Bigeye tuna Western Pacific Ocean,
600146,943,Bigeye tuna Western Pacific Ocean,
600146,184,Bigeye tuna Western Pacific Ocean,
600146,222,Bigeye tuna Western Pacific Ocean,
600146,258,Bigeye tuna Western Pacific Ocean,
600146,396,Bigeye tuna Western Pacific Ocean,
600146,488,Bigeye tuna Western Pacific Ocean,
600146,570,Bigeye tuna Western Pacific Ocean,
600146,612,Bigeye tuna Western Pacific Ocean,
600146,772,Bigeye tuna Western Pacific Ocean,
600146,776,Bigeye tuna Western Pacific Ocean,
600146,842,Bigeye tuna Western Pacific Ocean,
600146,844,Bigeye tuna Western Pacific Ocean,
600146,845,Bigeye tuna Western Pacific Ocean,
600146,846,Bigeye tuna Western Pacific Ocean,
600146,848,Bigeye tuna Eastern Pacific,
600146,898,Bigeye tuna Eastern Pacific,
600146,920,Bigeye tuna Eastern Pacific,
600146,930,Bigeye tuna Eastern Pacific,
600146,936,Bigeye tuna Eastern Pacific,
600146,945,Bigeye tuna Eastern Pacific,
600146,950,Bigeye tuna Eastern Pacific,
600146,952,Bigeye tuna Eastern Pacific,
600146,38,Bigeye tuna Central Western Pacific,
600146,554,Bigeye tuna Central Western Pacific,
600146,555,Bigeye tuna Central Western Pacific,
600146,574,Bigeye tuna Central Western Pacific,
600146,218,Bigeye tuna Eastern Pacific,
600146,219,Bigeye tuna Eastern Pacific,
600146,604,Bigeye tuna Eastern Pacific,
600146,928,Bigeye tuna Eastern Pacific,
600147,60,Bluefin tuna Western Atlantic,
600147,666,Bluefin tuna Western Atlantic,
600147,851,Bluefin tuna Western Atlantic,
600147,926,Bluefin tuna Western Atlantic,
600147,56,Bluefin tuna Eastern Atlantic,
600147,234,Bluefin tuna Eastern Atlantic,
600147,277,Bluefin tuna Eastern Atlantic,
600147,278,Bluefin tuna Eastern Atlantic,
600147,352,Bluefin tuna Eastern Atlantic,
600147,372,Bluefin tuna Eastern Atlantic,
600147,528,Bluefin tuna Eastern Atlantic,
600147,578,Bluefin tuna Eastern Atlantic,
600147,620,Bluefin tuna Eastern Atlantic,
600147,621,Bluefin tuna Eastern Atlantic,
600147,622,Bluefin tuna Eastern Atlantic,
600147,826,Bluefin tuna Eastern Atlantic,
600147,830,Bluefin tuna Eastern Atlantic,
600147,914,Bluefin tuna Eastern Atlantic,
600147,919,Bluefin tuna Eastern Atlantic,
600147,931,Bluefin tuna Eastern Atlantic,
600147,932,Bluefin tuna Eastern Atlantic,
600147,962,Bluefin tuna Eastern Atlantic,
600147,963,Bluefin tuna Eastern Atlantic,
600147,28,Bluefin tuna Western Atlantic,
600147,44,Bluefin tuna Western Atlantic,
600147,52,Bluefin tuna Western Atlantic,
600147,60,Bluefin tuna Western Atlantic,
600147,76,Bluefin tuna Western Atlantic,
600147,84,Bluefin tuna Western Atlantic,
600147,92,Bluefin tuna Western Atlantic,
600147,136,Bluefin tuna Western Atlantic,
600147,192,Bluefin tuna Western Atlantic,
600147,212,Bluefin tuna Western Atlantic,
600147,214,Bluefin tuna Western Atlantic,
600147,254,Bluefin tuna Western Atlantic,
600147,308,Bluefin tuna Western Atlantic,
600147,312,Bluefin tuna Western Atlantic,
600147,328,Bluefin tuna Western Atlantic,
600147,332,Bluefin tuna Western Atlantic,
600147,388,Bluefin tuna Western Atlantic,
600147,474,Bluefin tuna Western Atlantic,
600147,500,Bluefin tuna Western Atlantic,
600147,630,Bluefin tuna Western Atlantic,
600147,659,Bluefin tuna Western Atlantic,
600147,660,Bluefin tuna Western Atlantic,
600147,662,Bluefin tuna Western Atlantic,
600147,670,Bluefin tuna Western Atlantic,
600147,740,Bluefin tuna Western Atlantic,
600147,780,Bluefin tuna Western Atlantic,
600147,796,Bluefin tuna Western Atlantic,
600147,850,Bluefin tuna Western Atlantic,
600147,851,Bluefin tuna Western Atlantic,
600147,852,Bluefin tuna Western Atlantic,
600147,862,Bluefin tuna Western Atlantic,
600147,904,Bluefin tuna Western Atlantic,
600147,905,Bluefin tuna Western Atlantic,
600147,906,Bluefin tuna Western Atlantic,
600147,907,Bluefin tuna Western Atlantic,
600147,908,Bluefin tuna Western Atlantic,
600147,909,Bluefin tuna Western Atlantic,
600147,921,Bluefin tuna Western Atlantic,
600147,927,Bluefin tuna Western Atlantic,
600147,935,Bluefin tuna Western Atlantic,
600147,944,Bluefin tuna Western Atlantic,
600147,951,Bluefin tuna Western Atlantic,
600147,967,Bluefin tuna Western Atlantic,
600147,24,Bluefin tuna Eastern Atlantic,
600147,120,Bluefin tuna Eastern Atlantic,
600147,132,Bluefin tuna Eastern Atlantic,
600147,178,Bluefin tuna Eastern Atlantic,
600147,180,Bluefin tuna Eastern Atlantic,
600147,204,Bluefin tuna Eastern Atlantic,
600147,226,Bluefin tuna Eastern Atlantic,
600147,266,Bluefin tuna Eastern Atlantic,
600147,270,Bluefin tuna Eastern Atlantic,
600147,288,Bluefin tuna Eastern Atlantic,
600147,324,Bluefin tuna Eastern Atlantic,
600147,384,Bluefin tuna Eastern Atlantic,
600147,430,Bluefin tuna Eastern Atlantic,
600147,478,Bluefin tuna Eastern Atlantic,
600147,566,Bluefin tuna Eastern Atlantic,
600147,620,Bluefin tuna Eastern Atlantic,
600147,621,Bluefin tuna Eastern Atlantic,
600147,622,Bluefin tuna Eastern Atlantic,
600147,624,Bluefin tuna Eastern Atlantic,
600147,678,Bluefin tuna Eastern Atlantic,
600147,686,Bluefin tuna Eastern Atlantic,
600147,694,Bluefin tuna Eastern Atlantic,
600147,723,Bluefin tuna Eastern Atlantic,
600147,768,Bluefin tuna Eastern Atlantic,
600147,855,Bluefin tuna Eastern Atlantic,
600147,946,Bluefin tuna Eastern Atlantic,
600147,948,Bluefin tuna Eastern Atlantic,
600147,962,Bluefin tuna Eastern Atlantic,
600147,8,Bluefin tuna Eastern Atlantic,
600147,12,Bluefin tuna Eastern Atlantic,
600147,70,Bluefin tuna Eastern Atlantic,
600147,100,Bluefin tuna Eastern Atlantic,
600147,191,Bluefin tuna Eastern Atlantic,
600147,197,Bluefin tuna Eastern Atlantic,
600147,198,Bluefin tuna Eastern Atlantic,
600147,274,Bluefin tuna Eastern Atlantic,
600147,300,Bluefin tuna Eastern Atlantic,
600147,380,Bluefin tuna Eastern Atlantic,
600147,422,Bluefin tuna Eastern Atlantic,
600147,434,Bluefin tuna Eastern Atlantic,
600147,470,Bluefin tuna Eastern Atlantic,
600147,642,Bluefin tuna Eastern Atlantic,
600147,647,Bluefin tuna Eastern Atlantic,
600147,705,Bluefin tuna Eastern Atlantic,
600147,760,Bluefin tuna Eastern Atlantic,
600147,788,Bluefin tuna Eastern Atlantic,
600147,793,Bluefin tuna Eastern Atlantic,
600147,794,Bluefin tuna Eastern Atlantic,
600147,891,Bluefin tuna Eastern Atlantic,
600147,899,Bluefin tuna Eastern Atlantic,
600147,900,Bluefin tuna Eastern Atlantic,
600147,901,Bluefin tuna Eastern Atlantic,
600147,902,Bluefin tuna Eastern Atlantic,
600147,903,Bluefin tuna Eastern Atlantic,
600147,918,Bluefin tuna Eastern Atlantic,
600147,933,Bluefin tuna Eastern Atlantic,
600147,939,Bluefin tuna Eastern Atlantic,
600147,946,Bluefin tuna Eastern Atlantic,
600147,947,Bluefin tuna Eastern Atlantic,
600147,962,Bluefin tuna Eastern Atlantic,
600147,966,Bluefin tuna Eastern Atlantic,
600147,76,Bluefin tuna Western Atlantic,
600147,77,Bluefin tuna Western Atlantic,
600147,254,Bluefin tuna Western Atlantic,
600147,858,Bluefin tuna Western Atlantic,
600147,970,Bluefin tuna Western Atlantic,
600147,24,Bluefin tuna Eastern Atlantic,
600147,178,Bluefin tuna Eastern Atlantic,
600147,180,Bluefin tuna Eastern Atlantic,
600147,266,Bluefin tuna Eastern Atlantic,
600147,516,Bluefin tuna Eastern Atlantic,
600147,654,Bluefin tuna Eastern Atlantic,
600147,855,Bluefin tuna Eastern Atlantic,
600213,852,Vermilion snapper Gulf of Mexico,
600213,851,Vermilion snapper Southern Atlantic coast,
600216,60,Blue marlin Atlantic,
600216,851,Blue marlin Atlantic,
600216,926,Blue marlin Atlantic,
600216,620,Blue marlin Atlantic,
600216,621,Blue marlin Atlantic,
600216,622,Blue marlin Atlantic,
600216,962,Blue marlin Atlantic,
600216,963,Blue marlin Atlantic,
600216,28,Blue marlin Atlantic,
600216,44,Blue marlin Atlantic,
600216,52,Blue marlin Atlantic,
600216,60,Blue marlin Atlantic,
600216,76,Blue marlin Atlantic,
600216,84,Blue marlin Atlantic,
600216,92,Blue marlin Atlantic,
600216,136,Blue marlin Atlantic,
600216,192,Blue marlin Atlantic,
600216,212,Blue marlin Atlantic,
600216,214,Blue marlin Atlantic,
600216,254,Blue marlin Atlantic,
600216,308,Blue marlin Atlantic,
600216,312,Blue marlin Atlantic,
600216,328,Blue marlin Atlantic,
600216,332,Blue marlin Atlantic,
600216,388,Blue marlin Atlantic,
600216,474,Blue marlin Atlantic,
600216,500,Blue marlin Atlantic,
600216,630,Blue marlin Atlantic,
600216,659,Blue marlin Atlantic,
600216,660,Blue marlin Atlantic,
600216,662,Blue marlin Atlantic,
600216,670,Blue marlin Atlantic,
600216,740,Blue marlin Atlantic,
600216,780,Blue marlin Atlantic,
600216,796,Blue marlin Atlantic,
600216,850,Blue marlin Atlantic,
600216,851,Blue marlin Atlantic,
600216,852,Blue marlin Atlantic,
600216,862,Blue marlin Atlantic,
600216,904,Blue marlin Atlantic,
600216,905,Blue marlin Atlantic,
600216,906,Blue marlin Atlantic,
600216,907,Blue marlin Atlantic,
600216,908,Blue marlin Atlantic,
600216,909,Blue marlin Atlantic,
600216,921,Blue marlin Atlantic,
600216,927,Blue marlin Atlantic,
600216,935,Blue marlin Atlantic,
600216,944,Blue marlin Atlantic,
600216,949,Blue marlin Atlantic,
600216,951,Blue marlin Atlantic,
600216,967,Blue marlin Atlantic,
600216,24,Blue marlin Atlantic,
600216,120,Blue marlin Atlantic,
600216,132,Blue marlin Atlantic,
600216,178,Blue marlin Atlantic,
600216,180,Blue marlin Atlantic,
600216,204,Blue marlin Atlantic,
600216,226,Blue marlin Atlantic,
600216,266,Blue marlin Atlantic,
600216,270,Blue marlin Atlantic,
600216,288,Blue marlin Atlantic,
600216,324,Blue marlin Atlantic,
600216,384,Blue marlin Atlantic,
600216,430,Blue marlin Atlantic,
600216,478,Blue marlin Atlantic,
600216,566,Blue marlin Atlantic,
600216,620,Blue marlin Atlantic,
600216,621,Blue marlin Atlantic,
600216,622,Blue marlin Atlantic,
600216,624,Blue marlin Atlantic,
600216,678,Blue marlin Atlantic,
600216,686,Blue marlin Atlantic,
600216,694,Blue marlin Atlantic,
600216,723,Blue marlin Atlantic,
600216,768,Blue marlin Atlantic,
600216,855,Blue marlin Atlantic,
600216,946,Blue marlin Atlantic,
600216,948,Blue marlin Atlantic,
600216,962,Blue marlin Atlantic,
600216,970,Blue marlin Atlantic,
600216,946,Blue marlin Atlantic,
600216,962,Blue marlin Atlantic,
600216,76,Blue marlin Atlantic,
600216,77,Blue marlin Atlantic,
600216,254,Blue marlin Atlantic,
600216,858,Blue marlin Atlantic,
600216,969,Blue marlin Atlantic,
600216,970,Blue marlin Atlantic,
600216,24,Blue marlin Atlantic,
600216,178,Blue marlin Atlantic,
600216,180,Blue marlin Atlantic,
600216,266,Blue marlin Atlantic,
600216,516,Blue marlin Atlantic,
600216,654,Blue marlin Atlantic,
600216,855,Blue marlin Atlantic,
600216,856,Blue marlin Atlantic,
600216,953,Blue marlin Atlantic,
600219,60,White marlin Atlantic,
600219,851,White marlin Atlantic,
600219,620,White marlin Atlantic,
600219,621,White marlin Atlantic,
600219,622,White marlin Atlantic,
600219,962,White marlin Atlantic,
600219,963,White marlin Atlantic,
600219,28,White marlin Atlantic,
600219,44,White marlin Atlantic,
600219,52,White marlin Atlantic,
600219,60,White marlin Atlantic,
600219,76,White marlin Atlantic,
600219,84,White marlin Atlantic,
600219,92,White marlin Atlantic,
600219,136,White marlin Atlantic,
600219,192,White marlin Atlantic,
600219,212,White marlin Atlantic,
600219,214,White marlin Atlantic,
600219,254,White marlin Atlantic,
600219,308,White marlin Atlantic,
600219,312,White marlin Atlantic,
600219,328,White marlin Atlantic,
600219,332,White marlin Atlantic,
600219,388,White marlin Atlantic,
600219,474,White marlin Atlantic,
600219,500,White marlin Atlantic,
600219,630,White marlin Atlantic,
600219,659,White marlin Atlantic,
600219,660,White marlin Atlantic,
600219,662,White marlin Atlantic,
600219,670,White marlin Atlantic,
600219,740,White marlin Atlantic,
600219,780,White marlin Atlantic,
600219,796,White marlin Atlantic,
600219,850,White marlin Atlantic,
600219,851,White marlin Atlantic,
600219,852,White marlin Atlantic,
600219,862,White marlin Atlantic,
600219,904,White marlin Atlantic,
600219,905,White marlin Atlantic,
600219,906,White marlin Atlantic,
600219,907,White marlin Atlantic,
600219,908,White marlin Atlantic,
600219,909,White marlin Atlantic,
600219,921,White marlin Atlantic,
600219,927,White marlin Atlantic,
600219,929,White marlin Atlantic,
600219,944,White marlin Atlantic,
600219,951,White marlin Atlantic,
600219,967,White marlin Atlantic,
600219,24,White marlin Atlantic,
600219,120,White marlin Atlantic,
600219,132,White marlin Atlantic,
600219,178,White marlin Atlantic,
600219,180,White marlin Atlantic,
600219,204,White marlin Atlantic,
600219,226,White marlin Atlantic,
600219,266,White marlin Atlantic,
