"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"Finland",174,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,,,,1,6,0.151856763925729,0.151856763925729,0,0.151856763925729,0,0,0,0,0,0,0,0,0
"France",179,"Agar agar nei","seaweeds",64,63,52,44,52,114,75,58,54,72,46,73,156,108,0,0,0,0,43,54,61,71,105,91,113,67,105,74,128,98,82,91,70,118,140,156
"France",179,"Coral and the like","corals",25,5,76,41,12,34,3,3,6,6,8,3,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"France",179,"Fish body oils, nei","fish_oil",5001,5075,4816,6393,3626,4429,6325,5806,5805,8394,7673,8715,13261,13378,13736,10757,14883,20004,20050,20445,15058,16816,10043,13265,19068,19414,17632,18570,17131,16523,19616,20448,26071,14927,18409,12693
"France",179,"Fish liver oils, nei","fish_oil",344,300,157,165,356,308,359,503,485,417,792,924,1112,500,404,410,547,978,1483,754,739,701,642,713,587,266,321,342,213,125,359,312,238,269,755,667
"France",179,"Halibuts, liver oils","fish_oil",,,,,,,,,,,,,,,,,,,,,6.15344632768362,16,5.68700564971751,6.21175141242938,6.3283615819209,6.27005649717514,6.15344632768362,5.92022598870056,4,4.98734463276836,1,5.74531073446328,2,3,5.27887005649718,2
"France",179,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,5370,8141,6512,420,161,171,265,1059,1233,1347,1505,2148,1408,1786,1796,2195,2717,5463,4186,1139,305,194
"France",179,"Natural sponges other than raw","sponges",,,,,,,,,,,,,,,,,,,19,43,3,138,18,20,6,12,11,12,18,17,11,120,190,121,82,71
"France",179,"Natural sponges raw","sponges",46,55,60,62,67,66,61,66,58,75,78,59,65,49,262,65,59,39,20,12,22,54,43,29,46,44,34,32,35,28,31,40,31,101,21,19
"France",179,"Ornamental saltwater fish","ornamentals",,,,,,,,,,,,,27,1,1,163.78496021178,6,543,555,15,1,528,102,78,97,280,292,385,361,212,145,128,133,82,157,35
"France",179,"Other seaweeds and aquatic plants and products thereof","seaweeds",1242,1257,107,142,1791,1840,2025,1796,1837,323,395,291,3930,1702,2333,2563,3260,9649,4092,2086,6255,5366,5997,5760,5898,4997,3911,2485,2079,2587,3331,5252,3603,2397,3354,2894
"France",179,"Shells nei","shells",1436,1295,1393,2471,2258,1437,1213,383,168,1318,2702,3601,228,4543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"France",179,"Z_TOTAL","corals",25,5,76,41,12,34,3,3,6,6,8,3,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"France",179,"Z_TOTAL","fish_oil",5345,5375,4973,6558,3982,4737,6684,6309,6290,8811,8465,9639,14373,13878,14140,11167,15430,20982,21533,21199,15803.1534463277,17533,10690.6870056497,13984.2117514124,19661.3283615819,19686.2700564972,17959.1534463277,18917.9202259887,17348,16652.9873446328,19976,20765.7453107345,26311,15199,19169.2788700565,13362
"France",179,"Z_TOTAL","ornamentals",,,,,,,,,,,,,27,1,1,163.78496021178,6,543,555,15,1,528,102,78,97,280,292,385,361,212,145,128,133,82,157,35
"France",179,"Z_TOTAL","seaweeds",1306,1320,159,186,1843,1954,2100,1854,1891,395,441,364,4086,1810,2333,2563,3260,9649,4135,2140,6316,5437,6102,5851,6011,5064,4016,2559,2207,2685,3413,5343,3673,2515,3494,3050
"France",179,"Z_TOTAL","shells",1436,1295,1393,2471,2258,1437,1213,383,168,1318,2702,3601,228,4543,5370,8141,6512,420,161,171,265,1059,1233,1347,1505,2148,1408,1786,1796,2195,2717,5463,4186,1139,305,194
"France",179,"Z_TOTAL","sponges",46,55,60,62,67,66,61,66,58,75,78,59,65,49,262,65,59,39,39,55,25,192,61,49,52,56,45,44,53,45,42,160,221,222,103,90
"French Polynesia",147,"Ornamental fish nei","ornamentals",7.50689924812133,1,1,7.50689924812133,7.50689924812133,7.50689924812133,7.42246880366701,0,7.42246880366701,0,0,0,0,0,7.59132969257565,0,0,0,0,0,0,0,3,12,20,34,48,56,53,47,37,27,35,27,24,21
"French Polynesia",147,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,
"French Polynesia",147,"Shells nei","shells",,,,,,,,,,,,,,,,,,,,,,815,556,941,840,807,1276,1942,1828,2896,2520,2407,2381,1858,2129,2879
"French Polynesia",147,"Z_TOTAL","ornamentals",7.50689924812133,1,1,7.50689924812133,7.50689924812133,7.50689924812133,7.42246880366701,0,7.42246880366701,0,0,0,0,0,7.59132969257565,0,0,0,0,0,0,0,3,12,20,34,48,56,53,47,37,27,35,27,24,21
"French Polynesia",147,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
"French Polynesia",147,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,815,556,941,840,807,1276,1942,1828,2896,2520,2407,2381,1858,2129,2879
"Georgia",74,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,383,0,439,671,0,1593,1170
"Georgia",74,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,383,0,439,671,0,1593,1170
"Germany",176,"Agar agar nei","seaweeds",45,35,58,72,63,50,52,82,116,73,65,112,134,269,0,0,0,0,247,170,244,327,296,373,416,423,656,517,527,634,644,394,652,610,860,618
"Germany",176,"Fish body oils, nei","fish_oil",5743,4369,6152,3175,3064,4369,4079,3964,3243,2006,2583,2747,6200,11118,5480,7178,8564,3432,3747,16277,4355,3092,5911,3009,1666,5999,6603,7198,8958,4476,7440,8407,9349,8773,11428,10375
"Germany",176,"Fish liver oils, nei","fish_oil",1085,491,264,421,410,244,220,127,117,83,81,33,252,193,450,220,138,118,172,149,161,143,108,48,80,153,217,259,334,271,303,351,313,339,381,437
"Germany",176,"Halibuts, liver oils","fish_oil",,,,,,,,,,,,,,,,,,,,3,0,1,2,1,4,1.0062161060504,1.09928933470386,8,7,5,13,0,11,0,1,2
"Germany",176,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,208,251,428,294,315,480,300,173,128,194,166,105,311,378,175,427,562,272,527,196,471,350
"Germany",176,"Natural sponges other than raw","sponges",,,,,,,,,,,,,,,,,,,6,2,1,4,1,3,2,3,7,4,3,1,17,3,12,3.58638181522375,2,8
"Germany",176,"Natural sponges raw","sponges",1,2,2,2,5,1,1,2,2,3,5,3,6,12,5,4,11,54,1.54035858041728,1,0,0.0892025922415427,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Germany",176,"Ornamental saltwater fish","ornamentals",,,,,,,,,,,,,2,3,4,33,6,41,14,34,2,6,4,25,21,9,1,2,3,3,3,5,5,2,3,3
"Germany",176,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,41,22,42,40,47,69,144,97,164,127,132,111,124,91,81,84,146,130,140,161,262,127,223,285
"Germany",176,"Shells nei","shells",215,204,109,205,251,249,260,234,224,207,172,232,170,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany",176,"Z_TOTAL","fish_oil",6828,4860,6416,3596,3474,4613,4299,4091,3360,2089,2664,2780,6452,11311,5930,7398,8702,3550,3919,16429,4516,3236,6021,3058,1750,6153.00621610605,6821.0992893347,7465,9299,4752,7756,8758,9673,9112,11810,10814
"Germany",176,"Z_TOTAL","ornamentals",,,,,,,,,,,,,2,3,4,33,6,41,14,34,2,6,4,25,21,9,1,2,3,3,3,5,5,2,3,3
"Germany",176,"Z_TOTAL","seaweeds",45,35,58,72,63,50,52,82,116,73,65,112,175,291,42,40,47,69,391,267,408,454,428,484,540,514,737,601,673,764,784,555,914,737,1083,903
"Germany",176,"Z_TOTAL","shells",215,204,109,205,251,249,260,234,224,207,172,232,170,186,208,251,428,294,315,480,300,173,128,194,166,105,311,378,175,427,562,272,527,196,471,350
"Germany",176,"Z_TOTAL","sponges",1,2,2,2,5,1,1,2,2,3,5,3,6,12,5,4,11,54,7.54035858041728,3,1,4.08920259224154,1,3,2,3,7,4,3,1,17,3,12,3.58638181522375,3,8
"Ghana",106,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,47,68,22
"Ghana",106,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,52,26,0,12.8541666666667,15,0,0,0,0,0,0,0,1,19,44,0
"Ghana",106,"Ornamental fish nei","ornamentals",,,,,,,,,,,0.176136363636364,0.460227272727273,0.318181818181818,0.318181818181818,0.176136363636364,0.176136363636364,0.176136363636364,3.72727272727273,0,0.318181818181818,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ghana",106,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,47,68,22
"Ghana",106,"Z_TOTAL","ornamentals",,,,,,,,,,,0.176136363636364,0.460227272727273,0.318181818181818,0.318181818181818,0.176136363636364,0.176136363636364,0.176136363636364,3.72727272727273,0,0.318181818181818,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ghana",106,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,52,26,0,12.8541666666667,15,0,0,0,0,0,0,0,1,19,44,0
"Greece",80,"Agar agar nei","seaweeds",,,,,,,,,,,,0.333333333333333,0.166666666666666,0.5,0,0,0,0,11,0.0833333333333331,0,0,0,0,0,0,0.0833333333333331,0.0833333333333331,0,0,0,0.333333333333333,0,0.0833333333333331,0.0833333333333331,0.0833333333333331
"Greece",80,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,1,0,0,0,0,0,40,0,0,271,0,21,41,0,1,1,0,0,125,1.23078700138612
"Greece",80,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,753,891,647,498,411,384,286,393,256,286,392,220,167,92,104,175,119,125,135,70,279,78
"Greece",80,"Natural sponges other than raw","sponges",,,,,,,,,,,,,,,,,,,18,423,280,362,82,51,243,161,195,149,216,26,21,37,195,129,27,12
"Greece",80,"Natural sponges raw","sponges",55,61,68,56,62,32,49,30,40,29,28,33,24,39,19,24,18,24,3,1,0,1,2,2,6,6,2,3,14,15,1,4,1,1,1,2
"Greece",80,"Ornamental saltwater fish","ornamentals",,,,,,,,,,,,,,,,0,0,43,2,0,10,74,243,298,102,115,297,13,82.2750478961753,31,303,213.026565168909,184,160.862632319683,709,38
"Greece",80,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,22,30,0,0,0,0,0,0,0,0,0,1,3.56976617511612,2,3.53910616369392,3.60042618653831,1,1,3,3.56976617511612,1,3.60042618653831,11,3
"Greece",80,"Shells nei","shells",210,203,195,130,141,112,182,120,354,456,1033,1200,819,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greece",80,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,1,0,0,0,0,0,40,0,0,271,0,21,41,0,1,1,0,0,125,1.23078700138612
"Greece",80,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,0,0,43,2,0,10,74,243,298,102,115,297,13,82.2750478961753,31,303,213.026565168909,184,160.862632319683,709,38
"Greece",80,"Z_TOTAL","seaweeds",,,,,,,,,,,,0.333333333333333,22.1666666666667,30.5,0,0,0,0,11,0.0833333333333331,0,0,0,1,3.56976617511612,2,3.62243949702725,3.68375951987165,1,1,3,3.90309950844945,1,3.68375951987165,11.0833333333333,3.08333333333333
"Greece",80,"Z_TOTAL","shells",210,203,195,130,141,112,182,120,354,456,1033,1200,819,1313,753,891,647,498,411,384,286,393,256,286,392,220,167,92,104,175,119,125,135,70,279,78
"Greece",80,"Z_TOTAL","sponges",55,61,68,56,62,32,49,30,40,29,28,33,24,39,19,24,18,24,21,424,280,363,84,53,249,167,197,152,230,41,22,41,196,130,28,14
"Guadeloupe and Martinique",140,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,1,7,6,7,4,6,8,7,0,,,,,,,,,,,,,,,
"Guadeloupe and Martinique",140,"Z_TOTAL","ornamentals",,,,,,,,,,,,,1,7,6,7,4,6,8,7,0,,,,,,,,,,,,,,,
"Guatemala",136,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,44,0,1.00420651788877,96,0,11,3,40
"Guatemala",136,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,2,21,2,1,0,0,0,0,0,0,0
"Guatemala",136,"Natural sponges raw","sponges",,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,1,0,1,2.15698587127159,6,0,0,0,0,0,0,0
"Guatemala",136,"Ornamental fish nei","ornamentals",,0,1,0,0,0,0,0,0,0,0,2,0,0,0.353529633824085,0,0,0,0,0,0,0,1,0.353529633824085,0,0,0,0,0,0,0,3,2,1,0,0
"Guatemala",136,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,2,21,2,45,0,1.00420651788877,96,0,11,3,40
"Guatemala",136,"Z_TOTAL","ornamentals",,0,1,0,0,0,0,0,0,0,0,2,0,0,0.353529633824085,0,0,0,0,0,0,0,1,0.353529633824085,0,0,0,0,0,0,0,3,2,1,0,0
"Guatemala",136,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,1,0,1,2.15698587127159,6,0,0,0,0,0,0,0
"Guinea",194,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,2.39130434782609,0,0,0,0,7.08695652173913,0,47,49.3478260869565,72.8260869565217
"Guinea",194,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,2.39130434782609,0,0,0,0,7.08695652173913,0,47,49.3478260869565,72.8260869565217
"Guinea Bissau",193,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,,,,
"Guinea Bissau",193,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guyana",167,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,173.736263721969,141.166855501601,183.50708618808,0,0,0,0,358.079114249254,258.416725094927,171,80,81,51,69,60,68,86,23,61,103,28,21,2,9
"Guyana",167,"Z_TOTAL","ornamentals",,,,,,,,,,,,,173.736263721969,141.166855501601,183.50708618808,0,0,0,0,358.079114249254,258.416725094927,171,80,81,51,69,60,68,86,23,61,103,28,21,2,9
"Haiti",114,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,,,96,134,207,204,320,266,215,145,158,113,78,40,39,35
"Haiti",114,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,,,,0.973916701724863,1,0,1,24,0,0,0,0,0,0,0
"Haiti",114,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,83,119,817,500,278,270,220,160,240,150,134,210,280,360,270,255
"Haiti",114,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,,,96,134,207,204,320,266,215,145,158,113,78,40,39,35
"Haiti",114,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,83,119,817,500,278,270,220,160,240,150,134,210,280,360,270,255
"Haiti",114,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,,0.973916701724863,1,0,1,24,0,0,0,0,0,0,0
"Honduras",133,"Coral and the like","corals",,,,,,,,,,,,,,,,,1024,830,75,200,4,0,91.4377665392029,3,0,0,0,0,0,0,0,0,0,0,0,0
"Honduras",133,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,40,0,1,0,0,0,0,0,0,0,25,40,56,6,224,43,0,0,138,118
"Honduras",133,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,,11,15,0,41,16,0,0,0,22,0,0,0,0,0,0
"Honduras",133,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,1024,830,75,200,4,0,91.4377665392029,3,0,0,0,0,0,0,0,0,0,0,0,0
"Honduras",133,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,40,0,1,0,0,0,0,0,0,0,25,40,56,6,224,43,0,0,138,118
"Honduras",133,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,,11,15,0,41,16,0,0,0,22,0,0,0,0,0,0
"Iceland",143,"Capelin oil","fish_oil",22714,66736,68486,87433,80703,76807,33984,55,53895,122425,96629,79187,99342,53696,62986,28497,59779,98395,76562,68385,107845,105387,75000,74605,68242,88391,59294,104390,46091,29277,16126,9042,12040,8894,9878,21904
"Iceland",143,"Cod liver oil","fish_oil",2049,2846,2487,2555,2687,1866,2330,3113,3765,2229,2930,2769,1518,1268,1447,1764,2338,1836,1075,1361,1698,1605,1504,1734,1738,1592,1774,1798,2117,1430,1196,1777,1789,2901,3387,3712
"Iceland",143,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,,,17,0,0.728439428138676,0,1,15,3,39,9,3,0,0,0,0
"Iceland",143,"Fish body oils, nei","fish_oil",3680,1420,1074,857,310,347,908,567,339,1,3,256,194,0,0,0,745,1357,2288,353,675,694,177,2075,1075,2063,578,18960,9975,5831,5342,8940,7232,15131,13447,17787
"Iceland",143,"Fish liver oils, nei","fish_oil",124,0,0,0,0,0,0,0,0,0,10,1,0,1,31,0,17,1,1,2,102,76,6,47,5,64,12,62,77,67,223,163,199,132,241,253
"Iceland",143,"Herring oil","fish_oil",57,0,196,500,0,311,163,1581,413,110,248,0,409,1527,2277,1650,9607,11773,9507,21107,28746,23868,13253,9272,7473,8998,4640,4678,7994,12293,19182,41545,32583,57882,31713,16570
"Iceland",143,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,902,3708,1759,2772,10175,6153,7244,4723,5904,5454,3298,24
"Iceland",143,"Redfish oil","fish_oil",1045,414,716,182,1186,3017,1058,3346,1539,430,0,240,0,0,0,351,22,61,124,150,84,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iceland",143,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,,,17,0,0.728439428138676,0,1,15,3,39,9,3,0,0,0,0
"Iceland",143,"Z_TOTAL","fish_oil",29669,71416,72959,91527,84886,82348,38443,8662,59951,125195,99820,82453,101463,56492,66741,32262,72508,113423,89557,91358,139150,131652,89940,87733,78533,101108,66298,129888,66254,48898,42069,61467,53843,84940,58666,60226
"Iceland",143,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,902,3708,1759,2772,10175,6153,7244,4723,5904,5454,3298,24
"India",203,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,4,10,2,8,5,9,10,11,15,25,20,66,189,110,92,135,86,106
"India",203,"Cod liver oil","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,105,149,130,11,59,36,153,311,115,13,0,18
"India",203,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,,,,,7,48,42,114,20,47,0,77,0,15.1414979745362,276,12
"India",203,"Fish body oils, nei","fish_oil",189,45,262,823,402,373,405,68,518,352,105,60,18,467,252,267,116,30,40,0,10,4,0,58,8,20,16,72,101,218,2049,371,368,227,1541,2485
"India",203,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,2,0,15,21,48,35,14.2724102031591,32,10,24,41,9,25,14,47,135,91,59,193,227,42,67,84
"India",203,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,902,931,641,2544,1438,1305,540,745,52,663,0,0,0,0,0,0,0,0,0,0,0,0
"India",203,"Natural sponges nei","sponges",,,,,,,,,,,,,,,,,,,,,,63,0,0,0,0,0,25,7,3,0,6,0,0,0,0
"India",203,"Ornamental fish nei","ornamentals",3,2,8.61816352106684,0,8.61816352106684,1,0,2,2,1,4,2,1,8,8,24,4,32,8,39,11,30,20,27,64,65,57,135,53,31,71,81,77,77,43,80
"India",203,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,7,7,1,34,4,1,117,23,281,133,123,132,100,126,603,1123,838,855
"India",203,"Sardine oil","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,88,109,3,201,3599,3888,9685,12582,16977
"India",203,"Shells nei","shells",,,,,,,,,,,,,,,,,,,,,,,,,196,1087,526,254,283,516,1476,953,1106,1116,1289,1611
"India",203,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,,,,,7,48,42,114,20,47,0,77,0,15.1414979745362,276,12
"India",203,"Z_TOTAL","fish_oil",189,45,262,823,402,373,405,68,518,352,105,60,18,469,252,282,137,78,75,14.2724102031591,42,14,24,99,122,194,160,218,404,348,2462,4474,4598,9967,14190,19564
"India",203,"Z_TOTAL","ornamentals",3,2,8.61816352106684,0,8.61816352106684,1,0,2,2,1,4,2,1,8,8,24,4,32,8,39,11,30,20,27,64,65,57,135,53,31,71,81,77,77,43,80
"India",203,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,11,17,3,42,9,10,127,34,296,158,143,198,289,236,695,1258,924,961
"India",203,"Z_TOTAL","shells",,,,,,,,,,,,,,,902,931,641,2544,1438,1305,540,745,52,663,196,1087,526,254,283,516,1476,953,1106,1116,1289,1611
"India",203,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,,,,63,0,0,0,0,0,25,7,3,0,6,0,0,0,0
"Indonesia",216,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,828,931,981,637,1164,2354,3715,4563,6291,5603,3560,2663,4186,2118,2467,1795,1721,1873
"Indonesia",216,"Cod liver oil","fish_oil",,,,220,186,21,30,0,74,14,101,215,178,241,257,335,392,150,91,28,22,3,3,41,48,15,72,127,1380,46,7,162,479,137,34,12
"Indonesia",216,"Coral and the like","corals",,,,,,,,,,,,,,,1713,1322,2474,1214,2263,1171,1001,792,258,844,2393,4680,3639,3208,3125,6531,5954,7069,6829,70,620,1172
"Indonesia",216,"Fish body oils, nei","fish_oil",,,,,0,14,52,167,171,147,480,455,476,18,37,35,45,1,130,19,0,0,6551,16,0,14,149,487,728,818,1683,1517,5041,1835,238,161
"Indonesia",216,"Fish liver oils, nei","fish_oil",23,838,1215,252,113,9,11,5,268,205,769,373,326,787,710,741,380,177,91,75,68,28,20,17,570,25,81,3254,33,0,0,0,0,0,17,10
"Indonesia",216,"Natural sponges raw","sponges",,,,,,,,,,,,,,,,,,,,,20,24,0,2,8.15878885512393,70,54,38,90,6,4,0,0,0,0,0
"Indonesia",216,"Ornamental saltwater fish","ornamentals",,,,,,202,84,58,87,122,684,424,749,844,964,1436,1831,2040,2176,2224,1709,528,167,1759,1781,1549,1915,1765,2248,4452,1471,1114,890,911,1056,1086
"Indonesia",216,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,11788,11305,12047,16562,37378,24957,22310,12698,5213,25084,23074,27874,28559,40162,51010,69226,95588,94073,99949,94003,123074,159075
"Indonesia",216,"Z_TOTAL","corals",,,,,,,,,,,,,,,1713,1322,2474,1214,2263,1171,1001,792,258,844,2393,4680,3639,3208,3125,6531,5954,7069,6829,70,620,1172
"Indonesia",216,"Z_TOTAL","fish_oil",23,838,1215,472,299,44,93,172,513,366,1350,1043,980,1046,1004,1111,817,328,312,122,90,31,6574,74,618,54,302,3868,2141,864,1690,1679,5520,1972,289,183
"Indonesia",216,"Z_TOTAL","ornamentals",,,,,,202,84,58,87,122,684,424,749,844,964,1436,1831,2040,2176,2224,1709,528,167,1759,1781,1549,1915,1765,2248,4452,1471,1114,890,911,1056,1086
"Indonesia",216,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,11788,11305,12047,16562,38206,25888,23291,13335,6377,27438,26789,32437,34850,45765,54570,71889,99774,96191,102416,95798,124795,160948
"Indonesia",216,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,,,20,24,0,2,8.15878885512393,70,54,38,90,6,4,0,0,0,0,0
"Iran",191,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,1.58602886945527,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Iran",191,"Ornamental saltwater fish","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,20,27,53,20
"Iran",191,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,1.58602886945527,1,1,1,1,1,1,0,0,0,14,0,20,27,53,20
"Ireland",181,"Agar agar nei","seaweeds",25,36,45,53,62,74,67,92,82,52,62,89,62,20,0,0,0,0,1061,969,404,0,10,0,1,4,0,3,0,0,0,0,0,0,0,0
"Ireland",181,"Fish body oils, nei","fish_oil",2006,1693,2832,2125,2143,1381,1549,2017,2028,2170,4112,4395,4395,3607,3283,2631,1436,509,0,113,131,208,221,0,0,0,0,1,3,5,3,18,2,266.989058503534,0,1092
"Ireland",181,"Fish liver oils, nei","fish_oil",,20,123,0,0,0,20,2,0,4,19,22,239,232,9,1143,3128,605,532,4,4,1,3,0,0,0,0,1,1,2,10,8,25,15,10,2
"Ireland",181,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,64,56,93,112,131,70,64,206,237,312,339,420,256,280,371,242,181,229,180,286,481,570
"Ireland",181,"Natural sponges other than raw","sponges",,,,,,,,,,,,,,,,,,,2,0,2,0,0,1,3,4,3,8,53,14.8385686797355,0,0,0,0,0,0
"Ireland",181,"Natural sponges raw","sponges",1.52244579737205,0,0,0,0,0,16,2,0,0,3.44204150817219,0,0,0,0,0,0,0,0,0,1.52244579737205,0,13.0400200621729,5,4,8,0,0,0,0,0,0,172,0,0,0
"Ireland",181,"Ornamental saltwater fish","ornamentals",,,,,,,,,,,,,,,,,1,0,0,0,4,50,0,98,2,0,0,6,12,0,2,11,89,168,124,230
"Ireland",181,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,4879,5828,4369,3943,3467,741,861,1175,603,507,1360,1308,1115,3782,3518,2750,5541,9529,12566,12520,16188,23103,24409,28821
"Ireland",181,"Shells nei","shells",4,2,0,1,28,17,7,1,2,1,2,31,3426,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ireland",181,"Z_TOTAL","fish_oil",2006,1713,2955,2125,2143,1381,1569,2019,2028,2174,4131,4417,4634,3839,3292,3774,4564,1114,532,117,135,209,224,0,0,0,0,2,4,7,13,26,27,281.989058503534,10,1094
"Ireland",181,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,1,0,0,0,4,50,0,98,2,0,0,6,12,0,2,11,89,168,124,230
"Ireland",181,"Z_TOTAL","seaweeds",25,36,45,53,62,74,67,92,82,52,62,89,4941,5848,4369,3943,3467,741,1922,2144,1007,507,1370,1308,1116,3786,3518,2753,5541,9529,12566,12520,16188,23103,24409,28821
"Ireland",181,"Z_TOTAL","shells",4,2,0,1,28,17,7,1,2,1,2,31,3426,101,64,56,93,112,131,70,64,206,237,312,339,420,256,280,371,242,181,229,180,286,481,570
"Ireland",181,"Z_TOTAL","sponges",1.52244579737205,0,0,0,0,0,16,2,0,0,3.44204150817219,0,0,0,0,0,0,0,2,0,3.52244579737205,0,13.0400200621729,6,7,12,3,8,53,14.8385686797355,0,0,172,0,0,0
