season.year,ASD,ASD2,ScientificName,SpeciesCode,EnglishName,Class,Tax_Lev,totC_old,corr.Catch2
2009,483,48,Moroteuthis knipovitchi,UHK,Smooth hooked squid,C,6,2.001000024,0.002001
2011,482,48,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,2.0682,0.0020682
2006,5842,58,Nototheniidae,NOX,Antarctic Rockcods,F,4,2.1,0.0021
2008,482,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,2.1,0.0021
2012,483,48,Nototheniops larseni,NOL,Painted rockcod,F,6,2.1,0.0021
2007,483,48,Paralomis formosa,KCF,Antarctic king crab,C,6,2.152999937,0.002153
2004,881,88,Lithodes murrayi,KCM,Stone crab,C,6,2.2,0.0022
2008,5852,58,Etmopterus granulosus,ETM,Lucifer Shark,F,6,2.2,0.0022
2010,881,88,Pogonophryne scotti,SZT,,F,6,2.2,0.0022
2006,481,48,Platax spp,BAT,Batfishes,F,5,2.239,0.002239
2010,486,48,Muraenolepis microps,MOY,Smalleye moray cod,F,6,2.3,0.0023
2010,5843b,58,Muraenolepis spp,MRL,Moray cods,F,5,2.3,0.0023
2012,5842,58,Artedidraco spp,ART,,F,5,2.3,0.0023
2012,5852,58,Muraenolepis spp,MRL,Moray cods,F,5,2.3,0.0023
2007,881,88,Coryphaenoides armatus,CKH,Abyssal grenadier,F,6,2.33,0.00233
2010,5852,58,Etmopterus spp,SHL,Lantern Shark spp,F,5,2.33,0.00233
2004,587,58,Lithodes spp,KCZ,King crabs,C,5,2.5,0.0025
2009,483,48,Mancopsetta maculata,MMM,Antarctic armless flounder,F,6,2.528999969,0.002529
2005,881,88,Pogonophryne permitini,PGR,Plunderfish,F,6,2.6,0.0026
2008,483,48,Psilodraco breviceps,PSR,Dragonfish spp.,F,6,2.601999989,0.002602
2006,486,48,Notothenia kempi,NOK,Striped-eyed rockcod,F,6,2.64,0.00264
2008,5852,58,Muraenolepis spp,MRL,Moray cods,F,5,2.66,0.00266
2011,881,88,Octopodidae,OCT,Octopus spp.,C,4,2.685,0.002685
2010,486,48,Lithodes spp,KCZ,King crabs,C,5,2.7,0.0027
2005,5841,58,Nototheniidae,NOX,Antarctic Rockcods,F,4,2.74,0.00274
2008,483,48,Adelieledone polymorpha,TWP,Antarctic knobbed octopus,C,6,2.753000004,0.002753
2007,881,88,Bathyraja meridionalis,BYE,Skate,F,6,2.8,0.0028
2011,483,48,Muraenolepis spp,MRL,Moray cods,F,5,2.8,0.0028
2012,5843b,58,Muraenolepis spp,MRL,Moray cods,F,5,2.8,0.0028
2007,481,48,Parachaenichthys charcoti,PCH,Antarctic dragonfishes,F,6,2.875,0.002875
2007,481,48,Trematomus nicolai,TRN,rockcod,F,6,2.928,0.002928
2009,881,88,Pogonophryne permitini,PGR,Plunderfish,F,6,2.95,0.00295
1981,481,48,Trematomus spp,TRT,Trematomus spp,F,5,3,0.003
1990,5852,58,Nototheniops mizops,NOZ,Toad rockcod,F,6,3,0.003
1991,482,48,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,3,0.003
1994,483,48,Pagothenia hansoni,TRH,Striped rockcod,F,6,3,0.003
1997,5843,58,Cephalopoda,CEP,Cephalopods,C,2,3,0.003
1998,482,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,3,0.003
2000,586,58,Lithodidae,KCX,Crab spp.,C,4,3,0.003
2001,586,58,Brama brama,POA,Atlantic pomfret,F,6,3,0.003
2003,5852,58,Nototheniops mizops,NOZ,Toad rockcod,F,6,3,0.003
2004,587,58,Paralomis spp,PAI,Crabs,C,5,3,0.003
2005,481,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,3,0.003
2005,5842,58,Pogonophryne spp,POG,plunderfish,F,5,3,0.003
2008,483,48,Muraenolepis spp,MRL,Moray cods,F,5,3,0.003
2009,483,48,Muraenolepis microps,MOY,Smalleye moray cod,F,6,3,0.003
2009,483,48,Pagothenia hansoni,TRH,Striped rockcod,F,6,3,0.003
2010,486,48,Paralomis spp,PAI,Crabs,C,5,3,0.003
2011,881,88,Lepidion spp,LEV,Lepidion codlings nei,F,5,3,0.003
2012,484,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,3,0.003
2012,5841,58,Artedidraco spp,ART,,F,5,3,0.003
2005,5852,58,Mancopsetta maculata,MMM,Antarctic armless flounder,F,6,3.07,0.00307
2012,5852,58,Bothidae,LEF,Lefteye flounders nei,F,4,3.1,0.0031
2006,881,88,Pogonophryne permitini,PGR,Plunderfish,F,6,3.15,0.00315
2009,5852,58,Paradiplospinus gracilis,PDG,Splendor escolor,F,6,3.177,0.003177
2012,483,48,Mancopsetta maculata,MMM,Antarctic armless flounder,F,6,3.2,0.0032
2007,5852,58,Bothidae,LEF,Lefteye flounders nei,F,4,3.200000048,0.0032
2009,5852,58,Channichthyidae,ICX,Crocodile icefishes nei,F,4,3.222,0.003222
2009,881,88,Pogonophryne scotti,SZT,,F,6,3.3,0.0033
2010,484,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,3.3,0.0033
2010,482,48,Chionodraco rastrospinosus,KIF,Ocellated icefish,F,6,3.31,0.00331
2005,5841,58,Pogonophryne permitini,PGR,Plunderfish,F,6,3.34,0.00334
2012,5852,58,Cynomacrurus piriei,MNI,Dogtooth grenadier,F,6,3.4,0.0034
2005,882,88,Bathyraja eatonii,BEA,Eaton's Skate,F,6,3.46,0.00346
2004,587,58,Notothenia kempi,NOK,Striped-eyed rockcod,F,6,3.5,0.0035
2008,483,48,Notothenia kempi,NOK,Striped-eyed rockcod,F,6,3.5,0.0035
2011,483,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,3.515000045,0.003515
2007,484,48,Lithodidae,KCX,Crab spp.,C,4,3.6,0.0036
1997,587,58,Rajiformes,SRX,Skates and rays,F,3,4,0.00367
2010,881,88,Pagothenia hansoni,TRH,Striped rockcod,F,6,3.7,0.0037
2008,5844a,58,Rajiformes,SRX,Skates and rays,F,3,3.8,0.0038
2009,5841,58,Octopodidae,OCT,Octopus spp.,C,4,3.8,0.0038
2006,481,48,Pachycara brachycephalum,PHB,Eelpout,F,6,3.813,0.003813
2012,5852,58,Nototheniidae,NOX,Antarctic Rockcods,F,4,3.9,0.0039
2012,881,88,Pogonophryne spp,POG,plunderfish,F,5,3.9,0.0039
2005,5852,58,Notothenia coriiceps,NOC,Black rockcod,F,6,4,0.003996
1990,5852,58,Myctophidae,LXX,Lanternfish,F,4,4,0.003996007
2004,483,48,Paralomis aculeata,KCU,Red stone crab,C,6,4,0.003996136
1982,481,48,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,4,0.004
1990,5852,58,Notothenia acuta,NOA,Trangular rockcod,F,6,4,0.004
1991,482,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,4,0.004
1991,482,48,Nototheniops nudifrons,NOD,Yellowfin rockcod,F,6,4,0.004
1994,483,48,Nototheniops nudifrons,NOD,Yellowfin rockcod,F,6,4,0.004
1998,482,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,4,0.004
2000,483,48,Pagothenia hansoni,TRH,Striped rockcod,F,6,4,0.004
2001,586,58,Lithodidae,KCX,Crab spp.,C,4,4,0.004
2003,483,48,Muraenolepis spp,MRL,Moray cods,F,5,4,0.004
2003,586,58,Muraenolepis spp,MRL,Moray cods,F,5,4,0.004
2003,586,58,Paralomis aculeata,KCU,Red stone crab,C,6,4,0.004
2004,5842,58,Muraenolepis microps,MOY,Smalleye moray cod,F,6,4,0.004
2005,481,48,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,4,0.004
2007,5843b,58,Channichthyidae,ICX,Crocodile icefishes nei,F,4,4,0.004
2008,483,48,Paralomis spinosissima,KCV,Antarctic king crab,C,6,4,0.004
2010,5844a,58,Nototheniidae,NOX,Antarctic Rockcods,F,4,4,0.004
2012,587,58,Holocephali,HOL,"Chimaeras, etc. nei",F,3,4,0.004
2007,481,48,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,4.049,0.004049
2009,483,48,Pareledone turqueti,TWT,Turquet's octopus,C,6,4.162000043,0.004162
2003,5852,58,Muraenolepis spp,MRL,Moray cods,F,5,4.17,0.00417
2006,481,48,Trematomus tokarevi,TTK,rockcod,F,6,4.211,0.004211
2005,5843b,58,Muraenolepis spp,MRL,Moray cods,F,5,4.3,0.0043
2009,483,48,Nototheniops nudifrons,NOD,Yellowfin rockcod,F,6,4.309000006,0.004309
2007,481,48,Trematomus bernacchii,TMH,Emerald rockcod,F,6,4.358,0.004358
2007,5852,58,Muraenolepis spp,MRL,Moray cods,F,5,4.36,0.00436
2006,481,48,Trematomus pennellii,PTC,Sharp-spined rockcod,F,6,4.413,0.004413
2006,5842,58,Octopodidae,OCT,Octopus spp.,C,4,4.5,0.0045
2011,883,88,Lithodidae,KCX,Crab spp.,C,4,4.6,0.0046
2006,481,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,4.613,0.004613
2007,481,48,Pagetopsis macropterus,PMA,Icefish spp.,F,6,4.641,0.004641
2009,5843b,58,Lithodidae,KCX,Crab spp.,C,4,4.65,0.00465
2008,881,88,Lithodidae,KCX,Crab spp.,C,4,4.7,0.0047
2010,5852,58,Paralomis spp,PAI,Crabs,C,5,4.83,0.00483
2011,881,88,Pogonophryne spp,POG,plunderfish,F,5,4.89,0.00489
2012,881,88,Pogonophryne scotti,SZT,,F,6,4.9,0.0049
2006,481,48,Notothenia rossii,NOR,Marbled rockcod,F,6,4.966,0.004966
1981,481,48,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,5,0.005
1996,5844a,58,"Loliginidae, Ommastrephidae",SQU,Flying squids,C,3,5,0.005
1998,881,88,Lithodidae,KCX,Crab spp.,C,4,5,0.005
1999,5841,58,Antimora rostrata,ANT,Blue antimora,F,6,5,0.005
2000,483,48,Nototheniops nudifrons,NOD,Yellowfin rockcod,F,6,5,0.005
2002,587,58,Notothenia kempi,NOK,Striped-eyed rockcod,F,6,5,0.005
2004,5852,58,Centrolophus niger,CEO,Rudderfish,F,6,5,0.005
2004,882,88,Bathyraja eatonii,BEA,Eaton's Skate,F,6,5,0.005
2005,481,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,5,0.005
2009,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,5,0.005
2010,5842,58,Pogonophryne spp,POG,plunderfish,F,5,5,0.005
2010,5852,58,Etmopterus granulosus,ETM,Lucifer Shark,F,6,5,0.005
2010,882,88,Cryodraco antarcticus,FIC,Long-fingered Icefish,F,6,5,0.005
2012,481,48,Ophthalmolycus amberensis,LYA,Eelpout,F,6,5,0.005
2006,881,88,Lithodidae,KCX,Crab spp.,C,4,5.01,0.00501
2009,5852,58,Icichthys australis,ICA,Southern driftfish,F,6,5.029,0.005029
2010,5844b,58,Lithodes spp,KCZ,King crabs,C,5,5.1,0.0051
2007,483,48,Nototheniops larseni,NOL,Painted rockcod,F,6,5.273999892,0.005274
2008,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,5.3,0.0053
2007,881,88,Pareledone turqueti,TWT,Turquet's octopus,C,6,5.39,0.00539
2007,5841,58,Rajiformes,SRX,Skates and rays,F,3,5.5,0.0055
2009,484,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,5.5,0.0055
2010,5844a,58,Rajiformes,SRX,Skates and rays,F,3,5.5,0.0055
2011,483,48,Pareledone turqueti,TWT,Turquet's octopus,C,6,5.539000062,0.005539
2006,481,48,Pagothenia hansoni,TRH,Striped rockcod,F,6,5.587,0.005587
2008,5841,58,Octopodidae,OCT,Octopus spp.,C,4,5.6,0.0056
2009,486,48,Muraenolepis spp,MRL,Moray cods,F,5,5.6,0.0056
2009,586,58,Rajiformes,SRX,Skates and rays,F,3,25.2,0.0056
2012,881,88,Muraenolepis marmoratus,MVC,Marbled moray cod,F,6,5.6,0.0056
2008,881,88,Pogonophryne permitini,PGR,Plunderfish,F,6,5.8,0.0058
2007,481,48,Neopagetopsis ionah,JIC,Crocodile icefishes,F,6,5.852,0.005852
2007,481,48,Muraenolepis microps,MOY,Smalleye moray cod,F,6,5.874,0.005874
2005,881,88,Artedidraco spp,ART,,F,5,5.9,0.0059
2006,481,48,Pagetopsis macropterus,PMA,Icefish spp.,F,6,5.944,0.005944
2000,483,48,Lithodidae,KCX,Crab spp.,C,4,6,0.005994
1994,483,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,6,0.005994
1994,483,48,Myctophidae,LXX,Lanternfish,F,4,6,0.005995563
1981,481,48,Cephalopoda,CEP,Cephalopods,C,2,6,0.006
1988,481,48,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,6,0.006
1995,5851,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,6,0.006
2000,483,48,Pareledone spp,PRD,Antarctic octopus,C,5,6,0.006
2001,5844a,58,Bathyraja spp,BHY,Bathyraja rays nei,F,5,6,0.006
2002,586,58,Lithodes murrayi,KCM,Stone crab,C,6,6,0.006
2003,881,88,Pogonophryne permitini,PGR,Plunderfish,F,6,6,0.006
2004,5852,58,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,6,0.006
2004,586,58,Paralomis spp,PAI,Crabs,C,5,6,0.006
2005,483,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,6,0.006
2006,5841,58,Antimora rostrata,ANT,Blue antimora,F,6,6,0.006
2010,882,88,Paralomis spp,PAI,Crabs,C,5,6,0.006
2012,5842,58,Antimora rostrata,ANT,Blue antimora,F,6,6,0.006
2008,483,48,Paralomis formosa,KCF,Antarctic king crab,C,6,6.054999962,0.006055
2012,481,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,6.1,0.0061
2009,5852,58,Macrourus whitsoni,WGR,,F,6,6.37,0.00637
2012,881,88,Macrourus carinatus,MCC,Ridge-scaled rattail,F,6,6.4,0.0064
2007,483,48,Adelieledone polymorpha,TWP,Antarctic knobbed octopus,C,6,6.554999985,0.006555
2012,481,48,Pagothenia hansoni,TRH,Striped rockcod,F,6,6.6,0.0066
2006,5852,58,Paralomis aculeata,KCU,Red stone crab,C,6,6.67,0.006663338
2011,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,6.738000026,0.006738
2006,481,48,Trematomus bernacchii,TMH,Emerald rockcod,F,6,6.79,0.00679
2012,481,48,Trematomus bernacchii,TMH,Emerald rockcod,F,6,6.8,0.0068
2005,5852,58,Cephalopoda,CEP,Cephalopods,C,2,7,0.00697
2000,483,48,Muraenolepis microps,MOY,Smalleye moray cod,F,6,7,0.006993155
2003,586,58,Antimora rostrata,ANT,Blue antimora,F,6,7,0.006999347
1997,5843,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,7,0.007
2001,586,58,Paralomis aculeata,KCU,Red stone crab,C,6,7,0.007
2004,586,58,Lithodes spp,KCZ,King crabs,C,5,7,0.007
2007,486,48,Lithodes murrayi,KCM,Stone crab,C,6,7,0.007
2007,881,88,Bathyraja maccaini,BAM,McCain's skate,F,6,7,0.007
2011,5852,58,"Loliginidae, Ommastrephidae",SQU,Flying squids,C,3,7,0.007
2012,5852,58,Notothenia kempi,NOK,Striped-eyed rockcod,F,6,7,0.007
2011,5842,58,Muraenolepis spp,MRL,Moray cods,F,5,7.05,0.00705
2006,481,48,Neopagetopsis ionah,JIC,Crocodile icefishes,F,6,7.054,0.007054
2009,483,48,Parachaenichthys georgianus,PGE,Bathydraconidae,F,6,7.075999999,0.007076
2005,881,88,Lithodidae,KCX,Crab spp.,C,4,7.1,0.0071
2012,5844b,58,Muraenolepis spp,MRL,Moray cods,F,5,7.1,0.0071
2007,483,48,Nototheniops nudifrons,NOD,Yellowfin rockcod,F,6,7.265299905,0.0072653
2006,5841,58,Rajiformes,SRX,Skates and rays,F,3,7.4,0.0074
2010,483,48,Pareledone turqueti,TWT,Turquet's octopus,C,6,7.447000035,0.007447
2009,5852,58,Lithodidae,KCX,Crab spp.,C,4,7.46,0.00746
2006,5842,58,Cephalopoda,CEP,Cephalopods,C,2,7.5,0.0075
2009,882,88,Muraenolepis microps,MOY,Smalleye moray cod,F,6,7.5,0.0075
2007,481,48,Gymnodraco acuticeps,GYA,Antarctic dragonfish,F,6,7.68,0.00768
2006,881,88,Octopodidae,OCT,Octopus spp.,C,4,7.85,0.00785
2007,881,88,Pogonophryne permitini,PGR,Plunderfish,F,6,7.98,0.00798
1997,5843,58,Antimora rostrata,ANT,Blue antimora,F,6,8,0.008
2001,587,58,Brama brama,POA,Atlantic pomfret,F,6,8,0.008
2004,881,88,Moridae,MOR,Moras cods nei,F,4,8,0.008
2006,5841,58,Bathyraja spp,BHY,Bathyraja rays nei,F,5,8,0.008
2006,882,88,Bathyraja eatonii,BEA,Eaton's Skate,F,6,8,0.008
2009,486,48,Raja spp,RAJ,Rays and skates nei,F,5,8,0.008
2011,883,88,Antimora rostrata,ANT,Blue antimora,F,6,8,0.008
2012,482,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,8,0.008
2012,587,58,Lithodidae,KCX,Crab spp.,C,4,8,0.008
2005,5842,58,Pogonophryne permitini,PGR,Plunderfish,F,6,8.18,0.00818
2011,5852,58,Nototheniops mizops,NOZ,Toad rockcod,F,6,8.19,0.00819
2010,881,88,Lithodidae,KCX,Crab spp.,C,4,8.21,0.00821
2006,5842,58,Rajiformes,SRX,Skates and rays,F,3,8.5,0.0085
2011,482,48,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,8.57,0.00857
2006,481,48,Nototheniops nudifrons,NOD,Yellowfin rockcod,F,6,8.663,0.008663
2007,481,48,Ophthalmolycus amberensis,LYA,Eelpout,F,6,8.664,0.008664
2005,882,88,Muraenolepis spp,MRL,Moray cods,F,5,8.8,0.0088
2006,484,48,Lithodidae,KCX,Crab spp.,C,4,8.8,0.0088
2009,5841,58,Rajiformes,SRX,Skates and rays,F,3,8.8,0.0088
2012,481,48,Bathyraja eatonii,BEA,Eaton's Skate,F,6,8.8,0.0088
2006,481,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,8.844,0.008844
2008,483,48,Nototheniops nudifrons,NOD,Yellowfin rockcod,F,6,8.861999998,0.008862
2012,483,48,Muraenolepis spp,MRL,Moray cods,F,5,8.9,0.0089
2012,483,48,Paralomis spinosissima,KCV,Antarctic king crab,C,6,8.9,0.0089
2009,5841,58,Pachycara brachycephalum,PHB,Eelpout,F,6,8.98,0.00898
1990,5852,58,Notothenia rossii,NOR,Marbled rockcod,F,6,9,0.008991
2005,5852,58,Myctophidae,LXX,Lanternfish,F,4,9,0.008991153
1982,481,48,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,9,0.009
1988,481,48,Nototheniops nudifrons,NOD,Yellowfin rockcod,F,6,9,0.009
2000,483,48,Parachaenichthys georgianus,PGE,Bathydraconidae,F,6,9,0.009
2004,881,88,Lithodidae,KCX,Crab spp.,C,4,9,0.009
2009,881,88,Bathyraja maccaini,BAM,McCain's skate,F,6,9,0.009
2011,483,48,Myctophidae,LXX,Lanternfish,F,4,9,0.009
2009,5852,58,Bothidae,LEF,Lefteye flounders nei,F,4,9.074,0.009074
2012,882,88,Lithodidae,KCX,Crab spp.,C,4,9.2,0.0092
2006,481,48,Nototheniops larseni,NOL,Painted rockcod,F,6,9.391,0.009391
2006,481,48,Gymnoscopelus nicholsi,GYN,lanternfish,F,6,9.523,0.009523
2010,486,48,Muraenolepis spp,MRL,Moray cods,F,5,9.7,0.0097
2012,481,48,Bathyraja spp,BHY,Bathyraja rays nei,F,5,9.7,0.0097
2006,484,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,9.79,0.00979
2006,481,48,Gymnodraco acuticeps,GYA,Antarctic dragonfish,F,6,9.863,0.009863
2012,883,88,Muraenolepis spp,MRL,Moray cods,F,5,9.9,0.0099
1990,483,48,Nototheniops nudifrons,NOD,Yellowfin rockcod,F,6,10,0.01
1991,5842,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,10,0.01
2000,881,88,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,10,0.01
2000,881,88,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,10,0.01
2000,881,88,Nototheniidae,NOX,Antarctic Rockcods,F,4,10,0.01
2000,881,88,Pogonophryne permitini,PGR,Plunderfish,F,6,10,0.01
2001,586,58,Muraenolepis spp,MRL,Moray cods,F,5,10,0.01
2001,587,58,Paralomis aculeata,KCU,Red stone crab,C,6,10,0.01
2002,881,88,Lithodes murrayi,KCM,Stone crab,C,6,10,0.01
2002,882,88,Antimora rostrata,ANT,Blue antimora,F,6,10,0.01
2004,5852,58,Etmopterus spp,SHL,Lantern Shark spp,F,5,10,0.01
2004,881,88,Cryodraco antarcticus,FIC,Long-fingered Icefish,F,6,10,0.01
2005,586,58,Lithodes spp,KCZ,King crabs,C,5,10,0.01
2008,483,48,Martialia hyadesi,SQS,Sevenstar flying squid,C,6,10,0.01
2008,882,88,Moroteuthis ingens,OIJ,Greater Hooked Squid,C,6,10,0.01
2012,481,48,Muraenolepis microps,MOY,Smalleye moray cod,F,6,10,0.01
2012,881,88,Moridae,MOR,Moras cods nei,F,4,10,0.01
2006,481,48,Parachaenichthys charcoti,PCH,Antarctic dragonfishes,F,6,10.103,0.010103
2009,5842,58,Antimora rostrata,ANT,Blue antimora,F,6,10.15,0.01015
2008,881,88,Coryphaenoides spp,CVY,"Grenadiers, whiptails nei",F,5,10.2,0.0102
2009,5841,58,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,10.26,0.01026
2007,881,88,Chaenodraco wilsoni,WIC,Spiny icefish,F,6,10.5,0.0105
2010,5842,58,Antimora rostrata,ANT,Blue antimora,F,6,10.5,0.0105
2009,5841,58,Antimora rostrata,ANT,Blue antimora,F,6,10.53,0.01053
2003,881,88,Lithodidae,KCX,Crab spp.,C,4,10.58,0.01058
2011,5841,58,Muraenolepis microps,MOY,Smalleye moray cod,F,6,10.7,0.0107
2012,882,88,Muraenolepis orangiensis,MWO,Patagonian moray cod,F,6,10.7,0.0107
2007,481,48,Gymnoscopelus nicholsi,GYN,lanternfish,F,6,10.76,0.01076
2011,882,88,Antimora rostrata,ANT,Blue antimora,F,6,10.83,0.01083
2008,5852,58,Nototheniidae,NOX,Antarctic Rockcods,F,4,10.85,0.01085
2010,483,48,Parachaenichthys georgianus,PGE,Bathydraconidae,F,6,10.85900014,0.010859
2009,881,88,Octopodidae,OCT,Octopus spp.,C,4,10.96,0.01096
2008,483,48,Pareledone turqueti,TWT,Turquet's octopus,C,6,10.98900001,0.010989
1987,481,48,Notothenia kempi,NOK,Striped-eyed rockcod,F,6,11,0.011
1999,483,48,Lithodes spp,KCZ,King crabs,C,5,11,0.011
1999,5843,58,Antimora rostrata,ANT,Blue antimora,F,6,11,0.011
2010,882,88,Pogonophryne spp,POG,plunderfish,F,5,11,0.011
2010,483,48,Mancopsetta maculata,MMM,Antarctic armless flounder,F,6,11.41499996,0.011415
2010,483,48,Nototheniops nudifrons,NOD,Yellowfin rockcod,F,6,11.53800013,0.011538
2008,881,88,Pogonophryne spp,POG,plunderfish,F,5,11.57,0.01157
2007,881,88,Lepidion spp,LEV,Lepidion codlings nei,F,5,11.7,0.0117
2012,5841,58,Patagonotothen brevicauda,NOT,Patagonian rockcod,F,6,11.8,0.0118
2007,486,48,Chionobathyscus dewitti,CHW,Icefish spp.,F,6,11.9,0.0119
2012,5842,58,Muraenolepis spp,MRL,Moray cods,F,5,11.9,0.0119
1993,5852,58,Myctophidae,LXX,Lanternfish,F,4,12,0.01199
2003,483,48,Macrourus holotrachys,MCH,Bigeye grenadier,F,6,12,0.01199
2003,483,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,12,0.01199
1999,483,48,Paralomis aculeata,KCU,Red stone crab,C,6,12,0.011995975
1992,5852,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,12,0.012
1993,5852,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,12,0.012
2001,5852,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,12,0.012
2001,586,58,Lithodes murrayi,KCM,Stone crab,C,6,12,0.012
2004,5842,58,Artedidraconidae,PLF,Barbeled plunderfishes nei,F,4,12,0.012
2007,5841,58,Salilota australis,SAO,,F,6,12,0.012
2009,483,48,Raja georgiana,SRR,,F,6,12,0.012
2012,881,88,Notothenia kempi,NOK,Striped-eyed rockcod,F,6,12,0.012
2005,5852,58,Macrourus carinatus,MCC,Ridge-scaled rattail,F,6,12.07,0.01207
2006,882,88,Lithodidae,KCX,Crab spp.,C,4,12.63,0.01263
2008,5841,58,Pogonophryne spp,POG,plunderfish,F,5,12.75,0.01275
2011,5841,58,Antimora rostrata,ANT,Blue antimora,F,6,12.85,0.01285
1982,481,48,Rajiformes,SRX,Skates and rays,F,3,13,0.013
1991,482,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,13,0.013
1994,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,13,0.013
1998,883,88,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,13,0.013
2000,483,48,Muraenolepis spp,MRL,Moray cods,F,5,13,0.013
2005,5852,58,Moroteuthis ingens,OIJ,Greater Hooked Squid,C,6,13,0.013
2008,881,88,Pogonophryne scotti,SZT,,F,6,13,0.013
2012,481,48,Antimora rostrata,ANT,Blue antimora,F,6,13,0.013
2012,587,58,Somniosus microcephalus,GSK,Greenland Shark,F,6,13,0.013
2012,881,88,Muraenolepis orangiensis,MWO,Patagonian moray cod,F,6,13,0.013
2008,5841,58,Cryodraco antarcticus,FIC,Long-fingered Icefish,F,6,13.2,0.0132
2011,483,48,Mancopsetta maculata,MMM,Antarctic armless flounder,F,6,13.3300001,0.01333
2009,5842,58,Channichthyidae,ICX,Crocodile icefishes nei,F,4,13.65,0.01365
2008,881,88,Euphausia superba,KRI,Antarctic Krill,C,6,13.7,0.0137
1994,483,48,Muraenolepis microps,MOY,Smalleye moray cod,F,6,14,0.013994619
2002,587,58,Lithodes murrayi,KCM,Stone crab,C,6,14,0.014
2003,5842,58,Muraenolepis marmoratus,MVC,Marbled moray cod,F,6,14,0.014
2004,586,58,Lithodidae,KCX,Crab spp.,C,4,14,0.014
2004,881,88,Notothenia squamifrons,NOS,Grey rockcod,F,6,14,0.014
2004,881,88,Pogonophryne spp,POG,plunderfish,F,5,14,0.014
2007,5841,58,Octopodidae,OCT,Octopus spp.,C,4,14,0.014
2012,5852,58,Myctophidae,LXX,Lanternfish,F,4,14,0.014
2008,882,88,Chionobathyscus dewitti,CHW,Icefish spp.,F,6,14.6,0.0146
2012,5852,58,Etmopterus granulosus,ETM,Lucifer Shark,F,6,14.7,0.0147
2005,5841,58,Muraenolepis spp,MRL,Moray cods,F,5,14.8,0.0148
1981,481,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,15,0.015
1999,483,48,Muraenolepis spp,MRL,Moray cods,F,5,15,0.015
1999,5852,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,15,0.015
2000,5842,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,15,0.015
2000,5844b,58,Bathyraja spp,BHY,Bathyraja rays nei,F,5,15,0.015
2001,5844a,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,15,0.015
2001,587,58,Lithodes murrayi,KCM,Stone crab,C,6,15,0.015
2002,587,58,Octopodidae,OCT,Octopus spp.,C,4,15,0.015
2004,5842,58,"Loliginidae, Ommastrephidae",SQU,Flying squids,C,3,15,0.015
2004,881,88,Pogonophryne permitini,PGR,Plunderfish,F,6,15,0.015
2005,5843b,58,Lampris immaculatus,LAI,Moonfish,F,6,15,0.015
