X,assessid,stockid,stocklong.x,tsn,scientificname,commonname,areaid,region,inmyersdb,myersstockid,OHI_rgn,OHI_name,FAO
156,ICCAT-SAILEATL-1956-2010-CHING,SAILEATL,Sailfish Eastern Atlantic,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-EATL,Atlantic Ocean,0,,100,Republique du Congo,34
156,ICCAT-SAILEATL-1956-2010-CHING,SAILEATL,Sailfish Eastern Atlantic,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-EATL,Atlantic Ocean,0,,100,Republique du Congo,47
158,FAO-SPNWA-SARDINWA-1990-2010-CHING,SARDINWA,Sardinella West Africa,-990,Sardinella spp,Sardinella,multinational-FAO-WA,West Africa,0,NA,100,Republic of Congo,34
171,ICCAT-SKJEATL-1950-2010-CHING,SKJEATL,Skipjack tuna Eastern Atlantic,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-EATL,Atlantic Ocean,0,,100,Republique du Congo,34
171,ICCAT-SKJEATL-1950-2010-CHING,SKJEATL,Skipjack tuna Eastern Atlantic,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-EATL,Atlantic Ocean,0,,100,Republique du Congo,47
199,ICCAT-SWORDNATL-1950-2010-CHING,SWORDNATL,Swordfish North Atlantic,172482,Xiphias gladius,Swordfish,multinational-ICCAT-NATL,Atlantic Ocean,1,SWORDNA,100,Republique du Congo,34
201,ICCAT-SWORDSATL-1950-2010-CHING,SWORDSATL,Swordfish South Atlantic,172482,Xiphias gladius,Swordfish,multinational-ICCAT-SATL,Atlantic Ocean,1,SWORDSA,100,Republique du Congo,47
219,ICCAT-WMARLINATL-1956-2011-CHING,WMARLINATL,White marlin Atlantic,172499,Tetrapturus albidus,white marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,100,Republique du Congo,34
219,ICCAT-WMARLINATL-1956-2011-CHING,WMARLINATL,White marlin Atlantic,172499,Tetrapturus albidus,white marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,100,Republique du Congo,47
233,ICCAT-YFINATL-1950-2011-CHING,YFINATL,Yellowfin tuna Atlantic,172423,Thunnus albacares,Yellowfin tuna,multinational-ICCAT-ATL,Atlantic Ocean,0,NA,100,Republique du Congo,34
233,ICCAT-YFINATL-1950-2011-CHING,YFINATL,Yellowfin tuna Atlantic,172423,Thunnus albacares,Yellowfin tuna,multinational-ICCAT-ATL,Atlantic Ocean,0,NA,100,Republique du Congo,47
6,ICCAT-ALBASATL-1956-2010-CHING,ALBASATL,Albacore tuna South Atlantic,172419,Thunnus alalunga,albacore tuna,multinational-ICCAT-SATL,Atlantic Ocean,0,,101,Namibia,47
26,ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,Bigeye tuna Atlantic,172428,Thunnus obesus,Bigeye tuna,multinational-ICCAT-ATL,Atlantic Ocean,1,BIGEYEATLANTIC,101,Namibia,47
42,ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,Blue marlin Atlantic,172491,Makaira nigricans,Blue marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,101,Namibia,47
16,ICCAT-ATBTUNAEATL-1950-2010-CHING,ATBTUNAEATL,Bluefin tuna Eastern Atlantic,172421,Thunnus thynnus,Atlantic bluefin tuna,multinational-ICCAT-EATL,Atlantic Ocean,1,BTUNAEA,101,Namibia,47
150,FAO-SPNWA-RSARDINWA-1990-2010-CHING,RSARDINWA,Round Sardinella West Africa,161763,Sardinella aurita,Round sardinella,multinational-FAO-WA,West Africa,0,NA,101,Namibia,47
150,FAO-SPNWA-RSARDINWA-1990-2010-CHING,RSARDINWA,Round Sardinella West Africa,161763,Sardinella aurita,Round sardinella,multinational-FAO-WA,West Africa,0,NA,101,Namibia,47
156,ICCAT-SAILEATL-1956-2010-CHING,SAILEATL,Sailfish Eastern Atlantic,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-EATL,Atlantic Ocean,0,,101,Namibia,47
171,ICCAT-SKJEATL-1950-2010-CHING,SKJEATL,Skipjack tuna Eastern Atlantic,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-EATL,Atlantic Ocean,0,,101,Namibia,47
201,ICCAT-SWORDSATL-1950-2010-CHING,SWORDSATL,Swordfish South Atlantic,172482,Xiphias gladius,Swordfish,multinational-ICCAT-SATL,Atlantic Ocean,1,SWORDSA,101,Namibia,47
219,ICCAT-WMARLINATL-1956-2011-CHING,WMARLINATL,White marlin Atlantic,172499,Tetrapturus albidus,white marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,101,Namibia,47
233,ICCAT-YFINATL-1950-2011-CHING,YFINATL,Yellowfin tuna Atlantic,172423,Thunnus albacares,Yellowfin tuna,multinational-ICCAT-ATL,Atlantic Ocean,0,NA,101,Namibia,47
2,IOTC-ALBAIO-1950-2010-CHING,ALBAIO,Albacore tuna Indian Ocean,172419,Thunnus alalunga,albacore tuna,multinational-IOTC-IO,Indian Ocean,0,,102,South Africa,51
6,ICCAT-ALBASATL-1956-2010-CHING,ALBASATL,Albacore tuna South Atlantic,172419,Thunnus alalunga,albacore tuna,multinational-ICCAT-SATL,Atlantic Ocean,0,,102,South Africa,47
26,ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,Bigeye tuna Atlantic,172428,Thunnus obesus,Bigeye tuna,multinational-ICCAT-ATL,Atlantic Ocean,1,BIGEYEATLANTIC,102,South Africa,47
29,IOTC-BIGEYEIO-1950-2010-CHING,BIGEYEIO,Bigeye tuna Indian Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-IOTC-IO,Indian Ocean,0,,102,South Africa,51
42,ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,Blue marlin Atlantic,172491,Makaira nigricans,Blue marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,102,South Africa,47
16,ICCAT-ATBTUNAEATL-1950-2010-CHING,ATBTUNAEATL,Bluefin tuna Eastern Atlantic,172421,Thunnus thynnus,Atlantic bluefin tuna,multinational-ICCAT-EATL,Atlantic Ocean,1,BTUNAEA,102,South Africa,47
64,MARAM-CTRACSA-1949-2013-Furman,CTRACSA,Cape horse mackerel South Africa South coast,168598,Trachurus capensis,Cape horse mackerel,South Africa-DETMCM-SASC,South Africa,1,SAHMACK,102,South Africa,47
66,MARAM-DEEPCHAKESA-1917-2013-Rademeyer,DEEPCHAKESA,Deep-water cape hake South Africa,164796,Merluccius paradoxus,Deep-water cape hake,South Africa-DETMCM-SA,South Africa,0,,102,South Africa,47
140,MARAM-PTOOTHFISHPEI-1960-2013-Brandao,PTOOTHFISHPEI,Patagonian toothfish South Africa Subantarctic Prince Edward Islands,642807,Dissostichus eleginoides,Patagonian toothfish,South Africa-DETMCM-PEI,South Africa,0,,102,South Africa,47
150,FAO-SPNWA-RSARDINWA-1990-2010-CHING,RSARDINWA,Round Sardinella West Africa,161763,Sardinella aurita,Round sardinella,multinational-FAO-WA,West Africa,0,NA,102,South Africa,47
150,FAO-SPNWA-RSARDINWA-1990-2010-CHING,RSARDINWA,Round Sardinella West Africa,161763,Sardinella aurita,Round sardinella,multinational-FAO-WA,West Africa,0,NA,102,South Africa,47
156,ICCAT-SAILEATL-1956-2010-CHING,SAILEATL,Sailfish Eastern Atlantic,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-EATL,Atlantic Ocean,0,,102,South Africa,47
54,MARAM-CHAKESA-1917-2013-Rademeyer,CHAKESA,Shallow-water cape hake South Africa,164798,Merluccius capensis,Shallow-water cape hake,South Africa-DETMCM-SA,South Africa,0,,102,South Africa,47
171,ICCAT-SKJEATL-1950-2010-CHING,SKJEATL,Skipjack tuna Eastern Atlantic,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-EATL,Atlantic Ocean,0,,102,South Africa,47
169,IOTC-SKJCIO-1950-2010-CHING,SKJCIO,Skipjack tuna Indian Ocean,172401,Katsuwonus pelamis,skipjack tuna,multinational-IOTC-IO,Indian Ocean,0,,102,South Africa,51
197,IOTC-SWORDIO-1950-2010-CHING,SWORDIO,Swordfish Indian Ocean,172482,Xiphias gladius,swordfish,multinational-IOTC-IO,Indian Ocean,0,,102,South Africa,51
201,ICCAT-SWORDSATL-1950-2010-CHING,SWORDSATL,Swordfish South Atlantic,172482,Xiphias gladius,Swordfish,multinational-ICCAT-SATL,Atlantic Ocean,1,SWORDSA,102,South Africa,47
219,ICCAT-WMARLINATL-1956-2011-CHING,WMARLINATL,White marlin Atlantic,172499,Tetrapturus albidus,white marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,102,South Africa,47
233,ICCAT-YFINATL-1950-2011-CHING,YFINATL,Yellowfin tuna Atlantic,172423,Thunnus albacares,Yellowfin tuna,multinational-ICCAT-ATL,Atlantic Ocean,0,NA,102,South Africa,47
235,IOTC-YFINEIO-1972-2009-BRANCH,YFINEIO,Yellowfin tuna Indian Ocean,172423,Thunnus albacares,Yellowfin tuna,multinational-IOTC-IO,Indian Ocean,0,,102,South Africa,51
4,ICCAT-ALBANATL-1950-2010-CHING,ALBANATL,Albacore tuna North Atlantic,172419,Thunnus alalunga,Albacore tuna,multinational-ICCAT-NATL,Atlantic Ocean,0,NA,103,Sao Tome and Principe,34
26,ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,Bigeye tuna Atlantic,172428,Thunnus obesus,Bigeye tuna,multinational-ICCAT-ATL,Atlantic Ocean,1,BIGEYEATLANTIC,103,Sao Tome and Principe,34
42,ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,Blue marlin Atlantic,172491,Makaira nigricans,Blue marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,103,Sao Tome and Principe,34
16,ICCAT-ATBTUNAEATL-1950-2010-CHING,ATBTUNAEATL,Bluefin tuna Eastern Atlantic,172421,Thunnus thynnus,Atlantic bluefin tuna,multinational-ICCAT-EATL,Atlantic Ocean,1,BTUNAEA,103,Sao Tome and Principe,34
150,FAO-SPNWA-RSARDINWA-1990-2010-CHING,RSARDINWA,Round Sardinella West Africa,161763,Sardinella aurita,Round sardinella,multinational-FAO-WA,West Africa,0,NA,103,Sao Tome and Principe,34
150,FAO-SPNWA-RSARDINWA-1990-2010-CHING,RSARDINWA,Round Sardinella West Africa,161763,Sardinella aurita,Round sardinella,multinational-FAO-WA,West Africa,0,NA,103,Sao Tome and Principe,34
156,ICCAT-SAILEATL-1956-2010-CHING,SAILEATL,Sailfish Eastern Atlantic,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-EATL,Atlantic Ocean,0,,103,Sao Tome and Principe,34
171,ICCAT-SKJEATL-1950-2010-CHING,SKJEATL,Skipjack tuna Eastern Atlantic,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-EATL,Atlantic Ocean,0,,103,Sao Tome and Principe,34
199,ICCAT-SWORDNATL-1950-2010-CHING,SWORDNATL,Swordfish North Atlantic,172482,Xiphias gladius,Swordfish,multinational-ICCAT-NATL,Atlantic Ocean,1,SWORDNA,103,Sao Tome and Principe,34
219,ICCAT-WMARLINATL-1956-2011-CHING,WMARLINATL,White marlin Atlantic,172499,Tetrapturus albidus,white marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,103,Sao Tome and Principe,34
233,ICCAT-YFINATL-1950-2011-CHING,YFINATL,Yellowfin tuna Atlantic,172423,Thunnus albacares,Yellowfin tuna,multinational-ICCAT-ATL,Atlantic Ocean,0,NA,103,Sao Tome and Principe,34
4,ICCAT-ALBANATL-1950-2010-CHING,ALBANATL,Albacore tuna North Atlantic,172419,Thunnus alalunga,Albacore tuna,multinational-ICCAT-NATL,Atlantic Ocean,0,NA,104,Equatorial Guinea,34
26,ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,Bigeye tuna Atlantic,172428,Thunnus obesus,Bigeye tuna,multinational-ICCAT-ATL,Atlantic Ocean,1,BIGEYEATLANTIC,104,Equatorial Guinea,34
42,ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,Blue marlin Atlantic,172491,Makaira nigricans,Blue marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,104,Equatorial Guinea,34
16,ICCAT-ATBTUNAEATL-1950-2010-CHING,ATBTUNAEATL,Bluefin tuna Eastern Atlantic,172421,Thunnus thynnus,Atlantic bluefin tuna,multinational-ICCAT-EATL,Atlantic Ocean,1,BTUNAEA,104,Equatorial Guinea,34
150,FAO-SPNWA-RSARDINWA-1990-2010-CHING,RSARDINWA,Round Sardinella West Africa,161763,Sardinella aurita,Round sardinella,multinational-FAO-WA,West Africa,0,NA,104,Equatorial Guinea,34
150,FAO-SPNWA-RSARDINWA-1990-2010-CHING,RSARDINWA,Round Sardinella West Africa,161763,Sardinella aurita,Round sardinella,multinational-FAO-WA,West Africa,0,NA,104,Equatorial Guinea,34
156,ICCAT-SAILEATL-1956-2010-CHING,SAILEATL,Sailfish Eastern Atlantic,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-EATL,Atlantic Ocean,0,,104,Equatorial Guinea,34
171,ICCAT-SKJEATL-1950-2010-CHING,SKJEATL,Skipjack tuna Eastern Atlantic,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-EATL,Atlantic Ocean,0,,104,Equatorial Guinea,34
199,ICCAT-SWORDNATL-1950-2010-CHING,SWORDNATL,Swordfish North Atlantic,172482,Xiphias gladius,Swordfish,multinational-ICCAT-NATL,Atlantic Ocean,1,SWORDNA,104,Equatorial Guinea,34
219,ICCAT-WMARLINATL-1956-2011-CHING,WMARLINATL,White marlin Atlantic,172499,Tetrapturus albidus,white marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,104,Equatorial Guinea,34
233,ICCAT-YFINATL-1950-2011-CHING,YFINATL,Yellowfin tuna Atlantic,172423,Thunnus albacares,Yellowfin tuna,multinational-ICCAT-ATL,Atlantic Ocean,0,NA,104,Equatorial Guinea,34
4,ICCAT-ALBANATL-1950-2010-CHING,ALBANATL,Albacore tuna North Atlantic,172419,Thunnus alalunga,Albacore tuna,multinational-ICCAT-NATL,Atlantic Ocean,0,NA,106,Ghana,34
26,ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,Bigeye tuna Atlantic,172428,Thunnus obesus,Bigeye tuna,multinational-ICCAT-ATL,Atlantic Ocean,1,BIGEYEATLANTIC,106,Ghana,34
42,ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,Blue marlin Atlantic,172491,Makaira nigricans,Blue marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,106,Ghana,34
16,ICCAT-ATBTUNAEATL-1950-2010-CHING,ATBTUNAEATL,Bluefin tuna Eastern Atlantic,172421,Thunnus thynnus,Atlantic bluefin tuna,multinational-ICCAT-EATL,Atlantic Ocean,1,BTUNAEA,106,Ghana,34
150,FAO-SPNWA-RSARDINWA-1990-2010-CHING,RSARDINWA,Round Sardinella West Africa,161763,Sardinella aurita,Round sardinella,multinational-FAO-WA,West Africa,0,NA,106,Ghana,34
150,FAO-SPNWA-RSARDINWA-1990-2010-CHING,RSARDINWA,Round Sardinella West Africa,161763,Sardinella aurita,Round sardinella,multinational-FAO-WA,West Africa,0,NA,106,Ghana,34
156,ICCAT-SAILEATL-1956-2010-CHING,SAILEATL,Sailfish Eastern Atlantic,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-EATL,Atlantic Ocean,0,,106,Ghana,34
171,ICCAT-SKJEATL-1950-2010-CHING,SKJEATL,Skipjack tuna Eastern Atlantic,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-EATL,Atlantic Ocean,0,,106,Ghana,34
199,ICCAT-SWORDNATL-1950-2010-CHING,SWORDNATL,Swordfish North Atlantic,172482,Xiphias gladius,Swordfish,multinational-ICCAT-NATL,Atlantic Ocean,1,SWORDNA,106,Ghana,34
219,ICCAT-WMARLINATL-1956-2011-CHING,WMARLINATL,White marlin Atlantic,172499,Tetrapturus albidus,white marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,106,Ghana,34
233,ICCAT-YFINATL-1950-2011-CHING,YFINATL,Yellowfin tuna Atlantic,172423,Thunnus albacares,Yellowfin tuna,multinational-ICCAT-ATL,Atlantic Ocean,0,NA,106,Ghana,34
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,107,Clipperton Island,77
28,IATTC-BIGEYEEPAC-1975-2011-BRANCH,BIGEYEEPAC,Bigeye tuna Eastern Pacific,172428,Thunnus obesus,Bigeye tuna,multinational-IATTC-EPAC,Pacific Ocean,1,BIGEYEEPACIFIC,107,Clipperton Island,77
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,107,Clipperton Island,77
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,107,Clipperton Island,77
190,IATTC-STMARLINNEPAC-1954-2009-BRANCH,STMARLINNEPAC,Striped marlin Northeast Pacific,768127,Kajikia audax,Striped marlin,multinational-IATTC-NEPAC,Pacific Ocean,0,,107,Clipperton Island,77
196,IATTC-SWORDEPAC-1950-2010-CHING,SWORDEPAC,Swordfish Eastern Pacific,172482,Xiphias gladius,swordfish,multinational-IATTC-EPAC,Pacific Ocean,0,,107,Clipperton Island,77
236,IATTC-YFINEPAC-1975-2011-BRANCH,YFINEPAC,Yellowfin tuna Eastern Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-IATTC-NEPAC,Pacific Ocean,1,YFINNEPAC,107,Clipperton Island,77
4,ICCAT-ALBANATL-1950-2010-CHING,ALBANATL,Albacore tuna North Atlantic,172419,Thunnus alalunga,Albacore tuna,multinational-ICCAT-NATL,Atlantic Ocean,0,NA,108,Bermuda,21
4,ICCAT-ALBANATL-1950-2010-CHING,ALBANATL,Albacore tuna North Atlantic,172419,Thunnus alalunga,Albacore tuna,multinational-ICCAT-NATL,Atlantic Ocean,0,NA,108,Bermuda,31
26,ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,Bigeye tuna Atlantic,172428,Thunnus obesus,Bigeye tuna,multinational-ICCAT-ATL,Atlantic Ocean,1,BIGEYEATLANTIC,108,Bermuda,21
26,ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,Bigeye tuna Atlantic,172428,Thunnus obesus,Bigeye tuna,multinational-ICCAT-ATL,Atlantic Ocean,1,BIGEYEATLANTIC,108,Bermuda,31
42,ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,Blue marlin Atlantic,172491,Makaira nigricans,Blue marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,108,Bermuda,21
42,ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,Blue marlin Atlantic,172491,Makaira nigricans,Blue marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,108,Bermuda,31
17,ICCAT-ATBTUNAWATL-1950-2010-CHING,ATBTUNAWATL,Bluefin tuna Western Atlantic,172421,Thunnus thynnus,Atlantic bluefin tuna,multinational-ICCAT-WATL,Atlantic Ocean,1,BTUNAWA,108,Bermuda,21
17,ICCAT-ATBTUNAWATL-1950-2010-CHING,ATBTUNAWATL,Bluefin tuna Western Atlantic,172421,Thunnus thynnus,Atlantic bluefin tuna,multinational-ICCAT-WATL,Atlantic Ocean,1,BTUNAWA,108,Bermuda,31
157,ICCAT-SAILWATL-1956-2010-CHING,SAILWATL,Sailfish Western Atlantic,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-WATL,Atlantic Ocean,0,,108,Bermuda,21
157,ICCAT-SAILWATL-1956-2010-CHING,SAILWATL,Sailfish Western Atlantic,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-WATL,Atlantic Ocean,0,,108,Bermuda,31
172,ICCAT-SKJWATL-1952-2010-CHING,SKJWATL,Skipjack tuna Western Atlantic,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-WATL,Atlantic Ocean,0,,108,Bermuda,21
172,ICCAT-SKJWATL-1952-2010-CHING,SKJWATL,Skipjack tuna Western Atlantic,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-WATL,Atlantic Ocean,0,,108,Bermuda,31
199,ICCAT-SWORDNATL-1950-2010-CHING,SWORDNATL,Swordfish North Atlantic,172482,Xiphias gladius,Swordfish,multinational-ICCAT-NATL,Atlantic Ocean,1,SWORDNA,108,Bermuda,21
199,ICCAT-SWORDNATL-1950-2010-CHING,SWORDNATL,Swordfish North Atlantic,172482,Xiphias gladius,Swordfish,multinational-ICCAT-NATL,Atlantic Ocean,1,SWORDNA,108,Bermuda,31
219,ICCAT-WMARLINATL-1956-2011-CHING,WMARLINATL,White marlin Atlantic,172499,Tetrapturus albidus,white marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,108,Bermuda,31
233,ICCAT-YFINATL-1950-2011-CHING,YFINATL,Yellowfin tuna Atlantic,172423,Thunnus albacares,Yellowfin tuna,multinational-ICCAT-ATL,Atlantic Ocean,0,NA,108,Bermuda,21
233,ICCAT-YFINATL-1950-2011-CHING,YFINATL,Yellowfin tuna Atlantic,172423,Thunnus albacares,Yellowfin tuna,multinational-ICCAT-ATL,Atlantic Ocean,0,NA,108,Bermuda,31
4,ICCAT-ALBANATL-1950-2010-CHING,ALBANATL,Albacore tuna North Atlantic,172419,Thunnus alalunga,Albacore tuna,multinational-ICCAT-NATL,Atlantic Ocean,0,NA,110,Bahamas,31
26,ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,Bigeye tuna Atlantic,172428,Thunnus obesus,Bigeye tuna,multinational-ICCAT-ATL,Atlantic Ocean,1,BIGEYEATLANTIC,110,Bahamas,31
42,ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,Blue marlin Atlantic,172491,Makaira nigricans,Blue marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,110,Bahamas,31
17,ICCAT-ATBTUNAWATL-1950-2010-CHING,ATBTUNAWATL,Bluefin tuna Western Atlantic,172421,Thunnus thynnus,Atlantic bluefin tuna,multinational-ICCAT-WATL,Atlantic Ocean,1,BTUNAWA,110,Bahamas,31
157,ICCAT-SAILWATL-1956-2010-CHING,SAILWATL,Sailfish Western Atlantic,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-WATL,Atlantic Ocean,0,,110,Bahamas,31
172,ICCAT-SKJWATL-1952-2010-CHING,SKJWATL,Skipjack tuna Western Atlantic,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-WATL,Atlantic Ocean,0,,110,Bahamas,31
199,ICCAT-SWORDNATL-1950-2010-CHING,SWORDNATL,Swordfish North Atlantic,172482,Xiphias gladius,Swordfish,multinational-ICCAT-NATL,Atlantic Ocean,1,SWORDNA,110,Bahamas,31
219,ICCAT-WMARLINATL-1956-2011-CHING,WMARLINATL,White marlin Atlantic,172499,Tetrapturus albidus,white marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,110,Bahamas,31
233,ICCAT-YFINATL-1950-2011-CHING,YFINATL,Yellowfin tuna Atlantic,172423,Thunnus albacares,Yellowfin tuna,multinational-ICCAT-ATL,Atlantic Ocean,0,NA,110,Bahamas,31
4,ICCAT-ALBANATL-1950-2010-CHING,ALBANATL,Albacore tuna North Atlantic,172419,Thunnus alalunga,Albacore tuna,multinational-ICCAT-NATL,Atlantic Ocean,0,NA,111,Turks and Caicos Islands,31
26,ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,Bigeye tuna Atlantic,172428,Thunnus obesus,Bigeye tuna,multinational-ICCAT-ATL,Atlantic Ocean,1,BIGEYEATLANTIC,111,Turks and Caicos Islands,31
42,ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,Blue marlin Atlantic,172491,Makaira nigricans,Blue marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,111,Turks and Caicos Islands,31
17,ICCAT-ATBTUNAWATL-1950-2010-CHING,ATBTUNAWATL,Bluefin tuna Western Atlantic,172421,Thunnus thynnus,Atlantic bluefin tuna,multinational-ICCAT-WATL,Atlantic Ocean,1,BTUNAWA,111,Turks and Caicos Islands,31
157,ICCAT-SAILWATL-1956-2010-CHING,SAILWATL,Sailfish Western Atlantic,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-WATL,Atlantic Ocean,0,,111,Turks and Caicos Islands,31
172,ICCAT-SKJWATL-1952-2010-CHING,SKJWATL,Skipjack tuna Western Atlantic,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-WATL,Atlantic Ocean,0,,111,Turks and Caicos Islands,31
199,ICCAT-SWORDNATL-1950-2010-CHING,SWORDNATL,Swordfish North Atlantic,172482,Xiphias gladius,Swordfish,multinational-ICCAT-NATL,Atlantic Ocean,1,SWORDNA,111,Turks and Caicos Islands,31
219,ICCAT-WMARLINATL-1956-2011-CHING,WMARLINATL,White marlin Atlantic,172499,Tetrapturus albidus,white marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,111,Turks and Caicos Islands,31
233,ICCAT-YFINATL-1950-2011-CHING,YFINATL,Yellowfin tuna Atlantic,172423,Thunnus albacares,Yellowfin tuna,multinational-ICCAT-ATL,Atlantic Ocean,0,NA,111,Turks and Caicos Islands,31
4,ICCAT-ALBANATL-1950-2010-CHING,ALBANATL,Albacore tuna North Atlantic,172419,Thunnus alalunga,Albacore tuna,multinational-ICCAT-NATL,Atlantic Ocean,0,NA,112,Cuba,31
26,ICCAT-BIGEYEATL-1950-2010-CHING,BIGEYEATL,Bigeye tuna Atlantic,172428,Thunnus obesus,Bigeye tuna,multinational-ICCAT-ATL,Atlantic Ocean,1,BIGEYEATLANTIC,112,Cuba,31
42,ICCAT-BMARLINATL-1956-2010-CHING,BMARLINATL,Blue marlin Atlantic,172491,Makaira nigricans,Blue marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,112,Cuba,31
17,ICCAT-ATBTUNAWATL-1950-2010-CHING,ATBTUNAWATL,Bluefin tuna Western Atlantic,172421,Thunnus thynnus,Atlantic bluefin tuna,multinational-ICCAT-WATL,Atlantic Ocean,1,BTUNAWA,112,Cuba,31
74,SEFSC-FTOOTHSHARATL-1976-2005-FAUCONNET,FTOOTHSHARATL,Finetooth shark Atlantic,160409,Carcharhinus isodon,Finetooth shark,USA-NMFS-ATL,Atlantic Ocean,0,NA,112,Cuba,31
157,ICCAT-SAILWATL-1956-2010-CHING,SAILWATL,Sailfish Western Atlantic,550888,Istiophorus albicans,Sailfish,multinational-ICCAT-WATL,Atlantic Ocean,0,,112,Cuba,31
172,ICCAT-SKJWATL-1952-2010-CHING,SKJWATL,Skipjack tuna Western Atlantic,172401,Katsuwonus pelamis,Skipjack tuna,multinational-ICCAT-WATL,Atlantic Ocean,0,,112,Cuba,31
199,ICCAT-SWORDNATL-1950-2010-CHING,SWORDNATL,Swordfish North Atlantic,172482,Xiphias gladius,Swordfish,multinational-ICCAT-NATL,Atlantic Ocean,1,SWORDNA,112,Cuba,31
219,ICCAT-WMARLINATL-1956-2011-CHING,WMARLINATL,White marlin Atlantic,172499,Tetrapturus albidus,white marlin,multinational-ICCAT-ATL,Atlantic Ocean,0,,112,Cuba,31
233,ICCAT-YFINATL-1950-2011-CHING,YFINATL,Yellowfin tuna Atlantic,172423,Thunnus albacares,Yellowfin tuna,multinational-ICCAT-ATL,Atlantic Ocean,0,NA,112,Cuba,31
