"","","Population","Sanitation","","","","","",""
"","2012","11060.1","11060.1","100.0","0.0","0.0","","",""
"Belize","1990","187.6","142.4","75.9","45.2","24.1","40","",""
"","1991","191.4","146.6","76.6","44.8","23.4","","",""
"","1992","194.9","150.6","77.3","44.3","22.7","","",""
"","1993","198.4","154.6","77.9","43.8","22.1","","",""
"","1994","202.3","159.1","78.6","43.3","21.4","","",""
"","1995","207.0","164.1","79.3","42.9","20.7","","",""
"","1996","212.4","169.8","80.0","42.6","20.0","","",""
"","1997","218.5","176.2","80.6","42.3","19.4","","",""
"","1998","225.1","183.0","81.3","42.1","18.7","","",""
"","1999","231.9","190.1","82.0","41.8","18.0","","",""
"","2000","238.6","197.2","82.7","41.4","17.3","","",""
"","2001","245.2","204.3","83.3","40.9","16.7","","",""
"","2002","251.8","211.4","84.0","40.3","16.0","","",""
"","2003","258.3","218.7","84.6","39.7","15.4","","",""
"","2004","265.0","226.1","85.3","39.0","14.7","","",""
"","2005","271.9","233.7","86.0","38.2","14.0","","",""
"","2006","279.0","241.6","86.6","37.3","13.4","","",""
"","2007","286.2","249.8","87.3","36.4","12.7","","",""
"","2008","293.5","258.1","87.9","35.4","12.1","","",""
"","2009","301.0","266.6","88.6","34.4","11.4","","",""
"","2010","308.6","275.4","89.2","33.2","10.8","","",""
"","2011","316.3","284.3","89.9","32.0","10.1","","",""
"","2012","324.1","293.4","90.5","30.6","9.5","","",""
"Benin","1990","5001.3","248.4","5.0","4752.9","95.0","10","",""
"","1991","5182.5","280.4","5.4","4902.1","94.6","","",""
"","1992","5378.2","313.7","5.8","5064.5","94.2","","",""
"","1993","5582.4","347.2","6.2","5235.2","93.8","","",""
"","1994","5786.8","382.5","6.6","5404.3","93.4","","",""
"","1995","5985.7","419.0","7.0","5566.6","93.0","","",""
"","1996","6176.3","456.7","7.4","5719.6","92.6","","",""
"","1997","6361.3","495.6","7.8","5865.7","92.2","","",""
"","1998","6546.5","536.0","8.2","6010.5","91.8","","",""
"","1999","6740.5","578.9","8.6","6161.6","91.4","","",""
"","2000","6949.4","624.8","9.0","6324.6","91.0","","",""
"","2001","7174.9","674.1","9.4","6500.9","90.6","","",""
"","2002","7414.7","728.2","9.8","6686.5","90.2","","",""
"","2003","7665.7","788.5","10.3","6877.1","89.7","","",""
"","2004","7922.8","852.2","10.8","7070.6","89.2","","",""
"","2005","8182.4","918.9","11.2","7263.5","88.8","","",""
"","2006","8443.7","988.7","11.7","7455.0","88.3","","",""
"","2007","8707.5","1061.7","12.2","7645.8","87.8","","",""
"","2008","8973.3","1137.9","12.7","7835.4","87.3","","",""
"","2009","9240.8","1217.4","13.2","8023.4","86.8","","",""
"","2010","9509.8","1300.1","13.7","8209.7","86.3","","",""
"","2011","9779.8","1386.1","14.2","8393.7","85.8","","",""
"","2012","10050.7","1437.8","14.3","8612.9","85.7","","",""
"Bermuda","1990","59.8","","","","","","",""
"","1991","60.1","","","","","","",""
"","1992","60.5","","","","","","",""
"","1993","60.8","","","","","","",""
"","1994","61.1","","","","","","",""
"","1995","61.4","","","","","","",""
"","1996","61.7","","","","","","",""
"","1997","62.0","","","","","","",""
"","1998","62.3","","","","","","",""
"","1999","62.6","","","","","","",""
"","2000","62.8","","","","","","",""
"","2001","63.1","","","","","","",""
"","2002","63.4","","","","","","",""
"","2003","63.7","","","","","","",""
"","2004","63.9","","","","","","",""
"","2005","64.1","","","","","","",""
"","2006","64.3","","","","","","",""
"","2007","64.5","","","","","","",""
"","2008","64.7","","","","","","",""
"","2009","64.8","","","","","","",""
"","2010","64.9","","","","","","",""
"","2011","65.1","","","","","","",""
"","2012","65.2","","","","","","",""
"Bhutan","1990","535.7","","","","","","",""
"","1991","534.9","","","","","","",""
"","1992","528.3","","","","","","",""
"","1993","519.1","","","","","","",""
"","1994","511.6","","","","","","",""
"","1995","509.1","","","","","","",""
"","1996","512.6","","","","","","",""
"","1997","521.1","176.2","33.8","344.9","66.2","","",""
"","1998","533.7","182.6","34.2","351.1","65.8","","",""
"","1999","548.6","189.9","34.6","358.7","65.4","","",""
"","2000","564.4","197.8","35.0","366.6","65.0","","",""
"","2001","580.9","206.1","35.5","374.8","64.5","","",""
"","2002","598.5","218.9","36.6","379.5","63.4","","",""
"","2003","616.4","232.3","37.7","384.0","62.3","","",""
"","2004","633.9","246.1","38.8","387.8","61.2","","",""
"","2005","650.4","259.9","40.0","390.5","60.0","","",""
"","2006","665.6","272.4","40.9","393.1","59.1","","",""
"","2007","679.4","284.8","41.9","394.6","58.1","","",""
"","2008","692.2","297.0","42.9","395.2","57.1","","",""
"","2009","704.5","309.3","43.9","395.2","56.1","","",""
"","2010","716.9","321.9","44.9","395.0","55.1","","",""
"","2011","729.4","334.9","45.9","394.5","54.1","","",""
"","2012","741.8","348.1","46.9","393.7","53.1","","",""
"Bolivia (Plurinational State of)","1990","6794.0","1923.0","28.3","4871.1","71.7","23","",""
"","1991","6956.7","2036.6","29.3","4920.2","70.7","","",""
"","1992","7123.3","2154.1","30.2","4969.2","69.8","","",""
"","1993","7292.7","2268.4","31.1","5024.3","68.9","","",""
"","1994","7463.8","2386.4","32.0","5077.4","68.0","","",""
"","1995","7635.4","2507.6","32.8","5127.8","67.2","","",""
"","1996","7807.0","2629.0","33.7","5177.9","66.3","","",""
"","1997","7978.5","2753.5","34.5","5225.1","65.5","","",""
"","1998","8150.2","2880.9","35.3","5269.3","64.7","","",""
"","1999","8322.4","3011.5","36.2","5310.9","63.8","","",""
"","2000","8495.3","3145.4","37.0","5349.9","63.0","","",""
"","2001","8669.1","3282.6","37.9","5386.4","62.1","","",""
"","2002","8843.4","3423.1","38.7","5420.2","61.3","","",""
"","2003","9016.8","3566.2","39.6","5450.6","60.4","","",""
"","2004","9187.6","3711.2","40.4","5476.4","59.6","","",""
"","2005","9354.7","3857.5","41.2","5497.2","58.8","","",""
"","2006","9517.4","4004.8","42.1","5512.6","57.9","","",""
"","2007","9676.5","4153.2","42.9","5523.2","57.1","","",""
"","2008","9834.1","4303.7","43.8","5530.4","56.2","","",""
"","2009","9993.4","4457.6","44.6","5535.8","55.4","","",""
"","2010","10156.6","4615.9","45.4","5540.7","54.6","","",""
"","2011","10324.4","4779.1","46.3","5545.3","53.7","","",""
"","2012","10496.3","4873.5","46.4","5622.8","53.6","","",""
"Bosnia and Herzegovina","1990","4526.5","","","","","8","",""
"","1991","4373.7","","","","","","",""
"","1992","4143.1","","","","","","",""
"","1993","3882.5","","","","","","",""
"","1994","3659.4","3477.2","95.0","182.2","5.0","","",""
"","1995","3521.0","3346.4","95.0","174.6","5.0","","",""
"","1996","3485.6","3313.5","95.1","172.1","4.9","","",""
"","1997","3536.0","3362.2","95.1","173.8","4.9","","",""
"","1998","3640.8","3462.7","95.1","178.1","4.9","","",""
"","1999","3752.0","3568.9","95.1","183.1","4.9","","",""
"","2000","3834.4","3647.8","95.1","186.5","4.9","","",""
"","2001","3879.4","3691.2","95.2","188.1","4.8","","",""
"","2002","3897.6","3709.2","95.2","188.3","4.8","","",""
"","2003","3895.8","3708.2","95.2","187.5","4.8","","",""
"","2004","3886.7","3700.4","95.2","186.3","4.8","","",""
"","2005","3879.8","3694.6","95.2","185.2","4.8","","",""
"","2006","3875.2","3691.0","95.2","184.1","4.8","","",""
"","2007","3868.7","3685.8","95.3","182.9","4.7","","",""
"","2008","3861.2","3679.6","95.3","181.6","4.7","","",""
"","2009","3853.4","3673.3","95.3","180.2","4.7","","",""
"","2010","3845.9","3667.2","95.4","178.7","4.6","","",""
"","2011","3839.3","3662.0","95.4","177.3","4.6","","",""
"","2012","3833.9","3658.1","95.4","175.9","4.6","","",""
"Botswana","1990","1383.9","533.7","38.6","850.2","61.4","28","",""
"","1991","1424.5","581.0","40.8","843.5","59.2","","",""
"","1992","1465.1","617.5","42.1","847.6","57.9","","",""
"","1993","1505.3","653.1","43.4","852.2","56.6","","",""
"","1994","1544.9","689.3","44.6","855.6","55.4","","",""
"","1995","1583.5","726.1","45.9","857.4","54.1","","",""
"","1996","1621.0","763.2","47.1","857.8","52.9","","",""
"","1997","1657.3","800.7","48.3","856.7","51.7","","",""
"","1998","1692.1","838.3","49.5","853.9","50.5","","",""
"","1999","1724.9","875.6","50.8","849.3","49.2","","",""
"","2000","1755.4","912.5","52.0","842.9","48.0","","",""
"","2001","1783.3","948.7","53.2","834.6","46.8","","",""
"","2002","1809.0","984.3","54.4","824.7","45.6","","",""
"","2003","1832.6","1019.2","55.6","813.4","44.4","","",""
"","2004","1854.7","1053.7","56.8","801.1","43.2","","",""
"","2005","1875.8","1087.9","58.0","787.9","42.0","","",""
"","2006","1895.9","1121.9","59.2","774.0","40.8","","",""
"","2007","1915.2","1155.7","60.3","759.5","39.7","","",""
"","2008","1933.7","1189.3","61.5","744.5","38.5","","",""
"","2009","1951.7","1222.8","62.7","728.9","37.3","","",""
"","2010","1969.3","1256.3","63.8","713.1","36.2","","",""
"","2011","1986.7","1272.2","64.0","714.5","36.0","","",""
"","2012","2003.9","1287.9","64.3","716.0","35.7","","",""
"Brazil","1990","149648.3","99907.4","66.8","49740.9","33.2","24","",""
"","1991","152153.5","102853.5","67.6","49300.0","32.4","","",""
"","1992","154598.0","105779.1","68.4","48818.9","31.6","","",""
"","1993","157011.1","108700.1","69.2","48311.0","30.8","","",""
"","1994","159432.9","111644.6","70.0","47788.3","30.0","","",""
"","1995","161890.8","114631.6","70.8","47259.2","29.2","","",""
"","1996","164392.4","117666.6","71.6","46725.8","28.4","","",""
"","1997","166925.5","120792.6","72.4","46132.8","27.6","","",""
"","1998","169472.3","123947.4","73.1","45524.9","26.9","","",""
"","1999","172006.4","127107.2","73.9","44899.2","26.1","","",""
"","2000","174504.9","130253.3","74.6","44251.6","25.4","","",""
"","2001","176968.2","133145.0","75.2","43823.2","24.8","","",""
"","2002","179393.8","136005.6","75.8","43388.1","24.2","","",""
"","2003","181753.0","138835.1","76.4","42917.8","23.6","","",""
"","2004","184010.3","141604.1","77.0","42406.2","23.0","","",""
"","2005","186142.4","144292.4","77.5","41850.0","22.5","","",""
"","2006","188134.3","146886.9","78.1","41247.5","21.9","","",""
"","2007","189997.0","149393.6","78.6","40603.4","21.4","","",""
"","2008","191765.6","151838.1","79.2","39927.5","20.8","","",""
"","2009","193490.9","154257.8","79.7","39233.2","20.3","","",""
"","2010","195210.2","156683.1","80.3","38527.1","19.7","","",""
"","2011","196935.1","159124.1","80.8","37811.0","19.2","","",""
"","2012","198656.0","161567.0","81.3","37089.1","18.7","","",""
"British Virgin Islands","1990","16.5","16.1","97.5","0.4","2.5","22","",""
"","1991","17.0","16.5","97.5","0.4","2.5","","",""
"","1992","17.4","16.9","97.5","0.4","2.5","","",""
"","1993","17.7","17.3","97.5","0.4","2.5","","",""
"","1994","18.1","17.6","97.5","0.5","2.5","","",""
"","1995","18.4","18.0","97.5","0.5","2.5","","",""
"","1996","18.8","18.4","97.5","0.5","2.5","","",""
"","1997","19.3","18.8","97.5","0.5","2.5","","",""
"","1998","19.7","19.2","97.5","0.5","2.5","","",""
"","1999","20.1","19.6","97.5","0.5","2.5","","",""
"","2000","20.5","20.0","97.5","0.5","2.5","","",""
"","2001","20.8","20.3","97.5","0.5","2.5","","",""
"","2002","21.2","20.6","97.5","0.5","2.5","","",""
"","2003","21.4","20.9","97.5","0.5","2.5","","",""
"","2004","21.7","21.2","97.5","0.5","2.5","","",""
"","2005","22.0","21.4","97.5","0.6","2.5","","",""
"","2006","22.3","21.7","97.5","0.6","2.5","","",""
"","2007","22.5","21.9","97.5","0.6","2.5","","",""
"","2008","22.8","22.2","97.5","0.6","2.5","","",""
"","2009","23.0","22.4","97.5","0.6","2.5","","",""
"","2010","23.2","22.7","97.5","0.6","2.5","","",""
"","2011","23.5","22.9","97.5","0.6","2.5","","",""
"","2012","23.7","23.1","97.5","0.6","2.5","","",""
"Brunei Darussalam","1990","256.9","","","","","","",""
"","1991","264.3","","","","","","",""
"","1992","271.9","","","","","","",""
"","1993","279.7","","","","","","",""
"","1994","287.4","","","","","","",""
"","1995","295.0","","","","","","",""
"","1996","302.5","","","","","","",""
"","1997","309.9","","","","","","",""
"","1998","317.2","","","","","","",""
"","1999","324.5","","","","","","",""
"","2000","331.8","","","","","","",""
"","2001","339.1","","","","","","",""
"","2002","346.4","","","","","","",""
"","2003","353.6","","","","","","",""
"","2004","360.8","","","","","","",""
"","2005","367.8","","","","","","",""
"","2006","374.7","","","","","","",""
"","2007","381.4","","","","","","",""
"","2008","388.0","","","","","","",""
"","2009","394.4","","","","","","",""
"","2010","400.6","","","","","","",""
"","2011","406.5","","","","","","",""
"","2012","412.2","","","","","","",""
"Bulgaria","1990","8821.1","8773.3","99.5","47.8","0.5","-14","",""
"","1991","8745.4","8698.3","99.5","47.1","0.5","","",""
"","1992","8653.5","8607.3","99.5","46.3","0.5","","",""
"","1993","8552.4","8507.0","99.5","45.4","0.5","","",""
"","1994","8451.6","8410.8","99.5","40.9","0.5","","",""
"","1995","8358.1","8321.7","99.6","36.5","0.4","","",""
"","1996","8274.6","8242.4","99.6","32.2","0.4","","",""
"","1997","8199.7","8171.6","99.7","28.1","0.3","","",""
"","1998","8131.4","8107.3","99.7","24.2","0.3","","",""
"","1999","8065.9","8045.7","99.7","20.3","0.3","","",""
"","2000","8000.5","7984.0","99.8","16.5","0.2","","",""
"","2001","7935.0","7922.1","99.8","12.8","0.2","","",""
"","2002","7870.5","7861.2","99.9","9.2","0.1","","",""
"","2003","7807.0","7801.2","99.9","5.7","0.1","","",""
"","2004","7744.6","7742.2","100.0","2.4","0.0","","",""
"","2005","7683.3","7683.3","100.0","0.0","0.0","","",""
"","2006","7622.9","7622.9","100.0","0.0","0.0","","",""
"","2007","7563.1","7563.1","100.0","0.0","0.0","","",""
"","2008","7504.2","7504.2","100.0","0.0","0.0","","",""
"","2009","7446.2","7446.2","100.0","0.0","0.0","","",""
"","2010","7389.2","7389.2","100.0","0.0","0.0","","",""
"","2011","7333.1","7333.1","100.0","0.0","0.0","","",""
"","2012","7277.8","7277.8","100.0","0.0","0.0","","",""
"Burkina Faso","1990","8811.0","678.3","7.7","8132.7","92.3","13","",""
"","1991","9050.1","706.4","7.8","8343.7","92.2","","",""
"","1992","9297.1","758.2","8.2","8538.9","91.8","","",""
"","1993","9552.5","812.6","8.5","8739.9","91.5","","",""
"","1994","9816.6","869.7","8.9","8946.9","91.1","","",""
"","1995","10089.9","929.7","9.2","9160.1","90.8","","",""
"","1996","10372.6","992.9","9.6","9379.7","90.4","","",""
"","1997","10665.0","1067.8","10.0","9597.2","90.0","","",""
"","1998","10967.8","1154.2","10.5","9813.6","89.5","","",""
"","1999","11281.9","1246.2","11.0","10035.8","89.0","","",""
"","2000","11607.9","1343.9","11.6","10264.0","88.4","","",""
"","2001","11946.1","1447.7","12.1","10498.4","87.9","","",""
"","2002","12296.4","1557.9","12.7","10738.5","87.3","","",""
"","2003","12659.1","1674.9","13.2","10984.2","86.8","","",""
"","2004","13034.3","1799.0","13.8","11235.2","86.2","","",""
"","2005","13421.9","1930.5","14.4","11491.4","85.6","","",""
"","2006","13822.3","2069.9","15.0","11752.4","85.0","","",""
"","2007","14235.1","2217.4","15.6","12017.6","84.4","","",""
"","2008","14659.6","2372.4","16.2","12287.2","83.8","","",""
"","2009","15095.0","2534.9","16.8","12560.1","83.2","","",""
"","2010","15540.3","2704.9","17.4","12835.4","82.6","","",""
"","2011","15995.3","2882.3","18.0","13113.0","82.0","","",""
"","2012","16460.1","3067.6","18.6","13392.5","81.4","","",""
"Burundi","1990","5605.9","2339.2","41.7","3266.7","58.3","20","",""
"","1991","5749.8","2413.8","42.0","3336.0","58.0","","",""
"","1992","5882.7","2484.6","42.2","3398.1","57.8","","",""
"","1993","6003.7","2551.0","42.5","3452.7","57.5","","",""
"","1994","6112.4","2612.8","42.7","3499.6","57.3","","",""
"","1995","6209.9","2670.4","43.0","3539.5","57.0","","",""
"","1996","6294.5","2722.9","43.3","3571.6","56.7","","",""
"","1997","6369.6","2771.8","43.5","3597.8","56.5","","",""
"","1998","6447.7","2822.4","43.8","3625.3","56.2","","",""
"","1999","6545.3","2882.1","44.0","3663.2","56.0","","",""
"","2000","6674.3","2956.3","44.3","3718.0","55.7","","",""
"","2001","6839.4","3047.2","44.6","3792.1","55.4","","",""
"","2002","7037.7","3154.0","44.8","3883.7","55.2","","",""
"","2003","7264.3","3274.7","45.1","3989.7","54.9","","",""
"","2004","7510.8","3405.5","45.3","4105.3","54.7","","",""
"","2005","7770.4","3543.8","45.6","4226.6","54.4","","",""
"","2006","8042.6","3689.2","45.9","4353.4","54.1","","",""
"","2007","8328.3","3842.4","46.1","4485.9","53.9","","",""
"","2008","8624.3","4002.0","46.4","4622.3","53.6","","",""
"","2009","8926.7","4166.2","46.7","4760.5","53.3","","",""
"","2010","9232.8","4333.9","46.9","4898.9","53.1","","",""
"","2011","9540.4","4504.0","47.2","5036.3","52.8","","",""
"","2012","9849.6","4676.7","47.5","5172.9","52.5","","",""
"Cambodia","1990","9057.3","249.3","2.8","8808.0","97.2","31","",""
"","1991","9378.2","263.8","2.8","9114.4","97.2","","",""
"","1992","9721.8","279.5","2.9","9442.3","97.1","","",""
"","1993","10077.4","456.0","4.5","9621.4","95.5","","",""
"","1994","10430.3","646.2","6.2","9784.0","93.8","","",""
"","1995","10769.2","848.8","7.9","9920.4","92.1","","",""
"","1996","11090.6","1062.8","9.6","10027.8","90.4","","",""
"","1997","11396.0","1287.8","11.3","10108.2","88.7","","",""
"","1998","11685.3","1520.0","13.0","10165.3","87.0","","",""
"","1999","11960.5","1754.7","14.7","10205.8","85.3","","",""
"","2000","12222.9","1997.0","16.3","10225.8","83.7","","",""
"","2001","12472.6","2246.4","18.0","10226.1","82.0","","",""
"","2002","12709.3","2502.2","19.7","10207.1","80.3","","",""
"","2003","12934.4","2764.0","21.4","10170.4","78.6","","",""
"","2004","13149.4","3031.7","23.1","10117.7","76.9","","",""
"","2005","13356.4","3305.3","24.7","10051.1","75.3","","",""
"","2006","13555.1","3584.4","26.4","9970.7","73.6","","",""
"","2007","13747.3","3869.1","28.1","9878.2","71.9","","",""
"","2008","13940.5","4161.2","29.8","9779.3","70.2","","",""
"","2009","14144.2","4464.9","31.6","9679.3","68.4","","",""
"","2010","14364.9","4783.0","33.3","9582.0","66.7","","",""
"","2011","14605.9","5117.7","35.0","9488.2","65.0","","",""
"","2012","14864.6","5469.4","36.8","9395.3","63.2","","",""
"Cameroon","1990","12070.4","4811.9","39.9","7258.5","60.1","19","",""
"","1991","12430.3","4983.5","40.1","7446.8","59.9","","",""
"","1992","12796.8","5159.7","40.3","7637.1","59.7","","",""
"","1993","13169.2","5340.1","40.6","7829.1","59.4","","",""
"","1994","13546.9","5524.7","40.8","8022.2","59.2","","",""
"","1995","13929.6","5713.3","41.0","8216.3","59.0","","",""
"","1996","14316.9","5905.8","41.3","8411.1","58.7","","",""
