TaxonKey,TaxonName,CommonName,TargetGrpNum,Description
608460,Diplospinus multistriatus,Striped escolar,8,Medium Bathypelagics (30 - 90 cm)
608461,Caelorinchus multispinulosus,Spearnose grenadier,14,Medium Benthopelagics (30 - 90 cm)
608462,Caelorinchus oliverianus,Hawknose grenadier,14,Medium Benthopelagics (30 - 90 cm)
608463,Caelorinchus parallelus,Spiny grenadier,14,Medium Benthopelagics (30 - 90 cm)
608464,Caelorinchus productus,Unicorn grenadier,14,Medium Benthopelagics (30 - 90 cm)
608465,Caelorinchus scaphopsis,Shoulderspot grenadier,14,Medium Benthopelagics (30 - 90 cm)
608466,Caelorinchus ventrilux,Firebelly grenadier,14,Medium Benthopelagics (30 - 90 cm)
608467,Coryphaenoides acrolepis,Pacific grenadier,14,Medium Benthopelagics (30 - 90 cm)
608468,Epinnula magistralis,Domine,15,Large Benthopelagics (>=90 cm)
608470,Coryphaenoides anguliceps,Loosescale grenadier,14,Medium Benthopelagics (30 - 90 cm)
608471,Coryphaenoides ariommus,Humboldt grenadier,14,Medium Benthopelagics (30 - 90 cm)
608472,Coryphaenoides carminifer,Carmine grenadier,8,Medium Bathypelagics (30 - 90 cm)
608473,Coryphaenoides cinereus,Popeye grenadier,14,Medium Benthopelagics (30 - 90 cm)
608474,Coryphaenoides longifilis,Longfin grenadier,14,Medium Benthopelagics (30 - 90 cm)
608476,Coryphaenoides marginatus,Amami grenadier,14,Medium Benthopelagics (30 - 90 cm)
608477,Coryphaenoides mexicanus,Mexican grenadier,14,Medium Benthopelagics (30 - 90 cm)
608478,Coryphaenoides nasutus,Largenose grenadier,14,Medium Benthopelagics (30 - 90 cm)
608479,Neoepinnula americana,American sackfish,13,Small Benthopelagics (<30 cm)
608480,Coryphaenoides serrulatus,Serrulate whiptail,14,Medium Benthopelagics (30 - 90 cm)
608481,Coryphaenoides subserrulatus,Longrayed whiptail,14,Medium Benthopelagics (30 - 90 cm)
608482,Coryphaenoides zaniophorus,Thickbeard grenadier,14,Medium Benthopelagics (30 - 90 cm)
608483,Lepidorhynchus denticulatus,Thorntooth grenadier,8,Medium Bathypelagics (30 - 90 cm)
608484,Paradiplospinus antarcticus,Antarctic escolar,8,Medium Bathypelagics (30 - 90 cm)
608485,Rexea antefurcata,Long-finned escolar,14,Medium Benthopelagics (30 - 90 cm)
608486,Rexea bengalensis,Bengal escolar,13,Small Benthopelagics (<30 cm)
608487,Rexea brevilineata,Short-lined escolar,14,Medium Benthopelagics (30 - 90 cm)
608488,Rexea nakamurai,Nakamuras escolar,14,Medium Benthopelagics (30 - 90 cm)
608490,Rexea solandri,Silver gemfish,15,Large Benthopelagics (>=90 cm)
608493,Rexichthys johnpaxtoni,Paxtons escolar,13,Small Benthopelagics (<30 cm)
608499,Mataeocephalus acipenserinus,Sturgeon grenadier,7,Small Bathypelagics (<30 cm)
608500,Mataeocephalus tenuicauda,Slendertail grenadier,8,Medium Bathypelagics (30 - 90 cm)
608509,Nezumia atlantica,Western Atlantic grenadier,14,Medium Benthopelagics (30 - 90 cm)
608513,Nezumia brevibarbata,Shortbeard grenadier,13,Small Benthopelagics (<30 cm)
608515,Nezumia condylura,Japanese pugnose grenadier,13,Small Benthopelagics (<30 cm)
608516,Nezumia convergens,Peruvian grenadier,14,Medium Benthopelagics (30 - 90 cm)
608519,Nezumia duodecim,Twelve-rayed grenadier,13,Small Benthopelagics (<30 cm)
608521,Nezumia latirostrata,Broadsnout grenadier,13,Small Benthopelagics (<30 cm)
608522,Nezumia liolepis,Smooth grenadier,14,Medium Benthopelagics (30 - 90 cm)
608523,Nezumia loricata,Parrot grenadier,14,Medium Benthopelagics (30 - 90 cm)
608524,Nezumia micronychodon,Smalltooth grenadier,14,Medium Benthopelagics (30 - 90 cm)
608525,Nezumia milleri,Millers grenadier,14,Medium Benthopelagics (30 - 90 cm)
608526,Nezumia orbitalis,Spectacled grenadier,13,Small Benthopelagics (<30 cm)
608527,Nezumia propinqua,Aloha grenadier,13,Small Benthopelagics (<30 cm)
608528,Nezumia proxima,Short-tail grenadier,14,Medium Benthopelagics (30 - 90 cm)
608536,Homostolus acer,Homostolus acer,13,Small Benthopelagics (<30 cm)
608539,Tongaichthys robustus,Tonga escolar,8,Medium Bathypelagics (30 - 90 cm)
608540,Aphanopus intermedius,Intermediate scabbardfish,15,Large Benthopelagics (>=90 cm)
608541,Aphanopus microphthalmus,Smalleye scabbardfish,15,Large Benthopelagics (>=90 cm)
608542,Aphanopus mikhailini,Mikhailins scabbardfish,14,Medium Benthopelagics (30 - 90 cm)
608543,Nezumia pudens,Atacama grenadier,14,Medium Benthopelagics (30 - 90 cm)
608544,Nezumia pulchella,Thumb grenadier,14,Medium Benthopelagics (30 - 90 cm)
608545,Sphagemacrurus grenadae,Pugnose grenadier,7,Small Bathypelagics (<30 cm)
608546,Benthodesmus macrophthalmus,Bigeye frostfish,14,Medium Benthopelagics (30 - 90 cm)
608547,Benthodesmus neglectus,Neglected frostfish,13,Small Benthopelagics (<30 cm)
608548,Benthodesmus oligoradiatus,Sparse-rayed frostfish,14,Medium Benthopelagics (30 - 90 cm)
608550,Benthodesmus pacificus,North-Pacific frostfish,15,Large Benthopelagics (>=90 cm)
608552,Benthodesmus papua,Papuan frostfish,13,Small Benthopelagics (<30 cm)
608553,Benthodesmus simonyi,Simonys frostfish,15,Large Benthopelagics (>=90 cm)
608555,Benthodesmus suluensis,Philippine frostfish,13,Small Benthopelagics (<30 cm)
608562,Trachonurus sulcatus,Bristly grenadier,8,Medium Bathypelagics (30 - 90 cm)
608563,Benthodesmus tenuis,Slender frostfish,15,Large Benthopelagics (>=90 cm)
608565,Benthodesmus tuckeri,Tuckers frostfish,14,Medium Benthopelagics (30 - 90 cm)
608566,Benthodesmus vityazi,Vityaz frostfish,14,Medium Benthopelagics (30 - 90 cm)
608567,Eupleurogrammus glossodon,Longtooth hairtail,14,Medium Benthopelagics (30 - 90 cm)
608574,Cyprichromis microlepidotus,Cyprichromis microlepidotus,13,Small Benthopelagics (<30 cm)
608575,Ectodus descampsii,Ectodus descampsii,13,Small Benthopelagics (<30 cm)
608580,Gobiocichla ethelwynnae,Gobiocichla ethelwynnae,13,Small Benthopelagics (<30 cm)
608581,Gobiocichla wonderi,Gobiocichla wonderi,13,Small Benthopelagics (<30 cm)
608582,Grammatotria lemairii,Grammatotria lemairii,13,Small Benthopelagics (<30 cm)
608583,Greenwoodochromis bellcrossi,Greenwoodochromis bellcrossi,13,Small Benthopelagics (<30 cm)
608584,Greenwoodochromis christyi,Greenwoodochromis christyi,13,Small Benthopelagics (<30 cm)
608586,Thymallus arcticus baicalensis,Baikal black grayling,14,Medium Benthopelagics (30 - 90 cm)
608600,Barbus anoplus,Chubbyhead barb,13,Small Benthopelagics (<30 cm)
608608,Julidochromis marlieri,Julidochromis marlieri,13,Small Benthopelagics (<30 cm)
608612,Lamprologus callipterus,Lamprologus callipterus,13,Small Benthopelagics (<30 cm)
608613,Lamprologus finalimus,Lamprologus finalimus,13,Small Benthopelagics (<30 cm)
608614,Lamprologus kungweensis,Lamprologus kungweensis,13,Small Benthopelagics (<30 cm)
608615,Lamprologus lemairii,Lamprologus lemairii,13,Small Benthopelagics (<30 cm)
608616,Lamprologus congoensis,Lamprologus congoensis,13,Small Benthopelagics (<30 cm)
608617,Lamprologus lethops,Lamprologus lethops,13,Small Benthopelagics (<30 cm)
608618,Lamprologus mocquardi,Lamprologus mocquardi,13,Small Benthopelagics (<30 cm)
608619,Lamprologus ocellatus,Lamprologus ocellatus,13,Small Benthopelagics (<30 cm)
608620,Lamprologus ornatipinnis,Lamprologus ornatipinnis,13,Small Benthopelagics (<30 cm)
608621,Lamprologus signatus,Lamprologus signatus,13,Small Benthopelagics (<30 cm)
608622,Lamprologus stappersi,Lamprologus stappersi,13,Small Benthopelagics (<30 cm)
608623,Lamprologus symoensi,Lamprologus symoensi,13,Small Benthopelagics (<30 cm)
608624,Lamprologus tumbanus,Lamprologus tumbanus,13,Small Benthopelagics (<30 cm)
608625,Lamprologus werneri,Lamprologus werneri,13,Small Benthopelagics (<30 cm)
608632,Lestradea perspicax,Lestradea perspicax,13,Small Benthopelagics (<30 cm)
608650,Neolamprologus boulengeri,Neolamprologus boulengeri,13,Small Benthopelagics (<30 cm)
608651,Neolamprologus brevis,Neolamprologus brevis,13,Small Benthopelagics (<30 cm)
608652,Neolamprologus brichardi,Neolamprologus brichardi,13,Small Benthopelagics (<30 cm)
608653,Neolamprologus buescheri,Neolamprologus buescheri,13,Small Benthopelagics (<30 cm)
608654,Neolamprologus caudopunctatus,Neolamprologus caudopunctatus,13,Small Benthopelagics (<30 cm)
608655,Neolamprologus christyi,Neolamprologus christyi,13,Small Benthopelagics (<30 cm)
608656,Neolamprologus crassus,Neolamprologus crassus,13,Small Benthopelagics (<30 cm)
608657,Neolamprologus cylindricus,Neolamprologus cylindricus,13,Small Benthopelagics (<30 cm)
608658,Neolamprologus falcicula,Neolamprologus falcicula,13,Small Benthopelagics (<30 cm)
608659,Evoxymetopon poeyi,Poeys scabbardfish,15,Large Benthopelagics (>=90 cm)
608661,Lepidopus calcar,Hawaiian ridge scabbardfish,14,Medium Benthopelagics (30 - 90 cm)
608662,Lepidopus dubius,Doubtful scabbardfish,14,Medium Benthopelagics (30 - 90 cm)
608663,Lepidopus manis,Ghost scabbardfish,14,Medium Benthopelagics (30 - 90 cm)
608664,Lepturacanthus pantului,Coromandel hairtail,15,Large Benthopelagics (>=90 cm)
608665,Neolamprologus furcifer,Neolamprologus furcifer,13,Small Benthopelagics (<30 cm)
608666,Trichiurus auriga,Pearly hairtail,14,Medium Benthopelagics (30 - 90 cm)
608667,Trichiurus gangeticus,Ganges hairtail,14,Medium Benthopelagics (30 - 90 cm)
608668,Neolamprologus gracilis,Neolamprologus gracilis,13,Small Benthopelagics (<30 cm)
608669,Neolamprologus hecqui,Neolamprologus hecqui,13,Small Benthopelagics (<30 cm)
608670,Neolamprologus leleupi,Neolamprologus leleupi,13,Small Benthopelagics (<30 cm)
608671,Neolamprologus longior,Neolamprologus longior,13,Small Benthopelagics (<30 cm)
608672,Neolamprologus marunguensis,Neolamprologus marunguensis,13,Small Benthopelagics (<30 cm)
608673,Neolamprologus meeli,Neolamprologus meeli,13,Small Benthopelagics (<30 cm)
608676,Ventrifossa atherodon,Arrowtooth grenadier,14,Medium Benthopelagics (30 - 90 cm)
608679,Ventrifossa ctenomelas,Hawaiian grenadier,14,Medium Benthopelagics (30 - 90 cm)
608681,Hucho taimen,Taimen,15,Large Benthopelagics (>=90 cm)
608684,Ventrifossa garmani,Sagami grenadier,14,Medium Benthopelagics (30 - 90 cm)
608685,Ventrifossa macropogon,Longbeard grenadier,14,Medium Benthopelagics (30 - 90 cm)
608689,Ventrifossa macroptera,Palau grenadier,14,Medium Benthopelagics (30 - 90 cm)
608690,Ventrifossa misakia,Misaki grenadier,14,Medium Benthopelagics (30 - 90 cm)
608691,Ventrifossa mucocephalus,Slimehead grenadier,14,Medium Benthopelagics (30 - 90 cm)
608692,Ventrifossa nigrodorsalis,Spinaker grenadier,14,Medium Benthopelagics (30 - 90 cm)
608693,Ventrifossa nigromaculata,Blackspotted grenadier,14,Medium Benthopelagics (30 - 90 cm)
608694,Ventrifossa petersoni,Petersons grenadier,14,Medium Benthopelagics (30 - 90 cm)
608698,Salminus maxillosus,Dorado,14,Medium Benthopelagics (30 - 90 cm)
608699,Brycon guatemalensis,Machaca,14,Medium Benthopelagics (30 - 90 cm)
608701,Channa maculata,Channa maculata,13,Small Benthopelagics (<30 cm)
608703,Etroplus maculatus,Orange chromide,13,Small Benthopelagics (<30 cm)
608705,Schizothorax richardsonii,Snowtrout,14,Medium Benthopelagics (30 - 90 cm)
608707,Tylochromis bangwelensis,Hump-back bream,13,Small Benthopelagics (<30 cm)
608708,Synodontis nigromaculatus,Blackspotted squeaker,14,Medium Benthopelagics (30 - 90 cm)
608715,Eptatretus springeri,Gulf hagfish,11,Medium Bathydemersals (30 - 90 cm)
608717,Eptatretus atami,Brown hagfish,11,Medium Bathydemersals (30 - 90 cm)
608725,Varicorhinus capoeta sevangi,Seven khramulya,14,Medium Benthopelagics (30 - 90 cm)
608739,Neolamprologus fasciatus,Neolamprologus fasciatus,13,Small Benthopelagics (<30 cm)
608740,Neolamprologus leloupi,Neolamprologus leloupi,13,Small Benthopelagics (<30 cm)
608741,Neolamprologus modestus,Neolamprologus modestus,13,Small Benthopelagics (<30 cm)
608742,Neolamprologus mondabu,Neolamprologus mondabu,13,Small Benthopelagics (<30 cm)
608743,Neolamprologus moorii,Neolamprologus moorii,13,Small Benthopelagics (<30 cm)
608744,Neolamprologus multifasciatus,Neolamprologus multifasciatus,13,Small Benthopelagics (<30 cm)
608745,Neolamprologus mustax,Neolamprologus mustax,13,Small Benthopelagics (<30 cm)
608746,Neolamprologus niger,Neolamprologus niger,13,Small Benthopelagics (<30 cm)
608747,Neolamprologus obscurus,Neolamprologus obscurus,13,Small Benthopelagics (<30 cm)
608748,Neolamprologus olivaceous,Neolamprologus olivaceous,13,Small Benthopelagics (<30 cm)
608749,Neolamprologus petricola,Neolamprologus petricola,13,Small Benthopelagics (<30 cm)
608750,Neolamprologus pleuromaculatus,Neolamprologus pleuromaculatus,13,Small Benthopelagics (<30 cm)
608751,Neolamprologus prochilus,Neolamprologus prochilus,13,Small Benthopelagics (<30 cm)
608752,Neolamprologus pulcher,Neolamprologus pulcher,13,Small Benthopelagics (<30 cm)
608753,Neolamprologus savoryi,Neolamprologus savoryi,13,Small Benthopelagics (<30 cm)
608754,Neolamprologus schreyeni,Neolamprologus schreyeni,13,Small Benthopelagics (<30 cm)
608755,Neolamprologus sexfasciatus,Neolamprologus sexfasciatus,13,Small Benthopelagics (<30 cm)
608756,Neolamprologus splendens,Neolamprologus splendens,13,Small Benthopelagics (<30 cm)
608757,Neolamprologus tetracanthus,Fourspine cichlid,13,Small Benthopelagics (<30 cm)
608758,Neolamprologus toae,Neolamprologus toae,13,Small Benthopelagics (<30 cm)
608759,Neolamprologus tretocephalus,Neolamprologus tretocephalus,13,Small Benthopelagics (<30 cm)
608760,Neolamprologus wauthioni,Neolamprologus wauthioni,13,Small Benthopelagics (<30 cm)
608770,Aphyosemion australe,Lyretail panchax,13,Small Benthopelagics (<30 cm)
608778,Oreochromis pangani pangani,Oreochromis pangani pangani,14,Medium Benthopelagics (30 - 90 cm)
608780,Oxylapia polli,Oxylapia polli,13,Small Benthopelagics (<30 cm)
608797,Pelvicachromis roloffi,Pelvicachromis roloffi,13,Small Benthopelagics (<30 cm)
608819,Pseudosimochromis curvifrons,Pseudosimochromis curvifrons,13,Small Benthopelagics (<30 cm)
608823,Reganochromis calliurus,Reganochromis calliurus,13,Small Benthopelagics (<30 cm)
608824,Myxine ios,White-headed hagfish,11,Medium Bathydemersals (30 - 90 cm)
608856,Simochromis diagramma,Simochromis diagramma,13,Small Benthopelagics (<30 cm)
608863,Spathodus marlieri,Spathodus marlieri,13,Small Benthopelagics (<30 cm)
608874,Tangachromis dhanisi,Tangachromis dhanisi,13,Small Benthopelagics (<30 cm)
608886,Telmatochromis dhonti,Telmatochromis dhonti,13,Small Benthopelagics (<30 cm)
608890,Telmatochromis vittatus,Telmatochromis vittatus,13,Small Benthopelagics (<30 cm)
608891,Telotrematocara macrostoma,Telotrematocara macrostoma,13,Small Benthopelagics (<30 cm)
608897,Tilapia bemini,Tilapia bemini,13,Small Benthopelagics (<30 cm)
608902,Tilapia buttikoferi,Tilapia buttikoferi,14,Medium Benthopelagics (30 - 90 cm)
608911,Tilapia camerunensis,Tilapia camerunensis,13,Small Benthopelagics (<30 cm)
608915,Tilapia joka,Tilapia joka,13,Small Benthopelagics (<30 cm)
608919,Tilapia kottae,Tilapia kottae,13,Small Benthopelagics (<30 cm)
608921,Tilapia louka,Tilapia louka,13,Small Benthopelagics (<30 cm)
608925,Tilapia nyongana,Tilapia nyongana,13,Small Benthopelagics (<30 cm)
608928,Tilapia rheophila,Tilapia rheophila,13,Small Benthopelagics (<30 cm)
608930,Tilapia ruweti,Okavango tilapia,13,Small Benthopelagics (<30 cm)
608931,Physiculus huloti,Physiculus huloti,13,Small Benthopelagics (<30 cm)
608932,Tilapia tholloni,Tilapia tholloni,13,Small Benthopelagics (<30 cm)
608943,Acanthonus armatus,Bony-eared assfish,14,Medium Benthopelagics (30 - 90 cm)
608944,Apagesoma delosommatus,Apagesoma delosommatus,14,Medium Benthopelagics (30 - 90 cm)
608945,Lamprogrammus brunswigi,Lamprogrammus brunswigi,12,Large Bathydemersals (>=90 cm)
608946,Bassozetus taenia,Bassozetus taenia,13,Small Benthopelagics (<30 cm)
608947,Bassozetus oncerocephalus,Bassozetus oncerocephalus,13,Small Benthopelagics (<30 cm)
608948,Bathyonus laticeps,Bathyonus laticeps,13,Small Benthopelagics (<30 cm)
608949,Benthocometes robustus,Benthocometes robustus,13,Small Benthopelagics (<30 cm)
608950,Brotulotaenia brevicauda,Brotulotaenia brevicauda,8,Medium Bathypelagics (30 - 90 cm)
608951,Brotulotaenia crassa,Violet cuskeel,8,Medium Bathypelagics (30 - 90 cm)
608954,Dicrolene pallidus,Dicrolene pallidus,13,Small Benthopelagics (<30 cm)
608955,Trematocara caparti,Trematocara caparti,13,Small Benthopelagics (<30 cm)
608957,Trematocara kufferathi,Trematocara kufferathi,13,Small Benthopelagics (<30 cm)
608959,Trematocara marginatum,Trematocara marginatum,13,Small Benthopelagics (<30 cm)
608960,Trematocara nigrifrons,Trematocara nigrifrons,13,Small Benthopelagics (<30 cm)
608961,Holcomycteronus profundissimus,Holcomycteronus profundissimus,14,Medium Benthopelagics (30 - 90 cm)
608962,Trematocara stigmaticum,Trematocara stigmaticum,13,Small Benthopelagics (<30 cm)
608963,Trematocara unimaculatum,Trematocara unimaculatum,13,Small Benthopelagics (<30 cm)
608965,Trematocara variabile,Trematocara variabile,13,Small Benthopelagics (<30 cm)
608966,Trematochromis schreyeni,Trematochromis schreyeni,13,Small Benthopelagics (<30 cm)
608970,Triglachromis otostigma,Triglachromis otostigma,13,Small Benthopelagics (<30 cm)
608974,Lamprogrammus niger,Lamprogrammus niger,8,Medium Bathypelagics (30 - 90 cm)
608975,Luciobrotula corethromycter,Luciobrotula corethromycter,14,Medium Benthopelagics (30 - 90 cm)
608978,Penopus microphthalmus,Penopus microphthalmus,14,Medium Benthopelagics (30 - 90 cm)
608985,Porogadus abyssalis,Porogadus abyssalis,13,Small Benthopelagics (<30 cm)
608986,Tylochromis aristoma,Tylochromis aristoma,13,Small Benthopelagics (<30 cm)
608988,Porogadus subarmatus,Porogadus subarmatus,13,Small Benthopelagics (<30 cm)
608990,Tylochromis elongatus,Tylochromis elongatus,13,Small Benthopelagics (<30 cm)
608991,Spectrunculus grandis,Pudgy cuskeel,15,Large Benthopelagics (>=90 cm)
608992,Tylochromis intermedius,Tylochromis intermedius,13,Small Benthopelagics (<30 cm)
608994,Xyelacyba myersi,Xyelacyba myersi,14,Medium Benthopelagics (30 - 90 cm)
608995,Bellottia apoda,Bellottia apoda,10,Small Bathydemersals (<30 cm)
608998,Cataetyx bruuni,Cataetyx bruuni,10,Small Bathydemersals (<30 cm)
609004,Thalassobathia pelagica,Thalassobathia pelagica,7,Small Bathypelagics (<30 cm)
609006,Aphyonus gelatinosus,Gelatinous blindfish,10,Small Bathydemersals (<30 cm)
609007,Nybelinella erikssoni,Nybelinella erikssoni,13,Small Benthopelagics (<30 cm)
609009,Aldrovandia gracilis,Aldrovandia gracilis,8,Medium Bathypelagics (30 - 90 cm)
609011,Aldrovandia oleosa,Aldrovandia oleosa,8,Medium Bathypelagics (30 - 90 cm)
609012,Aldrovandia phalacra,Hawaiian halosaurid fish,14,Medium Benthopelagics (30 - 90 cm)
609013,Aldrovandia rostrata,Aldrovandia rostrata,8,Medium Bathypelagics (30 - 90 cm)
609014,Halosaurus attenuatus,Halosaurus attenuatus,8,Medium Bathypelagics (30 - 90 cm)
609016,Halosaurus guentheri,Halosaurus guentheri,8,Medium Bathypelagics (30 - 90 cm)
609017,Halosaurus johnsonianus,Halosaur,14,Medium Benthopelagics (30 - 90 cm)
609024,Polyacanthonotus africanus,Polyacanthonotus africanus,8,Medium Bathypelagics (30 - 90 cm)
609030,Diaphus subtilis,Diaphus subtilis,7,Small Bathypelagics (<30 cm)
609036,Cetomimus gillii,Cetomimus gillii,7,Small Bathypelagics (<30 cm)
609039,Cetomimus hempeli,Whalefish,7,Small Bathypelagics (<30 cm)
609040,Cetostoma regani,Pink flabby whalefish,7,Small Bathypelagics (<30 cm)
609042,Ditropichthys storeri,Ditropichthys storeri,7,Small Bathypelagics (<30 cm)
609043,Eutaeniophorus festivus,Festive ribbonfish,7,Small Bathypelagics (<30 cm)
609044,Parataeniophorus gulosus,Parataeniophorus gulosus,7,Small Bathypelagics (<30 cm)
609046,Acanthochaenus luetkenii,Pricklefish,7,Small Bathypelagics (<30 cm)
609050,Melamphaes eulepis,Melamphaes eulepis,7,Small Bathypelagics (<30 cm)
609052,Melamphaes hubbsi,Melamphaes hubbsi,7,Small Bathypelagics (<30 cm)
609053,Melamphaes leprus,West African bigscale,7,Small Bathypelagics (<30 cm)
609054,Melamphaes longivelis,Melamphaes longivelis,7,Small Bathypelagics (<30 cm)
609055,Melamphaes pumilus,Melamphaes pumilus,7,Small Bathypelagics (<30 cm)
609056,Diretmoides pauciradiatus,Longwing spinyfin,8,Medium Bathypelagics (30 - 90 cm)
609057,Diretmichthys parini,Parins spiny fin,8,Medium Bathypelagics (30 - 90 cm)
609061,Bathyuroconger vicinus,Large-toothed conger,11,Medium Bathydemersals (30 - 90 cm)
609063,Japonoconger africanus,Japonoconger africanus,11,Medium Bathydemersals (30 - 90 cm)
609065,Pseudophichthys splendens,Purplemouthed conger,11,Medium Bathydemersals (30 - 90 cm)
609066,Rhechias bertini,Rhechias bertini,11,Medium Bathydemersals (30 - 90 cm)
609067,Coloconger cadenati,Coloconger cadenati,12,Large Bathydemersals (>=90 cm)
609068,Serrivomer danae,Serrivomer danae,8,Medium Bathypelagics (30 - 90 cm)
609069,Serrivomer brevidentatus,Black sawtooth eel,8,Medium Bathypelagics (30 - 90 cm)
609070,Serrivomer schmidti,Serrivomer schmidti,8,Medium Bathypelagics (30 - 90 cm)
609073,Venefica proboscidea,Whipsnout sorcerer,12,Large Bathydemersals (>=90 cm)
609084,Echelus pachyrhynchus,Echelus pachyrhynchus,11,Medium Bathydemersals (30 - 90 cm)
609093,Ophichthus karreri,Ophichthus karreri,11,Medium Bathydemersals (30 - 90 cm)
609094,Ophichthus leonensis,Ophichthus leonensis,10,Small Bathydemersals (<30 cm)
609099,Nessorhamphus danae,Nessorhamphus danae,8,Medium Bathypelagics (30 - 90 cm)
609100,Nessorhamphus ingolfianus,Duckbill oceanic eel,8,Medium Bathypelagics (30 - 90 cm)
609101,Dysomma brevirostre,Pignosed arrowtooth eel,11,Medium Bathydemersals (30 - 90 cm)
609102,Simenchelys parasitica,Snubnosed eel,11,Medium Bathydemersals (30 - 90 cm)
609103,Ilyophis brunneus,Muddy arrowtooth eel,8,Medium Bathypelagics (30 - 90 cm)
609104,Synaphobranchus kaupii,Kaups arrowtooth eel,12,Large Bathydemersals (>=90 cm)
609105,Avocettina acuticeps,Avocettina acuticeps,8,Medium Bathypelagics (30 - 90 cm)
609107,Nemichthys curvirostris,Boxer snipe eel,9,Large Bathypelagics (>=90 cm)
609108,Cyema atrum,Bobtail eel,7,Small Bathypelagics (<30 cm)
609109,Saccopharynx ampullaceus,Gulper eel,9,Large Bathypelagics (>=90 cm)
609110,Saccopharynx ramosus,Saccopharynx ramosus,8,Medium Bathypelagics (30 - 90 cm)
609111,Saccopharynx thalassa,Saccopharynx thalassa,9,Large Bathypelagics (>=90 cm)
609112,Monognathus taningi,Monognathus taningi,7,Small Bathypelagics (<30 cm)
609118,Bathylagus greyae,Bathylagus greyae,7,Small Bathypelagics (<30 cm)
609120,Dolichopteryx binocularis,Dolichopteryx binocularis,7,Small Bathypelagics (<30 cm)
609121,Dolichopteryx longipes,Brownsnout spookfish,7,Small Bathypelagics (<30 cm)
609122,Opisthoproctus grimaldii,Mirrorbelly,7,Small Bathypelagics (<30 cm)
609124,Winteria telescopa,Winteria telescopa,7,Small Bathypelagics (<30 cm)
609125,Tylochromis labrodon,Tylochromis labrodon,13,Small Benthopelagics (<30 cm)
609126,Tylochromis lateralis,Tylochromis lateralis,13,Small Benthopelagics (<30 cm)
609127,Zenion longipinnis,Zenion longipinnis,10,Small Bathydemersals (<30 cm)
609128,Tylochromis leonensis,Tylochromis leonensis,13,Small Benthopelagics (<30 cm)
609129,Bathymicrops regis,Bathymicrops regis,10,Small Bathydemersals (<30 cm)
609130,Cyttula macropus,Cyttula macropus,13,Small Benthopelagics (<30 cm)
609131,Tylochromis microdon,Tylochromis microdon,13,Small Benthopelagics (<30 cm)
609132,Tylochromis mylodon,Tylochromis mylodon,13,Small Benthopelagics (<30 cm)
609133,Bathypterois dubius,Spiderfish,10,Small Bathydemersals (<30 cm)
609134,Grammicolepis brachiusculus,Thorny tinselfish,8,Medium Bathypelagics (30 - 90 cm)
609136,Bathypterois grallator,Tripodfish,11,Medium Bathydemersals (30 - 90 cm)
609137,Tylochromis praecox,Tylochromis praecox,13,Small Benthopelagics (<30 cm)
609138,Tylochromis pulcher,Tylochromis pulcher,13,Small Benthopelagics (<30 cm)
609139,Bathypterois longipes,Abyssal spiderfish,10,Small Bathydemersals (<30 cm)
609140,Allocyttus guineensis,Allocyttus guineensis,7,Small Bathypelagics (<30 cm)
609141,Tylochromis regani,Tylochromis regani,13,Small Benthopelagics (<30 cm)
609142,Tylochromis robertsi,Tylochromis robertsi,13,Small Benthopelagics (<30 cm)
609143,Bathypterois phenax,Blackfin spiderfish,10,Small Bathydemersals (<30 cm)
609144,Allocyttus verrucosus,Warty oreo,14,Medium Benthopelagics (30 - 90 cm)
609145,Tylochromis sudanensis,Tylochromis sudanensis,13,Small Benthopelagics (<30 cm)
609146,Neocyttus rhomboidalis,Spiky oreo,8,Medium Bathypelagics (30 - 90 cm)
609147,Bathypterois quadrifilis,Bathypterois quadrifilis,10,Small Bathydemersals (<30 cm)
609148,Bathypterois viridensis,Bathypterois viridensis,10,Small Bathydemersals (<30 cm)
609149,Guentherus altivelis,Highfin tadpole fish,12,Large Bathydemersals (>=90 cm)
609150,Bathytyphlops marionae,Bathytyphlops marionae,11,Medium Bathydemersals (30 - 90 cm)
609151,Bathytyphlops sewelli,Bathytyphlops sewelli,11,Medium Bathydemersals (30 - 90 cm)
609152,Ipnops agassizii,Grideye fish,10,Small Bathydemersals (<30 cm)
609153,Radiicephalus elongatus,Tapertail,8,Medium Bathypelagics (30 - 90 cm)
609154,Tylochromis trewavasae,Tylochromis trewavasae,13,Small Benthopelagics (<30 cm)
609155,Ahliesaurus berryi,Ahliesaurus berryi,7,Small Bathypelagics (<30 cm)
609156,Tylochromis variabilis,Tylochromis variabilis,13,Small Benthopelagics (<30 cm)
609157,Luciosudis normani,Luciosudis normani,7,Small Bathypelagics (<30 cm)
609158,Scopelosaurus argenteus,Waryfish,13,Small Benthopelagics (<30 cm)
609159,Scopelosaurus lepidus,Blackfin waryfish,14,Medium Benthopelagics (30 - 90 cm)
609161,Scopelosaurus meadi,Scopelosaurus meadi,13,Small Benthopelagics (<30 cm)
609162,Scopelosaurus smithii,Scopelosaurus smithii,13,Small Benthopelagics (<30 cm)
609163,Xenochromis hecqui,Xenochromis hecqui,14,Medium Benthopelagics (30 - 90 cm)
609166,Leptochilichthys agassizii,Agassiz smooth-head,8,Medium Bathypelagics (30 - 90 cm)
