"rgn_name","rgn_id","product","year","tonnes_orig","tonnes","usd_orig","usd","n_years","usd_ix0","usd_coef","tonnes_mdl","tonnes_ix0","tonnes_coef","usd_mdl","tonnes_rollmean","usd_rollmean","tonnes_peak","usd_peak","usd_peak_product_weight"
"Russia",73,"seaweeds",2000,226,171.25,730,310,13,,,,,,,171.25,310,166.4,266.9875,0.0470490535780762
"Russia",73,"seaweeds",2001,187,256,300,410.75,13,,,,,,,256,410.75,166.4,266.9875,0.0470490535780762
"Russia",73,"seaweeds",2002,267,248,195,315.75,13,,,,,,,248,315.75,166.4,266.9875,0.0470490535780762
"Russia",73,"seaweeds",2003,344,225.5,418,300,13,,,,,,,225.5,300,166.4,266.9875,0.0470490535780762
"Russia",73,"seaweeds",2004,194,170.25,350,300,13,,,,,,,170.25,300,166.4,266.9875,0.0470490535780762
"Russia",73,"seaweeds",2005,97,103.25,237,344.25,13,,,,,,,103.25,344.25,166.4,266.9875,0.0470490535780762
"Russia",73,"seaweeds",2006,46,67.5,195,326,13,,,,,,,67.5,326,166.4,266.9875,0.0470490535780762
"Russia",73,"seaweeds",2007,76,53.25,595,331.75,13,,,,,,,53.25,331.75,166.4,266.9875,0.0470490535780762
"Russia",73,"seaweeds",2008,51,61.5,277,390,13,,,,,,,61.5,390,166.4,266.9875,0.0470490535780762
"Russia",73,"seaweeds",2009,40,56.6666666666667,260,321.666666666667,13,,,,,,,56.6666666666667,321.666666666667,166.4,266.9875,0.0470490535780762
"Russia",73,"seaweeds",2010,79,59.5,428,344,13,,,,,,,59.5,344,166.4,266.9875,0.0470490535780762
"Russia",73,"sponges",2000,1,1.33333333333333,25,29.6666666666667,11,,,,,,,1.33333333333333,29.6666666666667,6.5,79.3,0.0139743993585522
"Russia",73,"sponges",2001,1,4.25,25,47.25,11,,,,,,,4.25,47.25,6.5,79.3,0.0139743993585522
"Russia",73,"sponges",2002,2,4.25,39,49.75,11,,,,,,,4.25,49.75,6.5,79.3,0.0139743993585522
"Russia",73,"sponges",2003,13,10,100,122,11,,,,,,,10,122,6.5,79.3,0.0139743993585522
"Russia",73,"sponges",2004,1,9.5,35,112.25,11,,,,,,,9.5,112.25,6.5,79.3,0.0139743993585522
"Russia",73,"sponges",2005,24,6.25,314,87.25,11,,,,,,,6.25,87.25,6.5,79.3,0.0139743993585522
"Russia",73,"sponges",2006,0,6,0,78.5,11,,,,,,,6,78.5,6.5,79.3,0.0139743993585522
"Russia",73,"sponges",2007,0,0,0,0,11,,,,,,,0,0,6.5,79.3,0.0139743993585522
"Russia",73,"sponges",2008,0,0,0,0,11,,,,,,,0,0,6.5,79.3,0.0139743993585522
"Russia",73,"sponges",2009,0,0,0,0,11,,,,,,,0,0,6.5,79.3,0.0139743993585522
"Russia",73,"sponges",2010,0,0,0,0,11,,,,,,,0,0,6.5,79.3,0.0139743993585522
"Georgia",74,"fish_oil",2004,55,146,11,54.6666666666667,7,,,,,,,146,54.6666666666667,517.725,365.625,0.982532751091703
"Georgia",74,"fish_oil",2005,383,219.25,153,116,7,,,,,,,219.25,116,517.725,365.625,0.982532751091703
"Georgia",74,"fish_oil",2006,0,373.25,0,230.75,7,,,,,,,373.25,230.75,517.725,365.625,0.982532751091703
"Georgia",74,"fish_oil",2007,439,277.5,300,192.5,7,,,,,,,277.5,192.5,517.725,365.625,0.982532751091703
"Georgia",74,"fish_oil",2008,671,675.75,470,473.75,7,,,,,,,675.75,473.75,517.725,365.625,0.982532751091703
"Georgia",74,"fish_oil",2009,0,754.666666666667,0,531.666666666667,7,,,,,,,754.666666666667,531.666666666667,517.725,365.625,0.982532751091703
"Georgia",74,"fish_oil",2010,1593,796.5,1125,562.5,7,,,,,,,796.5,562.5,517.725,365.625,0.982532751091703
"Georgia",74,"seaweeds",2008,,,1,1,3,,,,,,,,,,6.5,0.0174672489082969
"Georgia",74,"seaweeds",2009,,,10,10,3,,,,,,,,,,6.5,0.0174672489082969
"Georgia",74,"seaweeds",2010,,,6,6,3,,,,,,,,,,6.5,0.0174672489082969
"Ukraine",75,"fish_oil",2002,11,3.66666666666667,6,2,9,,,,,,,3.66666666666667,2,2.38333333333333,1.4625,0.0259365994236311
"Ukraine",75,"fish_oil",2003,0,3,0,2.25,9,,,,,,,3,2.25,2.38333333333333,1.4625,0.0259365994236311
"Ukraine",75,"fish_oil",2004,0,0.5,0,1.25,9,,,,,,,0.5,1.25,2.38333333333333,1.4625,0.0259365994236311
"Ukraine",75,"fish_oil",2005,1,0.5,3,1.25,9,,,,,,,0.5,1.25,2.38333333333333,1.4625,0.0259365994236311
"Ukraine",75,"fish_oil",2006,1,0.5,2,1.25,9,,,,,,,0.5,1.25,2.38333333333333,1.4625,0.0259365994236311
"Ukraine",75,"fish_oil",2007,0,0.25,0,0.5,9,,,,,,,0.25,0.5,2.38333333333333,1.4625,0.0259365994236311
"Ukraine",75,"fish_oil",2008,0,0,0,0,9,,,,,,,0,0,2.38333333333333,1.4625,0.0259365994236311
"Ukraine",75,"fish_oil",2009,0,0,0,0,9,,,,,,,0,0,2.38333333333333,1.4625,0.0259365994236311
"Ukraine",75,"fish_oil",2010,0,0,0,0,9,,,,,,,0,0,2.38333333333333,1.4625,0.0259365994236311
"Ukraine",75,"seaweeds",2002,2,9.66666666666667,37,34,9,,,,,,,9.66666666666667,34,8.9375,37.8625,0.671469740634006
"Ukraine",75,"seaweeds",2003,5,9,23,33.75,9,,,,,,,9,33.75,8.9375,37.8625,0.671469740634006
"Ukraine",75,"seaweeds",2004,22,9.75,42,34,9,,,,,,,9.75,34,8.9375,37.8625,0.671469740634006
"Ukraine",75,"seaweeds",2005,7,13.75,33,42,9,,,,,,,13.75,42,8.9375,37.8625,0.671469740634006
"Ukraine",75,"seaweeds",2006,5,11.75,38,58.25,9,,,,,,,11.75,58.25,8.9375,37.8625,0.671469740634006
"Ukraine",75,"seaweeds",2007,21,11.75,55,56,9,,,,,,,11.75,56,8.9375,37.8625,0.671469740634006
"Ukraine",75,"seaweeds",2008,14,11.5,107,52.75,9,,,,,,,11.5,52.75,8.9375,37.8625,0.671469740634006
"Ukraine",75,"seaweeds",2009,7,8.33333333333333,24,52,9,,,,,,,8.33333333333333,52,8.9375,37.8625,0.671469740634006
"Ukraine",75,"seaweeds",2010,4,5.5,25,24.5,9,,,,,,,5.5,24.5,8.9375,37.8625,0.671469740634006
"Ukraine",75,"shells",2002,5,8.33333333333333,3,7,9,,,,,,,8.33333333333333,7,15.925,12.8375,0.227665706051873
"Ukraine",75,"shells",2003,8,11.75,6,10,9,,,,,,,11.75,10,15.925,12.8375,0.227665706051873
"Ukraine",75,"shells",2004,12,13.25,12,11.75,9,,,,,,,13.25,11.75,15.925,12.8375,0.227665706051873
"Ukraine",75,"shells",2005,22,24.5,19,19.75,9,,,,,,,24.5,19.75,15.925,12.8375,0.227665706051873
"Ukraine",75,"shells",2006,11,21.5,10,16.75,9,,,,,,,21.5,16.75,15.925,12.8375,0.227665706051873
"Ukraine",75,"shells",2007,53,16,38,12,9,,,,,,,16,12,15.925,12.8375,0.227665706051873
"Ukraine",75,"shells",2008,0,13.25,0,9.5,9,,,,,,,13.25,9.5,15.925,12.8375,0.227665706051873
"Ukraine",75,"shells",2009,0,0,0,0,9,,,,,,,0,0,15.925,12.8375,0.227665706051873
"Ukraine",75,"shells",2010,0,0,0,0,9,,,,,,,0,0,15.925,12.8375,0.227665706051873
"Ukraine",75,"sponges",2005,,0.378185524974516,2,4.33333333333333,6,-0.0550458715596331,0.0948012232415902,0.134556574923547,,,,0.378185524974516,4.33333333333333,0.325,4.225,0.0749279538904899
"Ukraine",75,"sponges",2006,1,0.283639143730887,11,3.25,6,-0.0550458715596331,0.0948012232415902,0.987767584097859,,,,0.283639143730887,3.25,0.325,4.225,0.0749279538904899
"Ukraine",75,"sponges",2007,0,0.5,0,5.5,6,-0.0550458715596331,0.0948012232415902,-0.0550458715596331,,,,0.5,5.5,0.325,4.225,0.0749279538904899
"Ukraine",75,"sponges",2008,0,0.25,0,3.25,6,-0.0550458715596331,0.0948012232415902,-0.0550458715596331,,,,0.25,3.25,0.325,4.225,0.0749279538904899
"Ukraine",75,"sponges",2009,1,0.333333333333333,11,4.33333333333333,6,-0.0550458715596331,0.0948012232415902,0.987767584097859,,,,0.333333333333333,4.33333333333333,0.325,4.225,0.0749279538904899
"Ukraine",75,"sponges",2010,0,0.5,2,6.5,6,-0.0550458715596331,0.0948012232415902,0.134556574923547,,,,0.5,6.5,0.325,4.225,0.0749279538904899
"Turkey",76,"corals",1990,850,848.333333333333,3462,3648.33333333333,21,,,,,,,848.333333333333,3648.33333333333,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",1991,748,859.25,3010,3815,21,,,,,,,859.25,3815,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",1992,947,2002.25,4473,4096.5,21,,,,,,,2002.25,4096.5,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",1993,892,3351.5,4315,4587.75,21,,,,,,,3351.5,4587.75,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",1994,5422,3272.25,4588,4387.25,21,,,,,,,3272.25,4387.25,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",1995,6145,3190.5,4975,3890,21,,,,,,,3190.5,3890,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",1996,630,1983.75,3671,3311.75,21,,,,,,,1983.75,3311.75,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",1997,565,563.5,2326,2579,21,,,,,,,563.5,2579,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",1998,595,494.5,2275,1990,21,,,,,,,494.5,1990,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",1999,464,440.25,2044,1703.25,21,,,,,,,440.25,1703.25,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",2000,354,392.5,1315,1528,21,,,,,,,392.5,1528,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",2001,348,380.75,1179,1465.75,21,,,,,,,380.75,1465.75,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",2002,404,380,1574,1574.75,21,,,,,,,380,1574.75,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",2003,417,536.25,1795,1829.75,21,,,,,,,536.25,1829.75,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",2004,351,624.25,1751,1697.25,21,,,,,,,624.25,1697.25,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",2005,973,1992.25,2199,1850.75,21,,,,,,,1992.25,1850.75,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",2006,756,2158.75,1044,2428.5,21,,,,,,,2158.75,2428.5,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",2007,5889,2846.25,2409,2759.5,21,,,,,,,2846.25,2759.5,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",2008,1017,2892.25,4062,3496.25,21,,,,,,,2892.25,3496.25,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",2009,3723,1893.33333333333,3523,3858.66666666667,21,,,,,,,1893.33333333333,3858.66666666667,2178.475,2982.0375,0.174640032737274
"Turkey",76,"corals",2010,940,2331.5,3991,3757,21,,,,,,,2331.5,3757,2178.475,2982.0375,0.174640032737274
"Turkey",76,"fish_oil",1976,30,435,21,182.333333333333,35,,,,,,,435,182.333333333333,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1977,1245,326.25,514,136.75,35,,,,,,,326.25,136.75,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1978,30,318.75,12,131.5,35,,,,,,,318.75,131.5,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1979,0,7.5,0,3,35,,,,,,,7.5,3,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1980,0,233.5,0,59.5,35,,,,,,,233.5,59.5,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1981,0,819.25,0,229.75,35,,,,,,,819.25,229.75,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1982,934,2086.25,238,657.75,35,,,,,,,2086.25,657.75,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1983,2343,3740.75,681,1053.75,35,,,,,,,3740.75,1053.75,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1984,5068,4636.5,1712,1314.25,35,,,,,,,4636.5,1314.25,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1985,6618,5952.5,1584,1449.5,35,,,,,,,5952.5,1449.5,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1986,4517,7887,1280,1952.5,35,,,,,,,7887,1952.5,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1987,7607,7219.25,1222,1915.75,35,,,,,,,7219.25,1915.75,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1988,12806,6600.25,3724,1844.75,35,,,,,,,6600.25,1844.75,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1989,3947,4726.5,1437,1582.5,35,,,,,,,4726.5,1582.5,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1990,2041,1525,996,651.5,35,,,,,,,1525,651.5,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1991,112,538.25,173,292.25,35,,,,,,,538.25,292.25,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1992,0,538.25,0,185.25,35,,,,,,,538.25,185.25,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1993,0,2188.75,0,674.75,35,,,,,,,2188.75,674.75,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1994,2041,2198.75,568,680.75,35,,,,,,,2198.75,680.75,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1995,6714,2198.75,2131,680.75,35,,,,,,,2198.75,680.75,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1996,40,1688.5,24,538.75,35,,,,,,,1688.5,538.75,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1997,0,10,0,6.25,35,,,,,,,10,6.25,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1998,0,901,0,387.5,35,,,,,,,901,387.5,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",1999,0,1276,1,477.25,35,,,,,,,1276,477.25,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",2000,3604,2915.5,1549,1171.75,35,,,,,,,2915.5,1171.75,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",2001,1500,5769.25,359,2315.75,35,,,,,,,5769.25,2315.75,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",2002,6558,5096.75,2778,2053.5,35,,,,,,,5096.75,2053.5,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",2003,11415,4721.75,4577,1963.75,35,,,,,,,4721.75,1963.75,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",2004,914,3082.25,500,1269.5,35,,,,,,,3082.25,1269.5,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",2005,0,228.5,0,126,35,,,,,,,228.5,126,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",2006,0,3302.25,1,6619.25,35,,,,,,,3302.25,6619.25,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",2007,0,3317.5,3,7304.75,35,,,,,,,3317.5,7304.75,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",2008,13209,5762,26473,10594.5,35,,,,,,,5762,10594.5,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",2009,61,7682.66666666667,2742,14125,35,,,,,,,7682.66666666667,14125,5126.55,9181.25,0.537690689861913
"Turkey",76,"fish_oil",2010,9778,4919.5,13160,7951,35,,,,,,,4919.5,7951,5126.55,9181.25,0.537690689861913
"Turkey",76,"ornamentals",2004,1,0.333333333333333,7,4,7,,,,,,,0.333333333333333,4,0.325,24.05,0.00140846410795687
"Turkey",76,"ornamentals",2005,0,0.25,4,3,7,,,,,,,0.25,3,0.325,24.05,0.00140846410795687
"Turkey",76,"ornamentals",2006,0,0,1,1.25,7,,,,,,,0,1.25,0.325,24.05,0.00140846410795687
"Turkey",76,"ornamentals",2007,0,0,0,0.25,7,,,,,,,0,0.25,0.325,24.05,0.00140846410795687
"Turkey",76,"ornamentals",2008,0,0.25,0,18.5,7,,,,,,,0.25,18.5,0.325,24.05,0.00140846410795687
"Turkey",76,"ornamentals",2009,0,0.333333333333333,0,24.6666666666667,7,,,,,,,0.333333333333333,24.6666666666667,0.325,24.05,0.00140846410795687
"Turkey",76,"ornamentals",2010,1,0.5,74,37,7,,,,,,,0.5,37,0.325,24.05,0.00140846410795687
"Turkey",76,"seaweeds",1994,18,27,12,25.3333333333333,17,,,,,,,27,25.3333333333333,47.45,47.45,0.00277886161840139
"Turkey",76,"seaweeds",1995,37,28.5,38,27.25,17,,,,,,,28.5,27.25,47.45,47.45,0.00277886161840139
"Turkey",76,"seaweeds",1996,26,42.5,26,42.25,17,,,,,,,42.5,42.25,47.45,47.45,0.00277886161840139
"Turkey",76,"seaweeds",1997,33,52.75,33,54.25,17,,,,,,,52.75,54.25,47.45,47.45,0.00277886161840139
"Turkey",76,"seaweeds",1998,74,69.25,72,72.75,17,,,,,,,69.25,72.75,47.45,47.45,0.00277886161840139
"Turkey",76,"seaweeds",1999,78,73,86,73,17,,,,,,,73,73,47.45,47.45,0.00277886161840139
"Turkey",76,"seaweeds",2000,92,64,100,61.25,17,,,,,,,64,61.25,47.45,47.45,0.00277886161840139
"Turkey",76,"seaweeds",2001,48,54.75,34,46.75,17,,,,,,,54.75,46.75,47.45,47.45,0.00277886161840139
"Turkey",76,"seaweeds",2002,38,34.25,25,23.25,17,,,,,,,34.25,23.25,47.45,47.45,0.00277886161840139
"Turkey",76,"seaweeds",2003,41,24.25,28,17.25,17,,,,,,,24.25,17.25,47.45,47.45,0.00277886161840139
"Turkey",76,"seaweeds",2004,10,25.25,6,22.75,17,,,,,,,25.25,22.75,47.45,47.45,0.00277886161840139
"Turkey",76,"seaweeds",2005,8,18,10,19.75,17,,,,,,,18,19.75,47.45,47.45,0.00277886161840139
"Turkey",76,"seaweeds",2006,42,19.5,47,27.75,17,,,,,,,19.5,27.75,47.45,47.45,0.00277886161840139
"Turkey",76,"seaweeds",2007,12,17.75,16,29,17,,,,,,,17.75,29,47.45,47.45,0.00277886161840139
"Turkey",76,"seaweeds",2008,16,9.5,38,23.25,17,,,,,,,9.5,23.25,47.45,47.45,0.00277886161840139
"Turkey",76,"seaweeds",2009,1,8.66666666666667,15,25.6666666666667,17,,,,,,,8.66666666666667,25.6666666666667,47.45,47.45,0.00277886161840139
"Turkey",76,"seaweeds",2010,9,5,24,19.5,17,,,,,,,5,19.5,47.45,47.45,0.00277886161840139
"Turkey",76,"shells",1976,889,988,2285,3419.33333333333,35,,,,,,,988,3419.33333333333,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1977,887,910.75,3155,3649.75,35,,,,,,,910.75,3649.75,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1978,1188,860.25,4818,4009,35,,,,,,,860.25,4009,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1979,679,894.25,4341,4641.25,35,,,,,,,894.25,4641.25,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1980,687,597.25,3722,3436.75,35,,,,,,,597.25,3436.75,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1981,1023,427.5,5684,2351.5,35,,,,,,,427.5,2351.5,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1982,0,357.75,0,1703.5,35,,,,,,,357.75,1703.5,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1983,0,193.75,0,632.5,35,,,,,,,193.75,632.5,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1984,408,479,1130,2207,35,,,,,,,479,2207,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1985,367,814.5,1400,4423.75,35,,,,,,,814.5,4423.75,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1986,1141,1020.5,6298,6636.5,35,,,,,,,1020.5,6636.5,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1987,1342,928.75,8867,6286.5,35,,,,,,,928.75,6286.5,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1988,1232,643.5,9981,4712,35,,,,,,,643.5,4712,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1989,0,308,0,2495.25,35,,,,,,,308,2495.25,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1990,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1991,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1992,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1993,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1994,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1995,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1996,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1997,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1998,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",1999,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",2000,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",2001,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",2002,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",2003,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",2004,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",2005,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",2006,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",2007,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",2008,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",2009,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"shells",2010,0,0,0,0,35,,,,,,,0,0,663.325,4313.725,0.252628974390697
"Turkey",76,"sponges",1976,24,17.3333333333333,637,509,35,,,,,,,17.3333333333333,509,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1977,11,17,330,588.5,35,,,,,,,17,588.5,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1978,17,14.25,560,638.25,35,,,,,,,14.25,638.25,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1979,16,16,827,810.5,35,,,,,,,16,810.5,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1980,13,11.75,836,670.5,35,,,,,,,11.75,670.5,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1981,18,7.75,1019,463.75,35,,,,,,,7.75,463.75,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1982,0,7.5,0,370.75,35,,,,,,,7.5,370.75,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1983,0,6.25,0,225.25,35,,,,,,,6.25,225.25,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1984,12,10,464,347,35,,,,,,,10,347,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1985,13,13.25,437,496.75,35,,,,,,,13.25,496.75,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1986,15,13.5,487,466.75,35,,,,,,,13.5,466.75,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1987,13,10.25,599,357.5,35,,,,,,,10.25,357.5,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1988,13,8,344,315.25,35,,,,,,,8,315.25,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1989,0,6,0,218,35,,,,,,,6,218,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1990,6,3.5,318,170.75,35,,,,,,,3.5,170.75,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1991,5,5,210,199.25,35,,,,,,,5,199.25,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1992,3,4,155,123.25,35,,,,,,,4,123.25,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1993,6,4,114,89,35,,,,,,,4,89,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1994,2,5.5,14,61,35,,,,,,,5.5,61,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1995,5,7.75,73,44,35,,,,,,,7.75,44,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1996,9,9,43,45.75,35,,,,,,,9,45.75,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1997,15,9.5,46,37,35,,,,,,,9.5,37,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1998,7,13.5,21,37.75,35,,,,,,,13.5,37.75,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",1999,7,10.25,38,35.25,35,,,,,,,10.25,35.25,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",2000,25,9.25,46,32.75,35,,,,,,,9.25,32.75,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",2001,2,8.25,36,25,35,,,,,,,8.25,25,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",2002,3,3,11,17.25,35,,,,,,,3,17.25,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",2003,3,3.25,7,11.75,35,,,,,,,3.25,11.75,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",2004,4,2.75,15,10.75,35,,,,,,,2.75,10.75,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",2005,3,3,14,9.25,35,,,,,,,3,9.25,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",2006,1,2,7,5.5,35,,,,,,,2,5.5,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",2007,4,1.25,1,5.75,35,,,,,,,1.25,5.75,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",2008,0,1.25,0,6.75,35,,,,,,,1.25,6.75,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",2009,0,0.333333333333333,15,8.66666666666667,35,,,,,,,0.333333333333333,8.66666666666667,11.2666666666667,526.825,0.0308529772837579
"Turkey",76,"sponges",2010,1,0.5,11,13,35,,,,,,,0.5,13,11.2666666666667,526.825,0.0308529772837579
"Syria",77,"corals",1998,55,27.3333333333333,113,56.6666666666667,13,,,,,,,27.3333333333333,56.6666666666667,20.475,39.975,0.172833723653396
"Syria",77,"corals",1999,0,31.5,0,61.5,13,,,,,,,31.5,61.5,20.475,39.975,0.172833723653396
"Syria",77,"corals",2000,27,27.75,57,55.25,13,,,,,,,27.75,55.25,20.475,39.975,0.172833723653396
"Syria",77,"corals",2001,44,27.75,76,55.25,13,,,,,,,27.75,55.25,20.475,39.975,0.172833723653396
"Syria",77,"corals",2002,40,26.75,88,58.5,13,,,,,,,26.75,58.5,20.475,39.975,0.172833723653396
