"rgn_name","rgn_id","product","commodity","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"Estonia",70,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,29,43,22,32,24,8,7,0,53,34,18,16,0,0,0,3,8,3,2,1
"Estonia",70,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"Estonia",70,"ornamentals","Ornamental saltwater fish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
"Estonia",70,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"Estonia",70,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,,,,,45,40,53,96,63,31,6,26,24,26,19,2,18,9
"Estonia",70,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,146,129,117,161,139,142,315,108,118,276,219,18,74,74
"Estonia",70,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,191,169,170,257,202,173,321,134,142,302,238,20,92,83
"Estonia",70,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
"Estonia",70,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
"Estonia",70,"sponges","Natural sponges nei",,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
"Estonia",70,"sponges","Natural sponges other than raw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
"Estonia",70,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
"Faeroe Islands",141,"fish_oil","Fish body oils, nei",6310,6003,6492,2974,7300,5366,3497,7645,8647,16482,9912,7191,12759,7834,3033,2835,9463,16488,10278,6834,9984,7054,1245,3454,1199,988,1223,803,5346,4516,678,2524,55,67,2091,430
"Faeroe Islands",141,"fish_oil","Fish liver oils, nei",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,212,141,85,0,0,0,0,0,0,285,0,35,0,0,0
"Faeroe Islands",141,"fish_oil","Z_TOTAL",6332,6003,6492,2974,7300,5366,3497,7645,8647,16482,9912,7191,12759,7834,3033,2835,9463,16488,10278,6834,10359,7266,1386,3539,1199,988,1223,803,5346,4516,963,2524,90,67,2091,430
"Faeroe Islands",141,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,20,0,53,0,5,0,3950,1200,0,1300,0,0,2373,1631,0,0
"Faeroe Islands",141,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,20,0,53,0,5,0,3950,1200,0,1300,0,0,2373,1631,0,0
"Fiji",18,"corals","Coral and the like",,,,,,,,,,,,,,,589,457,351,109,307,0,536,1180,1280,830,1235,0,1026,1412,1695,1852,1837,1814,1244,782,1030,1127
"Fiji",18,"corals","Z_TOTAL",,,,,,,,,,,,,,,589,457,351,109,307,0,536,1180,1280,830,1235,0,1026,1412,1695,1852,1837,1814,1244,782,1030,1127
"Fiji",18,"fish_oil","Fish body oils, nei",,,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fiji",18,"fish_oil","Z_TOTAL",,,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fiji",18,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,,,,,233,253,220,269,126,90,117,119,99,175,175
"Fiji",18,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,233,253,220,269,126,90,117,119,99,175,175
"Fiji",18,"seaweeds","Kelp",,,,,,,,,,,,,,,,,,,,,,,,,106,0,0,0,19,10,91,41,15,32,28,21
"Fiji",18,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,2,42,0,0,60,0,0,0,0,0,0,0,0,0
"Fiji",18,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,2,42,106,0,60,0,19,10,91,41,15,32,28,21
"Fiji",18,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,0,0,0
"Fiji",18,"shells","Mother of pearl shells",,,,,,,,,,,,,,,,,,,,,23,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fiji",18,"shells","Trochus shells",,,,,,,,,,,,,,,,,,,,,42,0,37,49,0,0,0,0,0,0,0,0,0,0,0,0
"Fiji",18,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,65,7,46,49,0,0,0,20,0,0,0,0,0,0,0,0
"Fiji",18,"sponges","Natural sponges nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
"Fiji",18,"sponges","Natural sponges raw",,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0
"Fiji",18,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0
"Finland",174,"fish_oil","Fish body oils, nei",,,,,,,,64,0,0,28,3,13,2,334,0,0,4,2,0,0,7,0,4,1,0,1,7,0,0,7,183,673,39,419,657
"Finland",174,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,26,0,0,0,0,16,4,10,1,3,1,0,0,0,0,1,1,6,7,10,5,8,8,10
"Finland",174,"fish_oil","Halibuts, liver oils",,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
"Finland",174,"fish_oil","Z_TOTAL",,,,,,,,64,0,0,28,3,39,2,334,0,0,20,6,10,3,10,1,4,1,19,1,8,1,6,14,193,678,47,427,667
"Finland",174,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finland",174,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finland",174,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0,0
"Finland",174,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,9,17,2,2,1,0,0,1,0,0,0,10,10,12,12,2
"Finland",174,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,9,17,2,2,2,0,0,1,0,0,1,11,10,12,12,2
"Finland",174,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0
"Finland",174,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0
"Finland",174,"sponges","Natural sponges other than raw",,,,,,,,,,,,,,,,,,,,,,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finland",174,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"France",179,"corals","Coral and the like",25,5,76,41,12,34,3,3,6,6,8,3,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"France",179,"corals","Z_TOTAL",25,5,76,41,12,34,3,3,6,6,8,3,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"France",179,"fish_oil","Fish body oils, nei",5001,5075,4816,6393,3626,4429,6325,5806,5805,8394,7673,8715,13261,13378,13736,10757,14883,20004,20050,20445,15058,16816,10043,13265,19068,19414,17632,18570,17131,16523,19616,20448,26071,14927,18409,12693
"France",179,"fish_oil","Fish liver oils, nei",344,300,157,165,356,308,359,503,485,417,792,924,1112,500,404,410,547,978,1483,754,739,701,642,713,587,266,321,342,213,125,359,312,238,269,755,667
"France",179,"fish_oil","Halibuts, liver oils",,,,,,,,,,,,,,,,,,,,,,16,0,0,0,0,0,0,4,0,1,0,2,3,0,2
"France",179,"fish_oil","Z_TOTAL",5345,5375,4973,6558,3982,4737,6684,6309,6290,8811,8465,9639,14373,13878,14140,11167,15430,20982,21533,21199,15797,17533,10685,13978,19655,19680,17953,18912,17348,16648,19976,20760,26311,15199,19164,13362
"France",179,"ornamentals","Ornamental fish nei",,,,,,,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"France",179,"ornamentals","Ornamental saltwater fish",,,,,,,,,,,,,27,1,1,0,6,543,555,15,1,528,102,78,97,280,292,385,361,212,145,128,133,82,157,35
"France",179,"ornamentals","Z_TOTAL",,,,,,,,,,,1,2,27,1,1,0,6,543,555,15,1,528,102,78,97,280,292,385,361,212,145,128,133,82,157,35
"France",179,"seaweeds","Agar agar nei",64,63,52,44,52,114,75,58,54,72,46,73,156,108,0,0,0,0,43,54,61,71,105,91,113,67,105,74,128,98,82,91,70,118,140,156
"France",179,"seaweeds","Other seaweeds and aquatic plants and products thereof",1242,1257,107,142,1791,1840,2025,1796,1837,323,395,291,3930,1702,2333,2563,3260,9649,4092,2086,6255,5366,5997,5760,5898,4997,3911,2485,2079,2587,3331,5252,3603,2397,3354,2894
"France",179,"seaweeds","Z_TOTAL",1306,1320,159,186,1843,1954,2100,1854,1891,395,441,364,4086,1810,2333,2563,3260,9649,4135,2140,6316,5437,6102,5851,6011,5064,4016,2559,2207,2685,3413,5343,3673,2515,3494,3050
"France",179,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,5370,8141,6512,420,161,171,265,1059,1233,1347,1505,2148,1408,1786,1796,2195,2717,5463,4186,1139,305,194
"France",179,"shells","Shells nei",1436,1295,1393,2471,2258,1437,1213,383,168,1318,2702,3601,228,4543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"France",179,"shells","Z_TOTAL",1436,1295,1393,2471,2258,1437,1213,383,168,1318,2702,3601,228,4543,5370,8141,6512,420,161,171,265,1059,1233,1347,1505,2148,1408,1786,1796,2195,2717,5463,4186,1139,305,194
"France",179,"sponges","Natural sponges other than raw",,,,,,,,,,,,,,,,,,,19,43,3,138,18,20,6,12,11,12,18,17,11,120,190,121,82,71
"France",179,"sponges","Natural sponges raw",46,55,60,62,67,66,61,66,58,75,78,59,65,49,262,65,59,39,20,12,22,54,43,29,46,44,34,32,35,28,31,40,31,101,21,19
"France",179,"sponges","Z_TOTAL",46,55,60,62,67,66,61,66,58,75,78,59,65,49,262,65,59,39,39,55,25,192,61,49,52,56,45,44,53,45,42,160,221,222,103,90
"French Guiana",169,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"French Guiana",169,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"French Polynesia",147,"corals","Coral and the like",,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0
"French Polynesia",147,"corals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0
"French Polynesia",147,"ornamentals","Ornamental fish nei",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,20,34,48,56,53,47,37,27,35,27,24,21
"French Polynesia",147,"ornamentals","Z_TOTAL",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,20,34,48,56,53,47,37,27,35,27,24,21
"French Polynesia",147,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
"French Polynesia",147,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
"French Polynesia",147,"shells","Shells nei",,,,,,,,,,,,,,,,,,,,,,815,556,941,840,807,1276,1942,1828,2896,2520,2407,2381,1858,2129,2879
"French Polynesia",147,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,815,556,941,840,807,1276,1942,1828,2896,2520,2407,2381,1858,2129,2879
"French Polynesia",147,"sponges","Natural sponges raw",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
"French Polynesia",147,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
"Gabon",198,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gabon",198,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gambia",65,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,6,0,9
"Gambia",65,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,6,0,9
"Gambia",65,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
"Gambia",65,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
"Gambia",65,"sponges","Natural sponges nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
"Gambia",65,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
"Georgia",74,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,383,0,439,671,0,1593,1170
"Georgia",74,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,383,0,439,671,0,1593,1170
"Georgia",74,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0
"Georgia",74,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0
"Georgia",74,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
"Georgia",74,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Georgia",74,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
"Germany",176,"fish_oil","Fish body oils, nei",5743,4369,6152,3175,3064,4369,4079,3964,3243,2006,2583,2747,6200,11118,5480,7178,8564,3432,3747,16277,4355,3092,5911,3009,1666,5999,6603,7198,8958,4476,7440,8407,9349,8773,11428,10375
"Germany",176,"fish_oil","Fish liver oils, nei",1085,491,264,421,410,244,220,127,117,83,81,33,252,193,450,220,138,118,172,149,161,143,108,48,80,153,217,259,334,271,303,351,313,339,381,437
"Germany",176,"fish_oil","Halibuts, liver oils",,,,,,,,,,,,,,,,,,,,3,0,1,2,1,4,0,0,8,7,5,13,0,11,0,1,2
"Germany",176,"fish_oil","Z_TOTAL",6828,4860,6416,3596,3474,4613,4299,4091,3360,2089,2664,2780,6452,11311,5930,7398,8702,3550,3919,16429,4516,3236,6021,3058,1750,6152,6820,7465,9299,4752,7756,8758,9673,9112,11810,10814
"Germany",176,"ornamentals","Ornamental saltwater fish",,,,,,,,,,,,,2,3,4,33,6,41,14,34,2,6,4,25,21,9,1,2,3,3,3,5,5,2,3,3
"Germany",176,"ornamentals","Z_TOTAL",,,,,,,,,,,,,2,3,4,33,6,41,14,34,2,6,4,25,21,9,1,2,3,3,3,5,5,2,3,3
"Germany",176,"seaweeds","Agar agar nei",45,35,58,72,63,50,52,82,116,73,65,112,134,269,0,0,0,0,247,170,244,327,296,373,416,423,656,517,527,634,644,394,652,610,860,618
"Germany",176,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,41,22,42,40,47,69,144,97,164,127,132,111,124,91,81,84,146,130,140,161,262,127,223,285
"Germany",176,"seaweeds","Z_TOTAL",45,35,58,72,63,50,52,82,116,73,65,112,175,291,42,40,47,69,391,267,408,454,428,484,540,514,737,601,673,764,784,555,914,737,1083,903
"Germany",176,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,208,251,428,294,315,480,300,173,128,194,166,105,311,378,175,427,562,272,527,196,471,350
"Germany",176,"shells","Shells nei",215,204,109,205,251,249,260,234,224,207,172,232,170,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany",176,"shells","Z_TOTAL",215,204,109,205,251,249,260,234,224,207,172,232,170,186,208,251,428,294,315,480,300,173,128,194,166,105,311,378,175,427,562,272,527,196,471,350
"Germany",176,"sponges","Natural sponges other than raw",,,,,,,,,,,,,,,,,,,6,2,1,4,1,3,2,3,7,4,3,1,17,3,12,0,2,8
"Germany",176,"sponges","Natural sponges raw",1,2,2,2,5,1,1,2,2,3,5,3,6,12,5,4,11,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Germany",176,"sponges","Z_TOTAL",1,2,2,2,5,1,1,2,2,3,5,3,6,12,5,4,11,54,6,3,1,4,1,3,2,3,7,4,3,1,17,3,12,0,3,9
"Ghana",106,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,20,0,34
"Ghana",106,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,47,68,22
"Ghana",106,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,32,67,68,56
"Ghana",106,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ghana",106,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ghana",106,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ghana",106,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ghana",106,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,52,26,0,0,15,0,0,0,0,0,0,0,1,19,44,0
"Ghana",106,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,52,26,0,0,15,0,0,0,0,0,0,0,1,19,44,0
"Ghana",106,"sponges","Natural sponges nei",,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,1,0,0,0,0,0,0,0
"Ghana",106,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,1,0,0,0,0,0,0,0
"Greece",80,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,,,,,1,0,0,0,0,0,40,0,0,271,0,21,41,0,1,1,0,0,125,125
"Greece",80,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,6
"Greece",80,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,1,0,0,0,0,0,40,0,0,271,0,21,41,0,1,1,1,0,125,131
"Greece",80,"ornamentals","Ornamental saltwater fish",,,,,,,,,,,,,,,,,,43,2,0,10,74,243,298,102,115,297,13,0,31,303,0,184,0,709,38
"Greece",80,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,43,2,0,10,74,243,298,102,115,297,13,0,31,303,0,184,0,709,38
"Greece",80,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greece",80,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,22,30,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,3,0,1,0,11,3
"Greece",80,"seaweeds","Z_TOTAL",,,,,,,,,,,,,22,30,0,0,0,0,11,0,0,0,0,1,0,2,0,0,1,1,3,0,1,0,11,3
"Greece",80,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,753,891,647,498,411,384,286,393,256,286,392,220,167,92,104,175,119,125,135,70,279,78
"Greece",80,"shells","Shells nei",210,203,195,130,141,112,182,120,354,456,1033,1200,819,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greece",80,"shells","Z_TOTAL",210,203,195,130,141,112,182,120,354,456,1033,1200,819,1313,753,891,647,498,411,384,286,393,256,286,392,220,167,92,104,175,119,125,135,70,279,78
"Greece",80,"sponges","Natural sponges other than raw",,,,,,,,,,,,,,,,,,,18,423,280,362,82,51,243,161,195,149,216,26,21,37,195,129,27,12
"Greece",80,"sponges","Natural sponges raw",55,61,68,56,62,32,49,30,40,29,28,33,24,39,19,24,18,24,3,1,0,1,2,2,6,6,2,3,14,15,1,4,1,1,1,2
"Greece",80,"sponges","Z_TOTAL",55,61,68,56,62,32,49,30,40,29,28,33,24,39,19,24,18,24,21,424,280,363,84,53,249,167,197,152,230,41,22,41,196,130,28,14
"Greenland",145,"corals","Coral and the like",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,526,0,0,0,0,0,72,0,0,0,0,0
"Greenland",145,"corals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,526,0,0,0,0,0,72,0,0,0,0,0
"Greenland",145,"fish_oil","Fish body oils, nei",,,,,,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greenland",145,"fish_oil","Fish liver oils, nei",9,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greenland",145,"fish_oil","Herring oil",,,,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greenland",145,"fish_oil","Z_TOTAL",9,0,0,86,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greenland",145,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greenland",145,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Greenland",145,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Greenland",145,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Grenada",125,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grenada",125,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guadeloupe and Martinique",140,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,1,7,6,7,4,6,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guadeloupe and Martinique",140,"ornamentals","Z_TOTAL",,,,,,,,,,,,,1,7,6,7,4,6,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guadeloupe and Martinique",140,"sponges","Natural sponges raw",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guadeloupe and Martinique",140,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guatemala",136,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,44,0,0,96,0,11,3,40
"Guatemala",136,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,2,21,2,1,0,0,0,0,0,0,0
"Guatemala",136,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,2,21,2,45,0,0,96,0,11,3,40
"Guatemala",136,"ornamentals","Ornamental fish nei",,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0
"Guatemala",136,"ornamentals","Z_TOTAL",,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0
"Guatemala",136,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
"Guatemala",136,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Guatemala",136,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0
"Guatemala",136,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
"Guatemala",136,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
"Guatemala",136,"sponges","Natural sponges raw",,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,1,0,1,0,6,0,0,0,0,0,0,0
"Guatemala",136,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,1,0,1,0,6,0,0,0,0,0,0,0
"Guinea",194,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guinea",194,"ornamentals","Ornamental saltwater fish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
"Guinea",194,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guinea",194,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,0,20
"Guinea",194,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,0,20
"Guinea Bissau",193,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
"Guinea Bissau",193,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
"Guyana",167,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
"Guyana",167,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
"Guyana",167,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,171,80,81,51,69,60,68,86,23,61,103,28,21,2,9
"Guyana",167,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,171,80,81,51,69,60,68,86,23,61,103,28,21,2,9
"Guyana",167,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
