year,Site_Name,Total
2008,Astrolabe Island,731
2008,Auguste Island,3
2008,Auster Rookery,204
2008,Baily Head,2818
2008,Beascochea Bay,51
2008,Bellingshausen Station,3882
2008,Beneden Head,3
2008,Blaiklock Island,13
2008,Bob Island,4
2008,Bongrain Point,242
2008,Booth Island,1842
2008,Brabant Island,166
2008,Bransfield Strait,2396
2008,Brown Bluff,9121
2008,Camp Point,243
2008,Cape Adare,492
2008,Cape Bird,49
2008,Cape Denison,420
2008,Cape Evans,171
2008,Cape Jules,726
2008,Cape Lookout,471
2008,Cape Renard,45
2008,Cape Royds,296
2008,Cape Tuxen,14
2008,Christiania Islands,6
2008,Cierva Cove,2478
2008,Clear Island,4
2008,Cobalescou Island,7
2008,Cockburn Island,536
2008,Commonwealth Bay,213
2008,Coronation Island,204
2008,Crystal Sound,733
2008,Cuverville Island,33009
2008,Dallmann Bay,13754
2008,Damoy Point/Dorian Bay,2267
2008,Danco Island,7164
2008,Davis Islands,7
2008,Davis Station,228
2008,Decepcion Base Research Station,10
2008,Deception Island,25846
2008,Desolation Island,55
2008,Detaille Island,2251
2008,Devil Island,1307
2008,Dobrowolski Island,15
2008,Doumer Island,49
2008,Duchaylard Islands,92
2008,Dumont D'Urville Station,594
2008,D'Urville Monument,565
2008,Duthiers Point,882
2008,Elephant Island,17675
2008,English Strait,102
2008,Enterprise Island,4161
2008,Erebus and Terror Gulf,258
2008,Errera Channel,7569
2008,Esperanza Station,4874
2008,False Bay,80
2008,Ferguson Channel,110
2008,Ferraz Station,2239
2008,Fish Islands,3739
2008,Flanders Bay,1232
2008,Fort Point,168
2008,Foyn Harbour,1686
2008,Franklin Island,56
2008,Frei Station,2890
2008,French Passage,1240
2008,Fridtjof Sound,260
2008,Fumarole Bay,262
2008,Gabriel de Castilla Station,84
2008,Gand Island,122
2008,Gaston Islands,3
2008,Georges Point,175
2008,Gerlache Strait,14194
2008,Gibbs Island,2930
2008,Girard Bay,26
2008,Goudier Island,22512
2008,Gourdin Island,750
2008,Graham Passage,441
2008,Great Wall Station,139
2008,Greenwich Island,807
2008,Half Moon Island,24179
2008,Hannah Point,2817
2008,Hanusse Bay,1124
2008,Harry Island,4
2008,Hope Bay,5024
2008,Horseshoe Island,887
2008,Hovgaard Island,551
2008,Hunt Island,1160
2008,Hydrurga Rocks,823
2008,Iceberg Point,5
2008,Intercurrence Island,1160
2008,Jabet Peak,35
2008,Jenny Island,518
2008,Jougla Point,13788
2008,Jubany,264
2008,Kinnes Cove/Madder Cliffs,803
2008,Laurie Island,198
2008,Leith Cove,307
2008,Lemaire Channel,29107
2008,Livingston Island,165
2008,Louise Island,131
2008,"Marguerite Bay, The Gullet",136
2008,"Maxwell Bay, King George",1649
2008,McFarlane Strait,422
2008,McMurdo Ice Channel,91
2008,McMurdo Station,266
2008,Melchior Islands,7227
2008,Mertz Glacier Tongue,421
2008,Mikkelsen Harbor,2498
2008,Monroe Island,240
2008,Moreno Rock,2
2008,Mount Banck,7
2008,Mount Demaria,30
2008,Mount Mill,37
2008,Mount Scott,25
2008,Moureaux Islands,4
2008,Murray Island,108
2008,Murray Monolith,138
2008,Mutton Cove,55
2008,Neko Harbor,23676
2008,Neptunes Bellows,1008
2008,Neumayer Channel,27111
2008,Neyt Point,8
2008,Orcadas,1121
2008,Orne Harbor,3359
2008,Orne Islands,1668
2008,Palmer Station,3219
2008,Paradise Bay,21299
2008,Patriot Hills,1593
2008,Paulet Island,6732
2008,Peltier Channel,392
2008,Pendulum Cove,2279
2008,Penguin Island,3459
2008,Penguin Point,201
2008,Penola Strait,14
2008,Petermann Island,19305
2008,Petrel Cove,161
2008,Pitt Islands,10
2008,Plata Passage,79
2008,Pleneau Island,10369
2008,Point Wild,4647
2008,Port Charcot,1706
2008,Port Foster,1464
2008,Portal Point,1793
2008,President Head,321
2008,Prospect Point,1212
2008,Robert Point,516
2008,Ronge Island Other,20
2008,Ronge Island/Georges Point,346
2008,Rosamel Island,85
2008,Ross Ice Shelf,56
2008,Rothera Station,229
2008,San Martin Station,322
2008,Scott Base,246
2008,Seymour Island,428
2008,Shingle Cove,216
2008,Signy Island Station,336
2008,Skontorp Cove,6825
2008,Snow Hill - Nordenskjolds Hut,428
2008,Snow Hill Emperor Rookery,1906
2008,Snow Hill Island,432
2008,Sophie Rocks,5
2008,South Bay,249
2008,Spigot Peak,264
2008,Stonington Island,1033
2008,Taylor Valley/Canada Glacier,351
2008,Telefon Bay,5238
2008,Terra Nova Bay,111
2008,Terra Nova Station,113
2008,The Gullet,174
2008,Torgersen Island,976
2008,Trinity Island Other,455
2008,Trinity Island-Mikkelsen Hrbr,49
2008,Truant Island,4
2008,Turret Point,1478
2008,Two Hummock Island,14
2008,Useful Island,1646
2008,Vega Island/Herbert Sound,53
2008,Vernadsky Station,13603
2008,Vortex Island,404
2008,Waddington Bay,913
2008,Walker Bay (by Hannah Point),486
2008,Waterboat Point/Gonzalez Videla Station,11343
2008,Wauwermans Islands,78
2008,Weddell Sea,833
2008,Whalers Bay,21562
2008,Wilhelmina Bay,5542
2008,Winter Island,625
2008,Wylie Bay,8
2008,Yalour Islands,3055
2008,Yankee Harbor,4957
2014,Admiralty Bay,7384
2014,Aitcho - Barrientos Island,7057
2014,Aitcho - Other,762
2014,Almirante Brown,18250
2014,Andvord Bay,3439
2014,Antarctic Sound,8674
2014,Arctowski Station,3189
2014,Ardley Island,8
2014,Argentine Islands Other,1224
2014,Argentine Islands/Wordie Hut,1776
2014,Arturo Prat Station,12
2014,Astrolabe Island,339
2014,Baily Head,4667
2014,Balleny Islands,172
2014,Bancroft Bay,10
2014,Bay of Whales,82
2014,Beascochea Bay,24
2014,Bellingshausen Station,4013
2014,Betbeder Islands,13
2014,Bismarck Strait,1987
2014,Bongrain Point,598
2014,Booth Island,1925
2014,Borgen Bay,60
2014,Brabant Island,32
2014,Brabazon Point,8
2014,Bransfield Strait,3839
2014,Brown Bluff,9471
2014,Bruce Island,29
2014,Butler Passage,7
2014,Cape Adare,191
2014,Cape Bird,291
2014,Cape Evans,443
2014,Cape Hallett,87
2014,Cape Kinnes,55
2014,Cape Lookout,1855
2014,Cape Perez,10
2014,Cape Renard,167
2014,Cape Royds,336
2014,Cape Tuxen,34
2014,Cape Valentine,126
2014,Challenger Island,11
2014,Charles Point,10
2014,Charlotte Bay,1112
2014,Christiania Islands,44
2014,Cierva Cove,6372
2014,Crystal Sound,1718
2014,Curtiss Bay,209
2014,Cuverville Island,32629
2014,Dallmann Bay,3558
2014,Damoy Point/Dorian Bay,4246
2014,Danco Island,13587
2014,Dannebrog Islands,5
2014,Decepcion Base Research Station,77
2014,Deception Island,9959
2014,Detaille Island,2588
2014,Devil Island,298
2014,Doumer Island,162
2014,Drygalski Ice Tongue,78
2014,Duchaylard Islands,169
2014,Dundee Island,375
2014,Duthiers Point,12
2014,Eagle Island,377
2014,Edinburgh Hill,106
2014,Elephant Island,5846
2014,Elephant Point,101
2014,English Strait,832
2014,Enterprise Island,3504
2014,Erebus and Terror Gulf,1187
2014,Errera Channel,9046
2014,Esperanza Station,1427
2014,False Bay,75
2014,Fast Ice,11
2014,Ferguson Channel,782
2014,Ferraz Station,16
2014,Fildes Peninsula,48
2014,Fildes Station,97
2014,Fish Islands,1496
2014,Flanders Bay,162
2014,Flounder Island,34
2014,Forge Islands,116
2014,Fort Point,569
2014,Fournier Bay,281
2014,Foyn Harbour,1811
2014,Franklin Island,133
2014,Frei Station,3701
2014,French Passage,1967
2014,Fridtjof Sound,786
2014,Gabriel de Castilla Station,10
2014,Georges Point,1107
2014,Gerlache Strait,20130
2014,Gibbs Island,417
2014,Gondwana Station,167
2014,Goudier Island,20062
2014,Gourdin Island,2856
2014,Graham Passage,103
2014,Great Wall Station,4793
2014,Half Moon Island,18527
2014,Hannah Point,3408
2014,Hardy Cove,493
2014,Hidden Bay,90
2014,Hoodwink Island,208
2014,Hope Bay,2005
2014,Horseshoe Island,2131
2014,Hovgaard Island,522
2014,Humps Island,61
2014,Hut Point,158
2014,Hydrurga Rocks,1807
2014,Inexpressible Island,64
2014,Jabet Peak,80
2014,Jenny Island,426
2014,Jougla Point,11082
2014,Jubany,1216
2014,Kinnes Cove/Madder Cliffs,1944
2014,Lallemand Fjord,580
2014,Lautaro Island,39
2014,Leith Cove,807
2014,Lemaire Channel,28798
2014,Lemaire Island,254
2014,Liard Island,21
2014,Lindblad Cove,156
2014,Lippman Islands,12
2014,Livingston Island,421
2014,"Marguerite Bay, The Gullet",232
2014,"Maxwell Bay, King George",2401
2014,McFarlane Strait,2349
2014,McMurdo Ice Channel,78
2014,McMurdo Station,800
2014,Melchior Islands,2566
2014,Mikkelsen Harbor (D'Hainaut),6166
2014,Mist Rocks,261
2014,Monroe Island,544
2014,Mount Banck,30
2014,Mount Demaria,33
2014,Mount Mill,20
2014,Mount Scott,46
2014,Murray Island,21
2014,Nansen Island,296
2014,Neko Harbor,27938
2014,Nelson Island,68
2014,Neptunes Bellows,1951
2014,Neumayer Channel,25429
2014,Novo Airbase,119
2014,Orcadas,713
2014,Orne Harbor,8977
2014,Orne Islands,164
2014,Palaver Point,58
2014,Palmer Station,11916
2014,Paradise Bay,23156
2014,Paulet Island,918
2014,Peltier Channel,1279
2014,Pendulum Cove,615
2014,Penguin Island,677
2014,Penola Strait,715
2014,Petermann Island,15522
2014,Petrel Cove,22
2014,Pitt Islands,34
2014,Plata Passage,330
2014,Pleneau Island,9999
2014,Point Wild,5324
2014,Port Charcot,3881
2014,Port Foster,734
2014,Portal Point,2688
2014,Possession Island,211
2014,Potter Cove,59
2014,Prince Gustav Channel,171
2014,Prospect Point,197
2014,Robert Point,996
2014,Ronge Island Other,1000
2014,Ronge Island/Georges Point,44
2014,Rosamel Island,136
2014,Ross Ice Shelf,941
2014,Ross Sea,278
2014,Rothera Station,346
2014,Rush Glacier,12
2014,Sally Rocks,179
2014,Salvesen Cove,11
2014,Sandefjord Bay,185
2014,Scott Base,388
2014,Seymour Island,164
2014,"Shmidt Point, Arrowsmith Peninsula",112
2014,Signy Island Station,78
2014,Skontorp Cove,6580
2014,Snow Hill Emperor Rookery,102
2014,Snow Hill Island,93
2014,South Bay,140
2014,Spert Island,771
2014,Spigot Peak,56
2014,Spring Point,14
2014,Steinheil Point,7
2014,Sterneck Island,4
2014,Stonington Island,1310
2014,Telefon Bay,6976
2014,Terra Nova Bay,456
2014,Terra Nova Station,45
2014,Tetra Rocks,11
2014,The Gullet,410
2014,Torgersen Island,449
2014,Triangle Point,65
2014,Trinity Island Other,49
2014,Trinity Island-Mikkelsen Hrbr,32
2014,Turret Point,811
2014,Two Hummock Island,178
2014,Union Glacier,634
2014,Useful Island,742
2014,Vega Island/Herbert Sound,3
2014,Vernadsky Station,12386
2014,Vieugue Island,16
2014,Waddington Bay,117
2014,Walker Bay (by Hannah Point),1977
2014,Waterboat Point/Gonzalez Videla Station,4226
2014,Wauwermans Islands,11
2014,Weddell Sea,930
2014,Whalers Bay,17721
2014,Wilhelmina Bay,9947
2014,Winter Island,1527
2014,Yalour Islands,4589
2014,Yankee Harbor,5473
2014,Zhongshan Station,55
2015,Access Point,18
2015,Admiralty Bay,5008
2015,Aitcho Islands - Barrientos Island,5510
2015,Aitcho Islands - Other,305
2015,Almirante Brown Station,13925
2015,Alvaro Cove,12
2015,Amsler Island,12
2015,Andresen Island,16
2015,Andvord Bay,4944
2015,Antarctic Sound,5798
2015,Arctowski Station,1551
2015,Ardley Island,332
2015,Argentine Islands Other,120
2015,Argentine Islands/Wordie Hut,50
2015,Arrowsmith Peninsula,7
2015,Artigas Station,67
2015,Arturo Prat Station,132
2015,Astrolabe Island,173
2015,Baily Head,1949
2015,Bancroft Bay,62
2015,Bay of Whales,128
2015,Bellingshausen Sea,88
2015,Bellingshausen Station,1066
2015,Bismarck Strait,2779
2015,Blaiklock Island,56
2015,Bongrain Point,345
2015,Booth Island,2231
2015,Borgen Bay,786
2015,Bourgeois Fjord,14
2015,Boutan Rocks,24
2015,Brabant Island,95
2015,Bransfield Strait,4370
2015,Brown Bluff,8737
2015,Bruce Island,33
2015,Bryde Island,8
2015,Buls Bay,110
2015,Butler Passage,2691
2015,Camp Point,12
2015,Campbell Island,240
2015,Cape Adare,393
2015,Cape Evans,398
2015,Cape Evensen,8
2015,Cape Lookout,1628
2015,Cape Renard,397
2015,Cape Royds,372
2015,Cape Tuxen,67
2015,Cape Valentine,408
2015,Cape Washington,80
2015,Carvajal Station,107
2015,Charlotte Bay,2128
2015,Chiriguano Bay,303
2015,Chutney Cove,8
2015,Cierva Cove,6559
2015,Cockburn Island,132
2015,Coronation Island,184
2015,Crystal Sound,1039
2015,Curtiss Bay,254
2015,Cuverville Island,25266
2015,D'Urville Monument,133
2015,Dallmann Bay,5417
2015,Damoy Point/Dorian Bay,5820
2015,Danco Island,11215
2015,Danger Islands,199
2015,Decepcion Base Research Station,603
2015,Deception Island,4766
2015,Dee Island,20
2015,Deloncle Bay,21
2015,Desolation Island,304
2015,Detaille Island,2906
2015,Devil Island,563
2015,Dion Islands (ASPA),1
2015,Discovery Bay,95
2015,Doumer Island,231
2015,Dream Island,10
2015,Drygalski Ice Tongue,49
2015,Duchaylard Island,16
2015,Duthiers Point,8
2015,Edinburgh Hill,33
2015,Elephant Island,9299
2015,Elephant Point,577
2015,English Strait,1706
2015,Enterprise Island,2239
2015,Erebus and Terror Gulf,1071
2015,Errera Channel,6184
2015,Esperanza Station,1666
2015,Fanfare Island,108
2015,Ferguson Channel,1132
2015,Fildes Peninsula,67
2015,Fish Islands,883
2015,Fort Point,1059
2015,Fournier Bay,445
2015,Foyn Harbor,2150
2015,Franklin Island,81
2015,Frei Station,1568
2015,French Passage,468
2015,Fridtjof Sound,207
2015,Galindez Island,76
2015,Georges Point,1628
2015,Gerlache Strait,12382
2015,Girard Bay,78
2015,Gondwana Station,132
2015,Goudier Island,19852
2015,Gourdin Island,2233
2015,Graham Passage,331
2015,Grandidier Channel,206
2015,Great Wall Station,3237
2015,Gunnel Channel,14
2015,Guyou Islands,6
2015,Half Moon Island,18148
2015,Hannah Point,1589
2015,Hanusse Bay,501
2015,Heroina Island,197
2015,Hidden Bay,124
2015,Hook Island,7
2015,Hope Bay,2818
2015,Horseshoe Island,649
2015,Hovgaard Island,277
2015,Hut Point,70
2015,Hydrurga Rocks,1054
2015,Inexpressible Island,95
2015,Jabet Peak,50
2015,Jang Bogo Station,35
2015,Jenny Island,175
2015,Jougla Point,7998
2015,Kinnes Cove/Madder Cliffs,445
2015,Laktionov Island,15
2015,Lallemand Fjord,340
2015,Larrouy Island,17
2015,Lautaro Island,50
2015,Leith Cove,1189
2015,Lemaire Channel,15573
2015,Lemaire Island,187
2015,Liard Island,111
2015,Lindblad Cove,284
2015,Lion Sound,180
2015,Lippmann Islands,194
2015,Livingston Island,459
2015,Lockley Point,21
2015,Lystad Bay,10
2015,Mario Zucchelli Station,48
2015,Martin Islands,15
2015,"Maxwell Bay, King George Island",466
2015,McMurdo Sound,146
2015,McMurdo Station,126
2015,Melchior Islands,2160
2015,Mikkelsen Harbor (D'Hainaut),6567
2015,Mount Banck,38
2015,Mount Erebus Summit,48
2015,Mutton Cove,116
2015,Neko Harbor,27263
2015,Nelson Island,217
2015,Neptunes Bellows,1739
2015,Neumayer Channel,11175
2015,Novolazarevskaya Station,57
2015,Orcadas Station,1258
2015,Orne Harbor,5141
2015,Orne Islands,209
2015,Palaver Point,15
2015,Palmer Station,6105
2015,Paradise Harbor,18002
2015,Paulet Island,1155
2015,Peltier Channel,571
2015,Pendulum Cove,1056
2015,Penguin Island,1193
2015,Penola Strait,324
2015,Peter I Island,268
2015,Petermann Island,12658
2015,Petrel Cove,404
2015,Pitt Islands,8
2015,Plata Passage,788
2015,Pleneau Island,9436
2015,Point Wild,3267
2015,Port Charcot,3014
2015,Port Foster,667
2015,Portal Point,4354
2015,Potter Cove,24
2015,Pourquoi Pas Island,76
2015,Prospect Point,597
2015,Refugio Gabriel de Castilla,27
2015,Robert Point,1320
2015,Roman Four Promontory,5
2015,Ronge Island/Georges Point,1282
2015,Ross Ice Shelf,140
2015,Rothera Station,600
2015,Sable Pinnacles,21
2015,Salvesen Cove,123
2015,San Martin Station,22
2015,Scott Base,44
2015,Screen Islands,24
2015,Security Bay,18
2015,Selvick Cove,99
2015,Seymour Island,56
2015,Skontorp Cove,6230
2015,Snow Island,94
2015,South Bay,169
2015,South Orkney Islands,91
2015,Spert Island,1284
2015,Spigot Peak,15
2015,Steinheil Point,21
2015,Stonington Island,575
2015,Stony Point,141
2015,Taylor Valley/Canada Glacier,270
2015,Telefon Bay,5196
2015,Terra Nova Bay,206
2015,Torgersen Island,290
2015,Trinity Island,114
2015,Turret Point,306
2015,Two Hummock Island,8
2015,Union Glacier,366
2015,Useful Island,1284
2015,Vega Island,56
2015,Vernadsky Station,6344
2015,Vieugue Island,20
2015,View Point,154
2015,Waddington Bay,19
2015,Walker Bay (by Hannah Point),1289
2015,Waterboat Point/Gonzalez Videla Station,3544
2015,Wauwermans Islands,91
2015,Weddell Sea,816
2015,Whalers Bay,17908
2015,Wiencke Island,70
2015,Wilhelmina Bay,7682
2015,Winter Island,1229
2015,Yalour Islands,2741
2015,Yankee Harbor,2453
