"SBID","CountryCode","SplitYear","SeasonYear","SeasonMonthNr","CalendarMonthNr","ASD","TargetSpeciesCode","GearCode","FishingCode","ShipSize","FishingHours","FishingDays","ShipCount","HookCount","PotCount","HaulCount","FishingOnGrounds","FishingFromPort","FishingTrips","ShipTonnage","ShipHP","ShipLength","Comment","PreparedDate"
5298,"NOR",2013,2012,9,8,"483","KRI","OTM","C",11,516.70,29.00,1,,,265,29.00,31.00,1,9432.00,3960.00,134,"",10-4-2015 00:00:00
5299,"NOR",2013,2012,10,9,"483","KRI","OTM","C",11,225.50,14.00,1,,,117,14.00,20.00,1,9432.00,3960.00,134,"",10-4-2015 00:00:00
5300,"NOR",2012,2012,7,6,"483","KRI","TMB","C",11,332.00,9.00,1,,,84,9.00,15.00,1,4861.00,4500.00,92,"",10-4-2015 00:00:00
5301,"NOR",2013,2012,8,7,"483","KRI","TMB","C",11,677.50,29.00,1,,,357,29.00,31.00,1,4861.00,4500.00,92,"",10-4-2015 00:00:00
5302,"NOR",2013,2012,9,8,"483","KRI","TMB","C",11,642.40,29.00,1,,,333,29.00,31.00,1,4861.00,4500.00,92,"",10-4-2015 00:00:00
5303,"NOR",2013,2012,10,9,"483","KRI","TMB","C",11,319.30,17.00,1,,,164,17.00,23.00,1,4861.00,4500.00,92,"",10-4-2015 00:00:00
5304,"NOR",2012,2012,2,1,"881","TOT","LLS","C",8,,26.00,1,410400,,137,26.00,31.00,1,897.00,1200.00,47,"",10-4-2015 00:00:00
5305,"NOR",2012,2012,1,12,"881","TOT","LLS","C",8,,9.00,1,101700,,30,9.00,15.00,1,897.00,1200.00,47,"",10-4-2015 00:00:00
5306,"RUS",2012,2012,2,1,"881","TOT","LLS","C",8,,54.00,2,757400,,124,54.00,62.00,2,765.50,791.00,49,"",10-4-2015 00:00:00
5307,"RUS",2012,2012,3,2,"881","TOT","LLS","C",8,,8.00,2,210700,,21,8.00,20.00,2,765.50,791.00,49,"",10-4-2015 00:00:00
5308,"RUS",2012,2012,1,12,"881","TOT","LLS","C",8,,25.00,3,331840,,51,25.00,43.00,3,758.00,869.33,49,"",10-4-2015 00:00:00
5309,"RUS",2012,2012,3,2,"882","TOT","LLS","C",8,,20.00,2,94980,,40,20.00,32.00,2,743.00,863.00,49,"",10-4-2015 00:00:00
5310,"RUS",2012,2012,4,3,"882","TOT","LLS","C",8,,21.00,1,129804,,42,21.00,27.00,1,743.00,1026.00,48,"",10-4-2015 00:00:00
5311,"RUS",2012,2012,3,2,"882","TOT","LLS","S",8,,4.00,1,24900,,7,4.00,10.00,1,743.00,700.00,49,"",10-4-2015 00:00:00
5312,"RUS",2012,2012,3,2,"883","TOT","LLS","S",8,,5.00,1,49000,,14,5.00,11.00,1,743.00,700.00,49,"",10-4-2015 00:00:00
5313,"RUS",2012,2012,4,3,"883","TOT","LLS","S",8,,4.00,1,35000,,10,4.00,10.00,1,743.00,700.00,49,"",10-4-2015 00:00:00
5314,"ESP",2012,2012,6,5,"483","TOT","LLS","C",8,,16.00,1,225576,,33,16.00,22.00,1,692.00,533.00,44,"",10-4-2015 00:00:00
5315,"ESP",2012,2012,7,6,"483","TOT","LLS","C",8,,26.00,1,401616,,65,26.00,30.00,1,692.00,533.00,44,"",10-4-2015 00:00:00
5316,"ESP",2013,2012,8,7,"483","TOT","LLS","C",8,,23.00,1,334080,,56,23.00,29.00,1,692.00,533.00,44,"",10-4-2015 00:00:00
5317,"ESP",2013,2012,9,8,"483","TOT","LLS","C",8,,29.00,1,394560,,71,29.00,31.00,1,692.00,533.00,44,"",10-4-2015 00:00:00
5318,"ESP",2012,2012,2,1,"881","TOT","LLS","C",9,,16.00,1,248320,,32,16.00,22.00,1,1058.00,1378.00,55,"",10-4-2015 00:00:00
5319,"ESP",2012,2012,1,12,"881","TOT","LLS","C",9,,12.00,1,126080,,15,12.00,18.00,1,1058.00,1378.00,55,"",10-4-2015 00:00:00
5320,"GBR",2012,2012,2,1,"483","ANI","OTB","S",9,11.20,3.00,1,,,23,3.00,9.00,1,1794.00,3000.00,74,"",10-4-2015 00:00:00
5321,"GBR",2012,2012,2,1,"483","ANI","OTM","C",9,13.30,2.00,1,,,5,2.00,8.00,1,1794.00,3000.00,74,"",10-4-2015 00:00:00
5322,"GBR",2012,2012,3,2,"483","ANI","OTM","C",9,206.20,18.00,1,,,52,18.00,24.00,1,1794.00,3000.00,74,"",10-4-2015 00:00:00
5323,"GBR",2013,2012,11,10,"483","ANI","OTM","C",10,128.40,17.00,1,,,50,17.00,23.00,1,2015.00,3000.00,70,"",10-4-2015 00:00:00
5324,"GBR",2012,2012,5,4,"483","TOT","LLS","C",8,,5.00,1,67706,,13,5.00,11.00,1,897.00,1119.00,47,"",10-4-2015 00:00:00
5325,"GBR",2012,2012,6,5,"483","TOT","LLS","C",8,,30.00,1,428639,,69,30.00,31.00,1,897.00,1119.00,47,"",10-4-2015 00:00:00
5326,"GBR",2012,2012,7,6,"483","TOT","LLS","C",8,,20.00,1,302558,,47,20.00,26.00,1,897.00,1119.00,47,"",10-4-2015 00:00:00
5327,"GBR",2013,2012,8,7,"483","TOT","LLS","C",8,,31.00,1,441383,,87,31.00,31.00,1,897.00,1119.00,47,"",10-4-2015 00:00:00
5328,"GBR",2013,2012,9,8,"483","TOT","LLS","C",8,,22.00,1,351395,,67,22.00,28.00,1,897.00,1119.00,47,"",10-4-2015 00:00:00
5329,"GBR",2012,2012,5,4,"483","TOT","LLS","C",9,,21.00,2,379480,,53,21.00,33.00,2,1205.00,1389.50,54,"",10-4-2015 00:00:00
5330,"GBR",2012,2012,6,5,"483","TOT","LLS","C",9,,60.00,2,1101040,,149,60.00,62.00,2,1205.00,1389.50,54,"",10-4-2015 00:00:00
5331,"GBR",2012,2012,7,6,"483","TOT","LLS","C",9,,51.00,2,928480,,125,51.00,57.00,2,1205.00,1389.50,54,"",10-4-2015 00:00:00
5332,"GBR",2013,2012,8,7,"483","TOT","LLS","C",9,,54.00,2,1040720,,147,54.00,60.00,2,1205.00,1389.50,54,"",10-4-2015 00:00:00
5333,"GBR",2013,2012,9,8,"483","TOT","LLS","C",9,,30.00,2,556920,,73,30.00,42.00,2,1205.00,1389.50,54,"",10-4-2015 00:00:00
5334,"GBR",2012,2012,5,4,"484","TOT","LLS","C",8,,23.00,2,287959,,61,23.00,35.00,2,897.00,1119.00,47,"",10-4-2015 00:00:00
5335,"GBR",2012,2012,2,1,"881","TOT","LLS","C",8,,28.00,1,438799,,102,28.00,31.00,1,897.00,1119.00,47,"",10-4-2015 00:00:00
5336,"GBR",2012,2012,3,2,"881","TOT","LLS","C",8,,1.00,1,13714,,2,1.00,7.00,1,897.00,1119.00,47,"",10-4-2015 00:00:00
5337,"GBR",2012,2012,1,12,"881","TOT","LLS","C",8,,22.00,1,270812,,69,22.00,28.00,1,897.00,1119.00,47,"",10-4-2015 00:00:00
5338,"GBR",2012,2012,1,12,"881","TOT","LLS","C",9,,3.00,1,61200,,15,3.00,9.00,1,1352.00,1400.00,53,"",10-4-2015 00:00:00
5339,"GBR",2012,2012,2,1,"882","TOT","LLS","C",9,,25.00,1,350400,,69,25.00,31.00,1,1352.00,1400.00,53,"",10-4-2015 00:00:00
5340,"GBR",2012,2012,3,2,"882","TOT","LLS","C",9,,22.00,1,291000,,65,22.00,28.00,1,1352.00,1400.00,53,"",10-4-2015 00:00:00
5341,"ZAF",2012,2012,2,1,"486","TOT","LLS","C",9,,26.00,1,191760,,61,26.00,31.00,1,1119.00,998.00,57,"",10-4-2015 00:00:00
5342,"ZAF",2012,2012,3,2,"486","TOT","LLS","C",9,,18.00,1,150060,,47,18.00,24.00,1,1119.00,998.00,57,"",10-4-2015 00:00:00
5343,"ZAF",2012,2012,1,12,"486","TOT","LLS","C",9,,16.00,1,144960,,42,16.00,22.00,1,1119.00,998.00,57,"",10-4-2015 00:00:00
5344,"ZAF",2012,2012,3,2,"5842","TOT","LLS","C",9,,8.00,1,73860,,21,8.00,14.00,1,1119.00,998.00,57,"",10-4-2015 00:00:00
5345,"ZAF",2012,2012,4,3,"5842","TOT","LLS","C",9,,1.00,1,2400,,1,1.00,7.00,1,1119.00,998.00,57,"",10-4-2015 00:00:00
5346,"ZAF",2013,2012,10,9,"586","TOT","LLS","C",8,,5.00,1,41500,,10,5.00,11.00,1,635.90,955.00,46,"",10-4-2015 00:00:00
5347,"ZAF",2013,2012,11,10,"586","TOT","LLS","C",8,,3.00,1,18500,,5,3.00,9.00,1,635.90,955.00,46,"",10-4-2015 00:00:00
5348,"ZAF",2013,2012,8,7,"586","TOT","LLS","C",9,,6.00,1,67950,,13,6.00,12.00,1,1119.00,998.00,57,"",10-4-2015 00:00:00
5349,"ZAF",2013,2012,9,8,"586","TOT","LLS","C",9,,10.00,1,60630,,25,10.00,16.00,1,1119.00,998.00,57,"",10-4-2015 00:00:00
5350,"ZAF",2013,2012,10,9,"586","TOT","LLS","C",9,,1.00,1,4800,,2,1.00,7.00,1,1119.00,998.00,57,"",10-4-2015 00:00:00
5351,"ZAF",2012,2012,5,4,"587","TOT","LLS","C",8,,11.00,1,91512,,23,11.00,17.00,1,635.90,955.00,46,"",10-4-2015 00:00:00
5352,"ZAF",2012,2012,6,5,"587","TOT","LLS","C",8,,25.00,1,192983,,53,25.00,31.00,1,635.90,955.00,46,"",10-4-2015 00:00:00
5353,"ZAF",2013,2012,10,9,"587","TOT","LLS","C",8,,10.00,1,81300,,21,10.00,16.00,1,635.90,955.00,46,"",10-4-2015 00:00:00
5354,"ZAF",2013,2012,11,10,"587","TOT","LLS","C",8,,22.00,1,160900,,43,22.00,28.00,1,635.90,955.00,46,"",10-4-2015 00:00:00
5355,"ZAF",2012,2012,1,12,"587","TOT","LLS","C",8,,11.00,1,54425,,15,11.00,17.00,1,635.90,955.00,46,"",10-4-2015 00:00:00
5356,"ZAF",2013,2012,8,7,"587","TOT","LLS","C",9,,16.00,1,174900,,42,16.00,22.00,1,1119.00,998.00,57,"",10-4-2015 00:00:00
5357,"ZAF",2013,2012,9,8,"587","TOT","LLS","C",9,,8.00,1,51825,,20,8.00,14.00,1,1119.00,998.00,57,"",10-4-2015 00:00:00
5358,"ZAF",2013,2012,10,9,"587","TOT","LLS","C",9,,7.00,1,38505,,12,7.00,13.00,1,1119.00,998.00,57,"",10-4-2015 00:00:00
5359,"FRA",2012,2012,3,2,"5843a","TOT","LLS","C",7,,7.00,1,111750,,24,7.00,13.00,1,416.00,1400.00,56,"",10-4-2015 00:00:00
5360,"FRA",2012,2012,4,3,"5843a","TOT","LLS","C",7,,13.00,1,237000,,46,13.00,19.00,1,416.00,1400.00,56,"",10-4-2015 00:00:00
5361,"FRA",2012,2012,2,1,"5851","TOT","LLS","C",7,,25.00,1,462730,,77,25.00,31.00,1,416.00,,,"",10-4-2015 00:00:00
5362,"FRA",2012,2012,4,3,"5851","TOT","LLS","C",7,,16.00,1,312000,,54,16.00,22.00,1,416.00,,,"",10-4-2015 00:00:00
5363,"FRA",2012,2012,5,4,"5851","TOT","LLS","C",7,,1.00,1,6000,,1,1.00,7.00,1,416.00,,,"",10-4-2015 00:00:00
5364,"FRA",2012,2012,7,6,"5851","TOT","LLS","C",7,,6.00,1,77250,,17,6.00,12.00,1,416.00,,,"",10-4-2015 00:00:00
5365,"FRA",2013,2012,8,7,"5851","TOT","LLS","C",7,,30.00,1,546750,,96,30.00,31.00,1,416.00,,,"",10-4-2015 00:00:00
5366,"FRA",2013,2012,9,8,"5851","TOT","LLS","C",7,,28.00,1,448500,,76,28.00,31.00,1,416.00,,,"",10-4-2015 00:00:00
5367,"FRA",2013,2012,12,11,"5851","TOT","LLS","C",7,,18.00,1,354750,,70,18.00,24.00,1,416.00,,,"",10-4-2015 00:00:00
5368,"FRA",2012,2012,2,1,"5851","TOT","LLS","C",8,,108.00,6,2770595,,289,108.00,144.00,6,606.33,,,"",10-4-2015 00:00:00
5369,"FRA",2012,2012,4,3,"5851","TOT","LLS","C",8,,33.00,3,889200,,94,33.00,51.00,3,633.00,,,"",10-4-2015 00:00:00
5370,"FRA",2012,2012,5,4,"5851","TOT","LLS","C",8,,73.00,4,1821349,,209,73.00,92.00,4,639.75,,,"",10-4-2015 00:00:00
5371,"FRA",2012,2012,6,5,"5851","TOT","LLS","C",8,,79.00,4,2096577,,238,79.00,103.00,4,579.50,,,"",10-4-2015 00:00:00
5372,"FRA",2012,2012,7,6,"5851","TOT","LLS","C",8,,41.00,3,1022263,,128,41.00,59.00,3,552.66,,,"",10-4-2015 00:00:00
5373,"FRA",2013,2012,8,7,"5851","TOT","LLS","C",8,,13.00,1,284656,,41,13.00,19.00,1,579.00,,,"",10-4-2015 00:00:00
5374,"FRA",2013,2012,9,8,"5851","TOT","LLS","C",8,,5.00,1,107100,,13,5.00,11.00,1,500.00,,,"",10-4-2015 00:00:00
5375,"FRA",2013,2012,10,9,"5851","TOT","LLS","C",8,,156.00,6,3778000,,464,126.00,144.00,5,627.60,,,"",10-4-2015 00:00:00
5376,"FRA",2013,2012,11,10,"5851","TOT","LLS","C",8,,165.00,6,3929364,,529,137.00,151.00,5,627.60,,,"",10-4-2015 00:00:00
5377,"FRA",2013,2012,12,11,"5851","TOT","LLS","C",8,,34.00,3,871500,,97,34.00,52.00,3,633.00,,,"",10-4-2015 00:00:00
5378,"FRA",2012,2012,1,12,"5851","TOT","LLS","C",8,,83.00,4,2238113,,221,83.00,98.00,4,619.50,,,"",10-4-2015 00:00:00
5379,"FRA",2012,2012,3,2,"586","TOT","LLS","C",7,,17.00,1,191250,,47,17.00,23.00,1,416.00,,,"",10-4-2015 00:00:00
5380,"FRA",2012,2012,6,5,"586","TOT","LLS","C",7,,6.00,1,93000,,20,6.00,12.00,1,416.00,,,"",10-4-2015 00:00:00
5381,"FRA",2012,2012,7,6,"586","TOT","LLS","C",7,,19.00,1,249000,,56,19.00,25.00,1,416.00,,,"",10-4-2015 00:00:00
5382,"FRA",2013,2012,11,10,"586","TOT","LLS","C",7,,21.00,1,477000,,94,21.00,27.00,1,416.00,,,"",10-4-2015 00:00:00
5383,"FRA",2013,2012,12,11,"586","TOT","LLS","C",7,,8.00,1,142500,,29,8.00,14.00,1,416.00,,,"",10-4-2015 00:00:00
5384,"FRA",2012,2012,2,1,"586","TOT","LLS","C",8,,24.00,4,405081,,95,24.00,48.00,4,619.50,,,"",10-4-2015 00:00:00
5385,"FRA",2012,2012,3,2,"586","TOT","LLS","C",8,,84.00,4,1389150,,264,84.00,98.00,4,599.75,,,"",10-4-2015 00:00:00
5386,"FRA",2012,2012,4,3,"586","TOT","LLS","C",8,,25.00,3,353850,,67,25.00,43.00,3,579.66,,,"",10-4-2015 00:00:00
5387,"FRA",2012,2012,5,4,"586","TOT","LLS","C",8,,12.00,1,193200,,36,12.00,18.00,1,500.00,,,"",10-4-2015 00:00:00
5388,"FRA",2012,2012,6,5,"586","TOT","LLS","C",8,,5.00,1,88200,,14,5.00,11.00,1,500.00,,,"",10-4-2015 00:00:00
5389,"FRA",2013,2012,11,10,"586","TOT","LLS","C",8,,6.00,1,146113,,19,6.00,12.00,1,579.00,,,"",10-4-2015 00:00:00
5390,"FRA",2013,2012,12,11,"586","TOT","LLS","C",8,,4.00,1,105361,,14,4.00,10.00,1,579.00,,,"",10-4-2015 00:00:00
5391,"AUS",2013,2013,2,1,"5852","ANI","OTB","C",9,181.30,12.00,1,,,38,12.00,,1,1696.00,3134.00,87,"",10-4-2015 00:00:00
5392,"AUS",2013,2013,5,4,"5852","ANI","OTB","C",9,94.50,17.00,1,,,53,17.00,,1,1696.00,3134.00,87,"",10-4-2015 00:00:00
5393,"AUS",2013,2013,1,12,"5852","ANI","OTB","C",9,182.40,12.00,1,,,60,12.00,,1,1696.00,3134.00,87,"",10-4-2015 00:00:00
5394,"AUS",2013,2013,2,1,"5852","TOT","FPO","C",9,,31.00,1,,13465,95,31.00,,1,1045.00,1760.00,60,"",10-4-2015 00:00:00
5395,"AUS",2013,2013,3,2,"5852","TOT","FPO","C",9,,3.00,1,,1157,9,3.00,,1,1045.00,1760.00,60,"",10-4-2015 00:00:00
5396,"AUS",2013,2013,1,12,"5852","TOT","FPO","C",9,,8.00,1,,1613,17,8.00,,1,1045.00,1760.00,60,"",10-4-2015 00:00:00
5397,"AUS",2013,2013,5,4,"5852","TOT","LLS","C",9,,16.00,1,225750,,29,16.00,,1,1045.00,1760.00,60,"",10-4-2015 00:00:00
5398,"AUS",2013,2013,6,5,"5852","TOT","LLS","C",9,,59.00,2,1160850,,137,59.00,,2,1203.50,1480.00,55,"",10-4-2015 00:00:00
5399,"AUS",2013,2013,7,6,"5852","TOT","LLS","C",9,,72.00,3,1319400,,199,72.00,,3,1181.00,1520.00,58,"",10-4-2015 00:00:00
5400,"AUS",2014,2013,8,7,"5852","TOT","LLS","C",9,,52.00,3,1041050,,123,52.00,,3,1181.00,1520.00,58,"",10-4-2015 00:00:00
5401,"AUS",2014,2013,9,8,"5852","TOT","LLS","C",9,,89.00,3,1815550,,193,89.00,,3,1181.00,1520.00,58,"",10-4-2015 00:00:00
5402,"AUS",2014,2013,10,9,"5852","TOT","LLS","C",9,,39.00,2,803400,,69,39.00,,2,1203.50,1480.00,55,"",10-4-2015 00:00:00
5403,"AUS",2014,2013,11,10,"5852","TOT","LLS","C",9,,22.00,1,363750,,36,22.00,,1,1045.00,1760.00,60,"",10-4-2015 00:00:00
5404,"AUS",2013,2013,2,1,"5852","TOT","OTB","C",9,34.40,6.00,1,,,26,6.00,,1,1696.00,3134.00,87,"",10-4-2015 00:00:00
5405,"AUS",2013,2013,5,4,"5852","TOT","OTB","C",9,8.60,4.00,1,,,21,23.00,,1,1696.00,3134.00,87,"",10-4-2015 00:00:00
5406,"AUS",2013,2013,6,5,"5852","TOT","OTB","C",9,28.40,5.00,1,,,33,5.00,,1,1696.00,3134.00,87,"",10-4-2015 00:00:00
5407,"AUS",2014,2013,8,7,"5852","TOT","OTB","C",9,214.30,20.00,1,,,136,20.00,,1,1696.00,3134.00,87,"",10-4-2015 00:00:00
5408,"AUS",2014,2013,9,8,"5852","TOT","OTB","C",9,118.00,10.00,1,,,48,10.00,,1,1696.00,3134.00,87,"",10-4-2015 00:00:00
5409,"AUS",2013,2013,1,12,"5852","TOT","OTB","C",9,0.38,1.00,1,,,1,1.00,,1,1696.00,3134.00,87,"",10-4-2015 00:00:00
5410,"AUS",2013,2013,5,4,"5852","ANI","OTB","S",9,27.90,8.00,1,,,58,8.00,,1,1696.00,3134.00,87,"",10-4-2015 00:00:00
5411,"AUS",2013,2013,5,4,"5852","TOT","OTB","S",9,47.10,19.00,1,,,101,19.00,,1,1696.00,3134.00,87,"",10-4-2015 00:00:00
5412,"ARG",2013,2013,6,5,"483","ANI","OTB","S",,5.90,12.00,1,,,24,12.00,18.00,1,,,,"",10-4-2015 00:00:00
5413,"CHL",2013,2013,2,1,"481","KRI","OTM","C",9,323.70,21.00,1,,,126,21.00,27.00,1,1438.00,1491.00,72,"",10-4-2015 00:00:00
5414,"CHL",2013,2013,4,3,"481","KRI","OTM","C",9,128.20,9.00,1,,,38,9.00,15.00,1,1438.00,1491.00,72,"",10-4-2015 00:00:00
5415,"CHL",2013,2013,5,4,"481","KRI","OTM","C",9,269.20,17.00,1,,,73,17.00,23.00,1,1438.00,1491.00,72,"",10-4-2015 00:00:00
5416,"CHL",2013,2013,6,5,"481","KRI","OTM","C",9,251.50,17.00,1,,,76,17.00,23.00,1,1438.00,1491.00,72,"",10-4-2015 00:00:00
5417,"CHL",2013,2013,7,6,"481","KRI","OTM","C",9,49.60,8.00,1,,,31,8.00,14.00,1,1438.00,1491.00,72,"",10-4-2015 00:00:00
5418,"CHL",2013,2013,3,2,"483","ANI","OTM","C",9,126.50,13.00,1,,,36,13.00,19.00,1,1438.00,1491.00,72,"",10-4-2015 00:00:00
5419,"CHL",2013,2013,4,3,"483","ANI","OTM","C",9,53.90,9.00,1,,,13,9.00,15.00,1,1438.00,1491.00,72,"",10-4-2015 00:00:00
5420,"CHL",2014,2013,11,10,"483","ANI","OTM","C",9,96.60,19.00,1,,,42,19.00,25.00,1,1438.00,1491.00,72,"",10-4-2015 00:00:00
5421,"CHL",2014,2013,12,11,"483","ANI","OTM","C",9,50.60,6.00,1,,,14,6.00,12.00,1,1438.00,1491.00,72,"",10-4-2015 00:00:00
5422,"CHL",2013,2013,7,6,"483","KRI","OTM","C",9,26.30,2.00,1,,,8,2.00,8.00,1,1438.00,1491.00,72,"",10-4-2015 00:00:00
5423,"CHL",2014,2013,8,7,"483","KRI","OTM","C",9,296.90,28.00,1,,,100,28.00,31.00,1,1438.00,1491.00,72,"",10-4-2015 00:00:00
5424,"CHL",2014,2013,9,8,"483","KRI","OTM","C",9,113.60,11.00,1,,,38,11.00,17.00,1,1438.00,1491.00,72,"",10-4-2015 00:00:00
5425,"CHL",2014,2013,10,9,"483","KRI","OTM","C",9,34.90,6.00,1,,,12,6.00,12.00,1,1438.00,1491.00,72,"",10-4-2015 00:00:00
5426,"CHL",2013,2013,5,4,"483","TOT","LLS","C",8,,2.00,1,28272,,4,2.00,8.00,1,985.00,1029.00,51,"",10-4-2015 00:00:00
5427,"CHL",2013,2013,6,5,"483","TOT","LLS","C",8,,27.00,1,369434,,55,27.00,31.00,1,985.00,1029.00,51,"",10-4-2015 00:00:00
5428,"CHL",2013,2013,7,6,"483","TOT","LLS","C",8,,15.00,1,170316,,28,15.00,21.00,1,985.00,1029.00,51,"",10-4-2015 00:00:00
5429,"CHL",2014,2013,8,7,"483","TOT","LLS","C",8,,29.00,1,347565,,74,29.00,31.00,1,985.00,1029.00,51,"",10-4-2015 00:00:00
5430,"CHL",2014,2013,9,8,"483","TOT","LLS","C",8,,23.00,1,264993,,57,23.00,29.00,1,985.00,1029.00,51,"",10-4-2015 00:00:00
5431,"CHN",2013,2013,2,1,"481","KRI","OTM","C",11,525.70,62.00,3,,,474,62.00,80.00,3,4781.00,4388.50,106,"",10-4-2015 00:00:00
5432,"CHN",2013,2013,3,2,"481","KRI","OTM","C",11,226.20,24.00,2,,,202,24.00,36.00,2,4856.50,4670.75,107,"",10-4-2015 00:00:00
5433,"CHN",2013,2013,4,3,"481","KRI","OTM","C",11,465.80,56.00,2,,,554,56.00,62.00,2,4856.50,4670.75,107,"",10-4-2015 00:00:00
5434,"CHN",2013,2013,5,4,"481","KRI","OTM","C",11,219.40,27.00,2,,,231,27.00,39.00,2,4856.50,4670.75,107,"",10-4-2015 00:00:00
5435,"CHN",2013,2013,6,5,"481","KRI","OTM","C",11,259.90,29.00,1,,,287,29.00,31.00,1,5306.00,4189.50,110,"",10-4-2015 00:00:00
5436,"CHN",2013,2013,7,6,"481","KRI","OTM","C",11,53.30,13.00,1,,,137,13.00,19.00,1,5306.00,4189.50,110,"",10-4-2015 00:00:00
5437,"CHN",2013,2013,1,12,"481","KRI","OTM","C",11,24.90,6.00,1,,,26,6.00,12.00,1,4407.00,5152.00,104,"",10-4-2015 00:00:00
5438,"CHN",2013,2013,7,6,"482","KRI","OTM","C",11,105.60,13.00,1,,,125,13.00,19.00,1,5306.00,4189.50,110,"",10-4-2015 00:00:00
5439,"CHN",2014,2013,8,7,"483","KRI","OTM","C",11,240.00,26.00,1,,,254,26.00,31.00,1,5306.00,4189.50,110,"",10-4-2015 00:00:00
5440,"CHN",2014,2013,9,8,"483","KRI","OTM","C",11,268.30,31.00,1,,,272,31.00,31.00,1,5306.00,4189.50,110,"",10-4-2015 00:00:00
5441,"CHN",2014,2013,10,9,"483","KRI","OTM","C",11,22.80,3.00,1,,,24,3.00,9.00,1,5306.00,4189.50,110,"",10-4-2015 00:00:00
5446,"JPN",2013,2013,2,1,"486","TOT","LLS","C",7,,3.00,1,24120,,6,3.00,9.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5447,"JPN",2013,2013,3,2,"486","TOT","LLS","C",7,,16.00,1,134070,,29,16.00,22.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5448,"JPN",2013,2013,4,3,"486","TOT","LLS","C",7,,25.00,1,209520,,45,25.00,31.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5449,"JPN",2013,2013,5,4,"486","TOT","LLS","C",7,,2.00,1,8040,,2,2.00,8.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5450,"JPN",2014,2013,11,10,"486","TOT","LLS","C",7,,6.00,1,48245,,12,6.00,12.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5451,"JPN",2014,2013,12,11,"486","TOT","LLS","C",7,,27.00,1,212880,,49,27.00,30.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5452,"JPN",2013,2013,1,12,"486","TOT","LLS","C",7,,17.00,1,148695,,36,17.00,23.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5454,"JPN",2013,2013,2,1,"5842","TOT","LLS","C",7,,7.00,1,58665,,14,7.00,13.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5455,"JPN",2013,2013,3,2,"5842","TOT","LLS","C",7,,4.00,1,28140,,7,4.00,10.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5456,"JPN",2013,2013,6,5,"5843a","TOT","LLS","C",7,,6.00,1,60300,,15,6.00,12.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5457,"JPN",2013,2013,7,6,"5843a","TOT","LLS","C",7,,3.00,1,32160,,8,3.00,9.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5458,"JPN",2013,2013,5,4,"5844b","TOT","LLS","S",7,,6.00,1,65000,,13,6.00,12.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5459,"JPN",2013,2013,6,5,"5844b","TOT","LLS","S",7,,23.00,1,255000,,51,23.00,29.00,1,495.00,735.00,47,"",10-4-2015 00:00:00
5460,"RUS",2013,2013,3,2,"485","TOT","LLS","S",8,,3.00,1,30000,,6,3.00,9.00,1,660.00,1103.00,58,"",10-4-2015 00:00:00
5461,"RUS",2013,2013,4,3,"485","TOT","LLS","S",8,,2.00,1,10000,,2,2.00,8.00,1,660.00,1103.00,58,"",10-4-2015 00:00:00
5462,"RUS",2013,2013,2,1,"881","TOT","LLS","C",8,,73.00,4,1089450,,142,73.00,97.00,4,708.25,936.75,51,"",10-4-2015 00:00:00
5463,"RUS",2013,2013,1,12,"881","TOT","LLS","C",8,,9.00,3,86450,,17,9.00,27.00,3,696.66,907.00,52,"",10-4-2015 00:00:00
5464,"RUS",2013,2013,2,1,"882","TOT","LLS","C",8,,2.00,1,9600,,4,2.00,8.00,1,743.00,1026.00,48,"",10-4-2015 00:00:00
5465,"RUS",2013,2013,2,1,"882","TOT","LLS","C",9,,21.00,1,268757,,52,21.00,27.00,1,1137.00,1620.00,50,"",10-4-2015 00:00:00
5466,"RUS",2013,2013,3,2,"882","TOT","LLS","C",8,,5.00,3,59550,,13,5.00,23.00,3,730.33,1003.66,52,"",10-4-2015 00:00:00
5467,"RUS",2013,2013,3,2,"882","TOT","LLS","C",9,,2.00,1,31360,,6,2.00,8.00,1,1137.00,1620.00,50,"",10-4-2015 00:00:00
5468,"ESP",2013,2013,3,2,"5841","TOT","LLS","C",9,,18.00,1,201600,,42,18.00,24.00,1,1058.00,1378.00,55,"",10-4-2015 00:00:00
5469,"ESP",2013,2013,2,1,"881","TOT","LLS","C",9,,21.00,1,241885,,31,21.00,27.00,1,1058.00,1378.00,55,"",10-4-2015 00:00:00
5470,"ESP",2013,2013,1,12,"881","TOT","LLS","C",9,,5.00,1,64448,,10,5.00,11.00,1,1058.00,1378.00,55,"",10-4-2015 00:00:00
5471,"GBR",2013,2013,2,1,"483","ANI","OTB","S",10,35.10,8.00,1,,,70,8.00,14.00,1,2056.00,3600.00,79,"",10-4-2015 00:00:00
