"SBID","SpeciesCode","CatchWeight"
1698,"NOR",904.00
1698,"NOS",186.00
1698,"SGI",851.00
1698,"SSI",1716.00
1698,"TOP",631.00
1699,"GRV",222.00
1699,"KCM",1.00
1699,"KCS",68.00
1699,"MOY",1.00
1699,"NOS",9.00
1699,"SGI",3.00
1699,"SRX",189.00
1699,"TOP",70275.00
1700,"GRV",71.00
1700,"KCS",11.00
1700,"SRX",53.00
1700,"TOP",72750.00
1701,"TOP",71650.00
1702,"TOP",34920.00
1703,"SRX",2983.00
1703,"TOP",44467.00
1704,"SRX",6309.00
1704,"TOP",46903.00
1705,"SRX",2167.00
1705,"TOP",43295.00
1706,"KRI",1266000.00
1707,"KRI",1814000.00
1708,"KRI",1977000.00
1709,"KRI",340000.00
1710,"KRI",511000.00
1711,"KRI",2944000.00
1712,"TOP",14000.00
1713,"TOP",139000.00
1714,"TOP",269000.00
1715,"TOP",242000.00
1716,"TOP",278000.00
1718,"TOP",128761.00
1719,"TOP",22682.00
1721,"GRV",88.00
1721,"KCM",14.00
1721,"MZZ",13.00
1721,"SRX",274.00
1721,"TOP",80102.00
1722,"GRV",12.00
1722,"KCM",1.00
1722,"TOP",18192.00
1723,"KRI",71000.00
1724,"KRI",4706000.00
1725,"KRI",8493000.00
1726,"KRI",10647000.00
1727,"KRI",15327000.00
1728,"KRI",2078000.00
1729,"KRI",1008000.00
1730,"KRI",1115000.00
1731,"KRI",4906000.00
1732,"KRI",4091000.00
1733,"KRI",8179000.00
1734,"KRI",873000.00
1735,"KRI",745000.00
1736,"KRI",154000.00
1737,"KRI",881000.00
1738,"KRI",84000.00
1739,"LXX",114000.00
1740,"TOP",19000.00
1741,"TOP",11000.00
1742,"TOP",8000.00
1743,"TOP",5000.00
1744,"TOP",10000.00
1745,"NOS",18000.00
1746,"NOS",562000.00
1747,"NOS",913000.00
1748,"NOR",30000.00
1748,"NOS",1529000.00
1748,"TOP",4000.00
1749,"NOR",32000.00
1749,"NOS",143000.00
1750,"NOS",361000.00
1751,"NOS",1426000.00
1752,"NOS",88000.00
1752,"TOP",1000.00
1753,"NOS",849000.00
1754,"NOS",310000.00
1755,"NOS",264000.00
1756,"NOS",234000.00
1756,"TOP",4000.00
1757,"NOS",1284000.00
1758,"NOR",34000.00
1758,"NOS",1313000.00
1758,"TOP",8000.00
1759,"NOS",888000.00
1760,"NOS",696000.00
1761,"NOS",11000.00
1762,"NOS",50000.00
1762,"TOP",1000.00
1763,"NOR",4000.00
1763,"NOS",47000.00
1764,"NOS",31000.00
1764,"TOP",2000.00
1765,"NOS",19000.00
1765,"TOP",1500.00
1766,"NOS",17000.00
1766,"TOP",500.00
1767,"NOS",8000.00
1767,"TOP",1000.00
1768,"NOS",12000.00
1768,"TOP",500.00
1769,"NOS",203000.00
1770,"NOS",84000.00
1771,"NOS",46000.00
1772,"NOS",255000.00
1773,"NOS",40000.00
1773,"TOP",1000.00
1774,"NOS",513000.00
1775,"NOS",116000.00
1776,"NOS",202000.00
1777,"NOS",192000.00
1778,"NOR",1500.00
1778,"NOS",2499000.00
1778,"TOP",18000.00
1779,"NOS",30000.00
1780,"NOS",659000.00
1781,"NOS",1125000.00
1782,"NOS",176000.00
1783,"NOS",42000.00
1784,"NOS",435000.00
1785,"NOS",507000.00
1786,"NOS",389000.00
1787,"NOR",4000.00
1787,"NOS",310000.00
1787,"TOP",8000.00
1788,"NOS",60000.00
1789,"NOS",53000.00
1790,"NOS",340000.00
1791,"NOS",455000.00
1791,"TOP",3000.00
1792,"NOS",78000.00
1793,"NOS",488000.00
1794,"NOS",569000.00
1795,"NOS",450000.00
1795,"TOP",2000.00
1796,"NOS",97000.00
1797,"NOS",399000.00
1798,"NOS",4000.00
1799,"NOS",4000.00
1800,"NOS",439000.00
1800,"TOP",1000.00
1801,"NOS",14000.00
1801,"TOP",1000.00
1802,"NOS",166000.00
1802,"TOP",3000.00
1803,"NOS",186000.00
1803,"TOP",4000.00
1804,"NOS",33000.00
1805,"NOS",4000.00
1805,"TOP",1000.00
1806,"NOS",86000.00
1807,"NOR",6000.00
1807,"NOS",652000.00
1808,"NOS",117000.00
1808,"TOP",2000.00
1809,"NOS",12000.00
1810,"NOS",70000.00
1811,"NOS",42000.00
1812,"NOS",9000.00
1813,"NOS",480000.00
1814,"NOS",470000.00
1815,"NOS",242000.00
1815,"TOP",2000.00
1816,"NOS",280000.00
1817,"NOS",63000.00
1818,"NOS",204000.00
1818,"TOP",2000.00
1819,"NOS",459000.00
1820,"NOS",1387000.00
1821,"NOS",884000.00
1822,"NOS",264000.00
1822,"TOP",2000.00
1823,"NOS",3000.00
1824,"NOS",223000.00
1825,"NOR",14000.00
1825,"NOS",173000.00
1826,"NOS",450000.00
1826,"TOP",24000.00
1827,"NOR",18000.00
1827,"NOS",821000.00
1827,"TOP",53000.00
1828,"NOS",19000.00
1828,"TOP",1500.00
1829,"NOS",17000.00
1829,"TOP",500.00
1830,"NOS",9000.00
1830,"TOP",1000.00
1831,"NOS",14000.00
1831,"TOP",500.00
1832,"NOS",171000.00
1833,"NOS",232000.00
1833,"TOP",1000.00
1834,"NOR",47000.00
1834,"NOS",126000.00
1835,"NOR",3000.00
1835,"NOS",79000.00
1836,"NOS",99000.00
1836,"TOP",1000.00
1837,"NOS",86000.00
1838,"NOS",47000.00
1839,"NOS",339000.00
1839,"TOP",2000.00
1840,"NOS",43000.00
1840,"TOP",2000.00
1841,"NOS",15000.00
1841,"TOP",1000.00
1842,"NOS",57000.00
1843,"NOS",30000.00
1844,"NOR",500.00
1844,"NOS",1160000.00
1844,"TOP",9000.00
1845,"NOS",4308000.00
1846,"NOS",503000.00
1847,"NOS",283000.00
1848,"NOS",44000.00
1849,"NOS",1.00
1850,"NOS",236000.00
1851,"NOS",15000.00
1852,"NOS",115000.00
1853,"NOS",174000.00
1854,"NOS",592000.00
1855,"NOS",770000.00
1855,"TOP",2000.00
1856,"NOS",126000.00
1857,"NOS",221000.00
1858,"NOS",56000.00
1859,"NOS",60000.00
1860,"NOS",7000.00
1861,"NOS",393000.00
1862,"NOS",1607000.00
1862,"TOP",3000.00
1863,"NOS",620000.00
1863,"TOP",21000.00
1864,"NOS",26000.00
1864,"TOP",2000.00
1865,"NOS",50000.00
1866,"NOS",198000.00
1867,"NOS",149000.00
1868,"NOS",162000.00
1869,"NOS",148000.00
1869,"TOP",1000.00
1870,"NOS",15000.00
1871,"NOS",242000.00
1872,"NOS",26000.00
1872,"TOP",4000.00
1873,"NOS",3000.00
1874,"NOS",302000.00
1874,"TOP",9000.00
1875,"NOS",483000.00
1875,"TOP",10000.00
1876,"NOS",215000.00
1876,"TOP",10000.00
1877,"ANI",1228000.00
1877,"MZZ",20.00
1877,"TOP",5000.00
1878,"ANI",1252000.00
1878,"MZZ",24000.00
1878,"TOP",97000.00
1879,"ANI",804000.00
1879,"MZZ",20000.00
1879,"TOP",15000.00
1880,"ANI",521000.00
1880,"MZZ",12000.00
1880,"TOP",7000.00
1881,"ANI",47000.00
1881,"MZZ",5000.00
1881,"TOP",4000.00
1882,"TOP",238000.00
1883,"TOP",543000.00
1884,"TOP",250000.00
1885,"TOP",303000.00
1886,"TOP",98000.00
1887,"KRI",716000.00
1888,"KRI",1610000.00
1889,"KRI",721000.00
1890,"KRI",1096000.00
1891,"KRI",171000.00
1896,"KRI",838000.00
1897,"KRI",363000.00
1902,"KRI",3761000.00
1903,"KRI",7556000.00
1904,"KRI",720000.00
1905,"KRI",558000.00
1906,"KRI",862000.00
1907,"KRI",500000.00
1909,"KRI",2356000.00
1910,"KRI",1036000.00
1911,"KRI",1466000.00
1912,"KRI",343000.00
1913,"KRI",789000.00
1914,"KRI",754000.00
1915,"TOP",8000.00
1916,"TOP",645000.00
1917,"TOP",1106000.00
1918,"TOP",19000.00
1919,"ANI",62000.00
1919,"TOP",211000.00
1920,"TOP",414000.00
1921,"ANI",22000.00
1921,"TOP",126000.00
1922,"TOP",11000.00
1923,"TOP",512000.00
1924,"TOP",600000.00
1925,"TOP",322000.00
1926,"TOP",115000.00
1927,"KRI",141360.00
1928,"KRI",495920.00
1929,"KRI",3374000.00
1930,"KRI",7933000.00
1931,"KRI",7242000.00
1932,"KRI",8453000.00
1933,"KRI",2068000.00
1934,"KRI",5000.00
1935,"KRI",6824000.00
1936,"KRI",3387000.00
1937,"KRI",5065000.00
1938,"KRI",2762000.00
1939,"KRI",11924000.00
1940,"KRI",8000.00
1941,"KRI",1258000.00
1943,"ANT",536.00
1943,"GRV",4748.00
1943,"MZZ",35.00
1943,"SRX",2069.00
1943,"TOP",160894.00
1948,"ANT",231.00
1948,"GRV",2444.00
1948,"MZZ",5521.00
1948,"SRX",12837.00
1948,"TOP",431852.00
1952,"GRV",798.00
1952,"MZZ",4010.00
1952,"SRX",13065.00
1952,"TOP",222045.00
1960,"ANT",33.00
1960,"GRV",33.00
1960,"SRX",14336.00
1960,"TOP",970560.00
1964,"ANT",19.00
1964,"GRV",91.00
1964,"SRX",4289.00
1964,"TOP",719929.00
1969,"SRX",1153.00
1969,"TOP",186008.00
1975,"SRX",6526.00
1975,"TOP",146953.00
1977,"SRX",25627.00
1977,"TOP",187379.00
1979,"SRX",10059.00
1979,"TOP",46168.00
1981,"GRV",2430.00
1981,"SRX",210.00
1981,"TOP",9750.00
1990,"KRI",1231200.00
1991,"KRI",4919600.00
1993,"KRI",903000.00
1994,"KRI",8767900.00
1996,"KRI",1360200.00
1997,"KRI",9511000.00
1999,"KRI",709500.00
2000,"KRI",4652000.00
2001,"ANI",9870.00
2001,"GHP",590.00
2001,"NOG",501.00
2001,"NOR",1686.00
2001,"NOX",2280.00
2001,"SSI",302.00
2001,"TOP",837.00
2006,"ANS",95300.00
2007,"ANS",49250.00
2008,"ANS",194736.00
2009,"ANS",812859.00
2010,"ANS",91740.00
2011,"MZZ",13.00
2011,"TIC",192.00
2011,"TOA",46.00
2011,"TRH",93.00
2011,"TRL",382.00
2011,"WIC",26714.00
2012,"MZZ",24.00
2012,"TIC",186.00
2012,"TOA",55.00
2012,"TRH",59.00
2012,"TRL",106.00
2012,"WIC",916021.00
2013,"TIC",8.00
2013,"TOA",2.00
2013,"TRH",3.00
2013,"TRL",2.00
2013,"WIC",102000.00
2014,"MZZ",1.00
2014,"TIC",46.00
2014,"TRL",72.00
2014,"WIC",4755.00
2015,"MZZ",33.00
2015,"TIC",60.00
2015,"TOA",47.00
2015,"TRH",208.00
2015,"TRL",69.00
2015,"WIC",74130.00
2016,"MZZ",407.00
2016,"TIC",1262.00
2016,"TOA",169.00
2016,"TRH",1978.00
2016,"TRL",394.00
2016,"WIC",950889.00
2017,"MZZ",34.00
2017,"TIC",82.00
2017,"TOA",18.00
2017,"TRH",209.00
2017,"TRL",71.00
2017,"WIC",33260.00
2018,"MZZ",1.00
2018,"TIC",4.00
2018,"WIC",1.00
2019,"MZZ",1.00
2019,"WIC",50.00
2020,"WIC",630000.00
2021,"WIC",30000.00
2022,"MZZ",9.00
2022,"TIC",935.00
2022,"TOA",20.00
2022,"TRH",5.00
2022,"TRL",4.00
2022,"WIC",211594.00
2023,"TOP",31800.00
2024,"TOP",104462.00
2025,"TOP",132348.00
2026,"TOP",138174.00
2027,"TRL",678300.00
2027,"WIC",1853200.00
2028,"JIC",232.00
2028,"MZZ",1306.00
2028,"NOK",18639.00
2028,"TIC",731.00
2028,"TOA",105.00
2028,"TRH",477.00
2028,"TRL",1068.00
2028,"WIC",3182.00
2029,"JIC",147.00
2029,"MZZ",1616.00
2029,"NOK",2.00
2029,"TIC",1005.00
2029,"TOA",199.00
2029,"TRH",1686.00
2029,"TRL",222943.00
2029,"WIC",192217.00
2030,"JIC",133.00
2030,"MZZ",104.00
2030,"TIC",10.00
2030,"TOA",73.00
2030,"TRH",33.00
2030,"TRL",1134.00
2030,"WIC",16968.00
2031,"JIC",1541.00
2031,"MZZ",2109.00
2031,"NOK",245.00
2031,"TIC",2256.00
2031,"TOA",710.00
2031,"TRH",573.00
2031,"TRL",168017.00
2031,"WGR",10.00
2031,"WIC",443247.00
2032,"JIC",218.00
2032,"MZZ",578.00
2032,"NOK",31.00
2032,"TIC",547.00
2032,"TOA",309.00
2032,"TRH",1030.00
2032,"TRL",461874.00
2032,"WGR",24.00
2032,"WIC",556595.00
2033,"MZZ",12.00
2033,"NOK",322.00
2033,"TIC",5.00
2033,"TOA",14.00
2033,"TRH",238.00
2033,"TRL",76.00
2033,"WIC",12985.00
2034,"TRL",154800.00
2034,"WIC",586100.00
2036,"WIC",50200.00
2037,"ANI",5000.00
2038,"ANI",18000.00
2039,"ANI",34000.00
2040,"ANI",100000.00
2041,"ANI",90000.00
2042,"ANI",134000.00
2043,"ANI",4000.00
2044,"ANI",3350000.00
2045,"ANI",231000.00
2046,"ANI",144000.00
2047,"ANI",162000.00
2048,"ANI",100000.00
2049,"ANI",11929000.00
2050,"ANI",5811000.00
2051,"ANI",1221000.00
2052,"ANI",84000.00
2053,"ANI",591000.00
2054,"ANI",200000.00
2055,"ANI",9755000.00
2056,"ANI",4000.00
2057,"ANI",4000.00
2058,"ANI",5000.00
2059,"ANI",30000.00
2060,"ANI",2000.00
2061,"ANI",25000.00
2062,"ANI",228000.00
2063,"ANI",120000.00
2064,"ANI",475000.00
2065,"ANI",316000.00
2066,"ANI",41000.00
2067,"ANI",101000.00
2068,"ANI",150000.00
2069,"ANI",129000.00
2070,"ANI",204000.00
2071,"ANI",4665000.00
2072,"ANI",11000.00
2073,"ANI",2280000.00
2074,"ANI",4016000.00
2075,"ANI",352000.00
2076,"ANI",3000.00
2077,"ANI",8080000.00
2078,"ANI",10096000.00
2079,"ANI",6875000.00
2080,"ANI",6757000.00
2081,"ANI",955000.00
2082,"ANI",1205000.00
2083,"ANI",2479000.00
2084,"ANI",364000.00
2085,"ANI",67000.00
2086,"ANI",324000.00
2087,"ANI",3251000.00
2088,"ANI",570000.00
2089,"ANI",361000.00
2090,"ANI",669000.00
2091,"ANI",667000.00
2092,"ANI",319000.00
2093,"ANI",944000.00
2094,"ANI",1990000.00
2095,"ANI",1845000.00
2096,"ANI",1456000.00
2097,"ANI",43000.00
2098,"ANI",134000.00
2099,"ANI",42000.00
2100,"ANI",253000.00
2101,"ANI",316000.00
2102,"ANI",10000.00
2103,"ANI",20000.00
2104,"ANI",53000.00
2105,"ANI",378000.00
2106,"ANI",496000.00
2107,"ANI",914000.00
2108,"ANI",5860000.00
2109,"ANI",2068000.00
2110,"ANI",989000.00
2111,"ANI",1930000.00
2112,"ANI",2207000.00
2113,"ANI",4495000.00
2114,"ANI",2552000.00
2115,"ANI",331000.00
2116,"ANI",2663000.00
2117,"ANI",4201000.00
2118,"ANI",1300000.00
2119,"ANI",400000.00
2120,"ANI",1225000.00
2121,"ANI",988000.00
2122,"ANI",1651000.00
2123,"ANI",995000.00
2124,"ANI",2038000.00
2125,"ANI",82000.00
2126,"ANI",7487000.00
2127,"TOP",106000.00
2128,"TOP",941000.00
2129,"TOP",685000.00
2130,"LIC",1000.00
2130,"TOP",78000.00
2131,"TOP",553000.00
2132,"TOP",238000.00
2133,"ANI",5000.00
2133,"NOS",15000.00
2133,"TOP",360000.00
2135,"TOP",320000.00
2136,"TOP",368000.00
2137,"TOP",3000.00
2138,"TOP",127200.00
2139,"TOP",50700.00
2140,"KCV",37300.00
2140,"TOP",4900.00
2141,"KCV",99500.00
2141,"TOP",3000.00
2142,"KCV",146200.00
2142,"TOP",900.00
2143,"KCV",119500.00
2144,"KCV",94100.00
2145,"KRI",973000.00
2146,"KRI",2167000.00
2147,"KRI",1549000.00
2149,"KRI",1433000.00
2150,"KRI",2710000.00
2151,"KRI",4878000.00
2152,"KRI",1217000.00
2153,"KRI",24000.00
2154,"KRI",1000.00
2155,"KRI",440000.00
2156,"KRI",345000.00
2157,"KRI",1192000.00
2158,"KRI",3681000.00
2159,"TOP",31500.00
2160,"TOP",50400.00
2161,"TOP",7100.00
2162,"TOP",14100.00
2163,"TOP",25476.00
2164,"TOP",117188.00
2165,"TOP",121341.00
2170,"GRV",338.00
2170,"SRX",38.00
2170,"TOP",40459.00
2171,"GRV",7210.00
2171,"SRX",69.00
2171,"TOP",60140.00
2172,"ANT",8.00
2172,"GRV",636.00
2172,"SRX",4028.00
2172,"TOP",802120.00
2175,"GRV",6660.00
2175,"SRX",11539.00
2175,"TOP",695660.00
2178,"GRV",1534.00
2178,"SRX",1243.00
2178,"TOP",747680.00
2180,"GRV",3585.00
2180,"SRX",3970.00
2180,"TOP",542430.00
2186,"ANT",80.00
2186,"GRV",1100.00
2186,"KCV",7.00
2186,"SRX",5192.00
2186,"TOP",85971.00
2190,"ANT",88.00
2190,"GRV",643.00
2190,"KCV",20.00
2190,"SRX",4801.00
2190,"TOP",81726.00
2196,"ANT",7.00
2196,"GRV",10.00
2196,"SRX",165.00
2196,"TOP",2633.00
2200,"GRV",990.00
2200,"SRX",2212.00
2200,"TOP",97455.00
2204,"GRV",1015.00
2204,"SRX",6935.00
2204,"TOP",97889.00
2204,"UNK",100.00
2206,"KRI",1851000.00
2207,"KRI",1164000.00
2211,"KRI",486000.00
2212,"KRI",797000.00
2213,"KRI",941000.00
2214,"KRI",268000.00
2215,"KRI",1381000.00
2216,"KRI",1057000.00
2217,"KRI",423000.00
2218,"KRI",11688000.00
2233,"SRX",173.00
2233,"TOP",256344.00
2234,"TOP",190000.00
2235,"TOP",55000.00
2236,"NOS",6.00
2236,"SRX",148.00
2236,"TOP",81000.00
2237,"SRX",146.00
2237,"TOP",192000.00
2238,"SRX",45.00
2238,"TOP",229000.00
2242,"KRI",2699000.00
2243,"KRI",4004000.00
2244,"KRI",7876000.00
2245,"KRI",6924000.00
2246,"KRI",5179000.00
2247,"KRI",11547000.00
2248,"KRI",7490000.00
2249,"KRI",4000.00
2250,"KRI",10901000.00
2251,"KRI",3922000.00
2252,"TOP",277020.00
2253,"SQS",52000.00
2259,"GRM",610000.00
2259,"KRI",801000.00
2259,"POS",2000.00
2259,"SQA",1036000.00
2260,"KRI",1630000.00
2261,"KRI",975000.00
2262,"KRI",1025000.00
2263,"KRI",846000.00
2264,"KRI",1448000.00
2265,"KRI",1708000.00
2266,"KRI",3213000.00
2267,"KRI",2499000.00
2268,"KRI",154000.00
2269,"KRI",325000.00
2270,"KRI",1079000.00
2271,"KRI",1411000.00
2272,"KRI",2843000.00
2273,"TOP",246580.00
2274,"TOP",361260.00
2275,"TOP",365420.00
2276,"TOP",301800.00
2277,"TOP",86900.00
2278,"TOP",81100.00
2279,"TOP",68200.00
2280,"TOP",64400.00
2281,"TOP",34000.00
2282,"KRI",308404.00
2283,"ANT",19.00
2283,"GRV",451.00
2283,"SRX",1493.00
2283,"TOP",68167.00
2284,"ANT",15.00
2284,"GRV",1541.00
2284,"KCX",37.00
2284,"SRX",1210.00
2284,"TOP",95217.00
2285,"ANT",113.00
2285,"GRV",1222.00
2285,"KCX",181.00
2285,"SRX",412.00
2285,"TOP",127027.00
2286,"ANT",385.00
2286,"GRV",1936.00
2286,"KCX",209.00
2286,"SRX",842.00
2286,"TOP",107572.00
2287,"ANT",5.00
2287,"GRV",1038.00
2287,"KCX",40.00
2287,"SRX",521.00
2287,"TOP",186502.00
2288,"ANT",24.00
2288,"GRV",722.00
2288,"KCX",47.00
2288,"SRX",230.00
2288,"TOP",77089.00
2289,"KRI",2170000.00
2291,"CEP",23.00
2291,"FCX",4.00
2291,"JEL",7000.00
2291,"MCH",266.00
2291,"MZZ",45.00
2291,"SRX",88.00
2291,"TOP",331.00
2292,"ANI",7356.00
2292,"LIC",227.00
2292,"MZZ",5.00
2292,"SRX",5.00
2292,"TOP",158.00
2293,"ANT",6.00
2293,"CEP",2.00
2293,"JEL",500.00
2293,"KCX",2.00
2293,"MCH",33.00
2293,"MZZ",1.00
2293,"SRX",11.00
2294,"ANI",260.00
2294,"ANT",23.00
2294,"CEP",493.00
2294,"GRV",420.00
2294,"INV",956.00
2294,"JEL",1445.00
2294,"LIC",17.00
2294,"MCH",447.00
2294,"MZZ",945.00
2294,"NOS",1178.00
2294,"SKX",2021.00
2294,"SRX",1372.00
2294,"TOP",8261.00
2294,"ZSP",35.00
2295,"ANI",110660.00
2295,"CEP",3.00
2295,"JEL",115.00
2295,"LIC",47.00
2295,"NOS",58.00
2295,"POR",1600.00
2295,"SRX",11.00
2295,"TOP",12.00
2296,"ANT",2.00
2296,"CEP",1.00
2296,"JEL",1000.00
2296,"MCH",45.00
2296,"SRX",8.00
2296,"TOP",7.00
2297,"ANI",2215.00
2297,"CEP",13.00
2297,"GRV",69.00
2297,"INV",37.00
2297,"KIF",229.00
2297,"LIC",165.00
2297,"MZZ",44.00
2297,"NOR",1.00
2297,"NOS",2562.00
2297,"SKX",4.00
2297,"SRX",1024.00
2297,"TOP",55639.00
2297,"ZSP",16.00
2298,"ANI",53446.00
2298,"LIC",300.00
2298,"SRX",5.00
2298,"TOP",44.00
2299,"ANI",8.00
2299,"KIF",341.00
2299,"LIC",115.00
2299,"NOS",139.00
2299,"SRX",92.00
2299,"TOP",770493.00
2300,"ANI",31145.00
2301,"TOP",228797.00
2302,"TOP",639989.00
2303,"TOP",438916.00
2304,"TOP",50006.00
2305,"TOP",183889.00
2306,"TOP",42276.00
2307,"TOP",169565.00
2308,"TOP",174019.00
2309,"TOP",51909.00
2310,"TOP",72987.00
2311,"TOP",8702.00
2312,"TOP",44654.00
2313,"KRI",115000.00
2314,"KRI",98500.00
2315,"KRI",9009000.00
2316,"TOP",8806.00
2317,"TOP",80109.00
2318,"TOP",47608.00
2319,"SRX",1318.00
2319,"TOP",83370.00
2320,"GRV",552.00
2320,"SRX",540.00
2320,"TOP",70631.00
2321,"TOP",341900.00
2322,"LIC",4100.00
2322,"NOR",200.00
2322,"TOP",500.00
2323,"TOP",216600.00
2324,"LIC",100.00
2324,"NOR",200.00
2324,"TOP",200.00
2325,"TOP",417200.00
2326,"ANI",300.00
2326,"LIC",300.00
2326,"NOR",300.00
2326,"TOP",300.00
2327,"TOP",464900.00
2328,"TOP",158500.00
2329,"TOP",841800.00
2330,"TOP",756700.00
2331,"TOP",40300.00
2332,"TOP",436400.00
2333,"ANT",249.00
2333,"GRV",1758.00
2333,"KCV",86.00
2333,"KCX",27.00
2333,"SRX",7183.00
2333,"TOP",90438.00
2334,"ANT",416.00
2334,"GRV",4484.00
2334,"KCV",59.00
2334,"SRX",5475.00
2334,"TOP",102135.00
2335,"ANT",22.00
2335,"GRV",1532.00
2335,"KCV",16.00
2335,"SRX",6563.00
2335,"TOP",163655.00
2336,"ANT",24.00
2336,"GRV",1123.00
2336,"KCV",2.00
2336,"SRX",4906.00
2336,"TOP",68974.00
2338,"SQS",28050.00
2339,"ANI",8211.00
2339,"CEP",2.00
2339,"JEL",34.00
2339,"LIC",1100.00
2339,"MZZ",6.00
2339,"NOS",17.00
2339,"SRX",531.00
2339,"TOP",529.00
2340,"ANI",3215.00
2340,"LIC",160.00
2340,"TOP",77.00
2341,"TOP",128.00
2342,"KRI",247.00
2342,"KRX",2.00
2342,"MZZ",28.00
2342,"SPX",1150.00
2343,"JEL",35.00
2343,"KRI",5436.00
2343,"LAC",2.00
2343,"LXX",2.00
2343,"SPX",5589.00
2343,"SQU",5.00
2344,"KRI",1060000.00
2345,"KRI",1016000.00
2346,"KRI",1500000.00
2347,"KRI",2908000.00
2348,"KRI",8020000.00
2349,"KRI",5895000.00
2350,"KRI",6963000.00
2351,"KRI",10303000.00
2352,"KRI",1775000.00
2353,"KRI",12211000.00
2354,"TOP",48000.00
2355,"TOP",231000.00
2356,"TOP",294000.00
2357,"TOP",191000.00
2358,"TOP",183000.00
2359,"TOP",50000.00
2360,"TOP",899379.00
2361,"TOP",60978.00
2362,"TOP",323441.00
2363,"SRX",1080.00
2363,"TOP",475458.00
2364,"TOP",767754.00
2365,"ANI",3804.00
2365,"LIC",180.00
2365,"NOS",5.00
2365,"SRX",10.00
2365,"TOP",21.00
2366,"ANI",10120.00
2366,"LIC",1760.00
2366,"NOS",40.00
2366,"SRX",50.00
2366,"TOP",300.00
2367,"ANI",620.00
2367,"LIC",220.00
2367,"NOS",2900.00
2367,"TOP",599.00
2368,"ANI",17129.00
2368,"LIC",2480.00
2368,"NOS",40.00
2368,"TOP",986.00
2369,"ANI",34037.00
2369,"LIC",300.00
2370,"ANT",30.00
2370,"GRV",3138.00
2370,"ICX",25.00
2370,"KCX",4.00
2370,"MRL",27.00
2370,"NOX",12.00
2370,"SRX",2446.00
2370,"TOA",4858.00
2370,"TOP",164.00
2371,"ANT",131.00
2371,"GRV",6345.00
2371,"ICX",62.00
2371,"KCU",1.00
2371,"KCX",1.00
2371,"MRL",246.00
2371,"NOX",119.00
2371,"PRG",2.00
2371,"SRX",2358.00
2371,"TOA",36144.00
2371,"TOP",352.00
2372,"GRV",1000.00
2372,"SRX",1000.00
2372,"TOP",2000.00
2373,"GRV",10000.00
2373,"SRX",1000.00
2373,"TOP",76000.00
2374,"GRV",2000.00
2374,"SRX",1000.00
2374,"TOP",10000.00
2375,"GRV",12000.00
2375,"SRX",12000.00
2375,"TOP",121000.00
2376,"SRX",2000.00
2376,"TOP",837000.00
2377,"TOP",670000.00
2378,"TOP",468000.00
2379,"TOP",255000.00
2380,"TOP",254000.00
2381,"LIC",1000.00
2381,"TOP",358000.00
2382,"SRX",1000.00
2382,"TOP",85000.00
2383,"SRX",2000.00
2383,"TOP",545000.00
2384,"SRX",1000.00
2384,"TOP",151000.00
2385,"ANT",785.00
2385,"GRV",4760.00
2385,"KCX",1.00
2385,"MZZ",22.00
2385,"SRX",491.00
2385,"TOP",117642.00
2386,"ANT",335.00
2386,"GRV",6812.00
2386,"KCX",41.00
2386,"SRX",229.00
2386,"TOP",135875.00
2387,"ANT",145.00
2387,"GRV",4519.00
2387,"KCX",6.00
2387,"SRX",119.00
2387,"TOP",97256.00
2388,"GRV",203.00
2388,"TOP",36313.00
2389,"TOP",1341.00
2390,"TOP",19964.00
2391,"ANT",60.00
2391,"GRV",1393.00
2391,"KCX",17.00
2391,"SRX",4.00
2391,"TOP",81964.00
2392,"ANT",677.00
2392,"GRV",3766.00
2392,"KCX",3.00
2392,"SRX",320.00
2392,"TOP",85956.00
2392,"UNK",3.00
2393,"GRV",115.00
2393,"TOP",1841.00
2394,"GRV",550.00
2394,"TOP",24140.00
2395,"GRV",966.00
2395,"TOP",38030.00
2396,"TOP",5432.00
2397,"GRV",279.00
2397,"TOP",17654.00
2398,"GRV",2693.00
2398,"KCM",14.00
2398,"KCX",31.00
2398,"MZZ",213.00
2398,"NOX",6.00
2398,"SRX",1247.00
2398,"TOP",91328.00
2399,"ANT",2.00
2399,"GRV",3580.00
2399,"KCM",63.00
2399,"KCX",64.00
2399,"NOX",453.00
2399,"SRX",1106.00
2399,"TOP",271481.00
2400,"ANT",603.00
2400,"GRV",6324.00
2400,"KCM",158.00
2400,"NOX",40.00
2400,"SRX",4704.00
2400,"TOP",123728.00
2401,"KRI",11000.00
2402,"KRI",28000.00
2403,"KRI",35000.00
2404,"KRI",827000.00
2405,"KRI",2443000.00
2406,"KRI",2793000.00
2407,"KRI",2823000.00
2408,"KRI",2620000.00
2409,"KRI",93000.00
2410,"KRI",24000.00
2411,"KRI",277000.00
2412,"KRI",119000.00
2413,"KRI",159000.00
2414,"KRI",579000.00
2415,"TOP",76339.00
2423,"TOP",30133.00
2424,"TOP",141675.00
2425,"GRV",283.00
2425,"SRX",70.00
2425,"TOP",90358.00
2426,"ANT",30.00
2426,"GRV",1390.00
2426,"KCV",5.00
2426,"SRX",2180.00
2426,"TOP",115161.00
2427,"ANT",110.00
2427,"GRV",1119.00
2427,"KCV",11.00
2427,"SRX",2986.00
2427,"TOP",55104.00
2428,"SQS",53025.00
