ISSCAAP,TAXOCODE,speciesIDpresent,3A_CODE,Scientific_name,English_name
41,2010100121,21,DNR,Daphnia retrocurva,
41,2010100122,22,DND,Daphnia deserti,
41,2010100123,23,DNV,Daphnia parvula,
41,2010100124,24,DNW,Daphnia catawba,
41,2010100125,25,DNU,Daphnia dubia,
41,2010100126,26,DNM,Daphnia magna,
41,2010100127,27,DNX,Daphnia pulex,
41,2010100128,28,DNO,Daphnia longispina,
41,2010100129,29,DNG,Daphnia galeata,
41,20101XXXXX,XX,DNF,Daphniidae,Water fleas
47,2020200101,1,AMS,Artemia salina,Brine shrimp
47,2020200102,2,FRJ,Artemia franciscana,
47,2020200103,3,AJE,Artemia persimilis,
47,2020200104,4,AJU,Artemia urmiana,
47,2020200105,5,AJJ,Artemia sinica,
47,2020200106,6,AJT,Artemia tunisiana,
47,20202001XX,XX,AJM,Artemia spp,Brine shrimps nei
47,20202XXXXX,XX,AJI,Artemiidae,
47,2090100101,1,JCM,Calanus finmarchicus,
47,209XXXXXXX,XX,JPP,Copepoda,Copepods
47,2130100101,1,BIV,Smilium zancleanum,Acorn barnacle
47,21301XXXXX,XX,SDK,Scalpellidae,Scalpellidae barnacles nei
47,2130200701,1,ESF,Lepas anatifera,Goose barnacle
47,2130200702,2,LEQ,Lepas pectinata,
47,21302007XX,XX,GOO,Lepas spp,Goose barnacles nei
47,21302XXXXX,XX,LKD,Lepadidae,Lepadidae barnacles nei
47,2130301201,1,MBZ,Austromegabalanus psittacus,Giant barnacle
47,2130301503,3,MBW,Megabalanus tintinnabulum,
47,21304XXXXX,XX,BWY,Bathylasmatidae,
47,2130500101,1,PCB,Pollicipes pollicipes,Barnacle
47,2130500102,2,ZPE,Pollicipes elegans,Pacific goose barnacle
47,2130500103,3,ZPP,Pollicipes polymerus,Leaf barnacle
47,222XXXXXXX,XX,TVN,Tanaidacea,Tanaidaceans
47,2230100101,1,AJY,Aega monophthalma,Fish biter
47,22302001XX,XX,AJX,Acutiserolis spp,Spiny serolid isopod
47,2230200201,1,RYQ,Serolis gracilis,
47,2230300101,1,AZD,Antarcturus oryx,
47,2230400101,1,AZJ,Arcturides cornutus,
47,2230500101,1,EHY,Euneognathia gigas,
47,223XXXXXXX,XX,ISH,Isopoda,"Isopods, pillbugs, sowbugs"
47,2240100101,1,EQZ,Eurythenes gryllus,
47,2240200101,1,UAQ,Themisto gaudichaudii,
47,224XXXXXXX,XX,AQM,Amphipoda,Amphipods
47,2250100101,1,QLE,Squilla empusa,Rough mantis shrimp
47,2250100102,2,MTS,Squilla mantis,Spottail mantis squillid
47,2250100103,3,QLA,Squilla aculeata,Kicking mantis shrimp
47,2250100104,4,QLB,Squilla biformis,Sorcerer mantis shrimp
47,2250100105,5,QLM,Squilla mantoidea,Catalina mantis
47,2250100106,6,QLW,Squilla bigelowi,Bigelow mantis shrimp
47,2250100107,7,QLP,Squilla panamensis,Panama mantis shrimp
47,2250100108,8,QLV,Squilla parva,Small mantis shrimp
47,2250100109,9,QLC,Squilla cadenati,Angolan mantis srimp
47,2250100202,2,OQO,Oratosquilla oratoria,Japanese squillid mantis shrim
47,2250100301,1,OIR,Cloridopsis scorpio,Spotted squillid mantis shrimp
47,2250100302,2,OII,Cloridopsis dubia,Mud mantis
47,2250100401,1,EQW,Erugosquilla woodmasoni,Smooth squillid mantis shrimp
47,2250100402,2,OQM,Erugosquilla massavensis,Red sea mantis shrimp
47,2250100501,1,MJN,Miyakea nepa,Smalleyed squillid mantis shri
47,2250100601,1,OQG,Oratosquillina gravieri,Vietnamese squillid mantis shr
47,2250100602,2,OQQ,Oratosquillina quinquedentata,Fivespined squillid mantis shr
47,2250100603,3,OQE,Oratosquillina perpensa,Common squillid mantis shrimp
47,2250100604,4,OQS,Oratosquillina solicitans,Variable squillid mantis shrim
47,22501XXXXX,XX,SQY,Squillidae,Squillids nei
47,2250200101,1,ODY,Odontodactylus scyllarus,Reef odontoactylid mantis shri
47,2250200201,1,RIK,Raoulius cultrifer,Pastel odontodactylid mantis s
47,2250300101,1,LYQ,Lysiosquilla desaussurei,Queen lizard mantis
47,2250300102,2,LQP,Lysiosquilla panamica,Striped mantis
47,2250300103,3,LQH,Lysiosquilla hoevenii,Lizard mantis
47,2250300104,4,LQS,Lysiosquilla scabricauda,Smooth mantis shrimp
47,2250300201,1,LQM,Lysiosquillina maculata,Common banded mantis shrimp
47,2250400101,1,HQH,Harpiosquilla harpax,Robber harpiosquillid mantis s
47,2250400102,2,HQR,Harpiosquilla raphidea,Giant harpiosquillid mantis sh
47,2250500101,1,HQE,Hemisquilla ensigera,Keeled witch mantis
47,2250600101,1,PQS,Parasquilla similis,Three spined mantis
47,225XXXXXXX,XX,SVX,Stomatopoda,Stomatopods nei
46,2260100101,1,NMK,Nematoscelis gracilis,
46,2260100102,2,NMM,Nematoscelis megalops,
46,2260100201,1,NMX,Nyctiphanes simplex,
46,2260100202,2,NYP,Nyctiphanes capensis,
46,2260100203,3,NYU,Nyctiphanes australis,
46,2260100501,1,KRI,Euphausia superba,Antarctic krill
46,2260100502,2,KRC,Euphausia crystallorophias,Ice krill
46,2260100503,3,KRF,Euphausia frigida,Pygmy krill
46,2260100504,4,KRT,Euphausia triacantha,Spiny krill
46,2260100505,5,KRV,Euphausia vallentini,Northern krill
46,2260100506,6,UFN,Euphausia nana,
46,2260100507,7,UFP,Euphausia pacifica,Isada krill
46,2260100508,8,UFL,Euphausia lucens,
46,2260100509,9,UFE,Euphausia eximia,
46,2260100510,10,UFD,Euphausia distinguenda,
46,2260100511,11,UFR,Euphausia tenera,
46,2260100512,12,UFI,Euphausia diomedeae,
46,2260100513,13,UFS,Euphausia similis,
46,2260100514,14,UFM,Euphausia lamelligera,
46,2260100515,15,UFK,Euphausia americana,
46,2260100516,16,UFG,Euphausia gibboides,
46,2260100517,17,UFH,Euphausia hanseni,
46,22601005XX,XX,KRX,Euphausia spp,Antarctic krill nei
46,2260100601,1,KRM,Thysanoessa macrura,Bigeye krill
46,2260100602,2,YNI,Thysanoessa raschii,
46,2260100603,3,YEN,Thysanoessa inermis,
46,2260100604,4,YAV,Thysanoessa vicina,
46,2260100605,5,YAP,Thysanoessa spinifera,
46,2260100606,6,YAN,Thysanoessa longipes,
46,2260100607,7,YAE,Thysanoessa gregaria,
46,2260100608,8,YAI,Thysanoessa longicaudata,
46,2260101101,1,NKR,Meganyctiphanes norvegica,Norwegian krill
45,2280100101,1,ABS,Penaeus aztecus,Northern brown shrimp
45,2280100103,3,PBA,Penaeus merguiensis,Banana prawn
45,2280100104,4,YPS,Penaeus californiensis,Yellowleg shrimp
45,2280100105,5,APS,Penaeus duorarum,Northern pink shrimp
45,2280100108,8,PNT,Penaeus schmitti,Southern white shrimp
45,2280100109,9,KUP,Penaeus japonicus,Kuruma prawn
45,2280100110,10,PNS,Penaeus stylirostris,Blue shrimp
45,2280100111,11,PNV,Penaeus vannamei,Whiteleg shrimp
45,2280100112,12,GIT,Penaeus monodon,Giant tiger prawn
45,2280100113,13,PNP,Penaeus plebejus,Eastern king prawn
45,2280100116,16,FLP,Penaeus chinensis,Fleshy prawn
45,2280100117,17,TGS,Penaeus kerathurus,Caramote prawn
45,2280100118,18,PNJ,Penaeus marginatus,Aloha prawn
45,2280100119,19,PNB,Penaeus brasiliensis,Redspotted shrimp
45,2280100120,20,TIP,Penaeus semisulcatus,Green tiger prawn
45,2280100121,21,PRB,Penaeus esculentus,Brown tiger prawn
45,2280100122,22,PST,Penaeus setiferus,Northern white shrimp
45,2280100123,23,CSP,Penaeus brevirostris,Crystal shrimp
45,2280100125,25,PNI,Penaeus indicus,Indian white prawn
45,2280100128,28,WKP,Penaeus latisulcatus,Western king prawn
45,2280100129,29,WWP,Penaeus occidentalis,Western white shrimp
45,2280100130,30,REP,Penaeus penicillatus,Redtail prawn
45,2280100131,31,SOP,Penaeus notialis,Southern pink shrimp
45,2280100132,32,PPS,Penaeus paulensis,Sao Paulo shrimp
45,2280100133,33,PNU,Penaeus subtilis,Southern brown shrimp
45,2280100140,40,EKU,Penaeus canaliculatus,Witch prawn
45,2280100141,41,ELY,Penaeus longistylus,Red-spot king prawn
45,2280100142,42,ESS,Penaeus silasi,False white prawn
45,22801001XX,XX,PEN,Penaeus spp,Penaeus shrimps nei
45,2280100201,1,MPF,Macropetasma africana,Swimming shrimp
45,2280100301,1,RRJ,Protrachypene precipua,Titi shrimp
45,2280101601,1,MPN,Metapenaeus monoceros,Speckled shrimp
45,2280101602,2,MTJ,Metapenaeus affinis,Jinga shrimp
45,2280101603,3,MPB,Metapenaeus brevicornis,Yellow shrimp
45,2280101604,4,MPM,Metapenaeus macleayi,Eastern school shrimp
45,2280101605,5,MNG,Metapenaeus stebbingi,Peregrine shrimp
45,2280101606,6,ENS,Metapenaeus endeavouri,Endeavour shrimp
45,2280101607,7,SHI,Metapenaeus joyneri,Shiba shrimp
45,2280101608,8,MPD,Metapenaeus dobsoni,Kadal shrimp
45,2280101609,9,MPE,Metapenaeus ensis,Greasyback shrimp
45,2280101610,10,MEK,Metapenaeus alcocki,Fire shrimp
45,2280101611,11,MBB,Metapenaeus bennettae,Greentail shrimp
45,2280101612,12,MSQ,Metapenaeus conjunctus,Wood shrimp
45,2280101613,13,MTD,Metapenaeus dalli,Western school shrimp
45,2280101614,14,MSY,Metapenaeus demani,Demons prawn
45,2280101615,15,MQE,Metapenaeus eboracensis,York shrimp
45,2280101616,16,MTG,Metapenaeus elegans,Fine shrimp
45,2280101618,18,MJS,Metapenaeus insolitus,Emerald shrimp
45,2280101619,19,MJE,Metapenaeus intermedius,Middle shrimp
45,2280101620,20,MJK,Metapenaeus kutchensis,Ginger shrimp
45,2280101621,21,MJY,Metapenaeus lysianassa,Bird shrimp
45,2280101622,22,MMQ,Metapenaeus moyebi,Moyebi shrimp
45,2280101623,23,MTQ,Metapenaeus papuensis,Papua shrimp
45,2280101624,24,MQT,Metapenaeus tenuipes,Stork shrimp
45,2280101625,25,MAQ,Metapenaeus anchistus,Spiny greasyback shrimp
45,2280101626,26,MSW,Metapenaeus suluensis,Sulu shrimp
45,22801016XX,XX,MET,Metapenaeus spp,Metapenaeus shrimps nei
45,2280101701,1,DPS,Parapenaeus longirostris,Deep-water rose shrimp
45,2280101702,2,NRA,Parapenaeus australiensis,Australian rose shrimp
45,2280101703,3,NRF,Parapenaeus fissurus,Neptune rose shrimp
45,2280101704,4,NRI,Parapenaeus investigatoris,Explorer rose shrimp
45,2280101705,5,NRK,Parapenaeus lanceolatus,Lancer rose shrimp
45,2280101706,6,NRG,Parapenaeus longipes,Flamingo shrimp
45,2280101707,7,NRR,Parapenaeus sextuberculatus,Domino shrimp
45,2280101708,8,NRP,Parapenaeus politus,Rose shrimp
45,22801017XX,XX,NRY,Parapenaeus spp,Parapenaeus shrimps nei
45,2280101901,1,NAY,Parapenaeopsis stylifera,Kiddi shrimp
45,2280101902,2,GUS,Parapenaeopsis atlantica,Guinea shrimp
45,2280101903,3,NAK,Parapenaeopsis acclivirostris,Hawknose shrimp
45,2280101904,4,NRJ,Parapenaeopsis arafurica,Arafura shrimp
45,2280101905,5,NPN,Parapenaeopsis cornuta,Coral shrimp
45,2280101906,6,NPI,Parapenaeopsis coromandelica,Coromandel shrimp
45,2280101907,7,NAW,Parapenaeopsis hardwickii,Spear shrimp
45,2280101908,8,NAH,Parapenaeopsis hungerfordi,Dog shrimp
45,2280101909,9,NAX,Parapenaeopsis maxillipedo,Torpedo shrimp
45,2280101910,10,NIN,Parapenaeopsis nana,Dwarf shrimp
45,2280101911,11,NPB,Parapenaeopsis probata,Parole shrimp
45,2280101912,12,NAP,Parapenaeopsis sculptilis,Rainbow shrimp
45,2280101913,13,NIT,Parapenaeopsis tenella,Smoothshell shrimp
45,2280101914,14,NIU,Parapenaeopsis uncta,Uncta shrimp
45,2280101915,15,NIV,Parapenaeopsis venusta,Adonis shrimp
45,2280101916,16,NIG,Parapenaeopsis gracillima,Thin shrimp
45,2280101917,17,NIB,Parapenaeopsis balli,Bally shrimp
45,22801019XX,XX,NPP,Parapenaeopsis spp,Parapenaeopsis shrimps nei
45,2280102201,1,BOB,Xiphopenaeus kroyeri,Atlantic seabob
45,2280102202,2,TIT,Xiphopenaeus riveti,Pacific seabob
45,22801022XX,XX,XFS,Xiphopenaeus spp,Xiphopenaeus shrimps nei
45,2280104301,1,TYK,Trachypenaeus anchoralis,Hardback shrimp
45,2280104302,2,TRV,Trachypenaeus curvirostris,Southern rough shrimp
45,2280104303,3,TBY,Trachypenaeus byrdi,Carabali shrimp
45,2280104304,4,TKN,Trachypenaeus constrictus,Roughneck shrimp
45,2280104305,5,TFO,Trachypenaeus faoe,Indio shrimp
45,2280104306,6,TFV,Trachypenaeus fulvus,Brown rough shrimp
45,2280104307,7,TFJ,Trachypenaeus fuscina,Pinto shrimp
45,2280104308,8,TCQ,Trachypenaeus gonospinifer,Northern rough shrimp
45,2280104309,9,TPQ,Trachypenaeus granulosus,Coarse shrimp
45,2280104310,10,TKJ,Trachypenaeus pacificus,Zebra shrimp
45,2280104311,11,TDZ,Trachypenaeus sedili,Malayan rough shrimp
45,2280104312,12,TMY,Trachypenaeus similis,Yellow roughneck shrimp
45,2280104314,14,TLJ,Trachypenaeus longipes,Longlegged rough shrimp
45,2280104315,15,TVZ,Trachypenaeus villaluzi,Philippines rough shrimp
45,2280104316,16,TVU,Trachypenaeus brevisuturae,Smooth shrimp
45,22801043XX,XX,YEU,Trachypenaeus spp,Trachypenaeus shrimps nei
45,2280104902,2,PJE,Penaeopsis rectacuta,Needle shrimp
45,2280104903,3,NIS,Penaeopsis serrata,Megalops shrimp
45,2280104904,4,NIA,Penaeopsis balssi,Scythe shrimp
45,2280104905,5,NIE,Penaeopsis eduardoi,Four-spined needle shrimp
45,2280106201,1,MJV,Metapenaeopsis acclivis,Tora velvet shrimp
45,2280106202,2,MMD,Metapenaeopsis andamanensis,Rice velvet shrimp
45,2280106203,3,MJB,Metapenaeopsis barbata,Whiskered velvet shrimp
45,2280106204,4,MJD,Metapenaeopsis borradailei,Reef shrimp
45,2280106205,5,MJI,Metapenaeopsis crassissima,Scout velvet shrimp
45,2280106206,6,MDJ,Metapenaeopsis dalei,Kishi velvet shrimp
45,2280106207,7,MJG,Metapenaeopsis goodei,Caribbean velvet shrimp
45,2280106208,8,MJJ,Metapenaeopsis hilarula,Minstrel shrimp
45,2280106209,9,MEQ,Metapenaeopsis lamellata,Humpback shrimp
45,2280106210,10,MLX,Metapenaeopsis lata,Broad velvet shrimp
45,2280106211,11,NMJ,Metapenaeopsis mogiensis,Mogi velvet shrimp
45,2280106212,12,NMU,Metapenaeopsis novaeguineae,Northern velvet shrimp
45,2280106213,13,NMN,Metapenaeopsis palmensis,Southern velvet shrimp
45,2280106214,14,NMF,Metapenaeopsis philippii,Philip velvet shrimp
45,2280106215,15,NMQ,Metapenaeopsis rosea,Pink velvet shrimp
45,2280106217,17,NMY,Metapenaeopsis stridulans,Fiddler shrimp
45,2280106218,18,MEX,Metapenaeopsis toloensis,Tolo velvet shrimp
45,2280106219,19,MWL,Metapenaeopsis wellsi,Velvet shrimp
45,2280106220,20,MQB,Metapenaeopsis beebei,Beebe's velvet shrimp
45,2280106221,21,MKO,Metapenaeopsis kishinouyei,Insular velvet shrimp
45,2280106222,22,MMX,Metapenaeopsis mineri,Mining shrimp
45,2280106301,1,YEO,Atypopenaeus formosus,Orange shrimp
45,2280106302,2,YET,Atypopenaeus stenodactylus,Periscope shrimp
45,2280106701,1,ASH,Artemesia longinaris,Argentine stiletto shrimp
45,22801XXXXX,XX,PEZ,Penaeidae,Penaeid shrimps nei
45,22801XXXXX027,27,BOS,"Xiphopenaeus, Trachypenaeus spp",Pacific seabobs
45,2280202101,1,SSH,Plesiopenaeus edwardsianus,Scarlet shrimp
45,2280203001,1,ARS,Aristaeomorpha foliacea,Giant red shrimp
45,2280203002,2,AHW,Aristaeomorpha woodmasoni,Indian red shrimp
45,2280203101,1,ARA,Aristeus antennatus,Blue and red shrimp
45,2280203102,2,ARV,Aristeus varidens,Striped red shrimp
45,2280203103,3,AJA,Aristeus alcocki,Arabian red shrimp
45,2280203104,4,AJN,Aristeus semidentatus,Smooth red shrimp
45,2280203105,5,AVD,Aristeus virilis,Stout red shrimp
45,2280203106,6,ANJ,Aristeus antillensis,Purplehead gamba prawn
45,22802031XX,XX,AXR,Aristeus spp,Aristeus shrimps nei
45,22802XXXXX,XX,ARI,Aristeidae,Aristeid shrimps nei
45,2280400101,1,HLQ,Chlorotocus crassicornis,Green shrimp
45,2280400201,1,PYX,Pandalus hypsinotus,Coonstripe shrimp
45,2280400202,2,PWY,Pandalus platyceros,Spot shrimp
45,2280400203,3,PRA,Pandalus borealis,Northern prawn
45,2280400204,4,PJK,Pandalus jordani,Ocean shrimp
45,2280400205,5,AES,Pandalus montagui,Aesop shrimp
45,2280400206,6,DUD,Pandalus danae,Dock shrimp
45,2280400207,7,DUJ,Pandalus goniurus,Humpy shrimp
45,2280400208,8,DUK,Pandalus kessleri,Hokkai shrimp
45,2280400209,9,DLN,Pandalus nipponensis,Botan shrimp
45,2280400210,10,DLS,Pandalus amplus,Deep-water bigeye shrimp
45,22804002XX,XX,PAN,Pandalus spp,Pandalus shrimps nei
45,2280400301,1,HKV,Heterocarpoides levicarina,Dorodotes shrimp
45,2280400501,1,CHS,Heterocarpus reedi,Chilean nylon shrimp
45,2280400502,2,HKI,Heterocarpus dorsalis,Madagascar nylon shrimp
45,2280400503,3,HKF,Heterocarpus ensifer,Armed nylon shrimp
45,2280400504,4,HKJ,Heterocarpus gibbosus,Humpback nylon shrimp
45,2280400505,5,HKT,Heterocarpus laevigatus,Smooth nylon shrimp
45,2280400506,6,HPQ,Heterocarpus sibogae,Mino nylon shrimp
45,2280400507,7,HTQ,Heterocarpus tricarinatus,Scarred nylon shrimp
45,2280400508,8,HUV,Heterocarpus vicarius,Northern nylon shrimp
45,2280400509,9,HPW,Heterocarpus woodmasoni,Indian nylon shrimp
45,2280400510,10,HKY,Heterocarpus hayashii,Japanese nylon shrimp
45,2280400511,11,HQV,Heterocarpus parvispina,Short-spined nylon shrimp
45,2280400512,12,HQF,Heterocarpus affinis,Three-spined nylon shrimp
45,2280400513,13,HQO,Heterocarpus hostilis,Panama nylon shrimp
45,2280400514,14,HVQ,Heterocarpus grimaldii,
45,2280403201,1,LKT,Plesionika martia,Golden shrimp
45,2280403202,2,LKW,Plesionika edwardsii,Striped soldier shrimp
45,2280403203,3,LKC,Plesionika acanthonotus,Lesser striped shrimp
45,2280403204,4,LKL,Plesionika alcocki,Gondwana striped shrimp
45,2280403205,5,LKN,Plesionika antigai,Catalonian striped shrimp
45,2280403206,6,LKS,Plesionika ensis,Striped gladiator shrimp
45,2280403207,7,LKJ,Plesionika gigliolii,Italian deep-sea shrimp
45,2280403208,8,LKO,Plesionika heterocarpus,Arrow shrimp
45,2280403209,9,EKW,Plesionika williamsi,Guinea striped shrimp
45,2280403210,10,EKB,Plesionika beebei,Scarlet longbeak shrimp
45,2280403211,11,EKO,Plesionika carinirostris,Giant longbeak shrimp
45,2280403212,12,EKX,Plesionika mexicana,Mexican longbeak shrimp
45,2280403213,13,EKT,Plesionika trispinus,Colombian longbeak shrimp
45,22804032XX,XX,XKX,Plesionika spp,Plesionika shrimps nei
45,2280403701,1,NDD,Pandalopsis dispar,Sidestripe shrimp
45,2280403702,2,NDJ,Pandalopsis japonica,Morotoge shrimp
45,22804037XX,XX,NDP,Pandalopsis spp,Pandalopsis shrimps nei
45,2280404001,1,NTF,Pantomus affinis,Hinged shrimp
45,2280405601,1,DKB,Dichelopandalus bonnieri,Whip shrimp
45,2280409201,1,PVJ,Parapandalus narval,Narwal shrimp
45,2280409202,2,NDS,Parapandalus spinipes,Oriental narwal shrimp
45,22804XXXXX,XX,PDZ,Pandalidae,Pandalid shrimps nei
45,22804XXXXX025,25,PSH,"Pandalus spp, Pandalopsis spp",Pacific shrimps nei
45,2280700901,1,EKR,Acetes erythraeus,Tsivakihini paste shrimp
45,2280700902,2,EKN,Acetes indicus,Jawla paste shrimp
45,2280700903,3,AKS,Acetes japonicus,Akiami paste shrimp
45,2280700904,4,EKE,Acetes serrulatus,Southern mauxia shrimp
45,2280700905,5,EKC,Acetes americanus,Aviu shrimp
45,2280700906,6,EKA,Acetes australis,Australian paste shrimp
45,2280700907,7,ESH,Acetes chinensis,Northern mauxia shrimp
45,2280700908,8,EKI,Acetes intermedius,Taiwan mauxia shrimp
45,2280700909,9,EKS,Acetes sibogae,Alamang shrimp
45,2280700910,10,ESV,Acetes vulgaris,Jembret shrimp
45,2280702501,1,GTN,Sergestes lucens,Sakura shrimp
45,22807XXXXX,XX,SHS,Sergestidae,Sergestid shrimps nei
45,2280800101,1,MVE,Microprosthema semilaeve,Crimson coral shrimp
45,2280800201,1,TPD,Stenopus hispidus,Banded coral shrimp
41,2280900101,1,GBH,Atya gabonensis,Gabon shrimp
41,2280900102,2,YAJ,Atya innocous,Basket shrimp
41,2280900103,3,TYW,Atya pilipes,Koros shrimp
41,2280900104,4,YAC,Atya scabra,Camacuto shrimp
41,2280900105,5,TYV,Atya spinipes,Soldier brush shrimp
41,2280900106,6,YAU,Atya sulcatipes,Ekusa shrimp
41,2280900201,1,YSU,Atyopsis moluccensis,Moluccas brush shrimp
41,2280901201,1,RKV,Caridina laevis,Smooth caridina
41,2280901202,2,RKP,Caridina propinqua,Bengal caridina
41,2280901203,3,CID,Caridina denticulata,Sawtooth caridina
41,2280901204,4,RKI,Caridina africana,African caridina
41,2280901205,5,RKE,Caridina edulis,Malagasy caridina
41,2280901206,6,RKR,Caridina gracilirostris,Needlenose caridina
41,2280901207,7,RKN,Caridina nilotica,Common caridina
41,2280901208,8,RKK,Caridina tonkinensis,Tonkin caridina
41,2280901209,9,RKW,Caridina weberi,Pugnose caridina
41,22809012XX,XX,CZX,Caridina spp,Caridina shrimps nei
41,2280903401,1,YKO,Paratya compressa,Nuka shrimp
45,2281000101,1,FYU,Acanthephyra curtirostris,Peaked shrimp
45,2281000102,2,FQQ,Acanthephyra eximia,
45,22810001XX,XX,FBX,Acanthephyra spp,Subantarctic ruby prawn nei
45,2281000201,1,YMF,Hymenodora frontalis,Pacific ambereye
45,2281000301,1,NJP,Notostomus japonicus,Japanese spinyridge
45,2281000401,1,YSJ,Systellaspis braueri,Quayle spinytail
45,22810005XX,XX,QAX,Oplophorus spp,
41,2281200101,1,XPA,Exopalaemon annandalei,Cipango prawn
41,2281200102,2,EXC,Exopalaemon carinicauda,Ridgetail prawn
41,2281200103,3,EXN,Exopalaemon mani,Mamtom prawn
41,2281200104,4,EXO,Exopalaemon modestus,Siberian prawn
41,2281200105,5,EXT,Exopalaemon orientalis,Oriental prawn
41,2281200106,6,EXY,Exopalaemon styliferus,Roshna prawn
41,2281200107,7,EXU,Exopalaemon vietnamicus,Vietnamese crest prawn
41,2281200201,1,UFU,Leptocarpus fluminicola,Ganges delta prawn
41,2281200202,2,UPO,Leptocarpus potamiscus,Bombay prawn
45,2281200301,1,NLH,Nematopalaemon hastatus,West African estuarine prawn
45,2281200302,2,NLC,Nematopalaemon schmitti,Whitebelly prawn
45,2281200303,3,NLN,Nematopalaemon tenuipes,Spider prawn
41,2281200701,1,LKK,Palaemonetes kadiakensis,Mississippi grass shrimp
41,2281200702,2,MPQ,Palaemonetes paludosus,Eastern grass shrimp
41,2281200703,3,MSZ,Palaemonetes sinensis,Chinese grass shrimp
41,2281200704,4,TKZ,Palaemonetes tonkinensis,Tonkin grass shrimp
45,2281200705,5,PVR,Palaemonetes varians,Atlantic ditch shrimp
45,2281200706,6,PVV,Palaemonetes vulgaris,Marsh shrimp
41,2281200707,7,LMQ,Palaemonetes antennarius,Pond shrimp
41,2281200708,8,PZY,Palaemonetes zariquieyi,Ebro shrimp
45,2281200709,9,LKI,Palaemonetes schmitti,Lagoon shrimp
41,2281200801,1,LNQ,Leandrites indicus,Indian small prawn
45,2281201801,1,PAA,Palaemon adspersus,Baltic prawn
45,2281201802,2,MOZ,Palaemon concinnus,Mangrove prawn
45,2281201803,3,PNQ,Palaemon elegans,Rockpool prawn
45,2281201804,4,PVK,Palaemon gravieri,Chinese ditch prawn
41,2281201805,5,PMW,Palaemon paucidens,Lake prawn
45,2281201806,6,PIQ,Palaemon longirostris,Delta prawn
45,2281201807,7,PMZ,Palaemon macrodactylus,Migrant prawn
45,2281201808,8,MMV,Palaemon maculatus,Zaire prawn
45,2281201809,9,ONQ,Palaemon northropi,Caribbean bait prawn
45,2281201810,10,CPR,Palaemon serratus,Common prawn
45,2281201811,11,OOJ,Palaemon ortmanni,Gladiator prawn
45,2281201812,12,OUI,Palaemon pacificus,Indian bait prawn
45,2281201813,13,OAP,Palaemon pandaliformis,Potitinga prawn
45,2281201814,14,OSK,Palaemon serrifer,Carpenter prawn
45,2281201815,15,OXH,Palaemon xiphias,Posidonia prawn
45,2281201817,17,LHK,Palaemon hancocki,Tropical river prawn
45,2281201818,18,LMW,Palaemon ritteri,Barred grass shrimp
45,2281201819,19,LHY,Palaemon hiltoni,Hilton shrimp
45,22812018XX,XX,QPX,Palaemon spp,Palaemon shrimps nei
41,2281202302,2,MBK,Macrobrachium carcinus,Painted river prawn
41,2281202304,4,MNX,Macrobrachium nipponense,Oriental river prawn
41,2281202305,5,MMZ,Macrobrachium mirabile,Shortleg river prawn
41,2281202306,6,MKK,Macrobrachium lanchesteri,Riceland prawn
41,2281202307,7,PRF,Macrobrachium rosenbergii,Giant river prawn
41,2281202308,8,MBA,Macrobrachium amazonicum,Amazonian river prawn
41,2281202309,9,MBM,Macrobrachium malcolmsonii,Monsoon river prawn
41,2281202310,10,HUK,Macrobrachium acanthurus,Cinnamon river prawn
41,2281202311,11,HJE,Macrobrachium aemulum,Noumea river prawn
41,2281202313,13,HJM,Macrobrachium americanum,Cauque river prawn
41,2281202314,14,HJT,Macrobrachium australe,Koua river prawn
41,2281202315,15,HJI,Macrobrachium birmanicum,Birma river prawn
41,2281202316,16,HJL,Macrobrachium caledonicum,New Caledonia river prawn
41,2281202317,17,HJR,Macrobrachium choprai,Ganges river prawn
41,2281202318,18,HJY,Macrobrachium dayanum,Kaira river prawn
41,2281202319,19,HDX,Macrobrachium dux,Congo river prawn
41,2281202320,20,HQU,Macrobrachium equidens,Rough river prawn
41,2281202321,21,HJN,Macrobrachium esculentum,Sweet river prawn
41,2281202322,22,HFO,Macrobrachium formosense,Crane river prawn
41,2281202323,23,HJG,Macrobrachium geron,Greybeard river prawn
41,2281202324,24,HGJ,Macrobrachium grandimanus,Hawaii river prawn
41,2281202325,25,HHQ,Macrobrachium heterochirus,Cascade river prawn
41,2281202326,26,HJJ,Macrobrachium idae,Orana river prawn
41,2281202327,27,HDK,Macrobrachium idella,Slender river prawn
41,2281202328,28,BKI,Macrobrachium intermedium,Striped river prawn
41,2281202329,29,BKA,Macrobrachium jaroense,Jaro river prawn
41,2281202330,30,BKV,Macrobrachium javanicum,Java river prawn
41,2281202331,31,BKK,Macrobrachium jelskii,Agar river prawn
41,2281202332,32,BKL,Macrobrachium lamarrei,Kuncho river prawn
41,2281202333,33,BKN,Macrobrachium lanceifrons,Philippine river prawn
41,2281202334,34,BKR,Macrobrachium lar,Monkey river prawn
41,2281202335,35,BKT,Macrobrachium latidactylus,Scissor river prawn
41,2281202336,36,BKS,Macrobrachium latimanus,Mountain river prawn
41,2281202337,37,BKE,Macrobrachium lepidactyloides,Malayam scale prawn
41,2281202338,38,BKY,Macrobrachium lepidactylus,Madagascar scale prawn
41,2281202339,39,BKB,Macrobrachium macrobrachion,Brackish river prawn
41,2281202340,40,BKD,Macrobrachium mammilodactylus,Knobtooth prawn
