"rgn_nm","rgn_id","country","species","fao","environment","year","yield"
"Brunei",247,"Brunei Darussalam","Blue shrimp","Pacific, Western Central","Brackishwater",2008,390
"Brunei",247,"Brunei Darussalam","Blue shrimp","Pacific, Western Central","Brackishwater",2009,320
"Brunei",247,"Brunei Darussalam","Blue shrimp","Pacific, Western Central","Brackishwater",2010,325
"Brunei",247,"Brunei Darussalam","Blue shrimp","Pacific, Western Central","Brackishwater",2011,320
"Brunei",247,"Brunei Darussalam","Blue shrimp","Pacific, Western Central","Brackishwater",2012,300
"Brunei",247,"Brunei Darussalam","Giant tiger prawn","Pacific, Western Central","Brackishwater",2003,32
"Brunei",247,"Brunei Darussalam","Giant tiger prawn","Pacific, Western Central","Brackishwater",2004,61
"Brunei",247,"Brunei Darussalam","Giant tiger prawn","Pacific, Western Central","Brackishwater",2005,84
"Brunei",247,"Brunei Darussalam","Giant tiger prawn","Pacific, Western Central","Brackishwater",2006,86
"Brunei",247,"Brunei Darussalam","Giant tiger prawn","Pacific, Western Central","Brackishwater",2007,83
"Brunei",247,"Brunei Darussalam","Giant tiger prawn","Pacific, Western Central","Brackishwater",2008,48
"Brunei",247,"Brunei Darussalam","Giant tiger prawn","Pacific, Western Central","Brackishwater",2009,40
"Brunei",247,"Brunei Darussalam","Giant tiger prawn","Pacific, Western Central","Brackishwater",2010,25
"Brunei",247,"Brunei Darussalam","Giant tiger prawn","Pacific, Western Central","Brackishwater",2011,30
"Brunei",247,"Brunei Darussalam","Giant tiger prawn","Pacific, Western Central","Brackishwater",2012,30
"Brunei",247,"Brunei Darussalam","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2004,1
"Brunei",247,"Brunei Darussalam","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2005,0
"Brunei",247,"Brunei Darussalam","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2006,3
"Brunei",247,"Brunei Darussalam","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2007,3
"Brunei",247,"Brunei Darussalam","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2008,0
"Brunei",247,"Brunei Darussalam","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2009,1
"Brunei",247,"Brunei Darussalam","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2010,0
"Brunei",247,"Brunei Darussalam","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2011,5
"Brunei",247,"Brunei Darussalam","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2012,5
"Brunei",247,"Brunei Darussalam","Jacks, crevalles nei","Pacific, Western Central","Brackishwater",2003,8
"Brunei",247,"Brunei Darussalam","Jacks, crevalles nei","Pacific, Western Central","Brackishwater",2004,30
"Brunei",247,"Brunei Darussalam","Jacks, crevalles nei","Pacific, Western Central","Brackishwater",2005,0
"Brunei",247,"Brunei Darussalam","Jacks, crevalles nei","Pacific, Western Central","Brackishwater",2006,0
"Brunei",247,"Brunei Darussalam","Jacks, crevalles nei","Pacific, Western Central","Brackishwater",2007,0
"Brunei",247,"Brunei Darussalam","Jacks, crevalles nei","Pacific, Western Central","Brackishwater",2008,0
"Brunei",247,"Brunei Darussalam","Jacks, crevalles nei","Pacific, Western Central","Brackishwater",2009,0
"Brunei",247,"Brunei Darussalam","Jacks, crevalles nei","Pacific, Western Central","Brackishwater",2010,0
"Brunei",247,"Brunei Darussalam","Jacks, crevalles nei","Pacific, Western Central","Brackishwater",2011,30
"Brunei",247,"Brunei Darussalam","Jacks, crevalles nei","Pacific, Western Central","Brackishwater",2012,25
"Brunei",247,"Brunei Darussalam","Marine fishes nei","Pacific, Western Central","Brackishwater",2003,5
"Brunei",247,"Brunei Darussalam","Marine fishes nei","Pacific, Western Central","Brackishwater",2004,0
"Brunei",247,"Brunei Darussalam","Marine fishes nei","Pacific, Western Central","Brackishwater",2005,0
"Brunei",247,"Brunei Darussalam","Marine fishes nei","Pacific, Western Central","Brackishwater",2006,0
"Brunei",247,"Brunei Darussalam","Marine fishes nei","Pacific, Western Central","Brackishwater",2007,0
"Brunei",247,"Brunei Darussalam","Marine fishes nei","Pacific, Western Central","Brackishwater",2008,0
"Brunei",247,"Brunei Darussalam","Marine fishes nei","Pacific, Western Central","Brackishwater",2009,30
"Brunei",247,"Brunei Darussalam","Marine fishes nei","Pacific, Western Central","Brackishwater",2010,30
"Brunei",247,"Brunei Darussalam","Marine fishes nei","Pacific, Western Central","Brackishwater",2011,50
"Brunei",247,"Brunei Darussalam","Marine fishes nei","Pacific, Western Central","Brackishwater",2012,70
"Brunei",247,"Brunei Darussalam","Orange-spotted grouper","Pacific, Western Central","Brackishwater",2004,5
"Brunei",247,"Brunei Darussalam","Orange-spotted grouper","Pacific, Western Central","Brackishwater",2005,4
"Brunei",247,"Brunei Darussalam","Orange-spotted grouper","Pacific, Western Central","Brackishwater",2006,3
"Brunei",247,"Brunei Darussalam","Orange-spotted grouper","Pacific, Western Central","Brackishwater",2007,2
"Brunei",247,"Brunei Darussalam","Orange-spotted grouper","Pacific, Western Central","Brackishwater",2008,3
"Brunei",247,"Brunei Darussalam","Orange-spotted grouper","Pacific, Western Central","Brackishwater",2009,5
"Brunei",247,"Brunei Darussalam","Orange-spotted grouper","Pacific, Western Central","Brackishwater",2010,5
"Brunei",247,"Brunei Darussalam","Orange-spotted grouper","Pacific, Western Central","Brackishwater",2011,5
"Brunei",247,"Brunei Darussalam","Orange-spotted grouper","Pacific, Western Central","Brackishwater",2012,50
"Brunei",247,"Brunei Darussalam","Snappers nei","Pacific, Western Central","Brackishwater",2003,5
"Brunei",247,"Brunei Darussalam","Snappers nei","Pacific, Western Central","Brackishwater",2004,7
"Brunei",247,"Brunei Darussalam","Snappers nei","Pacific, Western Central","Brackishwater",2005,0
"Brunei",247,"Brunei Darussalam","Snappers nei","Pacific, Western Central","Brackishwater",2006,0
"Brunei",247,"Brunei Darussalam","Snappers nei","Pacific, Western Central","Brackishwater",2007,0
"Brunei",247,"Brunei Darussalam","Snappers nei","Pacific, Western Central","Brackishwater",2008,0
"Brunei",247,"Brunei Darussalam","Snappers nei","Pacific, Western Central","Brackishwater",2009,0
"Brunei",247,"Brunei Darussalam","Snappers nei","Pacific, Western Central","Brackishwater",2010,0
"Brunei",247,"Brunei Darussalam","Snappers nei","Pacific, Western Central","Brackishwater",2011,40
"Brunei",247,"Brunei Darussalam","Snappers nei","Pacific, Western Central","Brackishwater",2012,30
"Bulgaria",71,"Bulgaria","Mediterranean mussel","Mediterranean and Black Sea","Marine",2003,15
"Bulgaria",71,"Bulgaria","Mediterranean mussel","Mediterranean and Black Sea","Marine",2004,118
"Bulgaria",71,"Bulgaria","Mediterranean mussel","Mediterranean and Black Sea","Marine",2005,171
"Bulgaria",71,"Bulgaria","Mediterranean mussel","Mediterranean and Black Sea","Marine",2006,228
"Bulgaria",71,"Bulgaria","Mediterranean mussel","Mediterranean and Black Sea","Marine",2007,288
"Bulgaria",71,"Bulgaria","Mediterranean mussel","Mediterranean and Black Sea","Marine",2008,595
"Bulgaria",71,"Bulgaria","Mediterranean mussel","Mediterranean and Black Sea","Marine",2009,0
"Bulgaria",71,"Bulgaria","Mediterranean mussel","Mediterranean and Black Sea","Marine",2010,0
"Bulgaria",71,"Bulgaria","Mediterranean mussel","Mediterranean and Black Sea","Marine",2011,0
"Bulgaria",71,"Bulgaria","Mediterranean mussel","Mediterranean and Black Sea","Marine",2012,0
"Cambodia",24,"Cambodia","Barramundi(=Giant seaperch)","Pacific, Western Central","Marine",2008,80
"Cambodia",24,"Cambodia","Barramundi(=Giant seaperch)","Pacific, Western Central","Marine",2009,100
"Cambodia",24,"Cambodia","Barramundi(=Giant seaperch)","Pacific, Western Central","Marine",2010,120
"Cambodia",24,"Cambodia","Barramundi(=Giant seaperch)","Pacific, Western Central","Marine",2011,140
"Cambodia",24,"Cambodia","Barramundi(=Giant seaperch)","Pacific, Western Central","Marine",2012,140
"Cambodia",24,"Cambodia","Blood cockle","Pacific, Western Central","Marine",2008,495
"Cambodia",24,"Cambodia","Blood cockle","Pacific, Western Central","Marine",2009,600
"Cambodia",24,"Cambodia","Blood cockle","Pacific, Western Central","Marine",2010,700
"Cambodia",24,"Cambodia","Blood cockle","Pacific, Western Central","Marine",2011,800
"Cambodia",24,"Cambodia","Blood cockle","Pacific, Western Central","Marine",2012,900
"Cambodia",24,"Cambodia","Green mussel","Pacific, Western Central","Marine",2008,800
"Cambodia",24,"Cambodia","Green mussel","Pacific, Western Central","Marine",2009,1000
"Cambodia",24,"Cambodia","Green mussel","Pacific, Western Central","Marine",2010,1000
"Cambodia",24,"Cambodia","Green mussel","Pacific, Western Central","Marine",2011,1200
"Cambodia",24,"Cambodia","Green mussel","Pacific, Western Central","Marine",2012,1400
"Cambodia",24,"Cambodia","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2008,15
"Cambodia",24,"Cambodia","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2009,20
"Cambodia",24,"Cambodia","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2010,20
"Cambodia",24,"Cambodia","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2011,20
"Cambodia",24,"Cambodia","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2012,40
"Cambodia",24,"Cambodia","Marine fishes nei","Pacific, Western Central","Marine",2008,25
"Cambodia",24,"Cambodia","Marine fishes nei","Pacific, Western Central","Marine",2009,40
"Cambodia",24,"Cambodia","Marine fishes nei","Pacific, Western Central","Marine",2010,60
"Cambodia",24,"Cambodia","Marine fishes nei","Pacific, Western Central","Marine",2011,80
"Cambodia",24,"Cambodia","Marine fishes nei","Pacific, Western Central","Marine",2012,90
"Cambodia",24,"Cambodia","Marine molluscs nei","Pacific, Western Central","Brackishwater",2003,524
"Cambodia",24,"Cambodia","Marine molluscs nei","Pacific, Western Central","Brackishwater",2004,700
"Cambodia",24,"Cambodia","Marine molluscs nei","Pacific, Western Central","Brackishwater",2005,890
"Cambodia",24,"Cambodia","Marine molluscs nei","Pacific, Western Central","Brackishwater",2006,1360
"Cambodia",24,"Cambodia","Marine molluscs nei","Pacific, Western Central","Brackishwater",2007,1290
"Cambodia",24,"Cambodia","Marine molluscs nei","Pacific, Western Central","Brackishwater",2008,0
"Cambodia",24,"Cambodia","Marine molluscs nei","Pacific, Western Central","Brackishwater",2009,0
"Cambodia",24,"Cambodia","Marine molluscs nei","Pacific, Western Central","Brackishwater",2010,0
"Cambodia",24,"Cambodia","Marine molluscs nei","Pacific, Western Central","Brackishwater",2011,0
"Cambodia",24,"Cambodia","Marine molluscs nei","Pacific, Western Central","Brackishwater",2012,0
"Cambodia",24,"Cambodia","Orange-spotted grouper","Pacific, Western Central","Marine",2008,80
"Cambodia",24,"Cambodia","Orange-spotted grouper","Pacific, Western Central","Marine",2009,100
"Cambodia",24,"Cambodia","Orange-spotted grouper","Pacific, Western Central","Marine",2010,120
"Cambodia",24,"Cambodia","Orange-spotted grouper","Pacific, Western Central","Marine",2011,140
"Cambodia",24,"Cambodia","Orange-spotted grouper","Pacific, Western Central","Marine",2012,140
"Cambodia",24,"Cambodia","Penaeus shrimps nei","Pacific, Western Central","Brackishwater",2003,90
"Cambodia",24,"Cambodia","Penaeus shrimps nei","Pacific, Western Central","Brackishwater",2004,75
"Cambodia",24,"Cambodia","Penaeus shrimps nei","Pacific, Western Central","Brackishwater",2005,110
"Cambodia",24,"Cambodia","Penaeus shrimps nei","Pacific, Western Central","Brackishwater",2006,40
"Cambodia",24,"Cambodia","Penaeus shrimps nei","Pacific, Western Central","Brackishwater",2007,70
"Cambodia",24,"Cambodia","Penaeus shrimps nei","Pacific, Western Central","Brackishwater",2008,75
"Cambodia",24,"Cambodia","Penaeus shrimps nei","Pacific, Western Central","Brackishwater",2009,75
"Cambodia",24,"Cambodia","Penaeus shrimps nei","Pacific, Western Central","Brackishwater",2010,80
"Cambodia",24,"Cambodia","Penaeus shrimps nei","Pacific, Western Central","Brackishwater",2011,100
"Cambodia",24,"Cambodia","Penaeus shrimps nei","Pacific, Western Central","Brackishwater",2012,120
"Cambodia",24,"Cambodia","Snappers nei","Pacific, Western Central","Marine",2008,80
"Cambodia",24,"Cambodia","Snappers nei","Pacific, Western Central","Marine",2009,100
"Cambodia",24,"Cambodia","Snappers nei","Pacific, Western Central","Marine",2010,120
"Cambodia",24,"Cambodia","Snappers nei","Pacific, Western Central","Marine",2011,140
"Cambodia",24,"Cambodia","Snappers nei","Pacific, Western Central","Marine",2012,140
"Canada",218,"Canada","American cupped oyster","Atlantic, Northwest","Marine",2003,5784
"Canada",218,"Canada","American cupped oyster","Atlantic, Northwest","Marine",2004,5083
"Canada",218,"Canada","American cupped oyster","Atlantic, Northwest","Marine",2005,4946
"Canada",218,"Canada","American cupped oyster","Atlantic, Northwest","Marine",2006,4988
"Canada",218,"Canada","American cupped oyster","Atlantic, Northwest","Marine",2007,3582
"Canada",218,"Canada","American cupped oyster","Atlantic, Northwest","Marine",2008,3335
"Canada",218,"Canada","American cupped oyster","Atlantic, Northwest","Marine",2009,3077
"Canada",218,"Canada","American cupped oyster","Atlantic, Northwest","Marine",2010,3463
"Canada",218,"Canada","American cupped oyster","Atlantic, Northwest","Marine",2011,3380
"Canada",218,"Canada","American cupped oyster","Atlantic, Northwest","Marine",2012,4026
"Canada",218,"Canada","Atlantic bluefin tuna","Atlantic, Northwest","Marine",2003,0
"Canada",218,"Canada","Atlantic bluefin tuna","Atlantic, Northwest","Marine",2004,0
"Canada",218,"Canada","Atlantic bluefin tuna","Atlantic, Northwest","Marine",2005,0
"Canada",218,"Canada","Atlantic bluefin tuna","Atlantic, Northwest","Marine",2006,0
"Canada",218,"Canada","Atlantic bluefin tuna","Atlantic, Northwest","Marine",2007,0
"Canada",218,"Canada","Atlantic bluefin tuna","Atlantic, Northwest","Marine",2008,0
"Canada",218,"Canada","Atlantic bluefin tuna","Atlantic, Northwest","Marine",2009,0
"Canada",218,"Canada","Atlantic bluefin tuna","Atlantic, Northwest","Marine",2010,0
"Canada",218,"Canada","Atlantic bluefin tuna","Atlantic, Northwest","Marine",2011,0
"Canada",218,"Canada","Atlantic bluefin tuna","Atlantic, Northwest","Marine",2012,0
"Canada",218,"Canada","Atlantic cod","Atlantic, Northwest","Marine",2003,0
"Canada",218,"Canada","Atlantic cod","Atlantic, Northwest","Marine",2004,0
"Canada",218,"Canada","Atlantic cod","Atlantic, Northwest","Marine",2005,0
"Canada",218,"Canada","Atlantic cod","Atlantic, Northwest","Marine",2006,0
"Canada",218,"Canada","Atlantic cod","Atlantic, Northwest","Marine",2007,0
"Canada",218,"Canada","Atlantic cod","Atlantic, Northwest","Marine",2008,0
"Canada",218,"Canada","Atlantic cod","Atlantic, Northwest","Marine",2009,0
"Canada",218,"Canada","Atlantic cod","Atlantic, Northwest","Marine",2010,0
"Canada",218,"Canada","Atlantic cod","Atlantic, Northwest","Marine",2011,0
"Canada",218,"Canada","Atlantic cod","Atlantic, Northwest","Marine",2012,0
"Canada",218,"Canada","Atlantic salmon","Atlantic, Northwest","Marine",2003,34550
"Canada",218,"Canada","Atlantic salmon","Atlantic, Northwest","Marine",2004,35000
"Canada",218,"Canada","Atlantic salmon","Atlantic, Northwest","Marine",2005,35000
"Canada",218,"Canada","Atlantic salmon","Atlantic, Northwest","Marine",2006,47880
"Canada",218,"Canada","Atlantic salmon","Atlantic, Northwest","Marine",2007,31511
"Canada",218,"Canada","Atlantic salmon","Atlantic, Northwest","Marine",2008,30810
"Canada",218,"Canada","Atlantic salmon","Atlantic, Northwest","Marine",2009,31550
"Canada",218,"Canada","Atlantic salmon","Atlantic, Northwest","Marine",2010,30585
"Canada",218,"Canada","Atlantic salmon","Atlantic, Northwest","Marine",2011,27184
"Canada",218,"Canada","Atlantic salmon","Atlantic, Northwest","Marine",2012,36120
"Canada",218,"Canada","Atlantic salmon","Pacific, Northeast","Marine",2003,72678
"Canada",218,"Canada","Atlantic salmon","Pacific, Northeast","Marine",2004,61774
"Canada",218,"Canada","Atlantic salmon","Pacific, Northeast","Marine",2005,63370
"Canada",218,"Canada","Atlantic salmon","Pacific, Northeast","Marine",2006,70181
"Canada",218,"Canada","Atlantic salmon","Pacific, Northeast","Marine",2007,70998
"Canada",218,"Canada","Atlantic salmon","Pacific, Northeast","Marine",2008,73260
"Canada",218,"Canada","Atlantic salmon","Pacific, Northeast","Marine",2009,68670
"Canada",218,"Canada","Atlantic salmon","Pacific, Northeast","Marine",2010,70800
"Canada",218,"Canada","Atlantic salmon","Pacific, Northeast","Marine",2011,74880
"Canada",218,"Canada","Atlantic salmon","Pacific, Northeast","Marine",2012,71998
"Canada",218,"Canada","Blue mussel","Atlantic, Northwest","Marine",2003,20510
"Canada",218,"Canada","Blue mussel","Atlantic, Northwest","Marine",2004,22779
"Canada",218,"Canada","Blue mussel","Atlantic, Northwest","Marine",2005,22764
"Canada",218,"Canada","Blue mussel","Atlantic, Northwest","Marine",2006,23624
"Canada",218,"Canada","Blue mussel","Atlantic, Northwest","Marine",2007,23292
"Canada",218,"Canada","Blue mussel","Atlantic, Northwest","Marine",2008,22206
"Canada",218,"Canada","Blue mussel","Atlantic, Northwest","Marine",2009,23612
"Canada",218,"Canada","Blue mussel","Atlantic, Northwest","Marine",2010,24084
"Canada",218,"Canada","Blue mussel","Atlantic, Northwest","Marine",2011,25209
"Canada",218,"Canada","Blue mussel","Atlantic, Northwest","Marine",2012,27887
"Canada",218,"Canada","Blue mussel","Pacific, Northeast","Marine",2003,7
"Canada",218,"Canada","Blue mussel","Pacific, Northeast","Marine",2004,78
"Canada",218,"Canada","Blue mussel","Pacific, Northeast","Marine",2005,78
"Canada",218,"Canada","Blue mussel","Pacific, Northeast","Marine",2006,150
"Canada",218,"Canada","Blue mussel","Pacific, Northeast","Marine",2007,580
"Canada",218,"Canada","Blue mussel","Pacific, Northeast","Marine",2008,300
"Canada",218,"Canada","Blue mussel","Pacific, Northeast","Marine",2009,300
"Canada",218,"Canada","Blue mussel","Pacific, Northeast","Marine",2010,400
"Canada",218,"Canada","Blue mussel","Pacific, Northeast","Marine",2011,300
"Canada",218,"Canada","Blue mussel","Pacific, Northeast","Marine",2012,237
"Canada",218,"Canada","Butter clam","Atlantic, Northwest","Marine",2003,0
"Canada",218,"Canada","Butter clam","Atlantic, Northwest","Marine",2004,0
"Canada",218,"Canada","Butter clam","Atlantic, Northwest","Marine",2005,0
"Canada",218,"Canada","Butter clam","Atlantic, Northwest","Marine",2006,0
"Canada",218,"Canada","Butter clam","Atlantic, Northwest","Marine",2007,211
"Canada",218,"Canada","Butter clam","Atlantic, Northwest","Marine",2008,329
"Canada",218,"Canada","Butter clam","Atlantic, Northwest","Marine",2009,539
"Canada",218,"Canada","Butter clam","Atlantic, Northwest","Marine",2010,438
"Canada",218,"Canada","Butter clam","Atlantic, Northwest","Marine",2011,341
"Canada",218,"Canada","Butter clam","Atlantic, Northwest","Marine",2012,406
"Canada",218,"Canada","Chinook(=Spring=King) salmon","Pacific, Northeast","Marine",2003,15700
"Canada",218,"Canada","Chinook(=Spring=King) salmon","Pacific, Northeast","Marine",2004,0
"Canada",218,"Canada","Chinook(=Spring=King) salmon","Pacific, Northeast","Marine",2005,0
"Canada",218,"Canada","Chinook(=Spring=King) salmon","Pacific, Northeast","Marine",2006,0
"Canada",218,"Canada","Chinook(=Spring=King) salmon","Pacific, Northeast","Marine",2007,0
"Canada",218,"Canada","Chinook(=Spring=King) salmon","Pacific, Northeast","Marine",2008,0
"Canada",218,"Canada","Chinook(=Spring=King) salmon","Pacific, Northeast","Marine",2009,0
"Canada",218,"Canada","Chinook(=Spring=King) salmon","Pacific, Northeast","Marine",2010,0
"Canada",218,"Canada","Chinook(=Spring=King) salmon","Pacific, Northeast","Marine",2011,0
"Canada",218,"Canada","Chinook(=Spring=King) salmon","Pacific, Northeast","Marine",2012,0
"Canada",218,"Canada","Coho(=Silver) salmon","Pacific, Northeast","Marine",2003,1400
"Canada",218,"Canada","Coho(=Silver) salmon","Pacific, Northeast","Marine",2004,0
"Canada",218,"Canada","Coho(=Silver) salmon","Pacific, Northeast","Marine",2005,0
"Canada",218,"Canada","Coho(=Silver) salmon","Pacific, Northeast","Marine",2006,0
"Canada",218,"Canada","Coho(=Silver) salmon","Pacific, Northeast","Marine",2007,0
"Canada",218,"Canada","Coho(=Silver) salmon","Pacific, Northeast","Marine",2008,0
"Canada",218,"Canada","Coho(=Silver) salmon","Pacific, Northeast","Marine",2009,0
"Canada",218,"Canada","Coho(=Silver) salmon","Pacific, Northeast","Marine",2010,0
"Canada",218,"Canada","Coho(=Silver) salmon","Pacific, Northeast","Marine",2011,0
"Canada",218,"Canada","Coho(=Silver) salmon","Pacific, Northeast","Marine",2012,0
"Canada",218,"Canada","Japanese carpet shell","Pacific, Northeast","Marine",2003,1589
"Canada",218,"Canada","Japanese carpet shell","Pacific, Northeast","Marine",2004,1528
"Canada",218,"Canada","Japanese carpet shell","Pacific, Northeast","Marine",2005,1856
"Canada",218,"Canada","Japanese carpet shell","Pacific, Northeast","Marine",2006,1707
"Canada",218,"Canada","Japanese carpet shell","Pacific, Northeast","Marine",2007,1651
"Canada",218,"Canada","Japanese carpet shell","Pacific, Northeast","Marine",2008,1300
"Canada",218,"Canada","Japanese carpet shell","Pacific, Northeast","Marine",2009,1200
"Canada",218,"Canada","Japanese carpet shell","Pacific, Northeast","Marine",2010,1500
"Canada",218,"Canada","Japanese carpet shell","Pacific, Northeast","Marine",2011,1300
"Canada",218,"Canada","Japanese carpet shell","Pacific, Northeast","Marine",2012,1113
"Canada",218,"Canada","Marine molluscs nei","Atlantic, Northwest","Marine",2003,582
"Canada",218,"Canada","Marine molluscs nei","Atlantic, Northwest","Marine",2004,808
"Canada",218,"Canada","Marine molluscs nei","Atlantic, Northwest","Marine",2005,832
"Canada",218,"Canada","Marine molluscs nei","Atlantic, Northwest","Marine",2006,708
"Canada",218,"Canada","Marine molluscs nei","Atlantic, Northwest","Marine",2007,241
"Canada",218,"Canada","Marine molluscs nei","Atlantic, Northwest","Marine",2008,136
"Canada",218,"Canada","Marine molluscs nei","Atlantic, Northwest","Marine",2009,152
"Canada",218,"Canada","Marine molluscs nei","Atlantic, Northwest","Marine",2010,777
"Canada",218,"Canada","Marine molluscs nei","Atlantic, Northwest","Marine",2011,315
"Canada",218,"Canada","Marine molluscs nei","Atlantic, Northwest","Marine",2012,302
"Canada",218,"Canada","Marine molluscs nei","Pacific, Northeast","Marine",2003,0
"Canada",218,"Canada","Marine molluscs nei","Pacific, Northeast","Marine",2004,0
"Canada",218,"Canada","Marine molluscs nei","Pacific, Northeast","Marine",2005,0
"Canada",218,"Canada","Marine molluscs nei","Pacific, Northeast","Marine",2006,0
"Canada",218,"Canada","Marine molluscs nei","Pacific, Northeast","Marine",2007,0
"Canada",218,"Canada","Marine molluscs nei","Pacific, Northeast","Marine",2008,0
"Canada",218,"Canada","Marine molluscs nei","Pacific, Northeast","Marine",2009,0
"Canada",218,"Canada","Marine molluscs nei","Pacific, Northeast","Marine",2010,0
"Canada",218,"Canada","Marine molluscs nei","Pacific, Northeast","Marine",2011,0
"Canada",218,"Canada","Marine molluscs nei","Pacific, Northeast","Marine",2012,0
"Canada",218,"Canada","Pacific cupped oyster","Pacific, Northeast","Marine",2003,7837
"Canada",218,"Canada","Pacific cupped oyster","Pacific, Northeast","Marine",2004,7562
"Canada",218,"Canada","Pacific cupped oyster","Pacific, Northeast","Marine",2005,8011
"Canada",218,"Canada","Pacific cupped oyster","Pacific, Northeast","Marine",2006,8149
"Canada",218,"Canada","Pacific cupped oyster","Pacific, Northeast","Marine",2007,7493
"Canada",218,"Canada","Pacific cupped oyster","Pacific, Northeast","Marine",2008,5300
"Canada",218,"Canada","Pacific cupped oyster","Pacific, Northeast","Marine",2009,5400
"Canada",218,"Canada","Pacific cupped oyster","Pacific, Northeast","Marine",2010,7400
"Canada",218,"Canada","Pacific cupped oyster","Pacific, Northeast","Marine",2011,7500
"Canada",218,"Canada","Pacific cupped oyster","Pacific, Northeast","Marine",2012,7165
"Canada",218,"Canada","Rainbow trout","Pacific, Northeast","Marine",2003,0
"Canada",218,"Canada","Rainbow trout","Pacific, Northeast","Marine",2004,0
"Canada",218,"Canada","Rainbow trout","Pacific, Northeast","Marine",2005,0
"Canada",218,"Canada","Rainbow trout","Pacific, Northeast","Marine",2006,0
"Canada",218,"Canada","Rainbow trout","Pacific, Northeast","Marine",2007,0
"Canada",218,"Canada","Rainbow trout","Pacific, Northeast","Marine",2008,0
"Canada",218,"Canada","Rainbow trout","Pacific, Northeast","Marine",2009,0
"Canada",218,"Canada","Rainbow trout","Pacific, Northeast","Marine",2010,0
"Canada",218,"Canada","Rainbow trout","Pacific, Northeast","Marine",2011,0
"Canada",218,"Canada","Rainbow trout","Pacific, Northeast","Marine",2012,0
"Canada",218,"Canada","Salmonids nei","Atlantic, Northwest","Marine",2008,5578
"Canada",218,"Canada","Salmonids nei","Atlantic, Northwest","Marine",2009,10625
"Canada",218,"Canada","Salmonids nei","Atlantic, Northwest","Marine",2010,12899
"Canada",218,"Canada","Salmonids nei","Atlantic, Northwest","Marine",2011,14264
"Canada",218,"Canada","Salmonids nei","Atlantic, Northwest","Marine",2012,16831
"Canada",218,"Canada","Scallops nei","Atlantic, Northwest","Marine",2003,15
"Canada",218,"Canada","Scallops nei","Atlantic, Northwest","Marine",2004,10
"Canada",218,"Canada","Scallops nei","Atlantic, Northwest","Marine",2005,11
"Canada",218,"Canada","Scallops nei","Atlantic, Northwest","Marine",2006,14
"Canada",218,"Canada","Scallops nei","Atlantic, Northwest","Marine",2007,11
"Canada",218,"Canada","Scallops nei","Atlantic, Northwest","Marine",2008,9
"Canada",218,"Canada","Scallops nei","Atlantic, Northwest","Marine",2009,3
"Canada",218,"Canada","Scallops nei","Atlantic, Northwest","Marine",2010,2
"Canada",218,"Canada","Scallops nei","Atlantic, Northwest","Marine",2011,1
"Canada",218,"Canada","Scallops nei","Atlantic, Northwest","Marine",2012,2
"Canada",218,"Canada","Scallops nei","Pacific, Northeast","Marine",2003,130
"Canada",218,"Canada","Scallops nei","Pacific, Northeast","Marine",2004,77
"Canada",218,"Canada","Scallops nei","Pacific, Northeast","Marine",2005,226
"Canada",218,"Canada","Scallops nei","Pacific, Northeast","Marine",2006,44
"Canada",218,"Canada","Scallops nei","Pacific, Northeast","Marine",2007,157
"Canada",218,"Canada","Scallops nei","Pacific, Northeast","Marine",2008,276
"Canada",218,"Canada","Scallops nei","Pacific, Northeast","Marine",2009,385
"Canada",218,"Canada","Scallops nei","Pacific, Northeast","Marine",2010,700
"Canada",218,"Canada","Scallops nei","Pacific, Northeast","Marine",2011,301
"Canada",218,"Canada","Scallops nei","Pacific, Northeast","Marine",2012,163
"Chile",224,"Chile","Atlantic salmon","Pacific, Southeast","Marine",2003,279906
"Chile",224,"Chile","Atlantic salmon","Pacific, Southeast","Marine",2004,348665
"Chile",224,"Chile","Atlantic salmon","Pacific, Southeast","Marine",2005,385086
"Chile",224,"Chile","Atlantic salmon","Pacific, Southeast","Marine",2006,375991
"Chile",224,"Chile","Atlantic salmon","Pacific, Southeast","Marine",2007,330391
"Chile",224,"Chile","Atlantic salmon","Pacific, Southeast","Marine",2008,388048
"Chile",224,"Chile","Atlantic salmon","Pacific, Southeast","Marine",2009,230678
"Chile",224,"Chile","Atlantic salmon","Pacific, Southeast","Marine",2010,120000
"Chile",224,"Chile","Atlantic salmon","Pacific, Southeast","Marine",2011,254570
"Chile",224,"Chile","Atlantic salmon","Pacific, Southeast","Marine",2012,386607
"Chile",224,"Chile","Bastard halibut","Pacific, Southeast","Brackishwater",2010,7
