"rgn_nm","rgn_id","country","species","fao","environment","year","yield"
"Papua New Guinea",17,"Papua New Guinea","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2012,4
"Papua New Guinea",17,"Papua New Guinea","Mangrove cupped oyster","Pacific, Western Central","Brackishwater",2003,0
"Papua New Guinea",17,"Papua New Guinea","Mangrove cupped oyster","Pacific, Western Central","Brackishwater",2004,0
"Papua New Guinea",17,"Papua New Guinea","Mangrove cupped oyster","Pacific, Western Central","Brackishwater",2005,0
"Papua New Guinea",17,"Papua New Guinea","Mangrove cupped oyster","Pacific, Western Central","Brackishwater",2006,0
"Papua New Guinea",17,"Papua New Guinea","Mangrove cupped oyster","Pacific, Western Central","Brackishwater",2007,0
"Papua New Guinea",17,"Papua New Guinea","Mangrove cupped oyster","Pacific, Western Central","Brackishwater",2008,0
"Papua New Guinea",17,"Papua New Guinea","Mangrove cupped oyster","Pacific, Western Central","Brackishwater",2009,0
"Papua New Guinea",17,"Papua New Guinea","Mangrove cupped oyster","Pacific, Western Central","Brackishwater",2010,0
"Papua New Guinea",17,"Papua New Guinea","Mangrove cupped oyster","Pacific, Western Central","Brackishwater",2011,0
"Papua New Guinea",17,"Papua New Guinea","Mangrove cupped oyster","Pacific, Western Central","Brackishwater",2012,0
"Papua New Guinea",17,"Papua New Guinea","Milkfish","Pacific, Western Central","Brackishwater",2003,0
"Papua New Guinea",17,"Papua New Guinea","Milkfish","Pacific, Western Central","Brackishwater",2004,0
"Papua New Guinea",17,"Papua New Guinea","Milkfish","Pacific, Western Central","Brackishwater",2005,0
"Papua New Guinea",17,"Papua New Guinea","Milkfish","Pacific, Western Central","Brackishwater",2006,0
"Papua New Guinea",17,"Papua New Guinea","Milkfish","Pacific, Western Central","Brackishwater",2007,0
"Papua New Guinea",17,"Papua New Guinea","Milkfish","Pacific, Western Central","Brackishwater",2008,0
"Papua New Guinea",17,"Papua New Guinea","Milkfish","Pacific, Western Central","Brackishwater",2009,0
"Papua New Guinea",17,"Papua New Guinea","Milkfish","Pacific, Western Central","Brackishwater",2010,0
"Papua New Guinea",17,"Papua New Guinea","Milkfish","Pacific, Western Central","Brackishwater",2011,1
"Papua New Guinea",17,"Papua New Guinea","Milkfish","Pacific, Western Central","Brackishwater",2012,1
"Papua New Guinea",17,"Papua New Guinea","Pearl oyster shells nei","Pacific, Western Central","Marine",2003,1
"Papua New Guinea",17,"Papua New Guinea","Pearl oyster shells nei","Pacific, Western Central","Marine",2004,1
"Papua New Guinea",17,"Papua New Guinea","Pearl oyster shells nei","Pacific, Western Central","Marine",2005,1
"Papua New Guinea",17,"Papua New Guinea","Pearl oyster shells nei","Pacific, Western Central","Marine",2006,1
"Papua New Guinea",17,"Papua New Guinea","Pearl oyster shells nei","Pacific, Western Central","Marine",2007,1
"Papua New Guinea",17,"Papua New Guinea","Pearl oyster shells nei","Pacific, Western Central","Marine",2008,1
"Papua New Guinea",17,"Papua New Guinea","Pearl oyster shells nei","Pacific, Western Central","Marine",2009,0
"Papua New Guinea",17,"Papua New Guinea","Pearl oyster shells nei","Pacific, Western Central","Marine",2010,0
"Papua New Guinea",17,"Papua New Guinea","Pearl oyster shells nei","Pacific, Western Central","Marine",2011,0
"Papua New Guinea",17,"Papua New Guinea","Pearl oyster shells nei","Pacific, Western Central","Marine",2012,0
"Peru",138,"Peru","Brine shrimp","Pacific, Southeast","Marine",2003,0
"Peru",138,"Peru","Brine shrimp","Pacific, Southeast","Marine",2004,0
"Peru",138,"Peru","Brine shrimp","Pacific, Southeast","Marine",2005,0
"Peru",138,"Peru","Brine shrimp","Pacific, Southeast","Marine",2006,0
"Peru",138,"Peru","Brine shrimp","Pacific, Southeast","Marine",2007,0
"Peru",138,"Peru","Brine shrimp","Pacific, Southeast","Marine",2008,0
"Peru",138,"Peru","Brine shrimp","Pacific, Southeast","Marine",2009,0
"Peru",138,"Peru","Brine shrimp","Pacific, Southeast","Marine",2010,0
"Peru",138,"Peru","Brine shrimp","Pacific, Southeast","Marine",2011,0
"Peru",138,"Peru","Brine shrimp","Pacific, Southeast","Marine",2012,0
"Peru",138,"Peru","False abalone","Pacific, Southeast","Marine",2003,12
"Peru",138,"Peru","False abalone","Pacific, Southeast","Marine",2004,0
"Peru",138,"Peru","False abalone","Pacific, Southeast","Marine",2005,2
"Peru",138,"Peru","False abalone","Pacific, Southeast","Marine",2006,0
"Peru",138,"Peru","False abalone","Pacific, Southeast","Marine",2007,8
"Peru",138,"Peru","False abalone","Pacific, Southeast","Marine",2008,12
"Peru",138,"Peru","False abalone","Pacific, Southeast","Marine",2009,0
"Peru",138,"Peru","False abalone","Pacific, Southeast","Marine",2010,0
"Peru",138,"Peru","False abalone","Pacific, Southeast","Marine",2011,0
"Peru",138,"Peru","False abalone","Pacific, Southeast","Marine",2012,0
"Peru",138,"Peru","Flatfishes nei","Pacific, Southeast","Marine",2003,0
"Peru",138,"Peru","Flatfishes nei","Pacific, Southeast","Marine",2004,0
"Peru",138,"Peru","Flatfishes nei","Pacific, Southeast","Marine",2005,0
"Peru",138,"Peru","Flatfishes nei","Pacific, Southeast","Marine",2006,0
"Peru",138,"Peru","Flatfishes nei","Pacific, Southeast","Marine",2007,0
"Peru",138,"Peru","Flatfishes nei","Pacific, Southeast","Marine",2008,0
"Peru",138,"Peru","Flatfishes nei","Pacific, Southeast","Marine",2009,0
"Peru",138,"Peru","Flatfishes nei","Pacific, Southeast","Marine",2010,0
"Peru",138,"Peru","Flatfishes nei","Pacific, Southeast","Marine",2011,0
"Peru",138,"Peru","Flatfishes nei","Pacific, Southeast","Marine",2012,0
"Peru",138,"Peru","Marine fishes nei","Pacific, Southeast","Marine",2008,5
"Peru",138,"Peru","Marine fishes nei","Pacific, Southeast","Marine",2009,8
"Peru",138,"Peru","Marine fishes nei","Pacific, Southeast","Marine",2010,2
"Peru",138,"Peru","Marine fishes nei","Pacific, Southeast","Marine",2011,0
"Peru",138,"Peru","Marine fishes nei","Pacific, Southeast","Marine",2012,1
"Peru",138,"Peru","Pacific cupped oyster","Pacific, Southeast","Marine",2003,11
"Peru",138,"Peru","Pacific cupped oyster","Pacific, Southeast","Marine",2004,6
"Peru",138,"Peru","Pacific cupped oyster","Pacific, Southeast","Marine",2005,3
"Peru",138,"Peru","Pacific cupped oyster","Pacific, Southeast","Marine",2006,6
"Peru",138,"Peru","Pacific cupped oyster","Pacific, Southeast","Marine",2007,0
"Peru",138,"Peru","Pacific cupped oyster","Pacific, Southeast","Marine",2008,0
"Peru",138,"Peru","Pacific cupped oyster","Pacific, Southeast","Marine",2009,0
"Peru",138,"Peru","Pacific cupped oyster","Pacific, Southeast","Marine",2010,0
"Peru",138,"Peru","Pacific cupped oyster","Pacific, Southeast","Marine",2011,0
"Peru",138,"Peru","Pacific cupped oyster","Pacific, Southeast","Marine",2012,0
"Peru",138,"Peru","Peruvian calico scallop","Pacific, Southeast","Marine",2003,6670
"Peru",138,"Peru","Peruvian calico scallop","Pacific, Southeast","Marine",2004,10484
"Peru",138,"Peru","Peruvian calico scallop","Pacific, Southeast","Marine",2005,11066
"Peru",138,"Peru","Peruvian calico scallop","Pacific, Southeast","Marine",2006,12337
"Peru",138,"Peru","Peruvian calico scallop","Pacific, Southeast","Marine",2007,18518
"Peru",138,"Peru","Peruvian calico scallop","Pacific, Southeast","Marine",2008,14802
"Peru",138,"Peru","Peruvian calico scallop","Pacific, Southeast","Marine",2009,16047
"Peru",138,"Peru","Peruvian calico scallop","Pacific, Southeast","Marine",2010,58101
"Peru",138,"Peru","Peruvian calico scallop","Pacific, Southeast","Marine",2011,52213
"Peru",138,"Peru","Peruvian calico scallop","Pacific, Southeast","Marine",2012,0
"Peru",138,"Peru","Whiteleg shrimp","Pacific, Southeast","Marine",2003,3328
"Peru",138,"Peru","Whiteleg shrimp","Pacific, Southeast","Marine",2004,5073
"Peru",138,"Peru","Whiteleg shrimp","Pacific, Southeast","Marine",2005,8324
"Peru",138,"Peru","Whiteleg shrimp","Pacific, Southeast","Marine",2006,9257
"Peru",138,"Peru","Whiteleg shrimp","Pacific, Southeast","Marine",2007,11657
"Peru",138,"Peru","Whiteleg shrimp","Pacific, Southeast","Marine",2008,13314
"Peru",138,"Peru","Whiteleg shrimp","Pacific, Southeast","Marine",2009,13425
"Peru",138,"Peru","Whiteleg shrimp","Pacific, Southeast","Marine",2010,13598
"Peru",138,"Peru","Whiteleg shrimp","Pacific, Southeast","Marine",2011,16379
"Peru",138,"Peru","Whiteleg shrimp","Pacific, Southeast","Marine",2012,0
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Brackishwater",2003,1517
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Brackishwater",2004,1471
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Brackishwater",2005,1519
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Brackishwater",2006,1647
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Brackishwater",2007,2115
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Brackishwater",2008,2070
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Brackishwater",2009,2204
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Brackishwater",2010,2077
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Brackishwater",2011,1974
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Brackishwater",2012,1879
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Marine",2003,0
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Marine",2004,0
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Marine",2005,0
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Marine",2006,0
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Marine",2007,0
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Marine",2008,0
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Marine",2009,0
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Marine",2010,0
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Marine",2011,0
"Philippines",15,"Philippines","Banana prawn","Pacific, Western Central","Marine",2012,0
"Philippines",15,"Philippines","Barramundi(=Giant seaperch)","Asia - Inland waters","Brackishwater",2003,0
"Philippines",15,"Philippines","Barramundi(=Giant seaperch)","Asia - Inland waters","Brackishwater",2004,0
"Philippines",15,"Philippines","Barramundi(=Giant seaperch)","Asia - Inland waters","Brackishwater",2005,0
"Philippines",15,"Philippines","Barramundi(=Giant seaperch)","Asia - Inland waters","Brackishwater",2006,0
"Philippines",15,"Philippines","Barramundi(=Giant seaperch)","Asia - Inland waters","Brackishwater",2007,0
"Philippines",15,"Philippines","Barramundi(=Giant seaperch)","Asia - Inland waters","Brackishwater",2008,0
"Philippines",15,"Philippines","Barramundi(=Giant seaperch)","Asia - Inland waters","Brackishwater",2009,0
"Philippines",15,"Philippines","Barramundi(=Giant seaperch)","Asia - Inland waters","Brackishwater",2010,0
"Philippines",15,"Philippines","Barramundi(=Giant seaperch)","Asia - Inland waters","Brackishwater",2011,0
"Philippines",15,"Philippines","Barramundi(=Giant seaperch)","Asia - Inland waters","Brackishwater",2012,0
"Philippines",15,"Philippines","Flathead lobster","Pacific, Western Central","Marine",2003,3
"Philippines",15,"Philippines","Flathead lobster","Pacific, Western Central","Marine",2004,5
"Philippines",15,"Philippines","Flathead lobster","Pacific, Western Central","Marine",2005,5
"Philippines",15,"Philippines","Flathead lobster","Pacific, Western Central","Marine",2006,4
"Philippines",15,"Philippines","Flathead lobster","Pacific, Western Central","Marine",2007,4
"Philippines",15,"Philippines","Flathead lobster","Pacific, Western Central","Marine",2008,4
"Philippines",15,"Philippines","Flathead lobster","Pacific, Western Central","Marine",2009,2
"Philippines",15,"Philippines","Flathead lobster","Pacific, Western Central","Marine",2010,2
"Philippines",15,"Philippines","Flathead lobster","Pacific, Western Central","Marine",2011,0
"Philippines",15,"Philippines","Flathead lobster","Pacific, Western Central","Marine",2012,0
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Brackishwater",2003,34997
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Brackishwater",2004,35917
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Brackishwater",2005,37720
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Brackishwater",2006,38209
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Brackishwater",2007,39825
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Brackishwater",2008,45343
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Brackishwater",2009,47830
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Brackishwater",2010,48162
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Brackishwater",2011,47495
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Brackishwater",2012,48197
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Marine",2003,1
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Marine",2004,0
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Marine",2005,1
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Marine",2006,0
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Marine",2007,0
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Marine",2008,0
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Marine",2009,0
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Marine",2010,0
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Marine",2011,0
"Philippines",15,"Philippines","Giant tiger prawn","Pacific, Western Central","Marine",2012,0
"Philippines",15,"Philippines","Green mussel","Pacific, Western Central","Marine",2003,13490
"Philippines",15,"Philippines","Green mussel","Pacific, Western Central","Marine",2004,15038
"Philippines",15,"Philippines","Green mussel","Pacific, Western Central","Marine",2005,20159
"Philippines",15,"Philippines","Green mussel","Pacific, Western Central","Marine",2006,19690
"Philippines",15,"Philippines","Green mussel","Pacific, Western Central","Marine",2007,20114
"Philippines",15,"Philippines","Green mussel","Pacific, Western Central","Marine",2008,23017
"Philippines",15,"Philippines","Green mussel","Pacific, Western Central","Marine",2009,19936
"Philippines",15,"Philippines","Green mussel","Pacific, Western Central","Marine",2010,20877
"Philippines",15,"Philippines","Green mussel","Pacific, Western Central","Marine",2011,22443
"Philippines",15,"Philippines","Green mussel","Pacific, Western Central","Marine",2012,25660
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Brackishwater",2003,329
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Brackishwater",2004,50
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Brackishwater",2005,76
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Brackishwater",2006,64
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Brackishwater",2007,85
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Brackishwater",2008,51
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Brackishwater",2009,59
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Brackishwater",2010,70
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Brackishwater",2011,28
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Brackishwater",2012,30
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Marine",2003,120
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Marine",2004,171
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Marine",2005,197
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Marine",2006,240
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Marine",2007,332
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Marine",2008,2561
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Marine",2009,862
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Marine",2010,1125
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Marine",2011,1036
"Philippines",15,"Philippines","Groupers, seabasses nei","Pacific, Western Central","Marine",2012,1260
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2003,4785
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2004,6218
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2005,6847
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2006,7785
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2007,9267
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2008,11618
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2009,13720
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2010,14437
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2011,15731
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Brackishwater",2012,16360
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Marine",2003,24
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Marine",2004,27
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Marine",2005,14
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Marine",2006,15
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Marine",2007,41
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Marine",2008,7
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Marine",2009,10
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Marine",2010,1
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Marine",2011,0
"Philippines",15,"Philippines","Indo-Pacific swamp crab","Pacific, Western Central","Marine",2012,0
"Philippines",15,"Philippines","Jacks, crevalles nei","Pacific, Western Central","Marine",2003,4
"Philippines",15,"Philippines","Jacks, crevalles nei","Pacific, Western Central","Marine",2004,36
"Philippines",15,"Philippines","Jacks, crevalles nei","Pacific, Western Central","Marine",2005,23
"Philippines",15,"Philippines","Jacks, crevalles nei","Pacific, Western Central","Marine",2006,53
"Philippines",15,"Philippines","Jacks, crevalles nei","Pacific, Western Central","Marine",2007,133
"Philippines",15,"Philippines","Jacks, crevalles nei","Pacific, Western Central","Marine",2008,150
"Philippines",15,"Philippines","Jacks, crevalles nei","Pacific, Western Central","Marine",2009,32
"Philippines",15,"Philippines","Jacks, crevalles nei","Pacific, Western Central","Marine",2010,38
"Philippines",15,"Philippines","Jacks, crevalles nei","Pacific, Western Central","Marine",2011,25
"Philippines",15,"Philippines","Jacks, crevalles nei","Pacific, Western Central","Marine",2012,16
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Brackishwater",2003,3
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Brackishwater",2004,56
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Brackishwater",2005,117
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Brackishwater",2006,129
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Brackishwater",2007,812
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Brackishwater",2008,158
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Brackishwater",2009,201
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Brackishwater",2010,188
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Brackishwater",2011,201
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Brackishwater",2012,235
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Marine",2003,105
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Marine",2004,106
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Marine",2005,158
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Marine",2006,287
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Marine",2007,490
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Marine",2008,379
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Marine",2009,0
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Marine",2010,162
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Marine",2011,203
"Philippines",15,"Philippines","Marine fishes nei","Pacific, Western Central","Marine",2012,249
"Philippines",15,"Philippines","Metapenaeus shrimps nei","Pacific, Western Central","Brackishwater",2003,518
"Philippines",15,"Philippines","Metapenaeus shrimps nei","Pacific, Western Central","Brackishwater",2004,559
"Philippines",15,"Philippines","Metapenaeus shrimps nei","Pacific, Western Central","Brackishwater",2005,669
"Philippines",15,"Philippines","Metapenaeus shrimps nei","Pacific, Western Central","Brackishwater",2006,798
"Philippines",15,"Philippines","Metapenaeus shrimps nei","Pacific, Western Central","Brackishwater",2007,715
"Philippines",15,"Philippines","Metapenaeus shrimps nei","Pacific, Western Central","Brackishwater",2008,786
"Philippines",15,"Philippines","Metapenaeus shrimps nei","Pacific, Western Central","Brackishwater",2009,801
"Philippines",15,"Philippines","Metapenaeus shrimps nei","Pacific, Western Central","Brackishwater",2010,689
"Philippines",15,"Philippines","Metapenaeus shrimps nei","Pacific, Western Central","Brackishwater",2011,690
"Philippines",15,"Philippines","Metapenaeus shrimps nei","Pacific, Western Central","Brackishwater",2012,778
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Brackishwater",2003,202973
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Brackishwater",2004,208975
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Brackishwater",2005,219906
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Brackishwater",2006,220602
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Brackishwater",2007,229111
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Brackishwater",2008,226032
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Brackishwater",2009,225320
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Brackishwater",2010,219444
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Brackishwater",2011,226371
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Brackishwater",2012,232515
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Marine",2003,21817
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Marine",2004,37351
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Marine",2005,43970
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Marine",2006,59907
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Marine",2007,79347
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Marine",2008,80365
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Marine",2009,79153
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Marine",2010,87199
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Marine",2011,103958
"Philippines",15,"Philippines","Milkfish","Pacific, Western Central","Marine",2012,112690
"Philippines",15,"Philippines","Penaeus shrimps nei","Pacific, Western Central","Marine",2003,0
"Philippines",15,"Philippines","Penaeus shrimps nei","Pacific, Western Central","Marine",2004,0
"Philippines",15,"Philippines","Penaeus shrimps nei","Pacific, Western Central","Marine",2005,0
"Philippines",15,"Philippines","Penaeus shrimps nei","Pacific, Western Central","Marine",2006,0
"Philippines",15,"Philippines","Penaeus shrimps nei","Pacific, Western Central","Marine",2007,0
"Philippines",15,"Philippines","Penaeus shrimps nei","Pacific, Western Central","Marine",2008,0
"Philippines",15,"Philippines","Penaeus shrimps nei","Pacific, Western Central","Marine",2009,0
"Philippines",15,"Philippines","Penaeus shrimps nei","Pacific, Western Central","Marine",2010,0
"Philippines",15,"Philippines","Penaeus shrimps nei","Pacific, Western Central","Marine",2011,0
"Philippines",15,"Philippines","Penaeus shrimps nei","Pacific, Western Central","Marine",2012,0
"Philippines",15,"Philippines","Percoids nei","Asia - Inland waters","Brackishwater",2003,0
"Philippines",15,"Philippines","Percoids nei","Asia - Inland waters","Brackishwater",2004,0
"Philippines",15,"Philippines","Percoids nei","Asia - Inland waters","Brackishwater",2005,0
"Philippines",15,"Philippines","Percoids nei","Asia - Inland waters","Brackishwater",2006,0
"Philippines",15,"Philippines","Percoids nei","Asia - Inland waters","Brackishwater",2007,0
"Philippines",15,"Philippines","Percoids nei","Asia - Inland waters","Brackishwater",2008,0
"Philippines",15,"Philippines","Percoids nei","Asia - Inland waters","Brackishwater",2009,0
"Philippines",15,"Philippines","Percoids nei","Asia - Inland waters","Brackishwater",2010,0
"Philippines",15,"Philippines","Percoids nei","Asia - Inland waters","Brackishwater",2011,0
"Philippines",15,"Philippines","Percoids nei","Asia - Inland waters","Brackishwater",2012,0
"Philippines",15,"Philippines","Scats","Pacific, Western Central","Brackishwater",2003,0
"Philippines",15,"Philippines","Scats","Pacific, Western Central","Brackishwater",2004,0
"Philippines",15,"Philippines","Scats","Pacific, Western Central","Brackishwater",2005,0
"Philippines",15,"Philippines","Scats","Pacific, Western Central","Brackishwater",2006,0
"Philippines",15,"Philippines","Scats","Pacific, Western Central","Brackishwater",2007,0
"Philippines",15,"Philippines","Scats","Pacific, Western Central","Brackishwater",2008,0
"Philippines",15,"Philippines","Scats","Pacific, Western Central","Brackishwater",2009,0
"Philippines",15,"Philippines","Scats","Pacific, Western Central","Brackishwater",2010,0
"Philippines",15,"Philippines","Scats","Pacific, Western Central","Brackishwater",2011,0
"Philippines",15,"Philippines","Scats","Pacific, Western Central","Brackishwater",2012,0
"Philippines",15,"Philippines","Slipper cupped oyster","Pacific, Western Central","Marine",2003,14510
"Philippines",15,"Philippines","Slipper cupped oyster","Pacific, Western Central","Marine",2004,15915
"Philippines",15,"Philippines","Slipper cupped oyster","Pacific, Western Central","Marine",2005,16495
"Philippines",15,"Philippines","Slipper cupped oyster","Pacific, Western Central","Marine",2006,16838
"Philippines",15,"Philippines","Slipper cupped oyster","Pacific, Western Central","Marine",2007,20508
"Philippines",15,"Philippines","Slipper cupped oyster","Pacific, Western Central","Marine",2008,20175
"Philippines",15,"Philippines","Slipper cupped oyster","Pacific, Western Central","Marine",2009,19931
"Philippines",15,"Philippines","Slipper cupped oyster","Pacific, Western Central","Marine",2010,22525
"Philippines",15,"Philippines","Slipper cupped oyster","Pacific, Western Central","Marine",2011,21462
"Philippines",15,"Philippines","Slipper cupped oyster","Pacific, Western Central","Marine",2012,20648
"Philippines",15,"Philippines","Snappers nei","Pacific, Western Central","Marine",2003,1
"Philippines",15,"Philippines","Snappers nei","Pacific, Western Central","Marine",2004,2
"Philippines",15,"Philippines","Snappers nei","Pacific, Western Central","Marine",2005,2
"Philippines",15,"Philippines","Snappers nei","Pacific, Western Central","Marine",2006,2
"Philippines",15,"Philippines","Snappers nei","Pacific, Western Central","Marine",2007,7
"Philippines",15,"Philippines","Snappers nei","Pacific, Western Central","Marine",2008,7
"Philippines",15,"Philippines","Snappers nei","Pacific, Western Central","Marine",2009,8
"Philippines",15,"Philippines","Snappers nei","Pacific, Western Central","Marine",2010,9
