"season.year","ASD","ASD2","ScientificName","SpeciesCode","EnglishName","Class","Tax_Lev","totC_old","corr.Catch","corr.Catch2"
1981,"481","48","Notothenia rossii","NOR","Marbled rockcod","F",6,1,1,0.001
1981,"481","48","Notothenia squamifrons","NOS","Grey rockcod","F",6,36006,36006,36.006
1981,"481","48","Nototheniidae","NOX","Antarctic Rockcods","F",4,15,15,0.015
1981,"481","48","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,4230035,4230035,4230.035
1981,"481","48","Pleuragramma antarcticum","ANS","Antarctic silverfish","F",6,5,5,0.005
1981,"481","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,56,56,0.056
1981,"481","48","Rajiformes","SRX","Skates and rays","F",3,154,154,0.154
1981,"481","48","Trematomus spp","TRT","Trematomus spp","F",5,3,3,0.003
1981,"482","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,27000,27000,27
1981,"482","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,1858000,1858000,1858
1981,"482","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,83000,83000,83
1981,"482","48","Euphausia superba","KRI","Antarctic Krill","C",6,60540000,60540000,60540
1981,"482","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,178000,178000,178
1981,"482","48","Notothenia rossii","NOR","Marbled rockcod","F",6,72000,72000,72
1981,"482","48","Notothenia squamifrons","NOS","Grey rockcod","F",6,41000,41000,41
1981,"482","48","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,2770000,2770000,2770
1981,"482","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,30000,30000,30
1981,"483","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,303000,302629,302.629
1981,"483","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,27903000,27889969.98,27889.96998
1981,"483","48","Channichthyidae","ICX","Crocodile icefishes nei","F",4,3637000,3633601.09,3633.60109
1981,"483","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,175000,174887.36,174.88736
1981,"483","48","Euphausia superba","KRI","Antarctic Krill","C",6,135252000,135133529.33,135133.52933
1981,"483","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,3395000,3395000,3395
1981,"483","48","Notothenia rossii","NOR","Marbled rockcod","F",6,978000,976880.16,976.88016
1981,"483","48","Notothenia squamifrons","NOS","Grey rockcod","F",6,544000,544000,544
1981,"483","48","Nototheniidae","NOX","Antarctic Rockcods","F",4,135000,134895.01,134.89501
1981,"483","48","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,7233000,7233000,7233
1981,"483","48","Patagonotothen brevicauda","NOT","Patagonian rockcod","F",6,36758000,36758000,36758
1981,"483","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,488000,487448,487.448
1981,"483","48","Rajiformes","SRX","Skates and rays","F",3,55000,54969.27,54.96927
1981,"486","48","Euphausia superba","KRI","Antarctic Krill","C",6,217000,216998.68,216.99868
1981,"584","58","Euphausia superba","KRI","Antarctic Krill","C",6,132237000,132237000,132237
1981,"584","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,375000,375000,375
1981,"5841","58","Euphausia superba","KRI","Antarctic Krill","C",6,18706000,18706000,18706
1981,"5842","58","Euphausia superba","KRI","Antarctic Krill","C",6,3988000,3988000,3988
1981,"5844a","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,3000,3000,3
1981,"5844a","58","Notothenia rossii","NOR","Marbled rockcod","F",6,4000,4000,4
1981,"5844a","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,139000,139000,139
1981,"5844b","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,79000,79000,79
1981,"5844b","58","Notothenia rossii","NOR","Marbled rockcod","F",6,32000,32000,32
1981,"5844b","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,2818000,2818000,2818
1981,"585","58","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,1126000,1126000,1126
1981,"585","58","Channichthys rhinoceratus","LIC","Unicorn icefish","F",6,2000,2000,2
1981,"585","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,41000,41000,41
1981,"585","58","Notothenia rossii","NOR","Marbled rockcod","F",6,10865000,10865000,10865
1981,"585","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,6242000,6242000,6242
1981,"585","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,21000,21000,21
1981,"88","88","Euphausia superba","KRI","Antarctic Krill","C",6,3080000,3080000,3080
1981,"88","88","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,583000,583000,583
1981,"88","88","Pleuragramma antarcticum","ANS","Antarctic silverfish","F",6,1517000,1517000,1517
1981,"881","88","Euphausia superba","KRI","Antarctic Krill","C",6,593000,593000,593
1981,"883","88","Euphausia superba","KRI","Antarctic Krill","C",6,545000,545000,545
1982,"481","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,221,221,0.221
1982,"481","48","Chaenodraco wilsoni","WIC","Spiny icefish","F",6,54,54,0.054
1982,"481","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,23,23,0.023
1982,"481","48","Channichthyidae","ICX","Crocodile icefishes nei","F",4,44,44,0.044
1982,"481","48","Chionodraco rastrospinosus","KIF","Ocellated icefish","F",6,175,175,0.175
1982,"481","48","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,9,9,0.009
1982,"481","48","Euphausia superba","KRI","Antarctic Krill","C",6,68192000,68192000,68192
1982,"481","48","Lithodes murrayi","KCM","Stone crab","C",6,53,53,0.053
1982,"481","48","Myctophidae","LXX","Lanternfish","F",4,38,38,0.038
1982,"481","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,3671,3671,3.671
1982,"481","48","Notothenia rossii","NOR","Marbled rockcod","F",6,19,19,0.019
1982,"481","48","Nototheniidae","NOX","Antarctic Rockcods","F",4,136,136,0.136
1982,"481","48","Nototheniops nudifrons","NOD","Yellowfin rockcod","F",6,23,23,0.023
1982,"481","48","Pleuragramma antarcticum","ANS","Antarctic silverfish","F",6,4,4,0.004
1982,"481","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,2,2,0.002
1982,"481","48","Rajiformes","SRX","Skates and rays","F",3,13,13,0.013
1982,"481","48","Trematomus spp","TRT","Trematomus spp","F",5,102,102,0.102
1982,"482","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,557000,557000,557
1982,"482","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,30000,30000,30
1982,"482","48","Euphausia superba","KRI","Antarctic Krill","C",6,258596000,258596000,258596
1982,"482","48","Myctophidae","LXX","Lanternfish","F",4,317000,317000,317
1982,"482","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,589000,589000,589
1982,"482","48","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,2181000,2181000,2181
1982,"483","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,676000,675489,675.489
1982,"483","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,54040000,54014259.35,54014.25935
1982,"483","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,324000,323800.73,323.80073
1982,"483","48","Euphausia superba","KRI","Antarctic Krill","C",6,46868000,46796218.82,46796.21882
1982,"483","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,2605000,2605000,2605
1982,"483","48","Notothenia rossii","NOR","Marbled rockcod","F",6,1100000,1099561.1,1099.5611
1982,"483","48","Notothenia squamifrons","NOS","Grey rockcod","F",6,812000,812000,812
1982,"483","48","Nototheniidae","NOX","Antarctic Rockcods","F",4,51000,50962.01,50.96201
1982,"483","48","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,5336000,5336000,5336
1982,"483","48","Patagonotothen brevicauda","NOT","Patagonian rockcod","F",6,31351000,31351000,31351
1982,"483","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,956000,955255,955.255
1982,"483","48","Rajiformes","SRX","Skates and rays","F",3,1000,1000,1
1982,"584","58","Euphausia superba","KRI","Antarctic Krill","C",6,120810000,120810000,120810
1982,"584","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,368000,368000,368
1982,"5841","58","Euphausia superba","KRI","Antarctic Krill","C",6,22469000,22469000,22469
1982,"5842","58","Euphausia superba","KRI","Antarctic Krill","C",6,4759000,4759000,4759
1982,"5842","58","Pleuragramma antarcticum","ANS","Antarctic silverfish","F",6,46000,46000,46
1982,"5844a","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,3500,3500,3.5
1982,"5844a","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,56000,56000,56
1982,"5844b","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,3500,3500,3.5
1982,"5844b","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,59000,59000,59
1982,"585","58","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,23582000,23582000,23582
1982,"585","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,130000,130000,130
1982,"585","58","Notothenia rossii","NOR","Marbled rockcod","F",6,8193000,8193000,8193
1982,"585","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,4450000,4450000,4450
1982,"585","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,7000,7000,7
1982,"88","88","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,15000,15000,15
1982,"88","88","Euphausia superba","KRI","Antarctic Krill","C",6,4093000,4093000,4093
1982,"88","88","Pleuragramma antarcticum","ANS","Antarctic silverfish","F",6,90000,90000,90
1982,"881","88","Euphausia superba","KRI","Antarctic Krill","C",6,2544000,2544000,2544
1983,"481","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,2604000,2604000,2604
1983,"481","48","Euphausia superba","KRI","Antarctic Krill","C",6,2333000,2333000,2333
1983,"481","48","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,16000,16000,16
1983,"482","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,5948000,5948000,5948
1983,"482","48","Euphausia superba","KRI","Antarctic Krill","C",6,124704000,124704000,124704
1983,"482","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,7001000,7001000,7001
1983,"482","48","Notothenia squamifrons","NOS","Grey rockcod","F",6,4000,4000,4
1983,"482","48","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,13233000,13233000,13233
1983,"482","48","Pleuragramma antarcticum","ANS","Antarctic silverfish","F",6,110000,110000,110
1983,"483","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,3000,2867,2.867
1983,"483","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,178824000,178757972.71,178757.97271
1983,"483","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,218000,217864.21,217.86421
1983,"483","48","Euphausia superba","KRI","Antarctic Krill","C",6,16928000,16898242.29,16898.24229
1983,"483","48","Myctophidae","LXX","Lanternfish","F",4,1767000,1764756.68,1764.75668
1983,"483","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,419000,419000,419
1983,"483","48","Notothenia rossii","NOR","Marbled rockcod","F",6,1220000,1218419.53,1218.41953
1983,"483","48","Nototheniidae","NOX","Antarctic Rockcods","F",4,3000,2961.01,2.96101
1983,"483","48","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,14519900,14519900,14519.9
1983,"483","48","Patagonotothen brevicauda","NOT","Patagonian rockcod","F",6,5029000,5029000,5029
1983,"483","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,16000,15182,15.182
1983,"484","48","Euphausia superba","KRI","Antarctic Krill","C",6,10000,10000,10
1983,"486","48","Euphausia superba","KRI","Antarctic Krill","C",6,735000,734995.5,734.9955
1983,"584","58","Euphausia superba","KRI","Antarctic Krill","C",6,47579000,47579000,47579
1983,"5841","58","Euphausia superba","KRI","Antarctic Krill","C",6,27756000,27756000,27756
1983,"5841","58","Pleuragramma antarcticum","ANS","Antarctic silverfish","F",6,95300,95300,95.3
1983,"5842","58","Chaenodraco wilsoni","WIC","Spiny icefish","F",6,73916,73916,73.916
1983,"5842","58","Euphausia superba","KRI","Antarctic Krill","C",6,4250000,4250000,4250
1983,"5842","58","Pleuragramma antarcticum","ANS","Antarctic silverfish","F",6,306691,306691,306.691
1983,"5844a","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,333000,333000,333
1983,"5844b","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,2000,2000,2
1983,"5844b","58","Notothenia rossii","NOR","Marbled rockcod","F",6,50000,50000,50
1983,"5844b","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,793000,793000,793
1983,"585","58","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,19899000,19899000,19899
1983,"585","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,145000,145000,145
1983,"585","58","Notothenia rossii","NOR","Marbled rockcod","F",6,949000,949000,949
1983,"585","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,1418000,1418000,1418
1983,"585","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,17000,17000,17
1983,"585","58","Rajiformes","SRX","Skates and rays","F",3,1000,1000,1
1983,"586","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,17000,16981.06,16.98106
1983,"88","88","Euphausia superba","KRI","Antarctic Krill","C",6,5919000,5919000,5919
1983,"881","88","Euphausia superba","KRI","Antarctic Krill","C",6,4718000,4718000,4718
1983,"883","88","Euphausia superba","KRI","Antarctic Krill","C",6,41000,41000,41
1984,"481","48","Euphausia superba","KRI","Antarctic Krill","C",6,30230000,30230000,30230
1984,"482","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,4499000,4499000,4499
1984,"482","48","Euphausia superba","KRI","Antarctic Krill","C",6,64112000,64112000,64112
1984,"482","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,2499000,2499000,2499
1984,"482","48","Notothenia rossii","NOR","Marbled rockcod","F",6,725000,725000,725
1984,"482","48","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,505000,505000,505
1984,"483","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,1196000,1194930,1194.93
1984,"483","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,35743000,35735060.21,35735.06021
1984,"483","48","Channichthyidae","ICX","Crocodile icefishes nei","F",4,54000,53946.74,53.94674
1984,"483","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,268000,267808.79,267.80879
1984,"483","48","Euphausia superba","KRI","Antarctic Krill","C",6,3057000,3045924.6,3045.9246
1984,"483","48","Myctophidae","LXX","Lanternfish","F",4,1158000,1158000,1158
1984,"483","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,4652000,4652000,4652
1984,"483","48","Notothenia rossii","NOR","Marbled rockcod","F",6,4124000,4122488.05,4122.48805
1984,"483","48","Notothenia squamifrons","NOS","Grey rockcod","F",6,1264000,1264000,1264
1984,"483","48","Nototheniidae","NOX","Antarctic Rockcods","F",4,398000,397634.01,397.63401
1984,"483","48","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,3820900,3820900,3820.9
1984,"483","48","Patagonotothen brevicauda","NOT","Patagonian rockcod","F",6,16869000,16869000,16869
1984,"483","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,1967000,1965833,1965.833
1984,"483","48","Rajiformes","SRX","Skates and rays","F",3,47000,46961.37,46.96137
1984,"584","58","Euphausia superba","KRI","Antarctic Krill","C",6,14702000,14702000,14702
1984,"5841","58","Euphausia superba","KRI","Antarctic Krill","C",6,8195000,8195000,8195
1984,"5841","58","Pleuragramma antarcticum","ANS","Antarctic silverfish","F",6,243986,243986,243.986
1984,"5842","58","Pleuragramma antarcticum","ANS","Antarctic silverfish","F",6,904599,904599,904.599
1984,"5844a","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,1000,1000,1
1984,"5844a","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,295000,295000,295
1984,"5844b","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,5000,5000,5
1984,"5844b","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,444000,444000,444
1984,"585","58","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,5724000,5724000,5724
1984,"585","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,4732000,4732000,4732
1984,"585","58","Notothenia rossii","NOR","Marbled rockcod","F",6,1495000,1495000,1495
1984,"585","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,5714000,5714000,5714
1984,"585","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,618000,618000,618
1984,"585","58","Rajiformes","SRX","Skates and rays","F",3,17000,17000,17
1984,"88","88","Euphausia superba","KRI","Antarctic Krill","C",6,15000,15000,15
1984,"88","88","Myctophidae","LXX","Lanternfish","F",4,129000,129000,129
1984,"88","88","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,2000,2000,2
1984,"881","88","Euphausia superba","KRI","Antarctic Krill","C",6,149000,149000,149
1984,"883","88","Euphausia superba","KRI","Antarctic Krill","C",6,436000,436000,436
1985,"481","48","Chaenodraco wilsoni","WIC","Spiny icefish","F",6,500,500,0.5
1985,"481","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,17300,17300,17.3
1985,"481","48","Channichthyidae","ICX","Crocodile icefishes nei","F",4,100,100,0.1
1985,"481","48","Channichthys rhinoceratus","LIC","Unicorn icefish","F",6,19500,19500,19.5
1985,"481","48","Euphausia superba","KRI","Antarctic Krill","C",6,12933000,12933000,12933
1985,"481","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,85500,85500,85.5
1985,"481","48","Notothenia rossii","NOR","Marbled rockcod","F",6,4800,4800,4.8
1985,"481","48","Nototheniidae","NOX","Antarctic Rockcods","F",4,400,400,0.4
1985,"481","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,600,600,0.6
1985,"482","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,2361000,2361000,2361
