"season.year","ASD","ASD2","ScientificName","SpeciesCode","EnglishName","Class","Tax_Lev","totC_old","corr.Catch","corr.Catch2"
1992,"5852","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,2049,2049,2.049
1992,"5852","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,12,12,0.012
1992,"5852","58","Rajiformes","SRX","Skates and rays","F",3,609,608.4,0.6084
1992,"883","88","Euphausia superba","KRI","Antarctic Krill","C",6,50000,50000,50
1993,"4132","41","Euphausia superba","KRI","Antarctic Krill","C",6,1681600,1681600,1681.6
1993,"48","48","Euphausia superba","KRI","Antarctic Krill","C",6,71000,71000,71
1993,"481","48","Euphausia superba","KRI","Antarctic Krill","C",6,33267000,33267000,33267
1993,"482","48","Euphausia superba","KRI","Antarctic Krill","C",6,12670000,12670000,12670
1993,"483","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,3019936,3019033.77,3019.03377
1993,"483","48","Euphausia superba","KRI","Antarctic Krill","C",6,14742000,14729016.08,14729.01608
1993,"483","48","Myctophidae","LXX","Lanternfish","F",4,114000,113891.48,113.89148
1993,"484","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,9540,9540,9.54
1993,"486","48","Euphausia superba","KRI","Antarctic Krill","C",6,33000,32999.69,32.99969
1993,"5841","58","Euphausia superba","KRI","Antarctic Krill","C",6,5762000,5762000,5762
1993,"5851","58","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,12000,11987.61,11.98761
1993,"5851","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,3597000,3593406.67,3593.40667
1993,"5851","58","Notothenia rossii","NOR","Marbled rockcod","F",6,2000,2000,2
1993,"5851","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,14000,14000,14
1993,"5852","58","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,2898,2894.85,2.89485
1993,"5852","58","Channichthys rhinoceratus","LIC","Unicorn icefish","F",6,509,508.5,0.5085
1993,"5852","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,243,-380.69,0
1993,"5852","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,12,12,0.012
1993,"5852","58","Myctophidae","LXX","Lanternfish","F",4,12,11.99,0.01199
1993,"5852","58","Notothenia acuta","NOA","Trangular rockcod","F",6,1,1,0.001
1993,"5852","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,22,22,0.022
1993,"5852","58","Nototheniops mizops","NOZ","Toad rockcod","F",6,2,2,0.002
1993,"5852","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,28,28,0.028
1993,"5852","58","Rajiformes","SRX","Skates and rays","F",3,114,113.89,0.11389
1994,"481","48","Euphausia superba","KRI","Antarctic Krill","C",6,45085000,45085000,45085
1994,"482","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,31,31,0.031
1994,"482","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,1,1,0.001
1994,"482","48","Euphausia superba","KRI","Antarctic Krill","C",6,19259000,19259000,19259
1994,"482","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,37,37,0.037
1994,"482","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,1,1,0.001
1994,"483","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,1949,1947.06,1.94706
1994,"483","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,12905,12902.26,12.90226
1994,"483","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,657833,657512.42,657.51242
1994,"483","48","Euphausia superba","KRI","Antarctic Krill","C",6,20300670,20282862.51,20282.86251
1994,"483","48","Lithodes murrayi","KCM","Stone crab","C",6,16,16,0.016
1994,"483","48","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,393,393,0.393
1994,"483","48","Mancopsetta maculata","MMM","Antarctic armless flounder","F",6,2,2,0.002
1994,"483","48","Muraenolepis microps","MOY","Smalleye moray cod","F",6,14,13.9946185479712,0.0139946185479712
1994,"483","48","Myctophidae","LXX","Lanternfish","F",4,6,5.99556284945061,0.00599556284945061
1994,"483","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,3990,3990,3.99
1994,"483","48","Notothenia rossii","NOR","Marbled rockcod","F",6,1988,1987.1,1.9871
1994,"483","48","Notothenia squamifrons","NOS","Grey rockcod","F",6,196,196,0.196
1994,"483","48","Nototheniidae","NOX","Antarctic Rockcods","F",4,6,5.99400000226276,0.00599400000226276
1994,"483","48","Nototheniops larseni","NOL","Painted rockcod","F",6,16,16,0.016
1994,"483","48","Nototheniops nudifrons","NOD","Yellowfin rockcod","F",6,4,4,0.004
1994,"483","48","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,13,13,0.013
1994,"483","48","Pagothenia hansoni","TRH","Striped rockcod","F",6,3,3,0.003
1994,"483","48","Parachaenichthys georgianus","PGE","Bathydraconidae","F",6,21,21,0.021
1994,"483","48","Paralithodes spp","KCS","King crabs","C",5,79,79,0.079
1994,"483","48","Patagonotothen brevicauda","NOT","Patagonian rockcod","F",6,1018,1018,1.018
1994,"483","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,949,948.06,0.94806
1994,"483","48","Raja georgiana","SRR","","F",6,53,53,0.053
1994,"483","48","Rajiformes","SRX","Skates and rays","F",3,11975,11966.04,11.96604
1994,"483","48","Scorpaenidae","SCO","Scorpionfishes","F",4,2,2,0.002
1994,"5841","58","Euphausia superba","KRI","Antarctic Krill","C",6,899000,899000,899
1994,"5851","58","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,1228000,1225458.01,1225.45801
1994,"5851","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,5381000,5375517.73,5375.51773
1994,"5851","58","Notothenia rossii","NOR","Marbled rockcod","F",6,200,199.81,0.19981
1994,"5851","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,20,20,0.02
1994,"5851","58","Rajiformes","SRX","Skates and rays","F",3,2000,1998.19,1.99819
1994,"586","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,56000,55958.43,55.95843
1995,"481","48","Euphausia superba","KRI","Antarctic Krill","C",6,38165000,38165000,38165
1995,"482","48","Euphausia superba","KRI","Antarctic Krill","C",6,48833400,48833400,48833.4
1995,"483","48","Antimora rostrata","ANT","Blue antimora","F",6,826,825.52,0.82552
1995,"483","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,302,301.7,0.3017
1995,"483","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,9870,9870,9.87
1995,"483","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,3370828,3369357.22,3369.35722
1995,"483","48","Euphausia superba","KRI","Antarctic Krill","C",6,47421280,47382067.12,47382.06712
1995,"483","48","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,10554,10554,10.554
1995,"483","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,501,501,0.501
1995,"483","48","Notothenia rossii","NOR","Marbled rockcod","F",6,1686,1686,1.686
1995,"483","48","Nototheniidae","NOX","Antarctic Rockcods","F",4,2280,2277.73,2.27773
1995,"483","48","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,9566,9566,9.566
1995,"483","48","Paralomis spinosissima","KCV","Antarctic king crab","C",6,283000,282597.51,282.59751
1995,"483","48","Patagonotothen brevicauda","NOT","Patagonian rockcod","F",6,590,590,0.59
1995,"483","48","Rajiformes","SRX","Skates and rays","F",3,90336,90281.57,90.28157
1995,"5841","58","Euphausia superba","KRI","Antarctic Krill","C",6,1266000,1266000,1266
1995,"5851","58","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,2708000,2706606.01,2706.60601
1995,"5851","58","Channichthys rhinoceratus","LIC","Unicorn icefish","F",6,1000,999,0.999
1995,"5851","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,5596000,5590763.17,5590.76317
1995,"5851","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,6,6,0.006
1995,"5851","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,61000,61000,61
1995,"5851","58","Rajiformes","SRX","Skates and rays","F",3,294,293.87,0.29387
1995,"586","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,115000,114914.63,114.91463
1996,"481","48","Euphausia superba","KRI","Antarctic Krill","C",6,61964000,61964000,61964
1996,"482","48","Euphausia superba","KRI","Antarctic Krill","C",6,2734000,2734000,2734
1996,"483","48","Antimora rostrata","ANT","Blue antimora","F",6,200,199.89,0.19989
1996,"483","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,3601504,3599827.84,3599.82784
1996,"483","48","Euphausia superba","KRI","Antarctic Krill","C",6,26452000,26430557.73,26430.55773
1996,"483","48","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,24834,24834,24.834
1996,"483","48","Martialia hyadesi","SQS","Sevenstar flying squid","C",6,52000,52000,52
1996,"483","48","Paralomis spinosissima","KCV","Antarctic king crab","C",6,213629,213534.88,213.53488
1996,"483","48","Rajiformes","SRX","Skates and rays","F",3,44933,44904.55,44.90455
1996,"5844a","58","Euphausia spp","KRX","Euphausids","C",5,2,2,0.002
1996,"5844a","58","Euphausia superba","KRI","Antarctic Krill","C",6,5683,5683,5.683
1996,"5844a","58","Lampanyctus achirus","LAC","Lanternfish","F",6,2,2,0.002
1996,"5844a","58","Loliginidae, Ommastrephidae","SQU","Flying squids","C",3,5,5,0.005
1996,"5844a","58","Myctophidae","LXX","Lanternfish","F",4,2,2,0.002
1996,"5844a","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,28,28,0.028
1996,"5851","58","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,5000,4995.01,4.99501
1996,"5851","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,4710425,4706104.67,4706.10467
1996,"5851","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,15000,15000,15
1996,"5851","58","Rajiformes","SRX","Skates and rays","F",3,218,217.94,0.21794
1996,"586","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,75987,75977.04,75.97704
1996,"587","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,868786,867403.53,867.40353
1997,"481","48","Euphausia superba","KRI","Antarctic Krill","C",6,48843404,48843404,48843.404
1997,"482","48","Euphausia superba","KRI","Antarctic Krill","C",6,98500,98500,98.5
1997,"483","48","Antimora rostrata","ANT","Blue antimora","F",6,1725,1723.91,1.72391
1997,"483","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,3812124,3809883.02,3809.88302
1997,"483","48","Euphausia superba","KRI","Antarctic Krill","C",6,26711000,26690701.24,26690.70124
1997,"483","48","Lithodidae","KCX","Crab spp.","C",4,541,540.46,0.54046
1997,"483","48","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,18903,18903,18.903
1997,"483","48","Martialia hyadesi","SQS","Sevenstar flying squid","C",6,81075,81075,81.075
1997,"483","48","Nototheniidae","NOX","Antarctic Rockcods","F",4,1,0.999000000377127,0.000999000000377127
1997,"483","48","Paralomis spinosissima","KCV","Antarctic king crab","C",6,433,432.57,0.43257
1997,"483","48","Rajiformes","SRX","Skates and rays","F",3,31900,31862.73,31.86273
1997,"5843","58","Antimora rostrata","ANT","Blue antimora","F",6,8,8,0.008
1997,"5843","58","Cephalopoda","CEP","Cephalopods","C",2,3,3,0.003
1997,"5843","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,7,7,0.007
1997,"5843","58","Lithodidae","KCX","Crab spp.","C",4,2,2,0.002
1997,"5843","58","Macrourus holotrachys","MCH","Bigeye grenadier","F",6,78,78,0.078
1997,"5843","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,1,1,0.001
1997,"5843","58","Rajiformes","SRX","Skates and rays","F",3,19,19,0.019
1997,"5851","58","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,300,268.54,0.26854
1997,"5851","58","Channichthys rhinoceratus","LIC","Unicorn icefish","F",6,4500,4494.37,4.49437
1997,"5851","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,5059222,5054198.6,5054.1986
1997,"5851","58","Notothenia rossii","NOR","Marbled rockcod","F",6,700,699.3,0.6993
1997,"5851","58","Rajiformes","SRX","Skates and rays","F",3,2000,1987.14,1.98714
1997,"5852","58","Antimora rostrata","ANT","Blue antimora","F",6,23,22.98,0.02298
1997,"5852","58","Cephalopoda","CEP","Cephalopods","C",2,534,533.26,0.53326
1997,"5852","58","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,226636,226412.35,226.41235
1997,"5852","58","Channichthys rhinoceratus","LIC","Unicorn icefish","F",6,3891,3887.11,3.88711
1997,"5852","58","Chionodraco rastrospinosus","KIF","Ocellated icefish","F",6,570,570,0.57
1997,"5852","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,1927039,1925146.44,1925.14644
1997,"5852","58","Elasmobranchii","SKX","Sharks, skates and rays","F",3,2025,2023.26,2.02326
1997,"5852","58","Lamna nasus","POR","Porbeagle Shark","F",6,1600,1600,1.6
1997,"5852","58","Macrourus holotrachys","MCH","Bigeye grenadier","F",6,713,713,0.713
1997,"5852","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,489,489,0.489
1997,"5852","58","Notothenia rossii","NOR","Marbled rockcod","F",6,1,0.999000000001201,0.000999000000001201
1997,"5852","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,3994,3994,3.994
1997,"5852","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,1045,1045,1.045
1997,"5852","58","Rajiformes","SRX","Skates and rays","F",3,3178,3174.81,3.17481
1997,"5852","58","Zanclorhynchus spinifer","ZSP","Spiny horsefish","F",6,51,50.95,0.05095
1997,"586","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,465956,465873,465.873
1997,"586","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,11000,11000,11
1997,"586","58","Rajiformes","SRX","Skates and rays","F",3,2000,1997.45,1.99745
1997,"587","58","Antimora rostrata","ANT","Blue antimora","F",6,60,59.41,0.05941
1997,"587","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,1192544,1191554.52,1191.55452
1997,"587","58","Lithodidae","KCX","Crab spp.","C",4,17,16.99,0.01699
1997,"587","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,1393,1393,1.393
1997,"587","58","Rajiformes","SRX","Skates and rays","F",3,4,3.67,0.00367
1997,"881","88","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,128,128,0.128
1998,"4132","41","Euphausia superba","KRI","Antarctic Krill","C",6,74000,74000,74
1998,"481","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,33,33,0.033
1998,"481","48","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,1156,1156,1.156
1998,"481","48","Euphausia superba","KRI","Antarctic Krill","C",6,56574709,56574709,56574.709
1998,"481","48","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,324,324,0.324
1998,"481","48","Nototheniidae","NOX","Antarctic Rockcods","F",4,26,26,0.026
1998,"481","48","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,512,512,0.512
1998,"481","48","Rajiformes","SRX","Skates and rays","F",3,28,28,0.028
1998,"482","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,32,32,0.032
1998,"482","48","Euphausia superba","KRI","Antarctic Krill","C",6,6673000,6673000,6673
1998,"482","48","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,75,75,0.075
1998,"482","48","Nototheniidae","NOX","Antarctic Rockcods","F",4,3,3,0.003
1998,"482","48","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,4,4,0.004
1998,"482","48","Rajiformes","SRX","Skates and rays","F",3,77,77,0.077
1998,"483","48","Antimora rostrata","ANT","Blue antimora","F",6,605,604.65,0.60465
1998,"483","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,6170,6170,6.17
1998,"483","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,3201169,3199419.19,3199.41919
1998,"483","48","Euphausia superba","KRI","Antarctic Krill","C",6,26776132,26755001.75,26755.00175
1998,"483","48","Lithodes murrayi","KCM","Stone crab","C",6,515,515,0.515
1998,"483","48","Lithodidae","KCX","Crab spp.","C",4,129,128.97,0.12897
1998,"483","48","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,17466,17466,17.466
1998,"483","48","Nototheniidae","NOX","Antarctic Rockcods","F",4,549,549,0.549
1998,"483","48","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,6693,6693,6.693
1998,"483","48","Rajiformes","SRX","Skates and rays","F",3,8943,8939.43,8.93943
1998,"5851","58","Channichthys rhinoceratus","LIC","Unicorn icefish","F",6,1000,997.55,0.99755
1998,"5851","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,4713900,4708961.89,4708.96189
1998,"5851","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,12000,12000,12
1998,"5851","58","Rajiformes","SRX","Skates and rays","F",3,20400,20392.2,20.3922
1998,"5852","58","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,115470,115355.81,115.35581
1998,"5852","58","Channichthys rhinoceratus","LIC","Unicorn icefish","F",6,4572,4567,4.567
1998,"5852","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,3764778,3759946.51,3759.94651
1998,"5852","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,212,212,0.212
1998,"5852","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,2945,2945,2.945
1998,"5852","58","Nototheniidae","NOX","Antarctic Rockcods","F",4,3045,3041.96,3.04196
1998,"5852","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,331,331,0.331
1998,"5852","58","Rajiformes","SRX","Skates and rays","F",3,3346,3342.69,3.34269
1998,"586","58","Antimora rostrata","ANT","Blue antimora","F",6,2870,2869.68,2.86968
1998,"586","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,1053097,1052362.99,1052.36299
1998,"586","58","Lithodes murrayi","KCM","Stone crab","C",6,70,70,0.07
1998,"586","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,18630,18630,18.63
1998,"586","58","Rajiformes","SRX","Skates and rays","F",3,2160,2159.9,2.1599
1998,"587","58","Antimora rostrata","ANT","Blue antimora","F",6,4542,4537.4,4.5374
1998,"587","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,636747,635910.66,635.91066
1998,"587","58","Lithodidae","KCX","Crab spp.","C",4,51,50.96,0.05096
1998,"587","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,36590,36590,36.59
1998,"587","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,22,22,0.022
1998,"587","58","Rajiformes","SRX","Skates and rays","F",3,1459,1457.53,1.45753
1998,"881","88","Antimora rostrata","ANT","Blue antimora","F",6,161,161,0.161
1998,"881","88","Calamus spp","PRG","Porgies","F",5,2,2,0.002
1998,"881","88","Channichthyidae","ICX","Crocodile icefishes nei","F",4,87,87,0.087
1998,"881","88","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,516,516,0.516
1998,"881","88","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,41002,41002,41.002
1998,"881","88","Lithodidae","KCX","Crab spp.","C",4,5,5,0.005
1998,"881","88","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,9483,9483,9.483
1998,"881","88","Muraenolepis spp","MRL","Moray cods","F",5,273,273,0.273
1998,"881","88","Nototheniidae","NOX","Antarctic Rockcods","F",4,131,131,0.131
1998,"881","88","Paralomis aculeata","KCU","Red stone crab","C",6,1,1,0.001
1998,"881","88","Rajiformes","SRX","Skates and rays","F",3,4804,4804,4.804
1998,"883","88","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,13,13,0.013
1998,"883","88","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,288,288,0.288
1998,"883","88","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,334,334,0.334
1998,"883","88","Nototheniidae","NOX","Antarctic Rockcods","F",4,65,65,0.065
1998,"883","88","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,42,42,0.042
1998,"883","88","Rajiformes","SRX","Skates and rays","F",3,22,22,0.022
1999,"481","48","Euphausia superba","KRI","Antarctic Krill","C",6,38895033,38895033,38895.033
1999,"482","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,1454,1454,1.454
1999,"482","48","Chaenodraco wilsoni","WIC","Spiny icefish","F",6,1,1,0.001
1999,"482","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,502,502,0.502
1999,"482","48","Channichthyidae","ICX","Crocodile icefishes nei","F",4,279,279,0.279
1999,"482","48","Chionodraco rastrospinosus","KIF","Ocellated icefish","F",6,924,924,0.924
1999,"482","48","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,2,2,0.002
1999,"482","48","Euphausia superba","KRI","Antarctic Krill","C",6,62076767,62076767,62076.767
1999,"482","48","Myctophidae","LXX","Lanternfish","F",4,42,42,0.042
1999,"482","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,5062,5062,5.062
1999,"482","48","Notothenia neglecta","NON","Yellowbelly rockcod","F",6,44,44,0.044
1999,"482","48","Notothenia rossii","NOR","Marbled rockcod","F",6,273,273,0.273
1999,"482","48","Notothenia squamifrons","NOS","Grey rockcod","F",6,5023,5023,5.023
1999,"482","48","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,59,59,0.059
1999,"482","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,2583,2583,2.583
1999,"482","48","Rajiformes","SRX","Skates and rays","F",3,75,75,0.075
1999,"482","48","Trematomus spp","TRT","Trematomus spp","F",5,90,90,0.09
1999,"483","48","Antimora rostrata","ANT","Blue antimora","F",6,26,25.99,0.02599
1999,"483","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,41,40.96,0.04096
1999,"483","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,264942,263013.54,263.01354
1999,"483","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,3626802,3624606.28,3624.60628
1999,"483","48","Elasmobranchii","SKX","Sharks, skates and rays","F",3,133,132.96,0.13296
1999,"483","48","Euphausia superba","KRI","Antarctic Krill","C",6,985000,978596.67,978.59667
1999,"483","48","Lithodes murrayi","KCM","Stone crab","C",6,42,42,0.042
1999,"483","48","Lithodes spp","KCZ","King crabs","C",5,11,11,0.011
1999,"483","48","Lithodidae","KCX","Crab spp.","C",4,80,79.85,0.07985
1999,"483","48","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,13256,13256,13.256
1999,"483","48","Muraenolepis spp","MRL","Moray cods","F",5,15,15,0.015
1999,"483","48","Myctophidae","LXX","Lanternfish","F",4,5120,5115.12,5.11512
1999,"483","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,33,33,0.033
1999,"483","48","Paralithodes spp","KCS","King crabs","C",5,73,73,0.073
1999,"483","48","Paralomis aculeata","KCU","Red stone crab","C",6,12,11.9959753004438,0.0119959753004438
1999,"483","48","Paralomis formosa","KCF","Antarctic king crab","C",6,1963,1963,1.963
1999,"483","48","Paralomis spinosissima","KCV","Antarctic king crab","C",6,196,193.85,0.19385
1999,"483","48","Patagonotothen brevicauda","NOT","Patagonian rockcod","F",6,3137,3137,3.137
1999,"483","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,134,133.87,0.13387
1999,"483","48","Rajiformes","SRX","Skates and rays","F",3,17433,17416.19,17.41619
1999,"5841","58","Antimora rostrata","ANT","Blue antimora","F",6,5,5,0.005
1999,"5841","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,103,103,0.103
1999,"5843","58","Antimora rostrata","ANT","Blue antimora","F",6,11,11,0.011
1999,"5843","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,18,18,0.018
1999,"5843","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,236,236,0.236
1999,"5851","58","Channichthys rhinoceratus","LIC","Unicorn icefish","F",6,700,699.16,0.69916
1999,"5851","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,4730310,4725166.77,4725.16677
1999,"5851","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,30950,30950,30.95
1999,"5851","58","Notothenia rossii","NOR","Marbled rockcod","F",6,1400,1398.61,1.39861
1999,"5851","58","Rajiformes","SRX","Skates and rays","F",3,29130,29094.34,29.09434
1999,"5852","58","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,1648,1646.62,1.64662
1999,"5852","58","Channichthys rhinoceratus","LIC","Unicorn icefish","F",6,875,874.51,0.87451
1999,"5852","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,3546990,3544300.72,3544.30072
1999,"5852","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,645,645,0.645
1999,"5852","58","Notothenia rossii","NOR","Marbled rockcod","F",6,16,16,0.016
1999,"5852","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,9523,9523,9.523
1999,"5852","58","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,15,15,0.015
1999,"5852","58","Rajiformes","SRX","Skates and rays","F",3,1701,1699.05,1.69905
1999,"5852","58","Somniosus pacificus","SON","Pacific Sleeper Shark","F",6,1000,1000,1
1999,"586","58","Antimora rostrata","ANT","Blue antimora","F",6,5960,5959.5,5.9595
1999,"586","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,1151500,1150974.65,1150.97465
1999,"586","58","Elasmobranchii","SKX","Sharks, skates and rays","F",3,830,829.95,0.82995
1999,"586","58","Lithodidae","KCX","Crab spp.","C",4,100,100,0.1
1999,"586","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,66260,66260,66.26
1999,"586","58","Rajiformes","SRX","Skates and rays","F",3,3640,3639.11,3.63911
1999,"587","58","Antimora rostrata","ANT","Blue antimora","F",6,1130,1126.75,1.12675
1999,"587","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,301070,300474.91,300.47491
1999,"587","58","Lithodidae","KCX","Crab spp.","C",4,80,79.93,0.07993
1999,"587","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,46990,46990,46.99
1999,"587","58","Rajiformes","SRX","Skates and rays","F",3,1130,1127.76,1.12776
1999,"881","88","Antimora rostrata","ANT","Blue antimora","F",6,20,20,0.02
1999,"881","88","Bathyraja eatonii","BEA","Eaton's Skate","F",6,1040,1040,1.04
1999,"881","88","Bathyraja spp","BHY","Bathyraja rays nei","F",5,820,820,0.82
1999,"881","88","Channichthyidae","ICX","Crocodile icefishes nei","F",4,180,180,0.18
1999,"881","88","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,550,550,0.55
1999,"881","88","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,296050,296050,296.05
1999,"881","88","Macrourus carinatus","MCC","Ridge-scaled rattail","F",6,19550,19550,19.55
1999,"881","88","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,780,780,0.78
1999,"881","88","Macrourus whitsoni","WGR","","F",6,1350,1350,1.35
1999,"881","88","Muraenolepis microps","MOY","Smalleye moray cod","F",6,3650,3650,3.65
1999,"881","88","Muraenolepis spp","MRL","Moray cods","F",5,740,740,0.74
1999,"881","88","Nototheniidae","NOX","Antarctic Rockcods","F",4,220,220,0.22
1999,"881","88","Raja georgiana","SRR","","F",6,11300,11300,11.3
1999,"881","88","Raja spp","RAJ","Rays and skates nei","F",5,5640,5640,5.64
2000,"4132","41","Euphausia superba","KRI","Antarctic Krill","C",6,4400,4400,4.4
2000,"481","48","Euphausia superba","KRI","Antarctic Krill","C",6,71977200,71977200,71977.2
