Country (Country),Species (ASFIS species),Aquaculture area (FAO major fishing area),Environment (Environment),1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Côte d'Ivoire,Torpedo-shaped catfishes nei,Africa - Inland waters,Brackishwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.05,...,...,...,...,...,...,...,...,...,...,...,...
Côte d'Ivoire,Torpedo-shaped catfishes nei,Africa - Inland waters,Freshwater,12.63,20.21,28.21,160.89,188.44,188.34,110.49,75,30.3,9.9,6.14,37.5,238,60,107.8,126,140.41,...,...,...,...,...,...,...,...,...,...,...,...
Denmark,Arctic char,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,147,0,0,0,0,0,0,...,...,...,...
Denmark,Atlantic cod,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,0,40,...,...,...,...
Denmark,Atlantic salmon,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.5,0,4,4,...,0,0,0,...,...,...
Denmark,Atlantic salmon,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,49,62.78,60,68,90,80,86.73,14.22,106.88,74.58,1.38
Denmark,Blue mussel,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22,97.87,162.76,509.82,1052.7,2037.22,1816.54,542.23,372.44,473.99
Denmark,Brook trout,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,35,891.76,1595.41,776.64,749.65,1178.46,966.16,920.73,551.67,622.46,595.6
Denmark,Brown seaweeds,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,591.35,561.12,1603.21,1677.94,2591
Denmark,Chars nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,959,0,0,420,826.04,942.69,869.59,735.46,717.88,1330.16,1158.07
Denmark,"Clams, etc. nei",Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,12,12,12,9.3,...,0,0,0,0,0,0,0,0,0,0
Denmark,Common carp,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2.88,...,...,...
Denmark,European eel,"Atlantic, Northeast",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,318.86,423.59,8175.87,...,0,0,0,...,...,...
Denmark,European eel,"Atlantic, Northeast",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,763.79,1001.22,806.23,10829.51,7402.24,996.64,10243.9,10741.51,10890.97,8921.97
Denmark,European eel,Europe - Inland waters,Freshwater,85.2,156.86,818.27,1288.18,2679.48,6115.28,6862.24,7768.93,9450,8550,9000,9025,14000,15623.25,22212,24453,24066,19425,9189,13837.18,16125.48,10015.44,9213.34,8699.13,9881.3,6027.76,5714.48,4819.25,4952.13
Denmark,European flounder,"Atlantic, Northeast",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,...,...,...,...
Denmark,European perch,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2.15,20.49,21.44,0.99
Denmark,European whitefish,"Atlantic, Northeast",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4,0,0,0,...,...,...,...
Denmark,European whitefish,Europe - Inland waters,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,...,...,...,...
Denmark,Freshwater siluroids nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,16.71,...,...,0,0,0,...,...,...
Denmark,Golden trout,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42,60,132,150,...,...,...,...
Denmark,Marine fishes nei,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8.91,...,...
Denmark,Pike-perch,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42.87,93.21,343,252,329,343,1042.5,815.42,1082.83,1664.46
Denmark,Rainbow trout,"Atlantic, Northeast",Brackishwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,691.54,807.75,2021.42,...,0,0,533.86,344.69,389.1,...
Denmark,Rainbow trout,"Atlantic, Northeast",Marine,6912.95,6146.02,11570.44,10978.8,18220.46,23863.83,23140,18701.93,21073.8,23556,20718.65,22778.8,24966.4,19311.6,21267,21159,21792,19314.9,10358.7,18928.39,24218.67,21653.3,24251.67,21319.47,41168.65,33017.5,34813.72,39298.73,37496.8
Denmark,Rainbow trout,Europe - Inland waters,Freshwater,45837.08,51402.19,63691.63,83039.98,83096.04,90785.86,122784.41,109832.21,109479.6,92211.01,106594.45,112164.2,103910.41,105454.8,97821.01,98028.01,100251.01,110111.11,89179.2,67518.83,86497.98,77776.07,82356.16,64358.04,67304.2,68000,76865.94,87472.74,61035.77
Denmark,Sea belt,"Atlantic, Northeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5.61,...,...,...
Denmark,Sea trout,"Atlantic, Northeast",Brackishwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571.1,2941.16,0,1114.73,977.3,...
Denmark,Sea trout,Europe - Inland waters,Freshwater,...,...,...,...,...,582.21,750,850,775,775,775,775,800,640,640,660,750,750,909,982.17,456.5,468,1338.4,1242.81,1305.3,243.79,355.61,446.43,219.38
Denmark,Sturgeons nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,8,60.45,...,20,8
Denmark,Turbot,"Atlantic, Northeast",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,14,21,28,10.5,73.5,82.79,28.8,74.82,65.25,24.18
Denmark,Turbot,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14,59.5,23.99,...,...,...,...
Dominica,Blue tilapia,"America, North - Inland waters",Freshwater,0,0,0,0,0,0,0,0,4.44,4.44,4.92,8,8,8,8,8,10.5,10.5,...,...,...,...,...,...,...,...,...,...,...
Dominica,Giant river prawn,"America, North - Inland waters",Freshwater,0,0,0,0,0,0,0,0,45.63,15.19,29.6,28,28,36,36,36,48,48,39,39,39,52,52,52,52,65,65,65,65
Dominica,Nile tilapia,"America, North - Inland waters",Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25,50,50,75,75,100,100,150,150,150,150,150
Dominican Republic,American cupped oyster,"Atlantic, Western Central",Marine,...,...,...,...,...,...,...,5.48,5.85,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,American eel,"America, North - Inland waters",Freshwater,...,...,...,...,10,10,0,0,0,0,148.96,110.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,Cachama,"America, North - Inland waters",Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,38.45,34.7
Dominican Republic,Cichlasoma nei,"America, North - Inland waters",Freshwater,...,...,...,...,...,...,...,...,...,...,50.16,29.2,9,9,...,...,...,137.02,171.34,...,...,...,...,...,...,...,...,...,...
Dominican Republic,Common carp,"America, North - Inland waters",Freshwater,...,...,...,...,0,11.18,110,335,514.5,387.66,869.29,676.86,221.4,425,526.3,430.5,930,630.4,788.8,788.8,817.6,32.5,25,25,25,25,25,709.9,383.15
Dominican Republic,Common snook,"Atlantic, Western Central",Brackishwater,...,...,...,...,...,...,...,...,...,...,752.4,628.53,657,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Dominican Republic,European seabass,"Atlantic, Western Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6,9,6,0,0,0,0,0,0,0
Dominican Republic,Florida pompano,"Atlantic, Western Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2076.78,2010.6,2288.74,1913.22
Dominican Republic,Giant river prawn,"America, North - Inland waters",Freshwater,600,1200,1200,1440,1346,650,650,592.8,2302.56,7064.84,8837.36,847.53,1017,307.8,983.1,184,820,662.16,833.04,780,970,892.1,892.1,892.1,892.1,892.1,892.1,125.55,76.27
Dominican Republic,Gilthead seabream,"Atlantic, Western Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,429,207,1050,1050,1050,1050,1050,1050,...,...
Dominican Republic,"Gudgeons, sleepers nei","America, North - Inland waters",Brackishwater,...,...,...,...,...,...,...,...,...,...,1217.52,359.16,10,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Dominican Republic,Largemouth black bass,"America, North - Inland waters",Brackishwater,...,...,...,...,...,...,...,...,...,...,1149.42,904.32,114,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Dominican Republic,Mozambique tilapia,"America, North - Inland waters",Freshwater,0,4,4.68,4.68,2.84,47.52,90,387.73,616.8,227.94,...,...,163.8,285.6,305.9,255,...,629.14,788.32,788.32,788.32,...,...,...,...,...,...,536.22,164.17
Dominican Republic,Mullets nei,"America, North - Inland waters",Brackishwater,...,...,...,...,...,...,...,...,...,...,87.4,34.68,36.4,36.4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Dominican Republic,Nile tilapia,"America, North - Inland waters",Freshwater,0,2,2.34,2.34,1.42,26.4,52.5,224.02,357.23,132.24,...,...,149.5,341,684,550,...,280.54,351.52,351.52,351.52,...,...,...,...,...,...,788.37,755.12
Dominican Republic,Penaeus shrimps nei,"Atlantic, Western Central",Marine,0,763.84,1980,2400,2835.47,2040,1350,603.14,1794,2434,550.09,590.2,543.6,543.6,...,...,4719,5775,9781.12,4620,5540,4890,4900,4900,4900,4900,4900,...,...
Dominican Republic,Pirapatinga,"America, North - Inland waters",Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,38.45,37.37
Dominican Republic,Redbreast tilapia,"America, North - Inland waters",Freshwater,0,0,0,0,0,5.28,7.5,32.74,53.97,19.14,...,...,26.1,26.1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Dominican Republic,Silver carp,"America, North - Inland waters",Freshwater,0,0,0,0,0,0,0,0,0,14.91,14.44,22.19,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,Striped catfish,"America, North - Inland waters",Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1.31,26.44
Dominican Republic,Tilapias nei,"America, North - Inland waters",Freshwater,...,...,...,...,...,...,...,...,...,...,2913.84,2113.35,...,...,...,...,2186.8,616,763,763,763,42.88,53.6,53.6,53.6,53.6,53.6,1393.12,456.43
Dominican Republic,Whiteleg shrimp,"Atlantic, Western Central",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3531.2,181.79
Ecuador,[Ichthyoelephas humeralis],"America, South - Inland waters",Freshwater,...,...,...,...,...,0,0.92,12.67,7.02,35.29,30.1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Ecuador,Blue shrimp,"Pacific, Southeast",Brackishwater,23520,21140,30541,49788,58320,45530.1,31680.88,48561.6,54216.9,52307.64,53504.2,54000,60000,79620,79200,58200,...,...,...,...,...,...,...,...,...,...,...,...,...
Ecuador,Cichlasoma nei,"America, South - Inland waters",Freshwater,...,...,...,...,...,...,...,12.67,333.16,736.98,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Ecuador,Giant river prawn,"America, South - Inland waters",Freshwater,1562.5,1677.5,2133,2980,3226.22,1986.48,1672.11,2505.6,2125,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Ecuador,Green terror,"America, South - Inland waters",Freshwater,...,...,...,...,...,...,2.76,2.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,Nile tilapia,"America, South - Inland waters",Freshwater,...,...,...,284.6,41.88,34,31.2,42.24,453.25,346.9,204.65,626,960,1730,1730,3960,7084.77,9286.2,24072,33916,36306,38284,38736,40000,42000,123621.3,137948.38,138720,115074.02
Ecuador,Pacific cupped oyster,"Pacific, Southeast",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,16.38,...,...
Ecuador,Pacific fat sleeper,"America, South - Inland waters",Freshwater,...,...,...,119.58,70.38,48.15,45.96,80.64,1597.57,6937.58,456,...,...,69,69,89.7,98.9,98.9,98.9,1920,2000,2080,2376,2430,2700,2700,...,...,...
Ecuador,Pirapatinga,"America, South - Inland waters",Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3351.27,3465,3599.75
Ecuador,Rainbow trout,"America, South - Inland waters",Freshwater,...,...,...,351.57,673.96,684,1902.54,5518.08,5746.04,6539.4,175.56,...,...,...,...,270,165,165,165,297,297,297,297,297,297,3000,...,...,...
Ecuador,Red claw crayfish,"America, South - Inland waters",Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,280,300,102,300,300,300,300,300,300,300,300,300,3000,...,...,...
Ecuador,Red drum,"Pacific, Southeast",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16604,13258,13258,13258,...,0,0,0,0,0,0,0,0,0
Ecuador,Scallops nei,"Pacific, Southeast",Marine,...,...,...,7.17,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,Whiteleg shrimp,"Pacific, Southeast",Brackishwater,211680.02,190295.02,274855.03,456826.94,516409.06,408434,279369.12,456580.8,551272.06,458439.25,481700.9,579582.06,587520,597195.06,648000,522291.16,300660,248979.52,349800.03,387000.03,430080.03,568800,716160.06,720000.06,720000.06,877590.06,1105399.4,1287000.1,1391445
Egypt,Common carp,Africa - Inland waters,Freshwater,4800,5200,6750,9000,19000,28800,42250,21581.46,22750,19485,21585.6,20232.72,31258.08,10129.77,18286.8,32913.45,23571.73,26637.95,18150.34,14672.78,...,...,...,...,9445.28,11595.55,89768.3,244633.61,82977.86
Egypt,Cyprinids nei,Africa - Inland waters,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,70748.54,99040.84,92049.92,105169.51,66570.8,67393.58,106768.42,235991.6,41365.08
Egypt,Cyprinids nei,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,38209.89,25368.27,13570.7,10237.11,...,...,...,...,41773.78
Egypt,European seabass,Africa - Inland waters,Brackishwater,...,...,...,...,...,...,...,7588.8,7596,2908.8,3909.6,3842.95,4308.57,9869.58,31857.84,21669.86,69373.52,5887,6333.17,7964.71,7249.56,16684.79,1662.43,2117.33,14687.22,18270.51,54961.54,65476.1,54961.74
Egypt,European seabass,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,169.48,171.36,169.05,185.34,199.89
Egypt,Flathead grey mullet,Africa - Inland waters,Brackishwater,...,3750,1250,3780,6160,15400,22380,22192,25027.8,23073.6,24828,34424.25,47277.56,47131.14,83446.02,120278.12,278469.2,329541.62,263750.78,259747.66,239775.7,305644.22,426140.97,539613,430522.22,446185.97,259341.34,283193.28,318082.4
Egypt,Flathead grey mullet,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,38474.03,65380.63,167593.44,173847.31,78650.95,101139.25,95758.92
Egypt,Freshwater fishes nei,Africa - Inland waters,Brackishwater,...,...,...,...,...,...,...,...,...,4363.9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Egypt,Gilthead seabream,Africa - Inland waters,Brackishwater,...,...,...,...,...,...,...,5421.6,5457.6,2908.8,3420,5405.58,7282.09,13241.76,25438.94,18916.18,56181.41,6844.5,7830.49,10038.85,9189.79,18166.83,2166.15,7737.47,28702.54,33213.26,93088.29,75798.38,84210.94
Egypt,Gilthead seabream,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,323.96,314.22,309.98,268.69,285.34
Egypt,Grass carp(=White amur),Africa - Inland waters,Brackishwater,1200,2000,2250,3000,6000,7200,10140,6862,6643,2890,3000,11901.36,25688.25,40639.62,56330.4,75580.18,114511.95,123117.41,101188.1,91398.48,...,...,...,...,...,...,...,...,...
Egypt,Grass carp(=White amur),Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,207.07,...,...,...,...,...,...,...,...,...
Egypt,Groupers nei,Africa - Inland waters,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2.7,5.33,2.49,...
Egypt,"Jacks, crevalles nei",Africa - Inland waters,Brackishwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,128.79,87.07,130.6,430.06,118.17,856.86,216.27,211.5,729.66,1537.56,831.06
Egypt,Marine fishes nei,Africa - Inland waters,Brackishwater,...,...,...,...,...,...,...,...,...,864,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11.05,5.48,2.7,10.25,6.61
Egypt,Meagre,Africa - Inland waters,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2228.71,6557.17,34866.3,44842.45,32282.35
Egypt,Nile perch,Africa - Inland waters,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7.7,43.05,20.37,...
Egypt,Nile tilapia,Africa - Inland waters,Brackishwater,7000,12000,13000,24000,30000,36000,40000,34920,32940,32075.3,40500,33986.4,46100.38,58653,105628.33,155627.58,238458.92,222822.28,212316.19,192330.52,219788.19,268174.72,287672.22,400441.97,481378.97,535015.25,766239.6,843656.25,1147708.8
Egypt,Nile tilapia,Africa - Inland waters,Freshwater,1400,1407.6,3250,6000,7500,9000,9832,8062.64,6414.15,4660.15,4885.2,3360.9,3034.08,3943.13,6043.46,22010.93,33725.44,41028.68,44898.06,38387.72,27556.94,13488.82,79965.11,54889.01,30569.55,40142.24,43614.9,43591.02,79840.39
Egypt,Penaeus shrimps nei,Africa - Inland waters,Brackishwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,754.06,0,0,35687.06,3413.92,998.7,1035.21,1485.25,5802.27,5228.11,7867.23
Egypt,River eels nei,Africa - Inland waters,Brackishwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,7.45,0,0,0,0,189.01,58.83,14.07,41.64,21.18,...
Egypt,River eels nei,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,19.61,21.1,6.94,...,10.64
Egypt,Torpedo-shaped catfishes nei,Africa - Inland waters,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,754.4,207.75,176.15,233.56,8978.8,5607.83,4960.34,10498.32,9928.75,4783.22,8172.05,10476.02
Egypt,Torpedo-shaped catfishes nei,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,545.16,444.6,296.7,1303.5,2040,2953.23,270.48,231.67,150.21,753.83,...,...,...,124.98,181.77,193.44,87.84,7088.01,11762.74,6836.42,9772.41,12175.46
Egypt,White seabream,Africa - Inland waters,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.07,60.5,28.32,...
El Salvador,Black ark,"Pacific, Eastern Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,7.5,7.5,7.5,7.5,7.5
El Salvador,Blue shrimp,"America, North - Inland waters",Brackishwater,...,1302,1274,3060,2190,1324.95,847,790.5,825.55,648,3450.45,861.74,730.08,861.38,55.56,...,...,...,...,...,...,...,...,...,...,...,...,...,...
El Salvador,Common carp,"America, North - Inland waters",Freshwater,...,...,...,...,...,...,...,...,1.59,0.48,10.97,3.29,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,Cupped oysters nei,"Pacific, Eastern Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,7.5,7.5,7.5,7.5,15
El Salvador,Freshwater fishes nei,"America, North - Inland waters",Freshwater,...,...,...,...,...,...,...,...,0.79,0,0,0,1.54,2.9,7.85,9,0,0,0,0,25,0,0,0,...,...,...,...,...
El Salvador,Giant river prawn,"America, North - Inland waters",Freshwater,...,...,...,8,0,8.5,34,76.93,65.97,70.9,69.04,100.32,95.76,68.63,68.02,106.8,106.91,32.18,42.91,49.2,40,56,45,102,102,61.76,67.6,72,90
El Salvador,Grand ark,"Pacific, Eastern Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,2,4,4,4,4
El Salvador,Jaguar guapote,"America, North - Inland waters",Freshwater,...,...,...,...,...,0.76,0.76,1.87,0,0,0,0,1.52,0,1.59,3,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,Marine fishes nei,"Pacific, Eastern Central",Brackishwater,...,391.92,451.42,414.4,435.6,324.28,338.8,...,157.17,184.5,204.8,17.01,10.73,2.99,3.75,12.42,1.7,10.92,10.01,3.64,8.19,0,0,2,...,...,...,...,...
El Salvador,Nile tilapia,"America, North - Inland waters",Freshwater,17.6,26.4,22.5,20.8,19.5,4.8,3,14.08,28.6,76.31,126.76,159.98,101.73,160.47,363.15,251.49,159.91,61.81,863.26,2851.55,4057.3,4468.74,5067.15,7126,7200,8233.89,7975.5,9432.3,9430
El Salvador,Whiteleg shrimp,"Pacific, Eastern Central",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,222.25,471.54,816.14,1145.61,1178.35,1894.83,1168.5,740.6,1293.6,545.37,686,1243.82,1360.13,2675.78,4188
Equatorial Guinea,Freshwater fishes nei,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,2,2,2,5.46,5.73,5.29
Equatorial Guinea,Mozambique tilapia,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,0,0,0,0,0,0
Equatorial Guinea,Tilapias nei,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,2,2,4,6.07,6.36,5.88
Eritrea,Nile tilapia,"Indian Ocean, Western",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5,5,5,5,0,0,0,0,0,0,0,0,0
