"","","Population","Sanitation","","","","","",""
"","1997","15168.5","13152.4","86.7","2016.2","13.3","","",""
"","1998","15591.3","13620.9","87.4","1970.4","12.6","","",""
"","1999","15995.8","14077.6","88.0","1918.2","12.0","","",""
"","2000","16371.2","14512.5","88.6","1858.7","11.4","","",""
"","2001","16701.0","14910.1","89.3","1790.9","10.7","","",""
"","2002","16994.7","15278.1","89.9","1716.5","10.1","","",""
"","2003","17298.5","15657.6","90.5","1640.9","9.5","","",""
"","2004","17676.0","16106.6","91.1","1569.4","8.9","","",""
"","2005","18167.4","16663.2","91.7","1504.2","8.3","","",""
"","2006","18804.9","17359.2","92.3","1445.7","7.7","","",""
"","2007","19561.5","18171.8","92.9","1389.7","7.1","","",""
"","2008","20346.1","19017.9","93.5","1328.1","6.5","","",""
"","2009","21031.5","19778.2","94.0","1253.3","6.0","","",""
"","2010","21532.6","20370.1","94.6","1162.5","5.4","","",""
"","2011","21804.4","20747.6","95.2","1056.8","4.8","","",""
"","2012","21889.7","20830.6","95.2","1059.1","4.8","","",""
"","2013","21898.1","20840.4","95.2","1057.7","4.8","","",""
"","2014","21986.6","20926.5","95.2","1060.1","4.8","","",""
"","2015","22265.0","21309.8","95.7","955.1","4.3","","",""
"Tajikistan","1990","5297.3","","","","","","",""
"","1991","5417.6","","","","","","",""
"","1992","5523.2","","","","","","",""
"","1993","5616.8","5029.2","89.5","587.6","10.5","","",""
"","1994","5702.6","5104.9","89.5","597.7","10.5","","",""
"","1995","5784.3","5176.9","89.5","607.5","10.5","","",""
"","1996","5862.3","5245.5","89.5","616.8","10.5","","",""
"","1997","5937.2","5311.3","89.5","625.9","10.5","","",""
"","1998","6012.9","5397.7","89.8","615.3","10.2","","",""
"","1999","6094.7","5490.1","90.1","604.6","9.9","","",""
"","2000","6186.2","5592.4","90.4","593.7","9.6","","",""
"","2001","6289.3","5706.5","90.7","582.9","9.3","","",""
"","2002","6404.1","5831.7","91.1","572.4","8.9","","",""
"","2003","6529.6","5967.6","91.4","562.0","8.6","","",""
"","2004","6663.9","6112.4","91.7","551.5","8.3","","",""
"","2005","6805.7","6265.0","92.1","540.7","7.9","","",""
"","2006","6954.5","6425.0","92.4","529.5","7.6","","",""
"","2007","7111.0","6593.2","92.7","517.9","7.3","","",""
"","2008","7275.3","6769.5","93.0","505.8","7.0","","",""
"","2009","7447.4","6954.3","93.4","493.1","6.6","","",""
"","2010","7627.3","7147.5","93.7","479.8","6.3","","",""
"","2011","7814.9","7349.1","94.0","465.7","6.0","","",""
"","2012","8009.0","7531.7","94.0","477.3","6.0","","",""
"","2013","8207.8","7718.6","94.0","489.2","6.0","","",""
"","2014","8408.9","7907.7","94.0","501.2","6.0","","",""
"","2015","8610.4","8182.3","95.0","428.1","5.0","","",""
"TFYR Macedonia","1990","2009.7","","","","","","",""
"","1991","2004.8","","","","","","",""
"","1992","1993.1","","","","","","",""
"","1993","1979.0","","","","","","",""
"","1994","1968.9","","","","","","",""
"","1995","1967.0","","","","","","",""
"","1996","1975.2","","","","","","",""
"","1997","1991.7","","","","","","",""
"","1998","2013.1","","","","","","",""
"","1999","2034.5","","","","","","",""
"","2000","2052.1","1843.8","89.8","208.3","10.2","","",""
"","2001","2065.1","1855.1","89.8","210.0","10.2","","",""
"","2002","2074.4","1863.1","89.8","211.3","10.2","","",""
"","2003","2080.9","1868.5","89.8","212.3","10.2","","",""
"","2004","2085.7","1872.5","89.8","213.2","10.2","","",""
"","2005","2090.0","1880.0","90.0","210.0","10.0","","",""
"","2006","2093.8","1887.1","90.1","206.7","9.9","","",""
"","2007","2096.6","1893.2","90.3","203.4","9.7","","",""
"","2008","2098.8","1898.8","90.5","199.9","9.5","","",""
"","2009","2100.6","1904.1","90.6","196.4","9.4","","",""
"","2010","2102.2","1909.4","90.8","192.8","9.2","","",""
"","2011","2103.9","1914.7","91.0","189.2","9.0","","",""
"","2012","2105.6","1916.2","91.0","189.3","9.0","","",""
"","2013","2107.2","1917.7","91.0","189.4","9.0","","",""
"","2014","2108.4","1919.0","91.0","189.4","9.0","","",""
"","2015","2109.3","1917.5","90.9","191.7","9.1","","",""
"Thailand","1990","56582.7","49157.2","86.9","7425.5","13.1","20","",""
"","1991","57184.3","49940.0","87.3","7244.4","12.7","","",""
"","1992","57661.0","50617.4","87.8","7043.6","12.2","","",""
"","1993","58069.6","51238.0","88.2","6831.6","11.8","","",""
"","1994","58491.1","51872.6","88.7","6618.5","11.3","","",""
"","1995","58984.0","52573.4","89.1","6410.6","10.9","","",""
"","1996","59562.1","53353.9","89.6","6208.3","10.4","","",""
"","1997","60206.9","54198.3","90.0","6008.7","10.0","","",""
"","1998","60903.0","55093.6","90.5","5809.4","9.5","","",""
"","1999","61623.1","56015.7","90.9","5607.5","9.1","","",""
"","2000","62343.4","56938.5","91.3","5404.9","8.7","","",""
"","2001","63069.1","57853.1","91.7","5216.0","8.3","","",""
"","2002","63797.8","58767.1","92.1","5030.8","7.9","","",""
"","2003","64488.3","59641.8","92.5","4846.6","7.5","","",""
"","2004","65087.4","60426.8","92.8","4660.6","7.2","","",""
"","2005","65559.5","61087.8","93.2","4471.7","6.8","","",""
"","2006","65884.0","61603.7","93.5","4280.2","6.5","","",""
"","2007","66076.9","61796.9","93.5","4280.0","6.5","","",""
"","2008","66185.3","61856.0","93.5","4329.4","6.5","","",""
"","2009","66277.3","61900.1","93.4","4377.2","6.6","","",""
"","2010","66402.3","61975.2","93.3","4427.1","6.7","","",""
"","2011","66576.3","62097.7","93.3","4478.7","6.7","","",""
"","2012","66785.0","62239.1","93.2","4545.9","6.8","","",""
"","2013","67010.5","62397.1","93.1","4613.4","6.9","","",""
"","2014","67223.0","62543.8","93.0","4679.2","7.0","","",""
"","2015","67400.7","62664.8","93.0","4735.9","7.0","","",""
"Timor-Leste","1990","751.5","","","","","","",""
"","1991","776.8","","","","","","",""
"","1992","804.8","","","","","","",""
"","1993","832.1","","","","","","",""
"","1994","853.7","","","","","","",""
"","1995","866.7","321.3","37.1","545.4","62.9","","",""
"","1996","869.0","322.7","37.1","546.3","62.9","","",""
"","1997","862.6","320.9","37.2","541.7","62.8","","",""
"","1998","853.1","317.9","37.3","535.2","62.7","","",""
"","1999","848.2","316.6","37.3","531.6","62.7","","",""
"","2000","853.6","318.9","37.4","534.6","62.6","","",""
"","2001","871.4","326.0","37.4","545.3","62.6","","",""
"","2002","899.4","337.1","37.5","562.3","62.5","","",""
"","2003","933.4","350.6","37.6","582.8","62.4","","",""
"","2004","967.0","364.1","37.7","602.9","62.3","","",""
"","2005","995.6","376.7","37.8","618.9","62.2","","",""
"","2006","1018.0","387.2","38.0","630.8","62.0","","",""
"","2007","1035.7","396.3","38.3","639.4","61.7","","",""
"","2008","1050.2","404.6","38.5","645.6","61.5","","",""
"","2009","1064.2","413.0","38.8","651.2","61.2","","",""
"","2010","1079.5","422.3","39.1","657.2","60.9","","",""
"","2011","1096.3","432.5","39.5","663.8","60.5","","",""
"","2012","1114.1","442.5","39.7","671.6","60.3","","",""
"","2013","1132.9","453.0","40.0","679.9","60.0","","",""
"","2014","1152.4","463.8","40.2","688.6","59.8","","",""
"","2015","1172.7","476.5","40.6","696.2","59.4","","",""
"Togo","1990","3787.6","439.4","11.6","3348.2","88.4","5","",""
"","1991","3887.7","449.9","11.6","3437.8","88.4","","",""
"","1992","3985.4","460.1","11.5","3525.2","88.5","","",""
"","1993","4082.4","470.3","11.5","3612.1","88.5","","",""
"","1994","4181.5","480.8","11.5","3700.6","88.5","","",""
"","1995","4284.5","491.8","11.5","3792.7","88.5","","",""
"","1996","4392.2","503.5","11.5","3888.7","88.5","","",""
"","1997","4504.3","515.6","11.4","3988.6","88.6","","",""
"","1998","4620.7","528.4","11.4","4092.3","88.6","","",""
"","1999","4741.0","541.7","11.4","4199.3","88.6","","",""
"","2000","4864.8","555.5","11.4","4309.3","88.6","","",""
"","2001","4992.2","569.8","11.4","4422.4","88.6","","",""
"","2002","5123.7","584.7","11.4","4539.0","88.6","","",""
"","2003","5259.0","600.2","11.4","4658.8","88.6","","",""
"","2004","5397.9","616.2","11.4","4781.7","88.6","","",""
"","2005","5540.2","632.7","11.4","4907.5","88.6","","",""
"","2006","5685.8","649.8","11.4","5036.1","88.6","","",""
"","2007","5834.8","667.4","11.4","5167.4","88.6","","",""
"","2008","5987.5","685.7","11.5","5301.8","88.5","","",""
"","2009","6144.5","704.6","11.5","5439.9","88.5","","",""
"","2010","6306.0","724.3","11.5","5581.8","88.5","","",""
"","2011","6472.3","744.7","11.5","5727.6","88.5","","",""
"","2012","6642.9","771.0","11.6","5871.9","88.4","","",""
"","2013","6817.0","798.1","11.7","6018.8","88.3","","",""
"","2014","6993.2","826.0","11.8","6167.3","88.2","","",""
"","2015","7170.8","833.1","11.6","6337.6","88.4","","",""
"Tokelau","1990","1.6","0.7","45.2","0.9","54.8","27","",""
"","1991","1.6","0.7","45.2","0.9","54.8","","",""
"","1992","1.6","0.7","45.2","0.9","54.8","","",""
"","1993","1.5","0.7","45.2","0.8","54.8","","",""
"","1994","1.5","0.7","45.2","0.8","54.8","","",""
"","1995","1.5","0.7","47.6","0.8","52.4","","",""
"","1996","1.5","0.8","50.0","0.8","50.0","","",""
"","1997","1.5","0.8","52.3","0.7","47.7","","",""
"","1998","1.6","0.9","54.7","0.7","45.3","","",""
"","1999","1.6","0.9","57.1","0.7","42.9","","",""
"","2000","1.6","0.9","59.5","0.6","40.5","","",""
"","2001","1.5","0.9","61.8","0.6","38.2","","",""
"","2002","1.4","0.9","64.2","0.5","35.8","","",""
"","2003","1.3","0.9","66.6","0.5","33.4","","",""
"","2004","1.3","0.9","69.0","0.4","31.0","","",""
"","2005","1.2","0.9","71.4","0.3","28.6","","",""
"","2006","1.2","0.9","73.8","0.3","26.2","","",""
"","2007","1.1","0.9","76.1","0.3","23.9","","",""
"","2008","1.1","0.9","78.5","0.2","21.5","","",""
"","2009","1.1","0.9","80.9","0.2","19.1","","",""
"","2010","1.1","0.9","83.3","0.2","16.7","","",""
"","2011","1.1","1.0","85.6","0.2","14.4","","",""
"","2012","1.1","1.0","85.7","0.2","14.3","","",""
"","2013","1.1","1.0","85.6","0.2","14.4","","",""
"","2014","1.1","1.0","85.7","0.2","14.3","","",""
"","2015","1.2","1.0","90.5","0.1","9.5","","",""
"Tonga","1990","95.2","89.8","94.4","5.3","5.6","7","",""
"","1991","95.3","89.8","94.2","5.5","5.8","","",""
"","1992","95.4","89.8","94.1","5.6","5.9","","",""
"","1993","95.6","89.8","94.0","5.8","6.0","","",""
"","1994","95.7","89.8","93.8","5.9","6.2","","",""
"","1995","95.9","89.9","93.7","6.1","6.3","","",""
"","1996","96.2","90.0","93.5","6.2","6.5","","",""
"","1997","96.6","90.2","93.4","6.4","6.6","","",""
"","1998","97.0","90.4","93.2","6.6","6.8","","",""
"","1999","97.5","90.7","93.1","6.7","6.9","","",""
"","2000","98.0","91.1","93.0","6.9","7.0","","",""
"","2001","98.5","91.4","92.8","7.1","7.2","","",""
"","2002","99.1","91.8","92.7","7.3","7.3","","",""
"","2003","99.7","92.2","92.5","7.4","7.5","","",""
"","2004","100.3","92.7","92.4","7.6","7.6","","",""
"","2005","101.0","93.1","92.3","7.8","7.7","","",""
"","2006","101.6","93.6","92.1","8.0","7.9","","",""
"","2007","102.3","94.1","92.0","8.2","8.0","","",""
"","2008","102.9","94.5","91.8","8.4","8.2","","",""
"","2009","103.6","95.0","91.7","8.6","8.3","","",""
"","2010","104.1","95.3","91.6","8.8","8.4","","",""
"","2011","104.6","95.6","91.4","9.0","8.6","","",""
"","2012","104.9","95.9","91.4","9.0","8.6","","",""
"","2013","105.3","96.3","91.4","9.0","8.6","","",""
"","2014","105.8","96.7","91.4","9.1","8.6","","",""
"","2015","106.4","96.8","91.0","9.6","9.0","","",""
"Trinidad and Tobago","1990","1221.9","1098.9","89.9","123.0","10.1","10","",""
"","1991","1229.9","1107.0","90.0","122.9","10.0","","",""
"","1992","1237.5","1114.7","90.1","122.7","9.9","","",""
"","1993","1244.4","1121.9","90.2","122.5","9.8","","",""
"","1994","1250.3","1128.2","90.2","122.1","9.8","","",""
"","1995","1255.0","1133.4","90.3","121.6","9.7","","",""
"","1996","1258.4","1137.3","90.4","121.0","9.6","","",""
"","1997","1260.7","1140.4","90.5","120.3","9.5","","",""
"","1998","1262.5","1143.0","90.5","119.5","9.5","","",""
"","1999","1264.8","1146.0","90.6","118.8","9.4","","",""
"","2000","1268.0","1149.9","90.7","118.1","9.3","","",""
"","2001","1272.3","1154.8","90.8","117.6","9.2","","",""
"","2002","1277.7","1160.6","90.8","117.1","9.2","","",""
"","2003","1283.9","1167.2","90.9","116.7","9.1","","",""
"","2004","1290.4","1174.1","91.0","116.3","9.0","","",""
"","2005","1296.9","1181.0","91.1","115.9","8.9","","",""
"","2006","1303.5","1188.0","91.1","115.5","8.9","","",""
"","2007","1310.0","1194.9","91.2","115.1","8.8","","",""
"","2008","1316.4","1201.8","91.3","114.7","8.7","","",""
"","2009","1322.5","1208.3","91.4","114.2","8.6","","",""
"","2010","1328.1","1214.4","91.4","113.7","8.6","","",""
"","2011","1333.1","1220.0","91.5","113.1","8.5","","",""
"","2012","1337.4","1224.0","91.5","113.5","8.5","","",""
"","2013","1341.2","1227.4","91.5","113.8","8.5","","",""
"","2014","1344.2","1230.2","91.5","114.0","8.5","","",""
"","2015","1346.7","1232.4","91.5","114.3","8.5","","",""
"Tunisia","1990","8135.3","5903.5","72.6","2231.8","27.4","39","",""
"","1991","8319.3","6131.0","73.7","2188.3","26.3","","",""
"","1992","8499.3","6357.6","74.8","2141.7","25.2","","",""
"","1993","8672.2","6580.5","75.9","2091.6","24.1","","",""
"","1994","8834.1","6793.5","76.9","2040.6","23.1","","",""
"","1995","8982.6","6984.9","77.8","1997.8","22.2","","",""
"","1996","9116.6","7166.2","78.6","1950.4","21.4","","",""
"","1997","9237.2","7338.2","79.4","1899.1","20.6","","",""
"","1998","9347.5","7502.7","80.3","1844.7","19.7","","",""
"","1999","9451.5","7663.0","81.1","1788.5","18.9","","",""
"","2000","9552.8","7821.6","81.9","1731.2","18.1","","",""
"","2001","9652.1","7979.1","82.7","1673.0","17.3","","",""
"","2002","9749.6","8135.5","83.4","1614.1","16.6","","",""
"","2003","9847.3","8292.5","84.2","1554.8","15.8","","",""
"","2004","9947.4","8450.7","85.0","1496.6","15.0","","",""
"","2005","10051.4","8607.5","85.6","1443.8","14.4","","",""
"","2006","10160.2","8769.5","86.3","1390.7","13.7","","",""
"","2007","10273.9","8936.6","87.0","1337.3","13.0","","",""
"","2008","10391.5","9108.1","87.7","1283.3","12.3","","",""
"","2009","10511.2","9282.7","88.3","1228.5","11.7","","",""
"","2010","10631.8","9459.1","89.0","1172.8","11.0","","",""
"","2011","10753.1","9637.1","89.6","1116.0","10.4","","",""
"","2012","10874.9","9750.4","89.7","1124.5","10.3","","",""
"","2013","10996.5","9863.8","89.7","1132.7","10.3","","",""
"","2014","11116.9","9976.4","89.7","1140.5","10.3","","",""
"","2015","11235.2","10290.9","91.6","944.4","8.4","","",""
"Turkey","1990","53994.6","44776.9","82.9","9217.7","17.1","36","",""
"","1991","54911.2","45674.0","83.2","9237.2","16.8","","",""
"","1992","55815.2","46753.1","83.8","9062.0","16.2","","",""
"","1993","56713.1","47832.1","84.3","8881.0","15.7","","",""
"","1994","57613.4","48918.1","84.9","8695.3","15.1","","",""
"","1995","58522.3","50016.0","85.5","8506.3","14.5","","",""
"","1996","59442.5","51128.3","86.0","8314.2","14.0","","",""
"","1997","60372.4","52253.1","86.6","8119.3","13.4","","",""
"","1998","61308.2","53387.4","87.1","7920.8","12.9","","",""
"","1999","62243.8","54525.6","87.6","7718.2","12.4","","",""
"","2000","63174.5","55663.4","88.1","7511.0","11.9","","",""
"","2001","64100.3","56812.3","88.6","7288.0","11.4","","",""
"","2002","65022.3","57965.8","89.1","7056.5","10.9","","",""
"","2003","65938.3","59116.0","89.7","6822.3","10.3","","",""
"","2004","66845.6","60260.3","90.1","6585.4","9.9","","",""
"","2005","67743.1","61396.7","90.6","6346.3","9.4","","",""
"","2006","68626.3","62521.5","91.1","6104.8","8.9","","",""
"","2007","69496.5","63635.1","91.6","5861.4","8.4","","",""
"","2008","70363.5","64746.3","92.0","5617.2","8.0","","",""
"","2009","71241.1","65867.3","92.5","5373.8","7.5","","",""
"","2010","72137.5","67006.1","92.9","5131.4","7.1","","",""
"","2011","73058.6","68168.0","93.3","4890.6","6.7","","",""
"","2012","73997.1","69108.9","93.4","4888.2","6.6","","",""
"","2013","74932.6","70046.8","93.5","4885.9","6.5","","",""
"","2014","75837.0","70955.2","93.6","4881.8","6.4","","",""
"","2015","76690.5","72757.1","94.9","3933.4","5.1","","",""
"Turkmenistan","1990","3668.0","","","","","","",""
"","1991","3772.3","","","","","","",""
"","1992","3882.0","","","","","","",""
"","1993","3991.9","","","","","","",""
"","1994","4095.5","2539.2","62.0","1556.3","38.0","","",""
"","1995","4188.0","2597.3","62.0","1590.7","38.0","","",""
"","1996","4267.7","2649.3","62.1","1618.4","37.9","","",""
"","1997","4336.0","2694.3","62.1","1641.7","37.9","","",""
"","1998","4395.3","2733.8","62.2","1661.5","37.8","","",""
"","1999","4449.4","2770.2","62.3","1679.3","37.7","","",""
"","2000","4501.4","2805.3","62.3","1696.2","37.7","","",""
"","2001","4551.8","2839.4","62.4","1712.4","37.6","","",""
"","2002","4600.2","2872.4","62.4","1727.8","37.6","","",""
"","2003","4648.0","2905.1","62.5","1742.9","37.5","","",""
"","2004","4696.9","2938.5","62.6","1758.4","37.4","","",""
"","2005","4747.8","2973.4","62.6","1774.4","37.4","","",""
"","2006","4801.6","3010.3","62.7","1791.3","37.3","","",""
"","2007","4858.2","","","","","","",""
"","2008","4917.5","","","","","","",""
"","2009","4979.0","","","","","","",""
"","2010","5042.0","","","","","","",""
"","2011","5106.7","","","","","","",""
"","2012","5172.9","","","","","","",""
"","2013","5240.1","","","","","","",""
"","2014","5307.2","","","","","","",""
"","2015","5373.5","","","","","","",""
"Turks and Caicos Islands","1990","11.5","","","","","","",""
"","1991","12.2","","","","","","",""
"","1992","13.0","","","","","","",""
"","1993","13.8","","","","","","",""
"","1994","14.6","","","","","","",""
"","1995","15.3","12.5","81.4","2.9","18.6","","",""
"","1996","15.9","12.9","81.4","3.0","18.6","","",""
"","1997","16.3","13.2","81.4","3.0","18.6","","",""
"","1998","16.8","13.6","81.4","3.1","18.6","","",""
"","1999","17.6","14.3","81.4","3.3","18.6","","",""
"","2000","18.9","15.4","81.4","3.5","18.6","","",""
"","2001","20.7","16.9","81.4","3.9","18.6","","",""
"","2002","23.0","18.8","81.4","4.3","18.6","","",""
"","2003","25.6","20.9","81.4","4.8","18.6","","",""
"","2004","28.2","22.9","81.4","5.2","18.6","","",""
"","2005","30.5","24.9","81.4","5.7","18.6","","",""
"","2006","32.6","26.5","81.4","6.1","18.6","","",""
"","2007","34.4","28.0","81.4","6.4","18.6","","",""
"","2008","36.0","","","","","","",""
"","2009","37.3","","","","","","",""
"","2010","38.4","","","","","","",""
"","2011","39.2","","","","","","",""
"","2012","39.8","","","","","","",""
"","2013","40.2","","","","","","",""
"","2014","40.5","","","","","","",""
"","2015","40.8","","","","","","",""
"Tuvalu","1990","9.0","6.6","73.1","2.4","26.9","","",""
"","1991","9.1","6.7","73.6","2.4","26.4","","",""
"","1992","9.1","6.8","74.2","2.4","25.8","","",""
"","1993","9.1","6.8","74.7","2.3","25.3","","",""
"","1994","9.2","6.9","75.2","2.3","24.8","","",""
"","1995","9.2","7.0","75.7","2.2","24.3","","",""
"","1996","9.3","7.1","76.3","2.2","23.7","","",""
"","1997","9.3","7.1","76.8","2.2","23.2","","",""
"","1998","9.3","7.2","77.3","2.1","22.7","","",""
"","1999","9.4","7.3","77.9","2.1","22.1","","",""
"","2000","9.4","7.4","78.4","2.0","21.6","","",""
"","2001","9.5","7.5","78.9","2.0","21.1","","",""
"","2002","9.5","7.6","79.5","2.0","20.5","","",""
"","2003","9.6","7.7","80.0","1.9","20.0","","",""
"","2004","9.6","7.8","80.5","1.9","19.5","","",""
"","2005","9.7","7.9","81.1","1.8","18.9","","",""
"","2006","9.7","7.9","81.6","1.8","18.4","","",""
"","2007","9.8","8.0","82.1","1.7","17.9","","",""
"","2008","9.8","8.1","82.7","1.7","17.3","","",""
"","2009","9.8","8.2","83.2","1.6","16.8","","",""
"","2010","9.8","8.2","83.2","1.6","16.8","","",""
"","2011","9.8","8.2","83.3","1.6","16.7","","",""
"","2012","9.9","8.2","83.3","1.6","16.7","","",""
"","2013","9.9","8.2","83.3","1.6","16.7","","",""
"","2014","9.9","8.3","83.3","1.7","16.7","","",""
"","2015","9.9","","","","","","",""
"Uganda","1990","17534.8","2318.2","13.2","15216.7","86.8","13","",""
"","1991","18156.1","2448.1","13.5","15707.9","86.5","","",""
"","1992","18788.4","2577.2","13.7","16211.3","86.3","","",""
"","1993","19430.5","2710.4","13.9","16720.0","86.1","","",""
"","1994","20081.2","2847.9","14.2","17233.3","85.8","","",""
"","1995","20740.7","2989.6","14.4","17751.2","85.6","","",""
"","1996","21407.7","3135.3","14.6","18272.4","85.4","","",""
"","1997","22084.5","3285.6","14.9","18799.0","85.1","","",""
"","1998","22780.5","3441.8","15.1","19338.7","84.9","","",""
"","1999","23507.8","3605.9","15.3","19901.9","84.7","","",""
"","2000","24275.6","3779.7","15.6","20496.0","84.4","","",""
"","2001","25088.0","3963.9","15.8","21124.1","84.2","","",""
"","2002","25943.4","4158.8","16.0","21784.7","84.0","","",""
"","2003","26838.4","4369.2","16.3","22469.2","83.7","","",""
"","2004","27767.0","4590.9","16.5","23176.1","83.5","","",""
"","2005","28724.9","4822.1","16.8","23902.8","83.2","","",""
"","2006","29711.4","5062.8","17.0","24648.6","83.0","","",""
"","2007","30728.7","5313.7","17.3","25415.0","82.7","","",""
"","2008","31778.8","5575.3","17.5","26203.5","82.5","","",""
"","2009","32864.3","5848.2","17.8","27016.1","82.2","","",""
"","2010","33987.2","6133.1","18.0","27854.1","82.0","","",""
"","2011","35148.1","6430.3","18.3","28717.8","81.7","","",""
"","2012","36345.9","6663.1","18.3","29682.7","81.7","","",""
"","2013","37578.9","6903.6","18.4","30675.3","81.6","","",""
"","2014","38844.6","7151.4","18.4","31693.2","81.6","","",""
"","2015","40141.3","7658.1","19.1","32483.2","80.9","","",""
"Ukraine","1990","51658.6","","","","","","",""
"","1991","51678.5","","","","","","",""
"","1992","51647.5","","","","","","",""
"","1993","51555.4","","","","","","",""
"","1994","51390.5","48552.7","94.5","2837.8","5.5","","",""
"","1995","51147.0","48324.1","94.5","2822.8","5.5","","",""
"","1996","50821.0","48017.7","94.5","2803.3","5.5","","",""
"","1997","50422.0","47642.2","94.5","2779.8","5.5","","",""
"","1998","49974.2","47220.6","94.5","2753.6","5.5","","",""
"","1999","49510.6","46825.0","94.6","2685.7","5.4","","",""
"","2000","49057.2","46438.1","94.7","2619.1","5.3","","",""
"","2001","48620.6","46066.2","94.7","2554.3","5.3","","",""
"","2002","48200.5","45711.3","94.8","2489.2","5.2","","",""
"","2003","47807.2","45382.4","94.9","2424.8","5.1","","",""
"","2004","47450.5","45088.0","95.0","2362.5","5.0","","",""
"","2005","47135.9","44833.5","95.1","2302.4","4.9","","",""
"","2006","46871.3","44625.2","95.2","2246.1","4.8","","",""
"","2007","46653.2","44460.3","95.3","2192.8","4.7","","",""
"","2008","46461.3","44319.9","95.4","2141.5","4.6","","",""
"","2009","46267.3","44176.6","95.5","2090.7","4.5","","",""
"","2010","46050.2","44010.8","95.6","2039.4","4.4","","",""
"","2011","45802.7","43815.4","95.7","1987.4","4.3","","",""
"","2012","45529.9","43559.2","95.7","1970.8","4.3","","",""
"","2013","45238.8","43285.5","95.7","1953.3","4.3","","",""
"","2014","44941.3","43005.8","95.7","1935.5","4.3","","",""
"","2015","44646.1","42832.5","95.9","1813.6","4.1","","",""
"United Arab Emirates","1990","1806.5","1759.1","97.4","47.4","2.6","79","",""
"","1991","1908.0","1857.9","97.4","50.1","2.6","","",""
"","1992","2013.0","1960.0","97.4","53.0","2.6","","",""
"","1993","2121.1","2065.2","97.4","55.9","2.6","","",""
"","1994","2232.2","2173.2","97.4","58.9","2.6","","",""
"","1995","2346.3","2284.3","97.4","62.0","2.6","","",""
"","1996","2470.8","2405.6","97.4","65.2","2.6","","",""
"","1997","2609.0","2540.5","97.4","68.5","2.6","","",""
"","1998","2753.5","2681.5","97.4","72.0","2.6","","",""
"","1999","2893.6","2818.3","97.4","75.3","2.6","","",""
"","2000","3026.4","2947.9","97.4","78.4","2.6","","",""
"","2001","3132.1","3051.3","97.4","80.8","2.6","","",""
"","2002","3224.0","3141.2","97.4","82.8","2.6","","",""
"","2003","3369.3","3283.1","97.4","86.1","2.6","","",""
"","2004","3658.7","3565.5","97.5","93.1","2.5","","",""
"","2005","4148.9","4043.7","97.5","105.1","2.5","","",""
"","2006","4875.6","4752.6","97.5","123.0","2.5","","",""
"","2007","5797.3","5651.6","97.5","145.7","2.5","","",""
"","2008","6798.6","6628.4","97.5","170.2","2.5","","",""
"","2009","7718.3","7525.9","97.5","192.5","2.5","","",""
"","2010","8441.5","8231.8","97.5","209.7","2.5","","",""
"","2011","8925.1","8704.2","97.5","220.9","2.5","","",""
"","2012","9205.7","8978.6","97.5","227.1","2.5","","",""
"","2013","9346.1","9116.4","97.5","229.8","2.5","","",""
"","2014","9445.6","9214.2","97.5","231.5","2.5","","",""
"","2015","9577.1","9343.2","97.6","234.0","2.4","","",""
"United Kingdom","1990","57214.5","56775.5","99.2","439.0","0.8","10","",""
"","1991","57367.5","56927.4","99.2","440.1","0.8","","",""
"","1992","57520.3","57078.8","99.2","441.4","0.8","","",""
"","1993","57674.3","57231.6","99.2","442.8","0.8","","",""
"","1994","57832.5","57388.3","99.2","444.2","0.8","","",""
"","1995","57997.2","57551.6","99.2","445.6","0.8","","",""
"","1996","58168.5","57721.4","99.2","447.1","0.8","","",""
"","1997","58346.6","57898.0","99.2","448.6","0.8","","",""
"","1998","58534.3","58084.0","99.2","450.3","0.8","","",""
"","1999","58735.0","58283.0","99.2","452.0","0.8","","",""
"","2000","58951.4","58497.6","99.2","453.8","0.8","","",""
"","2001","59183.8","58727.9","99.2","455.9","0.8","","",""
"","2002","59431.9","58973.2","99.2","458.7","0.8","","",""
"","2003","59698.0","59236.3","99.2","461.6","0.8","","",""
"","2004","59984.1","59519.4","99.2","464.7","0.8","","",""
"","2005","60291.4","59823.5","99.2","468.0","0.8","","",""
"","2006","60620.9","60149.5","99.2","471.4","0.8","","",""
"","2007","60970.4","60495.4","99.2","474.9","0.8","","",""
"","2008","61333.3","60854.6","99.2","478.6","0.8","","",""
"","2009","61700.8","61218.5","99.2","482.3","0.8","","",""
"","2010","62066.3","61580.3","99.2","486.0","0.8","","",""
"","2011","62426.9","61937.2","99.2","489.7","0.8","","",""
"","2012","62783.1","62289.8","99.2","493.3","0.8","","",""
"","2013","63136.3","62639.3","99.2","496.9","0.8","","",""
"","2014","63489.2","62988.7","99.2","500.5","0.8","","",""
"","2015","63843.9","63339.8","99.2","504.1","0.8","","",""
"United Republic of Tanzania","1990","25484.8","1659.5","6.5","23825.3","93.5","12","",""
"","1991","26337.4","1779.9","6.8","24557.5","93.2","","",""
"","1992","27236.1","1909.4","7.0","25326.7","93.0","","",""
"","1993","28157.1","2046.9","7.3","26110.2","92.7","","",""
"","1994","29067.3","2190.1","7.5","26877.3","92.5","","",""
"","1995","29944.3","2337.4","7.8","27606.9","92.2","","",""
"","1996","30780.5","2488.3","8.1","28292.1","91.9","","",""
"","1997","31586.0","2643.4","8.4","28942.7","91.6","","",""
