"year","ram_bmsy","gapfilled","stock_id"
2004,1.165,2,"Theragra_chalcogramma-61"
2005,1.28,2,"Theragra_chalcogramma-61"
2006,1.47,2,"Theragra_chalcogramma-61"
2007,1.565,2,"Theragra_chalcogramma-61"
2008,1.545,2,"Theragra_chalcogramma-61"
2009,1.44,2,"Theragra_chalcogramma-61"
2010,1.38,2,"Theragra_chalcogramma-61"
2001,0.695,1,"Kajikia_audax-67"
2002,0.682,1,"Kajikia_audax-67"
2003,0.6335,1,"Kajikia_audax-67"
2004,0.736,1,"Kajikia_audax-67"
2005,0.8505,1,"Kajikia_audax-67"
2006,0.895,1,"Kajikia_audax-67"
2007,0.96,1,"Kajikia_audax-67"
2008,0.935,1,"Kajikia_audax-67"
2009,0.965,1,"Kajikia_audax-67"
2010,0.35,1,"Kajikia_audax-67"
2001,1.35,1,"Thunnus_alalunga-67"
2002,1.3,1,"Thunnus_alalunga-67"
2003,1.22,1,"Thunnus_alalunga-67"
2004,1.25,1,"Thunnus_alalunga-67"
2005,1.26,1,"Thunnus_alalunga-67"
2006,1.21,1,"Thunnus_alalunga-67"
2007,1.19,1,"Thunnus_alalunga-67"
2008,1.16,1,"Thunnus_alalunga-67"
2009,1.18,1,"Thunnus_alalunga-67"
2010,NA,1,"Thunnus_alalunga-67"
2001,2.12,NA,"Thunnus_albacares-67"
2002,1.38,NA,"Thunnus_albacares-67"
2003,1.05,NA,"Thunnus_albacares-67"
2004,0.947,NA,"Thunnus_albacares-67"
2005,0.675,NA,"Thunnus_albacares-67"
2006,0.698,NA,"Thunnus_albacares-67"
2007,0.966,NA,"Thunnus_albacares-67"
2008,1.35,NA,"Thunnus_albacares-67"
2009,1.02,NA,"Thunnus_albacares-67"
2010,0.713,NA,"Thunnus_albacares-67"
2001,1.55,NA,"Thunnus_obesus-67"
2002,1.14,NA,"Thunnus_obesus-67"
2003,0.835,NA,"Thunnus_obesus-67"
2004,0.759,NA,"Thunnus_obesus-67"
2005,0.906,NA,"Thunnus_obesus-67"
2006,1.03,NA,"Thunnus_obesus-67"
2007,1.05,NA,"Thunnus_obesus-67"
2008,1.08,NA,"Thunnus_obesus-67"
2009,1.23,NA,"Thunnus_obesus-67"
2010,1.24,NA,"Thunnus_obesus-67"
2001,0.55,2,"Thunnus_orientalis-67"
2002,0.52,2,"Thunnus_orientalis-67"
2003,0.51,2,"Thunnus_orientalis-67"
2004,0.5,2,"Thunnus_orientalis-67"
2005,0.5,2,"Thunnus_orientalis-67"
2006,0.5,2,"Thunnus_orientalis-67"
2007,0.44,2,"Thunnus_orientalis-67"
2008,0.42,2,"Thunnus_orientalis-67"
2009,NA,2,"Thunnus_orientalis-67"
2010,NA,2,"Thunnus_orientalis-67"
2001,4.38,NA,"Xiphias_gladius-67"
2002,4.76,NA,"Xiphias_gladius-67"
2003,4.93,NA,"Xiphias_gladius-67"
2004,5.03,NA,"Xiphias_gladius-67"
2005,5.25,NA,"Xiphias_gladius-67"
2006,6,NA,"Xiphias_gladius-67"
2007,6.93,NA,"Xiphias_gladius-67"
2008,7.32,NA,"Xiphias_gladius-67"
2009,8.03,NA,"Xiphias_gladius-67"
2010,8.96,NA,"Xiphias_gladius-67"
2001,0.43,2,"Istiophorus_albicans-47"
2002,0.44,2,"Istiophorus_albicans-47"
2003,0.45,2,"Istiophorus_albicans-47"
2004,0.44,2,"Istiophorus_albicans-47"
2005,0.39,2,"Istiophorus_albicans-47"
2006,0.36,2,"Istiophorus_albicans-47"
2007,0.33,2,"Istiophorus_albicans-47"
2008,0.26,2,"Istiophorus_albicans-47"
2009,NA,2,"Istiophorus_albicans-47"
2010,NA,2,"Istiophorus_albicans-47"
2001,0.39,NA,"Kajikia_albida-47"
2002,0.37,NA,"Kajikia_albida-47"
2003,0.38,NA,"Kajikia_albida-47"
2004,0.4,NA,"Kajikia_albida-47"
2005,0.41,NA,"Kajikia_albida-47"
2006,0.41,NA,"Kajikia_albida-47"
2007,0.43,NA,"Kajikia_albida-47"
2008,0.42,NA,"Kajikia_albida-47"
2009,0.4,NA,"Kajikia_albida-47"
2010,0.4,NA,"Kajikia_albida-47"
2001,0.71,NA,"Makaira_nigricans-47"
2002,0.66,NA,"Makaira_nigricans-47"
2003,0.65,NA,"Makaira_nigricans-47"
2004,0.6,NA,"Makaira_nigricans-47"
2005,0.62,NA,"Makaira_nigricans-47"
2006,0.62,NA,"Makaira_nigricans-47"
2007,0.64,NA,"Makaira_nigricans-47"
2008,0.6,NA,"Makaira_nigricans-47"
2009,0.55,NA,"Makaira_nigricans-47"
2010,0.55,NA,"Makaira_nigricans-47"
2001,0.91,NA,"Thunnus_alalunga-47"
2002,0.84,NA,"Thunnus_alalunga-47"
2003,0.8,NA,"Thunnus_alalunga-47"
2004,0.78,NA,"Thunnus_alalunga-47"
2005,0.79,NA,"Thunnus_alalunga-47"
2006,0.82,NA,"Thunnus_alalunga-47"
2007,0.81,NA,"Thunnus_alalunga-47"
2008,0.84,NA,"Thunnus_alalunga-47"
2009,0.88,NA,"Thunnus_alalunga-47"
2010,0.9,NA,"Thunnus_alalunga-47"
2001,0.71,NA,"Thunnus_albacares-47"
2002,0.63,NA,"Thunnus_albacares-47"
2003,0.59,NA,"Thunnus_albacares-47"
2004,0.58,NA,"Thunnus_albacares-47"
2005,0.57,NA,"Thunnus_albacares-47"
2006,0.58,NA,"Thunnus_albacares-47"
2007,0.6,NA,"Thunnus_albacares-47"
2008,0.63,NA,"Thunnus_albacares-47"
2009,0.65,NA,"Thunnus_albacares-47"
2010,0.67,NA,"Thunnus_albacares-47"
2001,0.82,NA,"Thunnus_obesus-47"
2002,0.81,NA,"Thunnus_obesus-47"
2003,0.85,NA,"Thunnus_obesus-47"
2004,0.85,NA,"Thunnus_obesus-47"
2005,0.85,NA,"Thunnus_obesus-47"
2006,0.9,NA,"Thunnus_obesus-47"
2007,0.94,NA,"Thunnus_obesus-47"
2008,0.97,NA,"Thunnus_obesus-47"
2009,1.01,NA,"Thunnus_obesus-47"
2010,1.02,NA,"Thunnus_obesus-47"
2001,0.72,1,"Thunnus_thynnus-47"
2002,0.72,1,"Thunnus_thynnus-47"
2003,0.7,1,"Thunnus_thynnus-47"
2004,0.69,1,"Thunnus_thynnus-47"
2005,0.64,1,"Thunnus_thynnus-47"
2006,0.6,1,"Thunnus_thynnus-47"
2007,0.56,1,"Thunnus_thynnus-47"
2008,0.48,1,"Thunnus_thynnus-47"
2009,0.45,1,"Thunnus_thynnus-47"
2010,NA,1,"Thunnus_thynnus-47"
2001,0.85,1,"Xiphias_gladius-47"
2002,0.84,1,"Xiphias_gladius-47"
2003,0.85,1,"Xiphias_gladius-47"
2004,0.89,1,"Xiphias_gladius-47"
2005,0.93,1,"Xiphias_gladius-47"
2006,0.96,1,"Xiphias_gladius-47"
2007,0.98,1,"Xiphias_gladius-47"
2008,0.96,1,"Xiphias_gladius-47"
2009,1.04,1,"Xiphias_gladius-47"
2010,NA,1,"Xiphias_gladius-47"
2001,0.26,NA,"Thunnus_maccoyii-48"
2002,0.24,NA,"Thunnus_maccoyii-48"
2003,0.23,NA,"Thunnus_maccoyii-48"
2004,0.22,NA,"Thunnus_maccoyii-48"
2005,0.21,NA,"Thunnus_maccoyii-48"
2006,0.22,NA,"Thunnus_maccoyii-48"
2007,0.23,NA,"Thunnus_maccoyii-48"
2008,0.23,NA,"Thunnus_maccoyii-48"
2009,0.23,NA,"Thunnus_maccoyii-48"
2010,0.23,NA,"Thunnus_maccoyii-48"
2001,0.26,NA,"Thunnus_maccoyii-58"
2002,0.24,NA,"Thunnus_maccoyii-58"
2003,0.23,NA,"Thunnus_maccoyii-58"
2004,0.22,NA,"Thunnus_maccoyii-58"
2005,0.21,NA,"Thunnus_maccoyii-58"
2006,0.22,NA,"Thunnus_maccoyii-58"
2007,0.23,NA,"Thunnus_maccoyii-58"
2008,0.23,NA,"Thunnus_maccoyii-58"
2009,0.23,NA,"Thunnus_maccoyii-58"
2010,0.23,NA,"Thunnus_maccoyii-58"
2001,0.94,2,"Istiophorus_albicans-41"
2002,0.9,2,"Istiophorus_albicans-41"
2003,0.84,2,"Istiophorus_albicans-41"
2004,0.71,2,"Istiophorus_albicans-41"
2005,0.65,2,"Istiophorus_albicans-41"
2006,0.59,2,"Istiophorus_albicans-41"
2007,0.54,2,"Istiophorus_albicans-41"
2008,0.28,2,"Istiophorus_albicans-41"
2009,NA,2,"Istiophorus_albicans-41"
2010,NA,2,"Istiophorus_albicans-41"
2001,0.39,NA,"Kajikia_albida-41"
2002,0.37,NA,"Kajikia_albida-41"
2003,0.38,NA,"Kajikia_albida-41"
2004,0.4,NA,"Kajikia_albida-41"
2005,0.41,NA,"Kajikia_albida-41"
2006,0.41,NA,"Kajikia_albida-41"
2007,0.43,NA,"Kajikia_albida-41"
2008,0.42,NA,"Kajikia_albida-41"
2009,0.4,NA,"Kajikia_albida-41"
2010,0.4,NA,"Kajikia_albida-41"
2001,0.71,NA,"Makaira_nigricans-41"
2002,0.66,NA,"Makaira_nigricans-41"
2003,0.65,NA,"Makaira_nigricans-41"
2004,0.6,NA,"Makaira_nigricans-41"
2005,0.62,NA,"Makaira_nigricans-41"
2006,0.62,NA,"Makaira_nigricans-41"
2007,0.64,NA,"Makaira_nigricans-41"
2008,0.6,NA,"Makaira_nigricans-41"
2009,0.55,NA,"Makaira_nigricans-41"
2010,0.55,NA,"Makaira_nigricans-41"
2001,0.91,NA,"Thunnus_alalunga-41"
2002,0.84,NA,"Thunnus_alalunga-41"
2003,0.8,NA,"Thunnus_alalunga-41"
2004,0.78,NA,"Thunnus_alalunga-41"
2005,0.79,NA,"Thunnus_alalunga-41"
2006,0.82,NA,"Thunnus_alalunga-41"
2007,0.81,NA,"Thunnus_alalunga-41"
2008,0.84,NA,"Thunnus_alalunga-41"
2009,0.88,NA,"Thunnus_alalunga-41"
2010,0.9,NA,"Thunnus_alalunga-41"
2001,0.71,NA,"Thunnus_albacares-41"
2002,0.63,NA,"Thunnus_albacares-41"
2003,0.59,NA,"Thunnus_albacares-41"
2004,0.58,NA,"Thunnus_albacares-41"
2005,0.57,NA,"Thunnus_albacares-41"
2006,0.58,NA,"Thunnus_albacares-41"
2007,0.6,NA,"Thunnus_albacares-41"
2008,0.63,NA,"Thunnus_albacares-41"
2009,0.65,NA,"Thunnus_albacares-41"
2010,0.67,NA,"Thunnus_albacares-41"
2001,0.82,NA,"Thunnus_obesus-41"
2002,0.81,NA,"Thunnus_obesus-41"
2003,0.85,NA,"Thunnus_obesus-41"
2004,0.85,NA,"Thunnus_obesus-41"
2005,0.85,NA,"Thunnus_obesus-41"
2006,0.9,NA,"Thunnus_obesus-41"
2007,0.94,NA,"Thunnus_obesus-41"
2008,0.97,NA,"Thunnus_obesus-41"
2009,1.01,NA,"Thunnus_obesus-41"
2010,1.02,NA,"Thunnus_obesus-41"
2001,0.38,1,"Thunnus_thynnus-41"
2002,0.37,1,"Thunnus_thynnus-41"
2003,0.35,1,"Thunnus_thynnus-41"
2004,0.36,1,"Thunnus_thynnus-41"
2005,0.38,1,"Thunnus_thynnus-41"
2006,0.38,1,"Thunnus_thynnus-41"
2007,0.4,1,"Thunnus_thynnus-41"
2008,0.41,1,"Thunnus_thynnus-41"
2009,0.41,1,"Thunnus_thynnus-41"
2010,NA,1,"Thunnus_thynnus-41"
2001,0.85,1,"Xiphias_gladius-41"
2002,0.84,1,"Xiphias_gladius-41"
2003,0.85,1,"Xiphias_gladius-41"
2004,0.89,1,"Xiphias_gladius-41"
2005,0.93,1,"Xiphias_gladius-41"
2006,0.96,1,"Xiphias_gladius-41"
2007,0.98,1,"Xiphias_gladius-41"
2008,0.96,1,"Xiphias_gladius-41"
2009,1.04,1,"Xiphias_gladius-41"
2010,NA,1,"Xiphias_gladius-41"
2001,0.522,NA,"Sardinella_spp-34"
2002,0.463,NA,"Sardinella_spp-34"
2003,0.38,NA,"Sardinella_spp-34"
2004,0.285,NA,"Sardinella_spp-34"
2005,0.395,NA,"Sardinella_spp-34"
2006,0.637,NA,"Sardinella_spp-34"
2007,0.851,NA,"Sardinella_spp-34"
2008,1.02,NA,"Sardinella_spp-34"
2009,0.781,NA,"Sardinella_spp-34"
2010,0.55,NA,"Sardinella_spp-34"
2001,5.49,NA,"Sardinella_aurita-47"
2002,4.87,NA,"Sardinella_aurita-47"
2003,4,NA,"Sardinella_aurita-47"
2004,3,NA,"Sardinella_aurita-47"
2005,4.15,NA,"Sardinella_aurita-47"
2006,6.71,NA,"Sardinella_aurita-47"
2007,8.95,NA,"Sardinella_aurita-47"
2008,10.7,NA,"Sardinella_aurita-47"
2009,8.22,NA,"Sardinella_aurita-47"
2010,5.79,NA,"Sardinella_aurita-47"
2001,3.53,NA,"Dissostichus_eleginoides-47"
2002,3.38,NA,"Dissostichus_eleginoides-47"
2003,3.54,NA,"Dissostichus_eleginoides-47"
2004,3.45,NA,"Dissostichus_eleginoides-47"
2005,3.27,NA,"Dissostichus_eleginoides-47"
2006,3.09,NA,"Dissostichus_eleginoides-47"
2007,3.16,NA,"Dissostichus_eleginoides-47"
2008,3.05,NA,"Dissostichus_eleginoides-47"
2009,3.74,NA,"Dissostichus_eleginoides-47"
2010,3.79,NA,"Dissostichus_eleginoides-47"
2001,1.38,NA,"Merluccius_capensis-47"
2002,1.235,NA,"Merluccius_capensis-47"
2003,1.12,NA,"Merluccius_capensis-47"
2004,1.03,NA,"Merluccius_capensis-47"
2005,0.945,NA,"Merluccius_capensis-47"
2006,0.875,NA,"Merluccius_capensis-47"
2007,0.85,NA,"Merluccius_capensis-47"
2008,0.89,NA,"Merluccius_capensis-47"
2009,0.99,NA,"Merluccius_capensis-47"
2010,1.115,NA,"Merluccius_capensis-47"
2001,1.62,NA,"Trachurus_capensis-47"
2002,1.62,NA,"Trachurus_capensis-47"
2003,1.66,NA,"Trachurus_capensis-47"
2004,1.71,NA,"Trachurus_capensis-47"
2005,1.79,NA,"Trachurus_capensis-47"
2006,1.86,NA,"Trachurus_capensis-47"
2007,1.98,NA,"Trachurus_capensis-47"
2008,2.13,NA,"Trachurus_capensis-47"
2009,2.3,NA,"Trachurus_capensis-47"
2010,2.4,NA,"Trachurus_capensis-47"
2001,1.06,1,"Kajikia_audax-77"
2002,0.964,1,"Kajikia_audax-77"
2003,0.777,1,"Kajikia_audax-77"
2004,0.832,1,"Kajikia_audax-77"
2005,0.961,1,"Kajikia_audax-77"
2006,1.06,1,"Kajikia_audax-77"
2007,1.25,1,"Kajikia_audax-77"
2008,1.27,1,"Kajikia_audax-77"
2009,1.52,1,"Kajikia_audax-77"
2010,NA,1,"Kajikia_audax-77"
2001,1.47,3,"Thunnus_alalunga-77"
2002,1.5,3,"Thunnus_alalunga-77"
2003,1.48,3,"Thunnus_alalunga-77"
2004,1.43,3,"Thunnus_alalunga-77"
2005,1.37,3,"Thunnus_alalunga-77"
2006,1.38,3,"Thunnus_alalunga-77"
2007,1.39,3,"Thunnus_alalunga-77"
2008,NA,3,"Thunnus_alalunga-77"
2009,NA,3,"Thunnus_alalunga-77"
2010,NA,3,"Thunnus_alalunga-77"
2001,2.12,NA,"Thunnus_albacares-77"
2002,1.38,NA,"Thunnus_albacares-77"
2003,1.05,NA,"Thunnus_albacares-77"
2004,0.947,NA,"Thunnus_albacares-77"
2005,0.675,NA,"Thunnus_albacares-77"
2006,0.698,NA,"Thunnus_albacares-77"
2007,0.966,NA,"Thunnus_albacares-77"
2008,1.35,NA,"Thunnus_albacares-77"
2009,1.02,NA,"Thunnus_albacares-77"
2010,0.713,NA,"Thunnus_albacares-77"
2001,1.55,NA,"Thunnus_obesus-77"
2002,1.14,NA,"Thunnus_obesus-77"
2003,0.835,NA,"Thunnus_obesus-77"
2004,0.759,NA,"Thunnus_obesus-77"
2005,0.906,NA,"Thunnus_obesus-77"
2006,1.03,NA,"Thunnus_obesus-77"
2007,1.05,NA,"Thunnus_obesus-77"
2008,1.08,NA,"Thunnus_obesus-77"
2009,1.23,NA,"Thunnus_obesus-77"
2010,1.24,NA,"Thunnus_obesus-77"
2001,0.55,2,"Thunnus_orientalis-77"
2002,0.52,2,"Thunnus_orientalis-77"
2003,0.51,2,"Thunnus_orientalis-77"
2004,0.5,2,"Thunnus_orientalis-77"
2005,0.5,2,"Thunnus_orientalis-77"
2006,0.5,2,"Thunnus_orientalis-77"
2007,0.44,2,"Thunnus_orientalis-77"
2008,0.42,2,"Thunnus_orientalis-77"
2009,NA,2,"Thunnus_orientalis-77"
2010,NA,2,"Thunnus_orientalis-77"
2001,4.38,NA,"Xiphias_gladius-77"
2002,4.76,NA,"Xiphias_gladius-77"
2003,4.93,NA,"Xiphias_gladius-77"
2004,5.03,NA,"Xiphias_gladius-77"
2005,5.25,NA,"Xiphias_gladius-77"
2006,6,NA,"Xiphias_gladius-77"
2007,6.93,NA,"Xiphias_gladius-77"
2008,7.32,NA,"Xiphias_gladius-77"
2009,8.03,NA,"Xiphias_gladius-77"
2010,8.96,NA,"Xiphias_gladius-77"
2001,0.94,2,"Istiophorus_albicans-21"
2002,0.9,2,"Istiophorus_albicans-21"
2003,0.84,2,"Istiophorus_albicans-21"
2004,0.71,2,"Istiophorus_albicans-21"
2005,0.65,2,"Istiophorus_albicans-21"
2006,0.59,2,"Istiophorus_albicans-21"
2007,0.54,2,"Istiophorus_albicans-21"
2008,0.28,2,"Istiophorus_albicans-21"
2009,NA,2,"Istiophorus_albicans-21"
2010,NA,2,"Istiophorus_albicans-21"
2001,0.71,NA,"Makaira_nigricans-21"
2002,0.66,NA,"Makaira_nigricans-21"
2003,0.65,NA,"Makaira_nigricans-21"
2004,0.6,NA,"Makaira_nigricans-21"
2005,0.62,NA,"Makaira_nigricans-21"
2006,0.62,NA,"Makaira_nigricans-21"
2007,0.64,NA,"Makaira_nigricans-21"
2008,0.6,NA,"Makaira_nigricans-21"
2009,0.55,NA,"Makaira_nigricans-21"
2010,0.55,NA,"Makaira_nigricans-21"
2001,0.42,3,"Thunnus_alalunga-21"
2002,0.55,3,"Thunnus_alalunga-21"
2003,0.68,3,"Thunnus_alalunga-21"
2004,0.73,3,"Thunnus_alalunga-21"
2005,0.73,3,"Thunnus_alalunga-21"
2006,0.65,3,"Thunnus_alalunga-21"
2007,0.63,3,"Thunnus_alalunga-21"
2008,NA,3,"Thunnus_alalunga-21"
2009,NA,3,"Thunnus_alalunga-21"
2010,NA,3,"Thunnus_alalunga-21"
2001,0.71,NA,"Thunnus_albacares-21"
2002,0.63,NA,"Thunnus_albacares-21"
2003,0.59,NA,"Thunnus_albacares-21"
2004,0.58,NA,"Thunnus_albacares-21"
2005,0.57,NA,"Thunnus_albacares-21"
2006,0.58,NA,"Thunnus_albacares-21"
2007,0.6,NA,"Thunnus_albacares-21"
2008,0.63,NA,"Thunnus_albacares-21"
2009,0.65,NA,"Thunnus_albacares-21"
2010,0.67,NA,"Thunnus_albacares-21"
2001,0.82,NA,"Thunnus_obesus-21"
2002,0.81,NA,"Thunnus_obesus-21"
2003,0.85,NA,"Thunnus_obesus-21"
2004,0.85,NA,"Thunnus_obesus-21"
2005,0.85,NA,"Thunnus_obesus-21"
2006,0.9,NA,"Thunnus_obesus-21"
2007,0.94,NA,"Thunnus_obesus-21"
2008,0.97,NA,"Thunnus_obesus-21"
2009,1.01,NA,"Thunnus_obesus-21"
2010,1.02,NA,"Thunnus_obesus-21"
2001,0.38,1,"Thunnus_thynnus-21"
2002,0.37,1,"Thunnus_thynnus-21"
2003,0.35,1,"Thunnus_thynnus-21"
2004,0.36,1,"Thunnus_thynnus-21"
2005,0.38,1,"Thunnus_thynnus-21"
2006,0.38,1,"Thunnus_thynnus-21"
2007,0.4,1,"Thunnus_thynnus-21"
2008,0.41,1,"Thunnus_thynnus-21"
2009,0.41,1,"Thunnus_thynnus-21"
2010,NA,1,"Thunnus_thynnus-21"
2001,0.76,1,"Xiphias_gladius-21"
2002,0.81,1,"Xiphias_gladius-21"
2003,0.86,1,"Xiphias_gladius-21"
2004,0.89,1,"Xiphias_gladius-21"
2005,0.91,1,"Xiphias_gladius-21"
2006,0.92,1,"Xiphias_gladius-21"
2007,0.95,1,"Xiphias_gladius-21"
2008,0.97,1,"Xiphias_gladius-21"
2009,1.02,1,"Xiphias_gladius-21"
2010,NA,1,"Xiphias_gladius-21"
2001,0.94,2,"Istiophorus_albicans-31"
2002,0.9,2,"Istiophorus_albicans-31"
2003,0.84,2,"Istiophorus_albicans-31"
2004,0.71,2,"Istiophorus_albicans-31"
2005,0.65,2,"Istiophorus_albicans-31"
2006,0.59,2,"Istiophorus_albicans-31"
2007,0.54,2,"Istiophorus_albicans-31"
2008,0.28,2,"Istiophorus_albicans-31"
2009,NA,2,"Istiophorus_albicans-31"
2010,NA,2,"Istiophorus_albicans-31"
2001,0.39,NA,"Kajikia_albida-31"
2002,0.37,NA,"Kajikia_albida-31"
2003,0.38,NA,"Kajikia_albida-31"
2004,0.4,NA,"Kajikia_albida-31"
2005,0.41,NA,"Kajikia_albida-31"
2006,0.41,NA,"Kajikia_albida-31"
2007,0.43,NA,"Kajikia_albida-31"
2008,0.42,NA,"Kajikia_albida-31"
2009,0.4,NA,"Kajikia_albida-31"
2010,0.4,NA,"Kajikia_albida-31"
2001,0.71,NA,"Makaira_nigricans-31"
2002,0.66,NA,"Makaira_nigricans-31"
2003,0.65,NA,"Makaira_nigricans-31"
2004,0.6,NA,"Makaira_nigricans-31"
2005,0.62,NA,"Makaira_nigricans-31"
2006,0.62,NA,"Makaira_nigricans-31"
2007,0.64,NA,"Makaira_nigricans-31"
2008,0.6,NA,"Makaira_nigricans-31"
2009,0.55,NA,"Makaira_nigricans-31"
2010,0.55,NA,"Makaira_nigricans-31"
2001,0.42,3,"Thunnus_alalunga-31"
2002,0.55,3,"Thunnus_alalunga-31"
2003,0.68,3,"Thunnus_alalunga-31"
2004,0.73,3,"Thunnus_alalunga-31"
2005,0.73,3,"Thunnus_alalunga-31"
2006,0.65,3,"Thunnus_alalunga-31"
2007,0.63,3,"Thunnus_alalunga-31"
2008,NA,3,"Thunnus_alalunga-31"
2009,NA,3,"Thunnus_alalunga-31"
2010,NA,3,"Thunnus_alalunga-31"
2001,0.71,NA,"Thunnus_albacares-31"
2002,0.63,NA,"Thunnus_albacares-31"
2003,0.59,NA,"Thunnus_albacares-31"
2004,0.58,NA,"Thunnus_albacares-31"
2005,0.57,NA,"Thunnus_albacares-31"
2006,0.58,NA,"Thunnus_albacares-31"
2007,0.6,NA,"Thunnus_albacares-31"
2008,0.63,NA,"Thunnus_albacares-31"
2009,0.65,NA,"Thunnus_albacares-31"
2010,0.67,NA,"Thunnus_albacares-31"
2001,0.82,NA,"Thunnus_obesus-31"
2002,0.81,NA,"Thunnus_obesus-31"
2003,0.85,NA,"Thunnus_obesus-31"
2004,0.85,NA,"Thunnus_obesus-31"
2005,0.85,NA,"Thunnus_obesus-31"
2006,0.9,NA,"Thunnus_obesus-31"
2007,0.94,NA,"Thunnus_obesus-31"
2008,0.97,NA,"Thunnus_obesus-31"
2009,1.01,NA,"Thunnus_obesus-31"
2010,1.02,NA,"Thunnus_obesus-31"
2001,0.38,1,"Thunnus_thynnus-31"
2002,0.37,1,"Thunnus_thynnus-31"
2003,0.35,1,"Thunnus_thynnus-31"
2004,0.36,1,"Thunnus_thynnus-31"
2005,0.38,1,"Thunnus_thynnus-31"
2006,0.38,1,"Thunnus_thynnus-31"
2007,0.4,1,"Thunnus_thynnus-31"
2008,0.41,1,"Thunnus_thynnus-31"
2009,0.41,1,"Thunnus_thynnus-31"
2010,NA,1,"Thunnus_thynnus-31"
2001,0.76,1,"Xiphias_gladius-31"
2002,0.81,1,"Xiphias_gladius-31"
2003,0.86,1,"Xiphias_gladius-31"
2004,0.89,1,"Xiphias_gladius-31"
2005,0.91,1,"Xiphias_gladius-31"
2006,0.92,1,"Xiphias_gladius-31"
2007,0.95,1,"Xiphias_gladius-31"
2008,0.97,1,"Xiphias_gladius-31"
2009,1.02,1,"Xiphias_gladius-31"
2010,NA,1,"Xiphias_gladius-31"
2001,1.47,3,"Thunnus_alalunga-87"
2002,1.5,3,"Thunnus_alalunga-87"
2003,1.48,3,"Thunnus_alalunga-87"
2004,1.43,3,"Thunnus_alalunga-87"
2005,1.37,3,"Thunnus_alalunga-87"
2006,1.38,3,"Thunnus_alalunga-87"
2007,1.39,3,"Thunnus_alalunga-87"
2008,NA,3,"Thunnus_alalunga-87"
2009,NA,3,"Thunnus_alalunga-87"
2010,NA,3,"Thunnus_alalunga-87"
2001,1.55,NA,"Thunnus_obesus-87"
2002,1.14,NA,"Thunnus_obesus-87"
2003,0.835,NA,"Thunnus_obesus-87"
2004,0.759,NA,"Thunnus_obesus-87"
2005,0.906,NA,"Thunnus_obesus-87"
2006,1.03,NA,"Thunnus_obesus-87"
2007,1.05,NA,"Thunnus_obesus-87"
2008,1.08,NA,"Thunnus_obesus-87"
2009,1.23,NA,"Thunnus_obesus-87"
2010,1.24,NA,"Thunnus_obesus-87"
2001,0.55,2,"Thunnus_orientalis-87"
2002,0.52,2,"Thunnus_orientalis-87"
2003,0.51,2,"Thunnus_orientalis-87"
2004,0.5,2,"Thunnus_orientalis-87"
2005,0.5,2,"Thunnus_orientalis-87"
2006,0.5,2,"Thunnus_orientalis-87"
2007,0.44,2,"Thunnus_orientalis-87"
2008,0.42,2,"Thunnus_orientalis-87"
2009,NA,2,"Thunnus_orientalis-87"
2010,NA,2,"Thunnus_orientalis-87"
2001,4.38,NA,"Xiphias_gladius-87"
2002,4.76,NA,"Xiphias_gladius-87"
2003,4.93,NA,"Xiphias_gladius-87"
2004,5.03,NA,"Xiphias_gladius-87"
2005,5.25,NA,"Xiphias_gladius-87"
2006,6,NA,"Xiphias_gladius-87"
2007,6.93,NA,"Xiphias_gladius-87"
2008,7.32,NA,"Xiphias_gladius-87"
2009,8.03,NA,"Xiphias_gladius-87"
2010,8.96,NA,"Xiphias_gladius-87"
2001,1.33,2,"Engraulis_ringens-87"
2002,1.34,2,"Engraulis_ringens-87"
2003,1.12,2,"Engraulis_ringens-87"
2004,1.5,2,"Engraulis_ringens-87"
2005,1.56,2,"Engraulis_ringens-87"
2006,0.991,2,"Engraulis_ringens-87"
2007,1.36,2,"Engraulis_ringens-87"
2008,1.47,2,"Engraulis_ringens-87"
2009,NA,2,"Engraulis_ringens-87"
2010,NA,2,"Engraulis_ringens-87"
2001,1.485,3,"Engraulis_anchoita-41"
2002,1.365,3,"Engraulis_anchoita-41"
2003,1.555,3,"Engraulis_anchoita-41"
2004,2.135,3,"Engraulis_anchoita-41"
2005,1.855,3,"Engraulis_anchoita-41"
2006,1.79,3,"Engraulis_anchoita-41"
2007,1.685,3,"Engraulis_anchoita-41"
2008,NA,3,"Engraulis_anchoita-41"
2009,NA,3,"Engraulis_anchoita-41"
2010,NA,3,"Engraulis_anchoita-41"
2001,1.896,3,"Allocyttus_niger-81"
2002,1.8445,3,"Allocyttus_niger-81"
2003,1.8085,3,"Allocyttus_niger-81"
2004,1.739,3,"Allocyttus_niger-81"
2005,1.685,3,"Allocyttus_niger-81"
2006,1.6305,3,"Allocyttus_niger-81"
2007,1.5055,3,"Allocyttus_niger-81"
2008,1.72,3,"Allocyttus_niger-81"
2009,1.43,3,"Allocyttus_niger-81"
2010,NA,3,"Allocyttus_niger-81"
2001,0.808,1,"Epigonus_telescopus-81"
2002,0.746,1,"Epigonus_telescopus-81"
2003,0.657,1,"Epigonus_telescopus-81"
2004,0.597,1,"Epigonus_telescopus-81"
2005,0.575,1,"Epigonus_telescopus-81"
2006,0.522,1,"Epigonus_telescopus-81"
2007,0.452,1,"Epigonus_telescopus-81"
2008,0.427,1,"Epigonus_telescopus-81"
2009,0.429,1,"Epigonus_telescopus-81"
