"sid","sciname","class","order","family","genus","species","authority","modified_year","category","criteria","habitat","popn_trend","shp_dbf","shp_grp","shp_cnt","src_distn","am_speciesid","TEXT","category_2012chg","popn_trend_2012chg"
106003076,"Chionis albus","AVES","CHARADRIIFORMES","CHIONIDAE","Chionis","albus","(Gmelin, 1789)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003076_pts.dbf","birds",1391,"IUCN",NA,NA,"LC","Stable"
106003112,"Pluvialis fulva","AVES","CHARADRIIFORMES","CHARADRIIDAE","Pluvialis","fulva","(Gmelin, 1789)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003112_pts.dbf","birds",137,"IUCN",NA,NA,"LC","Decreasing"
106003114,"Pluvialis squatarola","AVES","CHARADRIIFORMES","CHARADRIIDAE","Pluvialis","squatarola","(Linnaeus, 1758)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003114_pts.dbf","birds",354,"IUCN",NA,NA,"LC","Decreasing"
106003116,"Charadrius hiaticula","AVES","CHARADRIIFORMES","CHARADRIIDAE","Charadrius","hiaticula","Linnaeus, 1758",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003116_pts.dbf","birds",189,"IUCN",NA,NA,"LC","Decreasing"
106003195,"Stercorarius skua","AVES","CHARADRIIFORMES","STERCORARIIDAE","Stercorarius","skua","Brünnich, 1764",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003195_pts.dbf","birds",19908,"IUCN","ITS-660059",NA,"LC","Stable"
106003196,"Stercorarius antarcticus","AVES","CHARADRIIFORMES","STERCORARIIDAE","Stercorarius","antarcticus","(Lesson, 1831)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003196_pts.dbf","birds",5891,"IUCN","ITS-660061",NA,"LC","Stable"
106003197,"Stercorarius lonnbergi","AVES","CHARADRIIFORMES","STERCORARIIDAE","Stercorarius","lonnbergi","Mathews, 1912",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003197_pts.dbf","birds",47366,"IUCN",NA,NA,"LC","Stable"
106003199,"Stercorarius maccormicki","AVES","CHARADRIIFORMES","STERCORARIIDAE","Stercorarius","maccormicki","(Saunders, 1893)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003199_pts.dbf","birds",11653,"IUCN","ITS-660062",NA,"LC","Stable"
106003200,"Stercorarius pomarinus","AVES","CHARADRIIFORMES","STERCORARIIDAE","Stercorarius","pomarinus","(Temminck, 1815)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003200_pts.dbf","birds",34947,"IUCN","ITS-176792",NA,"LC","Stable"
106003201,"Stercorarius parasiticus","AVES","CHARADRIIFORMES","STERCORARIIDAE","Stercorarius","parasiticus","(Linnaeus, 1758)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003201_pts.dbf","birds",7684,"IUCN","ITS-176793",NA,"LC","Stable"
106003202,"Stercorarius longicaudus","AVES","CHARADRIIFORMES","STERCORARIIDAE","Stercorarius","longicaudus","Vieillot, 1819",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003202_pts.dbf","birds",217,"IUCN","ITS-176794",NA,"LC","Stable"
106003216,"Larus canus","AVES","CHARADRIIFORMES","LARIDAE","Larus","canus","Linnaeus, 1758",2012,"LC",NA,"Marine","Unknown","range_birds_mar_sid106003216_pts.dbf","birds",6945,"IUCN","ITS-176832",NA,"LC","Unknown"
106003222,"Larus glaucescens","AVES","CHARADRIIFORMES","LARIDAE","Larus","glaucescens","Naumann, 1840",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106003222_pts.dbf","birds",3500,"IUCN","ITS-176814",NA,"LC","Increasing"
106003225,"Larus hyperboreus","AVES","CHARADRIIFORMES","LARIDAE","Larus","hyperboreus","Gunnerus, 1767",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003225_pts.dbf","birds",9003,"IUCN",NA,NA,"LC","Stable"
106003227,"Larus argentatus","AVES","CHARADRIIFORMES","LARIDAE","Larus","argentatus","Pontoppidan, 1763",2012,"LC",NA,"Marine","Unknown","range_birds_mar_sid106003227_pts.dbf","birds",501,"IUCN","ITS-176824",NA,"LC","Unknown"
106003231,"Larus fuscus","AVES","CHARADRIIFORMES","LARIDAE","Larus","fuscus","Linnaeus, 1758",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106003231_pts.dbf","birds",1948,"IUCN","ITS-176821",NA,"LC","Increasing"
106003234,"Larus cirrocephalus","AVES","CHARADRIIFORMES","LARIDAE","Larus","cirrocephalus","Vieillot, 1818",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003234_pts.dbf","birds",2972,"IUCN",NA,NA,"LC","Stable"
106003240,"Larus ridibundus","AVES","CHARADRIIFORMES","LARIDAE","Larus","ridibundus","Linnaeus, 1766",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003240_pts.dbf","birds",12180,"IUCN","ITS-176835",NA,"LC","Decreasing"
106003251,"Pagophila eburnea","AVES","CHARADRIIFORMES","LARIDAE","Pagophila","eburnea","(Phipps, 1774)",2012,"NT",NA,"Marine","Decreasing","range_birds_mar_sid106003251_pts.dbf","birds",1039,"IUCN","ITS-176851",NA,"NT","Decreasing"
106003252,"Rhodostethia rosea","AVES","CHARADRIIFORMES","LARIDAE","Rhodostethia","rosea","(MacGillivray, 1824)",2012,"LC",NA,"Marine","Unknown","range_birds_mar_sid106003252_pts.dbf","birds",1206,"IUCN",NA,NA,"LC","Unknown"
106003254,"Creagrus furcatus","AVES","CHARADRIIFORMES","LARIDAE","Creagrus","furcatus","(Néboux, 1842)",2012,"LC",NA,"Marine","Unknown","range_birds_mar_sid106003254_pts.dbf","birds",1817,"IUCN",NA,NA,"LC","Unknown"
106003255,"Rissa tridactyla","AVES","CHARADRIIFORMES","LARIDAE","Rissa","tridactyla","(Linnaeus, 1758)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003255_pts.dbf","birds",847,"IUCN","ITS-176875",NA,"LC","Decreasing"
106003256,"Rissa brevirostris","AVES","CHARADRIIFORMES","LARIDAE","Rissa","brevirostris","(Bruch, 1853)",2012,"VU","A2ac+3c+4ac","Marine","Decreasing","range_birds_mar_sid106003256_pts.dbf","birds",6346,"IUCN","ITS-176845",NA,"VU","Decreasing"
106003262,"Sterna bengalensis","AVES","CHARADRIIFORMES","LARIDAE","Sterna","bengalensis","Lesson, 1831",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003262_pts.dbf","birds",10340,"IUCN",NA,NA,"LC","Stable"
106003263,"Sterna bergii","AVES","CHARADRIIFORMES","LARIDAE","Sterna","bergii","Lichtenstein, 1823",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003263_pts.dbf","birds",17357,"IUCN",NA,NA,"LC","Stable"
106003266,"Sterna dougallii","AVES","CHARADRIIFORMES","LARIDAE","Sterna","dougallii","Montagu, 1813",2012,"LC",NA,"Marine","Unknown","range_birds_mar_sid106003266_pts.dbf","birds",13917,"IUCN","ITS-176891",NA,"LC","Unknown"
106003268,"Sterna sumatrana","AVES","CHARADRIIFORMES","LARIDAE","Sterna","sumatrana","Raffles, 1822",2012,"LC",NA,"Marine","Unknown","range_birds_mar_sid106003268_pts.dbf","birds",15124,"IUCN","ITS-176917",NA,"LC","Unknown"
106003270,"Sterna hirundo","AVES","CHARADRIIFORMES","LARIDAE","Sterna","hirundo","Linnaeus, 1758",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003270_pts.dbf","birds",6624,"IUCN","ITS-176888",NA,"LC","Decreasing"
106003271,"Sterna paradisaea","AVES","CHARADRIIFORMES","LARIDAE","Sterna","paradisaea","Pontoppidan, 1763",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003271_pts.dbf","birds",37878,"IUCN","ITS-176890",NA,"LC","Decreasing"
106003273,"Sterna virgata","AVES","CHARADRIIFORMES","LARIDAE","Sterna","virgata","Cabanis, 1875",2012,"NT",NA,"Marine","Stable","range_birds_mar_sid106003273_pts.dbf","birds",758,"IUCN",NA,NA,"NT","Stable"
106003285,"Sterna aleutica","AVES","CHARADRIIFORMES","LARIDAE","Sterna","aleutica","Baird, 1869",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003285_pts.dbf","birds",1039,"IUCN",NA,NA,"LC","Stable"
106003286,"Sterna lunata","AVES","CHARADRIIFORMES","LARIDAE","Sterna","lunata","Peale, 1848",2012,"LC",NA,"Marine","Unknown","range_birds_mar_sid106003286_pts.dbf","birds",13736,"IUCN",NA,NA,"LC","Unknown"
106003287,"Sterna anaethetus","AVES","CHARADRIIFORMES","LARIDAE","Sterna","anaethetus","Scopoli, 1786",2012,"LC",NA,"Marine","Unknown","range_birds_mar_sid106003287_pts.dbf","birds",12464,"IUCN",NA,NA,"LC","Unknown"
106003288,"Sterna fuscata","AVES","CHARADRIIFORMES","LARIDAE","Sterna","fuscata","Linnaeus, 1766",2012,"LC",NA,"Marine","Unknown","range_birds_mar_sid106003288_pts.dbf","birds",66651,"IUCN",NA,NA,"LC","Unknown"
106003295,"Anous minutus","AVES","CHARADRIIFORMES","LARIDAE","Anous","minutus","Boie, 1844",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003295_pts.dbf","birds",0,"AquaMaps","ITS-176944",NA,"LC","Stable"
106003296,"Anous tenuirostris","AVES","CHARADRIIFORMES","LARIDAE","Anous","tenuirostris","(Temminck, 1823)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003296_pts.dbf","birds",1598,"IUCN",NA,NA,"LC","Stable"
106003297,"Procelsterna cerulea","AVES","CHARADRIIFORMES","LARIDAE","Procelsterna","cerulea","(Bennett, 1840)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003297_pts.dbf","birds",19635,"IUCN","ITS-554390",NA,"LC","Stable"
106003298,"Gygis alba","AVES","CHARADRIIFORMES","LARIDAE","Gygis","alba","(Sparrman, 1786)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003298_pts.dbf","birds",0,"AquaMaps","ITS-176954",NA,"LC","Stable"
106003299,"Gygis microrhyncha","AVES","CHARADRIIFORMES","LARIDAE","Gygis","microrhyncha","Saunders, 1876",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003299_pts.dbf","birds",1481,"IUCN",NA,NA,"LC","Stable"
106003301,"Alle alle","AVES","CHARADRIIFORMES","ALCIDAE","Alle","alle","(Linnaeus, 1758)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003301_pts.dbf","birds",7524,"IUCN","ITS-176982",NA,"LC","Decreasing"
106003302,"Uria aalge","AVES","CHARADRIIFORMES","ALCIDAE","Uria","aalge","(Pontoppidan, 1763)",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106003302_pts.dbf","birds",10213,"IUCN","ITS-176974",NA,"LC","Increasing"
106003303,"Uria lomvia","AVES","CHARADRIIFORMES","ALCIDAE","Uria","lomvia","(Linnaeus, 1758)",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106003303_pts.dbf","birds",10878,"IUCN","ITS-176978",NA,"LC","Increasing"
106003304,"Alca torda","AVES","CHARADRIIFORMES","ALCIDAE","Alca","torda","Linnaeus, 1758",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106003304_pts.dbf","birds",3763,"IUCN","ITS-176971",NA,"LC","Increasing"
106003305,"Pinguinus impennis","AVES","CHARADRIIFORMES","ALCIDAE","Pinguinus","impennis","(Linnaeus, 1758)",2012,"EX",NA,"Marine",NA,"range_birds_mar_sid106003305_pts.dbf","birds",6311,"IUCN",NA,NA,"EX",NA
106003306,"Cepphus grylle","AVES","CHARADRIIFORMES","ALCIDAE","Cepphus","grylle","(Linnaeus, 1758)",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106003306_pts.dbf","birds",7543,"IUCN","ITS-176985",NA,"LC","Increasing"
106003307,"Cepphus columba","AVES","CHARADRIIFORMES","ALCIDAE","Cepphus","columba","Pallas, 1811",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003307_pts.dbf","birds",4030,"IUCN","ITS-176991",NA,"LC","Stable"
106003309,"Brachyramphus marmoratus","AVES","CHARADRIIFORMES","ALCIDAE","Brachyramphus","marmoratus","(Gmelin, 1789)",2012,"EN","A2bc+3bc+4bc","Marine","Decreasing","range_birds_mar_sid106003309_pts.dbf","birds",1618,"IUCN","ITS-176996",NA,"EN","Decreasing"
106003310,"Brachyramphus brevirostris","AVES","CHARADRIIFORMES","ALCIDAE","Brachyramphus","brevirostris","(Vigors, 1829)",2012,"CR","A4bcde","Marine","Decreasing","range_birds_mar_sid106003310_pts.dbf","birds",1524,"IUCN","ITS-176998",NA,"CR","Decreasing"
106003313,"Synthliboramphus antiquus","AVES","CHARADRIIFORMES","ALCIDAE","Synthliboramphus","antiquus","(Gmelin, 1789)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003313_pts.dbf","birds",3311,"IUCN",NA,NA,"LC","Decreasing"
106003315,"Ptychoramphus aleuticus","AVES","CHARADRIIFORMES","ALCIDAE","Ptychoramphus","aleuticus","(Pallas, 1811)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003315_pts.dbf","birds",2216,"IUCN","ITS-177013",NA,"LC","Decreasing"
106003316,"Aethia psittacula","AVES","CHARADRIIFORMES","ALCIDAE","Aethia","psittacula","(Pallas, 1769)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003316_pts.dbf","birds",8532,"IUCN",NA,NA,"LC","Decreasing"
106003317,"Aethia cristatella","AVES","CHARADRIIFORMES","ALCIDAE","Aethia","cristatella","(Pallas, 1769)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003317_pts.dbf","birds",3342,"IUCN",NA,NA,"LC","Decreasing"
106003318,"Aethia pygmaea","AVES","CHARADRIIFORMES","ALCIDAE","Aethia","pygmaea","(Gmelin, 1789)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003318_pts.dbf","birds",1090,"IUCN","ITS-177021",NA,"LC","Decreasing"
106003319,"Aethia pusilla","AVES","CHARADRIIFORMES","ALCIDAE","Aethia","pusilla","(Pallas, 1811)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003319_pts.dbf","birds",2182,"IUCN",NA,NA,"LC","Decreasing"
106003320,"Cerorhinca monocerata","AVES","CHARADRIIFORMES","ALCIDAE","Cerorhinca","monocerata","(Pallas, 1811)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003320_pts.dbf","birds",1785,"IUCN","ITS-177023",NA,"LC","Decreasing"
106003321,"Fratercula arctica","AVES","CHARADRIIFORMES","ALCIDAE","Fratercula","arctica","(Linnaeus, 1758)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003321_pts.dbf","birds",14910,"IUCN","ITS-177025",NA,"LC","Decreasing"
106003322,"Fratercula corniculata","AVES","CHARADRIIFORMES","ALCIDAE","Fratercula","corniculata","(Naumann, 1821)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003322_pts.dbf","birds",8117,"IUCN","ITS-177029",NA,"LC","Decreasing"
106003323,"Fratercula cirrhata","AVES","CHARADRIIFORMES","ALCIDAE","Fratercula","cirrhata","(Pallas, 1769)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003323_pts.dbf","birds",5821,"IUCN","ITS-177032",NA,"LC","Decreasing"
106003364,"Haliaeetus albicilla","AVES","FALCONIFORMES","ACCIPITRIDAE","Haliaeetus","albicilla","(Linnaeus, 1758)",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106003364_pts.dbf","birds",157,"IUCN",NA,NA,"LC","Increasing"
106003622,"Falco peregrinus","AVES","FALCONIFORMES","FALCONIDAE","Falco","peregrinus","Tunstall, 1771",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003622_pts.dbf","birds",449,"IUCN",NA,NA,"LC","Stable"
106003638,"Podiceps grisegena","AVES","PODICIPEDIFORMES","PODICIPEDIDAE","Podiceps","grisegena","(Boddaert, 1783)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003638_pts.dbf","birds",3710,"IUCN",NA,NA,"LC","Decreasing"
106003648,"Phaethon aethereus","AVES","PELECANIFORMES","PHAETHONTIDAE","Phaethon","aethereus","Linnaeus, 1758",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003648_pts.dbf","birds",9376,"IUCN",NA,NA,"LC","Decreasing"
106003649,"Phaethon rubricauda","AVES","PELECANIFORMES","PHAETHONTIDAE","Phaethon","rubricauda","Boddaert, 1783",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003649_pts.dbf","birds",40853,"IUCN",NA,NA,"LC","Stable"
106003650,"Phaethon lepturus","AVES","PELECANIFORMES","PHAETHONTIDAE","Phaethon","lepturus","Daudin, 1802",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003650_pts.dbf","birds",5933,"IUCN",NA,NA,"LC","Decreasing"
106003651,"Papasula abbotti","AVES","PELECANIFORMES","SULIDAE","Papasula","abbotti","Ridgway, 1893",2012,"EN","B2ab(ii,iii,v)","Marine","Decreasing","range_birds_mar_sid106003651_pts.dbf","birds",277,"IUCN",NA,NA,"EN","Decreasing"
106003652,"Morus bassanus","AVES","PELECANIFORMES","SULIDAE","Morus","bassanus","(Linnaeus, 1758)",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106003652_pts.dbf","birds",12630,"IUCN",NA,NA,"LC","Increasing"
106003654,"Morus serrator","AVES","PELECANIFORMES","SULIDAE","Morus","serrator","(Gray, 1843)",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106003654_pts.dbf","birds",3386,"IUCN","ITS-561225",NA,"LC","Increasing"
106003658,"Sula sula","AVES","PELECANIFORMES","SULIDAE","Sula","sula","(Linnaeus, 1766)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003658_pts.dbf","birds",46227,"IUCN",NA,NA,"LC","Decreasing"
106003659,"Sula leucogaster","AVES","PELECANIFORMES","SULIDAE","Sula","leucogaster","(Boddaert, 1783)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003659_pts.dbf","birds",53724,"IUCN",NA,NA,"LC","Decreasing"
106003695,"Phalacrocorax urile","AVES","PELECANIFORMES","PHALACROCORACIDAE","Phalacrocorax","urile","(Gmelin, 1789)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003695_pts.dbf","birds",832,"IUCN","ITS-174728",NA,"LC","Decreasing"
106003843,"Fregata magnificens","AVES","PELECANIFORMES","FREGATIDAE","Fregata","magnificens","Mathews, 1914",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106003843_pts.dbf","birds",5088,"IUCN","ITS-174763",NA,"LC","Increasing"
106003844,"Fregata aquila","AVES","PELECANIFORMES","FREGATIDAE","Fregata","aquila","(Linnaeus, 1758)",2012,"VU","D2","Marine","Unknown","range_birds_mar_sid106003844_pts.dbf","birds",1010,"IUCN",NA,NA,"VU","Unknown"
106003845,"Fregata minor","AVES","PELECANIFORMES","FREGATIDAE","Fregata","minor","(Gmelin, 1789)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003845_pts.dbf","birds",40472,"IUCN","ITS-174766",NA,"LC","Decreasing"
106003846,"Fregata ariel","AVES","PELECANIFORMES","FREGATIDAE","Fregata","ariel","(Gray, 1845)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003846_pts.dbf","birds",36368,"IUCN",NA,NA,"LC","Decreasing"
106003847,"Fregata andrewsi","AVES","PELECANIFORMES","FREGATIDAE","Fregata","andrewsi","Mathews, 1914",2012,"CR","B2ab(ii,iii,v)","Marine","Decreasing","range_birds_mar_sid106003847_pts.dbf","birds",1789,"IUCN",NA,NA,"CR","Decreasing"
106003848,"Aptenodytes patagonicus","AVES","SPHENISCIFORMES","SPHENISCIDAE","Aptenodytes","patagonicus","Miller, 1778",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106003848_pts.dbf","birds",11793,"IUCN",NA,NA,"LC","Increasing"
106003849,"Aptenodytes forsteri","AVES","SPHENISCIFORMES","SPHENISCIDAE","Aptenodytes","forsteri","Gray, 1844",2012,"NT",NA,"Marine","Stable","range_birds_mar_sid106003849_pts.dbf","birds",12062,"IUCN",NA,NA,"NT","Stable"
106003850,"Pygoscelis papua","AVES","SPHENISCIFORMES","SPHENISCIDAE","Pygoscelis","papua","(Forster, 1781)",2012,"NT",NA,"Marine","Decreasing","range_birds_mar_sid106003850_pts.dbf","birds",18087,"IUCN",NA,NA,"NT","Decreasing"
106003851,"Pygoscelis adeliae","AVES","SPHENISCIFORMES","SPHENISCIDAE","Pygoscelis","adeliae","(Hombron & Jacquinot, 1841)",2012,"NT",NA,"Marine","Increasing","range_birds_mar_sid106003851_pts.dbf","birds",15301,"IUCN",NA,NA,"NT","Increasing"
106003852,"Pygoscelis antarcticus","AVES","SPHENISCIFORMES","SPHENISCIDAE","Pygoscelis","antarcticus","(Forster, 1781)",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106003852_pts.dbf","birds",23874,"IUCN",NA,NA,"LC","Increasing"
106003854,"Eudyptes pachyrhynchus","AVES","SPHENISCIFORMES","SPHENISCIDAE","Eudyptes","pachyrhynchus","Gray, 1845",2012,"VU","A2be+3bce+4bce;C1+2a(i)","Marine","Decreasing","range_birds_mar_sid106003854_pts.dbf","birds",637,"IUCN",NA,NA,"VU","Decreasing"
106003855,"Eudyptes robustus","AVES","SPHENISCIFORMES","SPHENISCIDAE","Eudyptes","robustus","Oliver, 1953",2012,"VU","D2","Marine","Stable","range_birds_mar_sid106003855_pts.dbf","birds",1809,"IUCN",NA,NA,"VU","Stable"
106003856,"Eudyptes sclateri","AVES","SPHENISCIFORMES","SPHENISCIDAE","Eudyptes","sclateri","Buller, 1888",2012,"EN","A2b;B2ab(i,ii,iv,v)","Marine","Decreasing","range_birds_mar_sid106003856_pts.dbf","birds",213,"IUCN",NA,NA,"EN","Decreasing"
106003857,"Eudyptes chrysolophus","AVES","SPHENISCIFORMES","SPHENISCIDAE","Eudyptes","chrysolophus","(Brandt, 1837)",2012,"VU","A2bce+3bce+4bce","Marine","Decreasing","range_birds_mar_sid106003857_pts.dbf","birds",10311,"IUCN",NA,NA,"VU","Decreasing"
106003865,"Gavia stellata","AVES","GAVIIFORMES","GAVIIDAE","Gavia","stellata","(Pontoppidan, 1763)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003865_pts.dbf","birds",3565,"IUCN",NA,NA,"LC","Decreasing"
106003866,"Gavia arctica","AVES","GAVIIFORMES","GAVIIDAE","Gavia","arctica","(Linnaeus, 1758)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003866_pts.dbf","birds",2457,"IUCN",NA,NA,"LC","Decreasing"
106003867,"Gavia pacifica","AVES","GAVIIFORMES","GAVIIDAE","Gavia","pacifica","(Lawrence, 1858)",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106003867_pts.dbf","birds",930,"IUCN",NA,NA,"LC","Increasing"
106003869,"Gavia adamsii","AVES","GAVIIFORMES","GAVIIDAE","Gavia","adamsii","(Gray, 1859)",2012,"NT",NA,"Marine","Decreasing","range_birds_mar_sid106003869_pts.dbf","birds",1147,"IUCN",NA,NA,"NT","Decreasing"
106003870,"Macronectes giganteus","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Macronectes","giganteus","(Gmelin, 1789)",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106003870_pts.dbf","birds",55757,"IUCN","ITS-174594",NA,"LC","Increasing"
106003871,"Macronectes halli","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Macronectes","halli","Mathews, 1912",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106003871_pts.dbf","birds",47074,"IUCN",NA,NA,"LC","Increasing"
106003872,"Fulmarus glacialis","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Fulmarus","glacialis","(Linnaeus, 1761)",2012,"LC",NA,"Marine","Increasing","range_birds_mar_sid106003872_pts.dbf","birds",23848,"IUCN","ITS-174536",NA,"LC","Increasing"
106003873,"Fulmarus glacialoides","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Fulmarus","glacialoides","(Smith, 1840)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003873_pts.dbf","birds",57539,"IUCN",NA,NA,"LC","Stable"
106003874,"Thalassoica antarctica","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Thalassoica","antarctica","(Gmelin, 1789)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003874_pts.dbf","birds",40692,"IUCN",NA,NA,"LC","Stable"
106003875,"Daption capense","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Daption","capense","(Linnaeus, 1758)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003875_pts.dbf","birds",75379,"IUCN",NA,NA,"LC","Stable"
106003876,"Pagodroma nivea","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pagodroma","nivea","(Forster, 1777)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003876_pts.dbf","birds",27340,"IUCN",NA,NA,"LC","Stable"
106003877,"Lugensa brevirostris","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Lugensa","brevirostris","(Lesson, 1831)",2012,"LC",NA,"Marine","Stable","range_birds_mar_sid106003877_pts.dbf","birds",33972,"IUCN",NA,NA,"LC","Stable"
106003880,"Pseudobulweria rostrata","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pseudobulweria","rostrata","(Peale, 1848)",2012,"NT",NA,"Marine","Decreasing","range_birds_mar_sid106003880_pts.dbf","birds",18524,"IUCN",NA,NA,"NT","Decreasing"
106003882,"Pterodroma axillaris","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","axillaris","(Salvin, 1893)",2012,"EN","A2bde+4bde","Marine","Increasing","range_birds_mar_sid106003882_pts.dbf","birds",812,"IUCN",NA,NA,"EN","Increasing"
106003883,"Pterodroma nigripennis","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","nigripennis","(Rothschild, 1893)",2012,"LC",NA,"Marine","Decreasing","range_birds_mar_sid106003883_pts.dbf","birds",32587,"IUCN",NA,NA,"LC","Decreasing"
106003884,"Pterodroma cervicalis","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","cervicalis","(Salvin, 1891)",2012,"VU","D2","Marine","Increasing","range_birds_mar_sid106003884_pts.dbf","birds",25646,"IUCN",NA,NA,"VU","Increasing"
106003885,"Pterodroma inexpectata","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","inexpectata","(Forster, 1844)",2012,"NT",NA,"Marine","Decreasing","range_birds_mar_sid106003885_pts.dbf","birds",49756,"IUCN",NA,NA,"NT","Decreasing"
106003887,"Pterodroma leucoptera","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","leucoptera","(Gould, 1844)",2012,"VU","B2ab(v);D2","Marine","Decreasing","range_birds_mar_sid106003887_pts.dbf","birds",18869,"IUCN","ITS-174588",NA,"VU","Decreasing"
106003888,"Pterodroma cookii","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","cookii","(Gray, 1843)",2012,"VU","A2e;D2","Marine","Increasing","range_birds_mar_sid106003888_pts.dbf","birds",32923,"IUCN",NA,NA,"VU","Increasing"
106003889,"Pterodroma pycrofti","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pterodroma","pycrofti","Falla, 1933",2012,"VU","D2","Marine","Increasing","range_birds_mar_sid106003889_pts.dbf","birds",12513,"IUCN",NA,NA,"VU","Increasing"
