"sid","sciname","class","order","family","genus","species","authority","modified_year","category","criteria","habitat","popn_trend","shp_dbf","shp_grp","shp_cnt","src_distn","am_speciesid","TEXT","category_2012chg","popn_trend_2012chg"
155010,"Scorpaenopsis ramaraoi","ACTINOPTERYGII","SCORPAENIFORMES","SCORPAENIDAE","Scorpaenopsis","ramaraoi","Randall &amp; Eschmeyer, 2001",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-145235",NA,"LC","Unknown"
155012,"Sternoptyx obscura","ACTINOPTERYGII","STOMIIFORMES","STERNOPTYCHIDAE","Sternoptyx","obscura","Garman, 1899",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-50053",NA,"LC","Unknown"
155014,"Alectis ciliaris","ACTINOPTERYGII","PERCIFORMES","CARANGIDAE","Alectis","ciliaris","(Bloch, 1787)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-22977",NA,"LC","Unknown"
155025,"Siganus rivulatus","ACTINOPTERYGII","PERCIFORMES","SIGANIDAE","Siganus","rivulatus","Forsskål &amp; Niebuhr, 1775",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31011",NA,"LC","Unknown"
155029,"Salarias ceramensis","ACTINOPTERYGII","PERCIFORMES","BLENNIIDAE","Salarias","ceramensis","Bleeker, 1853",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-32512",NA,"LC","Unknown"
155030,"Macroramphosus scolopax","ACTINOPTERYGII","SYNGNATHIFORMES","CENTRISCIDAE","Macroramphosus","scolopax","(Linnaeus, 1758)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-22897",NA,"LC","Unknown"
155034,"Crossosalarias macrospilus","ACTINOPTERYGII","PERCIFORMES","BLENNIIDAE","Crossosalarias","macrospilus","Smith-Vaniz &amp; Springer, 1971",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-32415",NA,"LC","Unknown"
155039,"Saurenchelys fierasfer","ACTINOPTERYGII","ANGUILLIFORMES","NETTASTOMATIDAE","Saurenchelys","fierasfer","(Jordan &amp; Snyder, 1901)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26949",NA,"LC","Unknown"
155044,"Buglossidium luteum","ACTINOPTERYGII","PLEURONECTIFORMES","SOLEIDAE","Buglossidium","luteum","(Risso, 1810)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-22742",NA,"LC","Unknown"
155050,"Callogobius clitellus","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Callogobius","clitellus","McKinney &amp; Lachner, 1978",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-62751",NA,"LC","Unknown"
155056,"Cyttus novaezealandiae","ACTINOPTERYGII","ZEIFORMES","CYTTIDAE","Cyttus","novaezealandiae","(Arthur, 1885)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29191",NA,"LC","Unknown"
155057,"Uranoscopus japonicus","ACTINOPTERYGII","PERCIFORMES","URANOSCOPIDAE","Uranoscopus","japonicus","Houttuyn, 1782",2010,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-31822",NA,"LC","Stable"
155068,"Remora brachyptera","ACTINOPTERYGII","PERCIFORMES","ECHENEIDAE","Remora","brachyptera","(Lowe, 1839)",2010,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-24930",NA,"LC","Stable"
155071,"Gorgasia maculata","ACTINOPTERYGII","ANGUILLIFORMES","CONGRIDAE","Gorgasia","maculata","Klausewitz &amp; Eibl-Eibesfeldt, 1959",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-52910",NA,"LC","Unknown"
155074,"Patagonotothen cornucola","ACTINOPTERYGII","PERCIFORMES","NOTOTHENIIDAE","Patagonotothen","cornucola","(Richardson, 1844)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-144830",NA,"LC","Unknown"
155078,"Pterygotrigla hemisticta","ACTINOPTERYGII","SCORPAENIFORMES","TRIGLIDAE","Pterygotrigla","hemisticta","(Temminck &amp; Schlegel, 1843)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26945",NA,"LC","Unknown"
155079,"Torquigener tuberculiferus","ACTINOPTERYGII","TETRAODONTIFORMES","TETRAODONTIDAE","Torquigener","tuberculiferus","(Ogilby, 1912)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-28707",NA,"LC","Unknown"
155081,"Hyperoglyphe perciformis","ACTINOPTERYGII","PERCIFORMES","CENTROLOPHIDAE","Hyperoglyphe","perciformis","(Mitchill, 1818)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-24685",NA,"LC","Unknown"
155082,"Eumicrotremus barbatus","ACTINOPTERYGII","SCORPAENIFORMES","CYCLOPTERIDAE","Eumicrotremus","barbatus","(Lindberg &amp; Legeza, 1955)",2010,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-54783",NA,"DD","Unknown"
155084,"Champsodon capensis","ACTINOPTERYGII","PERCIFORMES","CHAMPSODONTIDAE","Champsodon","capensis","Regan, 1908",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-33858",NA,"LC","Unknown"
155085,"Pseudocyttus maculatus","ACTINOPTERYGII","ZEIFORMES","OREOSOMATIDAE","Pseudocyttus","maculatus","Gilchrist, 1906",2010,"DD",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-32220",NA,"DD","Decreasing"
155090,"Cociella punctata","ACTINOPTERYGII","SCORPAENIFORMES","PLATYCEPHALIDAE","Cociella","punctata","(Cuvier, 1829)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-130902",NA,"LC","Unknown"
155091,"Enchelycore schismatorhynchus","ACTINOPTERYGII","ANGUILLIFORMES","MURAENIDAE","Enchelycore","schismatorhynchus","(Bleeker, 1853)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26152",NA,"LC","Unknown"
155092,"Laeops kitaharae","ACTINOPTERYGII","PLEURONECTIFORMES","BOTHIDAE","Laeops","kitaharae","(Smith &amp; Pope, 1906)",2010,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-55078",NA,"DD","Unknown"
155093,"Derichthys serpentinus","ACTINOPTERYGII","ANGUILLIFORMES","DERICHTHYIDAE","Derichthys","serpentinus","Gill, 1884",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-32362",NA,"LC","Unknown"
155096,"Sarda sarda","ACTINOPTERYGII","PERCIFORMES","SCOMBRIDAE","Sarda","sarda","(Bloch, 1793)",2011,"LC",NA,"Marine","Stable","range_fish_mar_sid155096_pts.dbf","fish",7631,"IUCN","Fis-22818",NA,"LC","Stable"
155097,"Caesio caerulaurea","ACTINOPTERYGII","PERCIFORMES","CAESIONIDAE","Caesio","caerulaurea","Lacepède, 1801",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29305",NA,"LC","Unknown"
155098,"Chromis flavicauda","ACTINOPTERYGII","PERCIFORMES","POMACENTRIDAE","Chromis","flavicauda","(Günther, 1880)",2010,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-28234",NA,"DD","Unknown"
155105,"Platycephalus indicus","ACTINOPTERYGII","SCORPAENIFORMES","PLATYCEPHALIDAE","Platycephalus","indicus","(Linnaeus, 1758)",2010,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-21594",NA,"DD","Unknown"
155106,"Kali macrodon","ACTINOPTERYGII","PERCIFORMES","CHIASMODONTIDAE","Kali","macrodon","(Norman, 1929)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-50459",NA,"LC","Unknown"
155107,"Monopenchelys acuta","ACTINOPTERYGII","ANGUILLIFORMES","MURAENIDAE","Monopenchelys","acuta","(Parr, 1930)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-27266",NA,"LC","Unknown"
155108,"Omobranchus rotundiceps","ACTINOPTERYGII","PERCIFORMES","BLENNIIDAE","Omobranchus","rotundiceps","(Macleay, 1881)",2010,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-138844",NA,"LC","Stable"
155111,"Congiopodus torvus","ACTINOPTERYGII","SCORPAENIFORMES","CONGIOPODIDAE","Congiopodus","torvus","(Gronow, 1772)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-27890",NA,"LC","Unknown"
155112,"Stemonosudis gracilis","ACTINOPTERYGII","AULOPIFORMES","PARALEPIDIDAE","Stemonosudis","gracilis","(Ege, 1933)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-49883",NA,"LC","Unknown"
155114,"Diancistrus novaeguineae","ACTINOPTERYGII","OPHIDIIFORMES","BYTHITIDAE","Diancistrus","novaeguineae","(Machida, 1996)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-158805",NA,"LC","Unknown"
155116,"Sardinella albella","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Sardinella","albella","(Valenciennes, 1847)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23766",NA,"LC","Unknown"
155118,"Lethrinus conchyliatus","ACTINOPTERYGII","PERCIFORMES","LETHRINIDAE","Lethrinus","conchyliatus","(Smith, 1959)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23588",NA,"LC","Unknown"
155119,"Odontesthes incisa","ACTINOPTERYGII","ATHERINIFORMES","ATHERINOPSIDAE","Odontesthes","incisa","(Jenyns, 1841)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-28690",NA,"LC","Unknown"
155120,"Naso vlamingii","ACTINOPTERYGII","PERCIFORMES","ACANTHURIDAE","Naso","vlamingii","(Valenciennes, 1835)",2012,"LC",NA,"Marine","Decreasing","range_fish_mar_sid155120_pts.dbf","fish",6823,"IUCN","Fis-25960",NA,"LC","Decreasing"
155123,"Clupea harengus","ACTINOPTERYGII","CLUPEIFORMES","CLUPEIDAE","Clupea","harengus","Linnaeus, 1758",2010,"LC",NA,"Marine","Increasing",NA,NA,NA,"AquaMaps","Fis-29344",NA,"LC","Increasing"
155130,"Caranx sexfasciatus","ACTINOPTERYGII","PERCIFORMES","CARANGIDAE","Caranx","sexfasciatus","Quoy &amp; Gaimard, 1825",2010,"LC",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-29766",NA,"LC","Decreasing"
155131,"Moringua edwardsi","ACTINOPTERYGII","ANGUILLIFORMES","MORINGUIDAE","Moringua","edwardsi","(Jordan &amp; Bollman, 1889)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-24128",NA,"LC","Unknown"
155132,"Eustomias monodactylus","ACTINOPTERYGII","STOMIIFORMES","STOMIIDAE","Eustomias","monodactylus","Regan &amp; Trewavas, 1930",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-152044",NA,"LC","Unknown"
155142,"Laemonema rhodochir","ACTINOPTERYGII","GADIFORMES","MORIDAE","Laemonema","rhodochir","Gilbert, 1905",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-132758",NA,"LC","Unknown"
155149,"Arnoglossus brunneus","ACTINOPTERYGII","PLEURONECTIFORMES","BOTHIDAE","Arnoglossus","brunneus","(Fowler, 1934)",2010,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-47536",NA,"DD","Unknown"
155155,"Chirolophis snyderi","ACTINOPTERYGII","PERCIFORMES","STICHAEIDAE","Chirolophis","snyderi","(Taranetz, 1938)",2010,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-54341",NA,"DD","Unknown"
155160,"Hygophum proximum","ACTINOPTERYGII","MYCTOPHIFORMES","MYCTOPHIDAE","Hygophum","proximum","Becker, 1965",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31001",NA,"LC","Unknown"
155161,"Lycodes concolor","ACTINOPTERYGII","PERCIFORMES","ZOARCIDAE","Lycodes","concolor","Gill &amp; Townsend, 1897",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-116962",NA,"LC","Unknown"
155165,"Corythoichthys amplexus","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE","Corythoichthys","amplexus","Dawson &amp; Randall, 1975",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31914",NA,"LC","Unknown"
155166,"Chilomycterus schoepfii","ACTINOPTERYGII","TETRAODONTIFORMES","DIODONTIDAE","Chilomycterus","schoepfii","(Walbaum, 1792)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-148881",NA,"LC","Unknown"
155172,"Pontinus macrocephalus","ACTINOPTERYGII","SCORPAENIFORMES","SCORPAENIDAE","Pontinus","macrocephalus","(Sauvage, 1882)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26943",NA,"LC","Unknown"
155176,"Parupeneus crassilabris","ACTINOPTERYGII","PERCIFORMES","MULLIDAE","Parupeneus","crassilabris","(Valenciennes, 1831)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-149496",NA,"LC","Unknown"
155186,"Cirripectes filamentosus","ACTINOPTERYGII","PERCIFORMES","BLENNIIDAE","Cirripectes","filamentosus","(Alleyne &amp; Macleay, 1877)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25099",NA,"LC","Unknown"
155189,"Scopeloberyx opisthopterus","ACTINOPTERYGII","STEPHANOBERYCIFORMES","MELAMPHAIDAE","Scopeloberyx","opisthopterus","(Parr, 1933)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-50311",NA,"LC","Unknown"
155190,"Simenchelys parasitica","ACTINOPTERYGII","ANGUILLIFORMES","SYNAPHOBRANCHIDAE","Simenchelys","parasitica","Gill, 1879",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-133336",NA,"LC","Unknown"
155191,"Nessorhamphus danae","ACTINOPTERYGII","ANGUILLIFORMES","DERICHTHYIDAE","Nessorhamphus","danae","Schmidt, 1931",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-33176",NA,"LC","Unknown"
155195,"Ichthyococcus irregularis","ACTINOPTERYGII","STOMIIFORMES","PHOSICHTHYIDAE","Ichthyococcus","irregularis","Rechnitzer &amp; Böhlke, 1958",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-139478",NA,"LC","Unknown"
155200,"Parapercis xanthozona","ACTINOPTERYGII","PERCIFORMES","PINGUIPEDIDAE","Parapercis","xanthozona","(Bleeker, 1849)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-28581",NA,"LC","Unknown"
155201,"Ambassis urotaenia","ACTINOPTERYGII","PERCIFORMES","AMBASSIDAE","Ambassis","urotaenia","Bleeker, 1852",2012,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-33259",NA,"LC","Stable"
155203,"Talismania bifurcata","ACTINOPTERYGII","OSMERIFORMES","ALEPOCEPHALIDAE","Talismania","bifurcata","(Parr, 1951)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-55811",NA,"LC","Unknown"
155204,"Lycodes paamiuti","ACTINOPTERYGII","PERCIFORMES","ZOARCIDAE","Lycodes","paamiuti","Møller, 2001",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-143668",NA,"LC","Unknown"
155211,"Synaphobranchus oregoni","ACTINOPTERYGII","ANGUILLIFORMES","SYNAPHOBRANCHIDAE","Synaphobranchus","oregoni","Castle, 1960",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-132269",NA,"LC","Unknown"
155215,"Dicologlossa cuneata","ACTINOPTERYGII","PLEURONECTIFORMES","SOLEIDAE","Dicologlossa","cuneata","(Moreau, 1881)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-8265",NA,"LC","Unknown"
155216,"Icelinus filamentosus","ACTINOPTERYGII","SCORPAENIFORMES","COTTIDAE","Icelinus","filamentosus","Gilbert, 1890",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-30824",NA,"LC","Unknown"
155219,"Paracentropogon vespa","ACTINOPTERYGII","SCORPAENIFORMES","TETRAROGIDAE","Paracentropogon","vespa","Ogilby, 1910",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-126978",NA,"LC","Unknown"
155222,"Pentaceros japonicus","ACTINOPTERYGII","PERCIFORMES","PENTACEROTIDAE","Pentaceros","japonicus","Steindachner, 1883",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-35124",NA,"LC","Unknown"
155224,"Scorpaenodes hirsutus","ACTINOPTERYGII","SCORPAENIFORMES","SCORPAENIDAE","Scorpaenodes","hirsutus","(Smith, 1957)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25831",NA,"LC","Unknown"
155225,"Arnoglossus rueppelii","ACTINOPTERYGII","PLEURONECTIFORMES","BOTHIDAE","Arnoglossus","rueppelii","(Cocco, 1844)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-136960",NA,"LC","Unknown"
155227,"Serrivomer lanceolatoides","ACTINOPTERYGII","ANGUILLIFORMES","SERRIVOMERIDAE","Serrivomer","lanceolatoides","(Schmidt, 1916)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-132814",NA,"LC","Unknown"
155229,"Nemateleotris magnifica","ACTINOPTERYGII","PERCIFORMES","PTERELEOTRIDAE","Nemateleotris","magnifica","Fowler, 1938",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31903",NA,"LC","Unknown"
155237,"Enneapterygius abeli","ACTINOPTERYGII","PERCIFORMES","TRIPTERYGIIDAE","Enneapterygius","abeli","(Klausewitz, 1960)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-50570",NA,"LC","Unknown"
155239,"Branchiostegus semifasciatus","ACTINOPTERYGII","PERCIFORMES","MALACANTHIDAE","Branchiostegus","semifasciatus","(Norman, 1931)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25388",NA,"LC","Unknown"
155240,"Thryssa mystax","ACTINOPTERYGII","CLUPEIFORMES","ENGRAULIDAE","Thryssa","mystax","(Bloch &amp; Schneider, 1801)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23303",NA,"LC","Unknown"
155246,"Synaphobranchus kaupii","ACTINOPTERYGII","ANGUILLIFORMES","SYNAPHOBRANCHIDAE","Synaphobranchus","kaupii","Johnson, 1862",2010,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-33179",NA,"LC","Stable"
155250,"Dentex congoensis","ACTINOPTERYGII","PERCIFORMES","SPARIDAE","Dentex","congoensis","Poll, 1954",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31047",NA,"LC","Unknown"
155255,"Neopomacentrus bankieri","ACTINOPTERYGII","PERCIFORMES","POMACENTRIDAE","Neopomacentrus","bankieri","(Richardson, 1846)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-28517",NA,"LC","Unknown"
155260,"Benthosema pterotum","ACTINOPTERYGII","MYCTOPHIFORMES","MYCTOPHIDAE","Benthosema","pterotum","(Alcock, 1890)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-27728",NA,"LC","Unknown"
155261,"Brachypleura novaezeelandiae","ACTINOPTERYGII","PLEURONECTIFORMES","CITHARIDAE","Brachypleura","novaezeelandiae","Günther, 1862",2010,"LC",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-32731",NA,"LC","Decreasing"
155265,"Malacocephalus occidentalis","ACTINOPTERYGII","GADIFORMES","MACROURIDAE","Malacocephalus","occidentalis","Goode &amp; Bean, 1885",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31177",NA,"LC","Unknown"
155266,"Ariosoma selenops","ACTINOPTERYGII","ANGUILLIFORMES","CONGRIDAE","Ariosoma","selenops","Reid, 1934",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-114615",NA,"LC","Unknown"
155276,"Thunnus atlanticus","ACTINOPTERYGII","PERCIFORMES","SCOMBRIDAE","Thunnus","atlanticus","(Lesson, 1831)",2011,"LC",NA,"Marine","Stable","range_fish_mar_sid155276_pts.dbf","fish",5023,"IUCN","Fis-22834",NA,"LC","Stable"
155281,"Seriolella caerulea","ACTINOPTERYGII","PERCIFORMES","CENTROLOPHIDAE","Seriolella","caerulea","Guichenot, 1848",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-35417",NA,"LC","Unknown"
155287,"Antimora microlepis","ACTINOPTERYGII","GADIFORMES","MORIDAE","Antimora","microlepis","Bean, 1890",2010,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29650",NA,"DD","Unknown"
155289,"Schedophilus pemarco","ACTINOPTERYGII","PERCIFORMES","CENTROLOPHIDAE","Schedophilus","pemarco","(Poll, 1959)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-27708",NA,"LC","Unknown"
155290,"Scarus schlegeli","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Scarus","schlegeli","(Bleeker, 1861)",2012,"LC",NA,"Marine","Unknown","range_fish_mar_sid155290_pts.dbf","fish",4652,"IUCN","Fis-25406",NA,"LC","Unknown"
155296,"Glossanodon pygmaeus","ACTINOPTERYGII","OSMERIFORMES","ARGENTINIDAE","Glossanodon","pygmaeus","Cohen, 1958",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-30053",NA,"LC","Unknown"
155301,"Rhinomuraena quaesita","ACTINOPTERYGII","ANGUILLIFORMES","MURAENIDAE","Rhinomuraena","quaesita","Garman, 1888",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-32916",NA,"LC","Unknown"
155305,"Oneirodes luetkeni","ACTINOPTERYGII","LOPHIIFORMES","ONEIRODIDAE","Oneirodes","luetkeni","(Regan, 1925)",2010,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-145428",NA,"DD","Unknown"
155308,"Centropyge loricula","ACTINOPTERYGII","PERCIFORMES","POMACANTHIDAE","Centropyge","loricula","(Günther, 1874)",2010,"LC",NA,"Marine","Stable","range_fish_mar_sid155308_pts.dbf","fish",2372,"IUCN",NA,NA,"LC","Stable"
155314,"Pseudocheilinus ocellatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocheilinus","ocellatus","Randall, 1999",2010,"LC",NA,"Marine","Unknown","range_fish_mar_sid155314_pts.dbf","fish",2014,"IUCN","Fis-134684",NA,"LC","Unknown"
155320,"Nannobrachium gibbsi","ACTINOPTERYGII","MYCTOPHIFORMES","MYCTOPHIDAE","Nannobrachium","gibbsi","Zahuranec, 2000",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-149461",NA,"LC","Unknown"
155322,"Plectrogenium nanum","ACTINOPTERYGII","SCORPAENIFORMES","PLECTROGENIDAE","Plectrogenium","nanum","Gilbert, 1905",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-54508",NA,"LC","Unknown"
155329,"Ophichthus altipennis","ACTINOPTERYGII","ANGUILLIFORMES","OPHICHTHIDAE","Ophichthus","altipennis","(Kaup, 1856)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-130876",NA,"LC","Unknown"
155330,"Pomadasys maculatus","ACTINOPTERYGII","PERCIFORMES","HAEMULIDAE","Pomadasys","maculatus","(Bloch, 1793)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25119",NA,"LC","Unknown"
158617,"Squalus edmundsi","CHONDRICHTHYES","SQUALIFORMES","SQUALIDAE","Squalus","edmundsi","White, Last &amp; Stevens, 2007",2009,"NT",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-160439",NA,"NT","Stable"
158626,"Nectamia fusca","ACTINOPTERYGII","PERCIFORMES","APOGONIDAE","Nectamia","fusca","(Quoy &amp; Gaimard, 1825)",2010,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-160987",NA,"LC","Stable"
158627,"Pseudanthias pleurotaenia","ACTINOPTERYGII","PERCIFORMES","SERRANIDAE","Pseudanthias","pleurotaenia","(Bleeker, 1857)",2010,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26192",NA,"LC","Unknown"
158632,"Salarias sinuosus","ACTINOPTERYGII","PERCIFORMES","BLENNIIDAE","Salarias","sinuosus","Snyder, 1908",2010,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-35632",NA,"LC","Stable"
161328,"Torpedo marmorata","CHONDRICHTHYES","RAJIFORMES","TORPEDINIDAE","Torpedo","marmorata","Risso, 1810",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31247",NA,"DD","Unknown"
161329,"Dipturus cerva","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Dipturus","cerva","(Whitley, 1939)",2009,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-160851",NA,"NT","Unknown"
161330,"Eridacnis barbouri","CHONDRICHTHYES","CARCHARHINIFORMES","PROSCYLLIIDAE","Eridacnis","barbouri","(Bigelow &amp; Schroeder, 1944)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25169",NA,"DD","Unknown"
161331,"Dactylobatus clarkii","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Dactylobatus","clarkii","(Bigelow &amp; Schroeder, 1958)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-142378",NA,"DD","Unknown"
161332,"Pastinachus sephen","CHONDRICHTHYES","RAJIFORMES","DASYATIDAE","Pastinachus","sephen","(Forsskål, 1775)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-21801",NA,"DD","Unknown"
161345,"Rajella bathyphila","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Rajella","bathyphila","(Holt &amp; Byrne, 1908)",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131803",NA,"LC","Unknown"
161350,"Bathyraja maculata","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Bathyraja","maculata","Ishiyama &amp; Ishihara, 1977",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-131458",NA,"LC","Unknown"
161352,"Hexanchus nakamurai","CHONDRICHTHYES","HEXANCHIFORMES","HEXANCHIDAE","Hexanchus","nakamurai","Teng, 1962",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29416",NA,"DD","Unknown"
