"","stockid","year","common","species","ram_catch","saup_catch","species_code"
"831","CABEZNCAL",1952,"Cabezon","Scorpaenichthys marmoratus",0,134.20348418902,"CABEZNCAL:Cabezon"
"832","CABEZNCAL",1953,"Cabezon","Scorpaenichthys marmoratus",0,111.287037929626,"CABEZNCAL:Cabezon"
"833","CABEZNCAL",1954,"Cabezon","Scorpaenichthys marmoratus",0,145.829266716803,"CABEZNCAL:Cabezon"
"834","CABEZNCAL",1955,"Cabezon","Scorpaenichthys marmoratus",0,137.882593328362,"CABEZNCAL:Cabezon"
"835","CABEZNCAL",1956,"Cabezon","Scorpaenichthys marmoratus",0,203.277832322469,"CABEZNCAL:Cabezon"
"836","CABEZNCAL",1957,"Cabezon","Scorpaenichthys marmoratus",0,163.874325343162,"CABEZNCAL:Cabezon"
"837","CABEZNCAL",1958,"Cabezon","Scorpaenichthys marmoratus",0,117.392575640367,"CABEZNCAL:Cabezon"
"838","CABEZNCAL",1959,"Cabezon","Scorpaenichthys marmoratus",0,63.8562410118165,"CABEZNCAL:Cabezon"
"839","CABEZNCAL",1960,"Cabezon","Scorpaenichthys marmoratus",0,30.5642833132468,"CABEZNCAL:Cabezon"
"840","CABEZNCAL",1961,"Cabezon","Scorpaenichthys marmoratus",0,32.774149886743,"CABEZNCAL:Cabezon"
"841","CABEZNCAL",1962,"Cabezon","Scorpaenichthys marmoratus",0,52.2342425668783,"CABEZNCAL:Cabezon"
"842","CABEZNCAL",1963,"Cabezon","Scorpaenichthys marmoratus",0,108.455482287487,"CABEZNCAL:Cabezon"
"843","CABEZNCAL",1964,"Cabezon","Scorpaenichthys marmoratus",0,74.4856278576353,"CABEZNCAL:Cabezon"
"844","CABEZNCAL",1965,"Cabezon","Scorpaenichthys marmoratus",0,87.0908503967564,"CABEZNCAL:Cabezon"
"845","CABEZNCAL",1966,"Cabezon","Scorpaenichthys marmoratus",0,118.954472468987,"CABEZNCAL:Cabezon"
"846","CABEZNCAL",1967,"Cabezon","Scorpaenichthys marmoratus",0,66.7212538897223,"CABEZNCAL:Cabezon"
"847","CABEZNCAL",1968,"Cabezon","Scorpaenichthys marmoratus",0,58.2307048823332,"CABEZNCAL:Cabezon"
"848","CABEZNCAL",1969,"Cabezon","Scorpaenichthys marmoratus",0,63.1031700779272,"CABEZNCAL:Cabezon"
"849","CABEZNCAL",1970,"Cabezon","Scorpaenichthys marmoratus",0,75.6394171486562,"CABEZNCAL:Cabezon"
"850","CABEZNCAL",1971,"Cabezon","Scorpaenichthys marmoratus",0,55.8359819916111,"CABEZNCAL:Cabezon"
"851","CABEZNCAL",1972,"Cabezon","Scorpaenichthys marmoratus",0,136.770248348348,"CABEZNCAL:Cabezon"
"852","CABEZNCAL",1973,"Cabezon","Scorpaenichthys marmoratus",6,94.4661618041169,"CABEZNCAL:Cabezon"
"853","CABEZNCAL",1974,"Cabezon","Scorpaenichthys marmoratus",7,90.63447693384,"CABEZNCAL:Cabezon"
"854","CABEZNCAL",1975,"Cabezon","Scorpaenichthys marmoratus",8,90.1116885798231,"CABEZNCAL:Cabezon"
"855","CABEZNCAL",1976,"Cabezon","Scorpaenichthys marmoratus",14,98.9568018601724,"CABEZNCAL:Cabezon"
"856","CABEZNCAL",1977,"Cabezon","Scorpaenichthys marmoratus",12,86.996237609248,"CABEZNCAL:Cabezon"
"857","CABEZNCAL",1978,"Cabezon","Scorpaenichthys marmoratus",24,145.567717353422,"CABEZNCAL:Cabezon"
"858","CABEZNCAL",1979,"Cabezon","Scorpaenichthys marmoratus",14,107.877391967303,"CABEZNCAL:Cabezon"
"859","CABEZNCAL",1980,"Cabezon","Scorpaenichthys marmoratus",9,321.146716639,"CABEZNCAL:Cabezon"
"860","CABEZNCAL",1981,"Cabezon","Scorpaenichthys marmoratus",26,155.056592903985,"CABEZNCAL:Cabezon"
"861","CABEZNCAL",1982,"Cabezon","Scorpaenichthys marmoratus",15,153.099342903985,"CABEZNCAL:Cabezon"
"862","CABEZNCAL",1983,"Cabezon","Scorpaenichthys marmoratus",13,116.779858970257,"CABEZNCAL:Cabezon"
"863","CABEZNCAL",1984,"Cabezon","Scorpaenichthys marmoratus",16,122.641962210716,"CABEZNCAL:Cabezon"
"864","CABEZNCAL",1985,"Cabezon","Scorpaenichthys marmoratus",14,91.509909310487,"CABEZNCAL:Cabezon"
"865","CABEZNCAL",1986,"Cabezon","Scorpaenichthys marmoratus",26,162.823618015525,"CABEZNCAL:Cabezon"
"866","CABEZNCAL",1987,"Cabezon","Scorpaenichthys marmoratus",17,125.469648067867,"CABEZNCAL:Cabezon"
"867","CABEZNCAL",1988,"Cabezon","Scorpaenichthys marmoratus",25,112.76329341993,"CABEZNCAL:Cabezon"
"868","CABEZNCAL",1989,"Cabezon","Scorpaenichthys marmoratus",26,116.148668328534,"CABEZNCAL:Cabezon"
"869","CABEZNCAL",1990,"Cabezon","Scorpaenichthys marmoratus",28,110.105845808448,"CABEZNCAL:Cabezon"
"870","CABEZNCAL",1991,"Cabezon","Scorpaenichthys marmoratus",25,100.378618988267,"CABEZNCAL:Cabezon"
"871","CABEZNCAL",1992,"Cabezon","Scorpaenichthys marmoratus",28,103.8452840615,"CABEZNCAL:Cabezon"
"872","CABEZNCAL",1993,"Cabezon","Scorpaenichthys marmoratus",24,99.3603522817659,"CABEZNCAL:Cabezon"
"873","CABEZNCAL",1994,"Cabezon","Scorpaenichthys marmoratus",28,93.4475712762098,"CABEZNCAL:Cabezon"
"874","CABEZNCAL",1995,"Cabezon","Scorpaenichthys marmoratus",21,162.043832590169,"CABEZNCAL:Cabezon"
"875","CABEZNCAL",1996,"Cabezon","Scorpaenichthys marmoratus",22,194.441604583894,"CABEZNCAL:Cabezon"
"876","CABEZNCAL",1997,"Cabezon","Scorpaenichthys marmoratus",43,173.788225635228,"CABEZNCAL:Cabezon"
"877","CABEZNCAL",1998,"Cabezon","Scorpaenichthys marmoratus",44,243.680355608756,"CABEZNCAL:Cabezon"
"878","CABEZNCAL",1999,"Cabezon","Scorpaenichthys marmoratus",45,166.772022344585,"CABEZNCAL:Cabezon"
"879","CABEZNCAL",2000,"Cabezon","Scorpaenichthys marmoratus",128,160.007801677635,"CABEZNCAL:Cabezon"
"880","CABEZNCAL",2001,"Cabezon","Scorpaenichthys marmoratus",105,135.927118251913,"CABEZNCAL:Cabezon"
"881","CABEZNCAL",2002,"Cabezon","Scorpaenichthys marmoratus",79,97.5913043751969,"CABEZNCAL:Cabezon"
"882","CABEZNCAL",2003,"Cabezon","Scorpaenichthys marmoratus",135,140.435240077483,"CABEZNCAL:Cabezon"
"883","CABEZNCAL",2004,"Cabezon","Scorpaenichthys marmoratus",89,90.8530658025225,"CABEZNCAL:Cabezon"
"884","CABEZNCAL",2005,"Cabezon","Scorpaenichthys marmoratus",72,87.1007849302369,"CABEZNCAL:Cabezon"
"885","CABEZNCAL",2006,"Cabezon","Scorpaenichthys marmoratus",51,59.2896026539656,"CABEZNCAL:Cabezon"
"886","CABEZNCAL",2007,"Cabezon","Scorpaenichthys marmoratus",45,48.4167445438179,"CABEZNCAL:Cabezon"
"887","CABEZNCAL",2008,"Cabezon","Scorpaenichthys marmoratus",39,44.5506359306316,"CABEZNCAL:Cabezon"
"888","CABEZNCAL",2009,"Cabezon","Scorpaenichthys marmoratus",0,51.5607054247943,"CABEZNCAL:Cabezon"
"889","CABEZORECOAST",1973,"Cabezon","Scorpaenichthys marmoratus",6.39,85.576927449727,"CABEZORECOAST:Cabezon"
"890","CABEZORECOAST",1974,"Cabezon","Scorpaenichthys marmoratus",7.49,97.3269555649221,"CABEZORECOAST:Cabezon"
"891","CABEZORECOAST",1975,"Cabezon","Scorpaenichthys marmoratus",7.89,104.165200167504,"CABEZORECOAST:Cabezon"
"892","CABEZORECOAST",1976,"Cabezon","Scorpaenichthys marmoratus",14.09,139.400666003748,"CABEZORECOAST:Cabezon"
"893","CABEZORECOAST",1977,"Cabezon","Scorpaenichthys marmoratus",12.09,81.9900563194721,"CABEZORECOAST:Cabezon"
"894","CABEZORECOAST",1978,"Cabezon","Scorpaenichthys marmoratus",24.09,77.4097263464864,"CABEZORECOAST:Cabezon"
"895","CABEZORECOAST",1979,"Cabezon","Scorpaenichthys marmoratus",13.69,67.1508426306433,"CABEZORECOAST:Cabezon"
"896","CABEZORECOAST",1980,"Cabezon","Scorpaenichthys marmoratus",9.19,34.0643514219366,"CABEZORECOAST:Cabezon"
"897","CABEZORECOAST",1981,"Cabezon","Scorpaenichthys marmoratus",26.49,140.298231752306,"CABEZORECOAST:Cabezon"
"898","CABEZORECOAST",1982,"Cabezon","Scorpaenichthys marmoratus",14.93,101.649791752306,"CABEZORECOAST:Cabezon"
"899","CABEZORECOAST",1983,"Cabezon","Scorpaenichthys marmoratus",13.1,37.6616675213994,"CABEZORECOAST:Cabezon"
"900","CABEZORECOAST",1984,"Cabezon","Scorpaenichthys marmoratus",16.36,32.1012272978932,"CABEZORECOAST:Cabezon"
"901","CABEZORECOAST",1985,"Cabezon","Scorpaenichthys marmoratus",13.85,44.6640964177459,"CABEZORECOAST:Cabezon"
"902","CABEZORECOAST",1986,"Cabezon","Scorpaenichthys marmoratus",26.39,41.8908441770196,"CABEZORECOAST:Cabezon"
"903","CABEZORECOAST",1987,"Cabezon","Scorpaenichthys marmoratus",16.68,99.6531396671758,"CABEZORECOAST:Cabezon"
"904","CABEZORECOAST",1988,"Cabezon","Scorpaenichthys marmoratus",25.03,91.7768902623174,"CABEZORECOAST:Cabezon"
"905","CABEZORECOAST",1989,"Cabezon","Scorpaenichthys marmoratus",25.66,64.3139634856477,"CABEZORECOAST:Cabezon"
"906","CABEZORECOAST",1990,"Cabezon","Scorpaenichthys marmoratus",27.97,63.9428316931205,"CABEZORECOAST:Cabezon"
"907","CABEZORECOAST",1991,"Cabezon","Scorpaenichthys marmoratus",25.13,68.107708718973,"CABEZORECOAST:Cabezon"
"908","CABEZORECOAST",1992,"Cabezon","Scorpaenichthys marmoratus",27.64,68.7180628689548,"CABEZORECOAST:Cabezon"
"909","CABEZORECOAST",1993,"Cabezon","Scorpaenichthys marmoratus",24.12,64.3343760264105,"CABEZORECOAST:Cabezon"
"910","CABEZORECOAST",1994,"Cabezon","Scorpaenichthys marmoratus",27.76,47.7171058991478,"CABEZORECOAST:Cabezon"
"911","CABEZORECOAST",1995,"Cabezon","Scorpaenichthys marmoratus",21.07,39.1375005322466,"CABEZORECOAST:Cabezon"
"912","CABEZORECOAST",1996,"Cabezon","Scorpaenichthys marmoratus",21.59,38.8610438615581,"CABEZORECOAST:Cabezon"
"913","CABEZORECOAST",1997,"Cabezon","Scorpaenichthys marmoratus",42.8,48.8816978889545,"CABEZORECOAST:Cabezon"
"914","CABEZORECOAST",1998,"Cabezon","Scorpaenichthys marmoratus",43.95,59.8114679927704,"CABEZORECOAST:Cabezon"
"915","CABEZORECOAST",1999,"Cabezon","Scorpaenichthys marmoratus",45.25,65.6198724417557,"CABEZORECOAST:Cabezon"
"916","CABEZORECOAST",2000,"Cabezon","Scorpaenichthys marmoratus",48.26,67.3167617245513,"CABEZORECOAST:Cabezon"
"917","CABEZORECOAST",2001,"Cabezon","Scorpaenichthys marmoratus",61.58,83.4843300238517,"CABEZORECOAST:Cabezon"
"918","CABEZORECOAST",2002,"Cabezon","Scorpaenichthys marmoratus",62.91,97.8596350126245,"CABEZORECOAST:Cabezon"
"919","CABEZORECOAST",2003,"Cabezon","Scorpaenichthys marmoratus",44.62,53.483595058946,"CABEZORECOAST:Cabezon"
"920","CABEZORECOAST",2004,"Cabezon","Scorpaenichthys marmoratus",51.89,53.1735469350835,"CABEZORECOAST:Cabezon"
"921","CABEZORECOAST",2005,"Cabezon","Scorpaenichthys marmoratus",49.63,58.2044298819447,"CABEZORECOAST:Cabezon"
"922","CABEZORECOAST",2006,"Cabezon","Scorpaenichthys marmoratus",43.28,46.6485268022933,"CABEZORECOAST:Cabezon"
"923","CABEZORECOAST",2007,"Cabezon","Scorpaenichthys marmoratus",41.09,45.3058011820767,"CABEZORECOAST:Cabezon"
"924","CABEZORECOAST",2008,"Cabezon","Scorpaenichthys marmoratus",43.22,46.0880896693453,"CABEZORECOAST:Cabezon"
"925","CABEZORECOAST",2009,"Cabezon","Scorpaenichthys marmoratus",0,54.2916846156261,"CABEZORECOAST:Cabezon"
"926","CABEZSCAL",1950,"Cabezon","Scorpaenichthys marmoratus",103,183.661701074226,"CABEZSCAL:Cabezon"
"927","CABEZSCAL",1951,"Cabezon","Scorpaenichthys marmoratus",120,206.685709100246,"CABEZSCAL:Cabezon"
"928","CABEZSCAL",1952,"Cabezon","Scorpaenichthys marmoratus",76,134.20348418902,"CABEZSCAL:Cabezon"
"929","CABEZSCAL",1953,"Cabezon","Scorpaenichthys marmoratus",54,111.287037929626,"CABEZSCAL:Cabezon"
"930","CABEZSCAL",1954,"Cabezon","Scorpaenichthys marmoratus",54,145.829266716803,"CABEZSCAL:Cabezon"
"931","CABEZSCAL",1955,"Cabezon","Scorpaenichthys marmoratus",55,137.882593328362,"CABEZSCAL:Cabezon"
"932","CABEZSCAL",1956,"Cabezon","Scorpaenichthys marmoratus",100,203.277832322469,"CABEZSCAL:Cabezon"
"933","CABEZSCAL",1957,"Cabezon","Scorpaenichthys marmoratus",85,163.874325343162,"CABEZSCAL:Cabezon"
"934","CABEZSCAL",1958,"Cabezon","Scorpaenichthys marmoratus",64,117.392575640367,"CABEZSCAL:Cabezon"
"935","CABEZSCAL",1959,"Cabezon","Scorpaenichthys marmoratus",46,63.8562410118165,"CABEZSCAL:Cabezon"
"936","CABEZSCAL",1960,"Cabezon","Scorpaenichthys marmoratus",33,30.5642833132468,"CABEZSCAL:Cabezon"
"937","CABEZSCAL",1961,"Cabezon","Scorpaenichthys marmoratus",31,32.774149886743,"CABEZSCAL:Cabezon"
"938","CABEZSCAL",1962,"Cabezon","Scorpaenichthys marmoratus",51,52.2342425668783,"CABEZSCAL:Cabezon"
"939","CABEZSCAL",1963,"Cabezon","Scorpaenichthys marmoratus",109,108.455482287487,"CABEZSCAL:Cabezon"
"940","CABEZSCAL",1964,"Cabezon","Scorpaenichthys marmoratus",60,74.4856278576353,"CABEZSCAL:Cabezon"
"941","CABEZSCAL",1965,"Cabezon","Scorpaenichthys marmoratus",81,87.0908503967564,"CABEZSCAL:Cabezon"
"942","CABEZSCAL",1966,"Cabezon","Scorpaenichthys marmoratus",106,118.954472468987,"CABEZSCAL:Cabezon"
"943","CABEZSCAL",1967,"Cabezon","Scorpaenichthys marmoratus",60,66.7212538897223,"CABEZSCAL:Cabezon"
"944","CABEZSCAL",1968,"Cabezon","Scorpaenichthys marmoratus",53,58.2307048823332,"CABEZSCAL:Cabezon"
"945","CABEZSCAL",1969,"Cabezon","Scorpaenichthys marmoratus",57,63.1031700779272,"CABEZSCAL:Cabezon"
"946","CABEZSCAL",1970,"Cabezon","Scorpaenichthys marmoratus",75,75.6394171486562,"CABEZSCAL:Cabezon"
"947","CABEZSCAL",1971,"Cabezon","Scorpaenichthys marmoratus",54,55.8359819916111,"CABEZSCAL:Cabezon"
"948","CABEZSCAL",1972,"Cabezon","Scorpaenichthys marmoratus",128,136.770248348348,"CABEZSCAL:Cabezon"
"949","CABEZSCAL",1973,"Cabezon","Scorpaenichthys marmoratus",97,94.4661618041169,"CABEZSCAL:Cabezon"
"950","CABEZSCAL",1974,"Cabezon","Scorpaenichthys marmoratus",93,90.63447693384,"CABEZSCAL:Cabezon"
"951","CABEZSCAL",1975,"Cabezon","Scorpaenichthys marmoratus",72,90.1116885798231,"CABEZSCAL:Cabezon"
"952","CABEZSCAL",1976,"Cabezon","Scorpaenichthys marmoratus",84,98.9568018601724,"CABEZSCAL:Cabezon"
"953","CABEZSCAL",1977,"Cabezon","Scorpaenichthys marmoratus",77,86.996237609248,"CABEZSCAL:Cabezon"
"954","CABEZSCAL",1978,"Cabezon","Scorpaenichthys marmoratus",127,145.567717353422,"CABEZSCAL:Cabezon"
"955","CABEZSCAL",1979,"Cabezon","Scorpaenichthys marmoratus",91,107.877391967303,"CABEZSCAL:Cabezon"
"956","CABEZSCAL",1980,"Cabezon","Scorpaenichthys marmoratus",185,321.146716639,"CABEZSCAL:Cabezon"
"957","CABEZSCAL",1981,"Cabezon","Scorpaenichthys marmoratus",171,155.056592903985,"CABEZSCAL:Cabezon"
"958","CABEZSCAL",1982,"Cabezon","Scorpaenichthys marmoratus",167,153.099342903985,"CABEZSCAL:Cabezon"
"959","CABEZSCAL",1983,"Cabezon","Scorpaenichthys marmoratus",119,116.779858970257,"CABEZSCAL:Cabezon"
"960","CABEZSCAL",1984,"Cabezon","Scorpaenichthys marmoratus",120,122.641962210716,"CABEZSCAL:Cabezon"
"961","CABEZSCAL",1985,"Cabezon","Scorpaenichthys marmoratus",89,91.509909310487,"CABEZSCAL:Cabezon"
"962","CABEZSCAL",1986,"Cabezon","Scorpaenichthys marmoratus",165,162.823618015525,"CABEZSCAL:Cabezon"
"963","CABEZSCAL",1987,"Cabezon","Scorpaenichthys marmoratus",134,125.469648067867,"CABEZSCAL:Cabezon"
"964","CABEZSCAL",1988,"Cabezon","Scorpaenichthys marmoratus",109,112.76329341993,"CABEZSCAL:Cabezon"
"965","CABEZSCAL",1989,"Cabezon","Scorpaenichthys marmoratus",118,116.148668328534,"CABEZSCAL:Cabezon"
"966","CABEZSCAL",1990,"Cabezon","Scorpaenichthys marmoratus",111,110.105845808448,"CABEZSCAL:Cabezon"
"967","CABEZSCAL",1991,"Cabezon","Scorpaenichthys marmoratus",106,100.378618988267,"CABEZSCAL:Cabezon"
"968","CABEZSCAL",1992,"Cabezon","Scorpaenichthys marmoratus",158,103.8452840615,"CABEZSCAL:Cabezon"
"969","CABEZSCAL",1993,"Cabezon","Scorpaenichthys marmoratus",106,99.3603522817659,"CABEZSCAL:Cabezon"
"970","CABEZSCAL",1994,"Cabezon","Scorpaenichthys marmoratus",102,93.4475712762098,"CABEZSCAL:Cabezon"
"971","CABEZSCAL",1995,"Cabezon","Scorpaenichthys marmoratus",169,162.043832590169,"CABEZSCAL:Cabezon"
"972","CABEZSCAL",1996,"Cabezon","Scorpaenichthys marmoratus",202,194.441604583894,"CABEZSCAL:Cabezon"
"973","CABEZSCAL",1997,"Cabezon","Scorpaenichthys marmoratus",200,173.788225635228,"CABEZSCAL:Cabezon"
"974","CABEZSCAL",1998,"Cabezon","Scorpaenichthys marmoratus",268,243.680355608756,"CABEZSCAL:Cabezon"
"975","CABEZSCAL",1999,"Cabezon","Scorpaenichthys marmoratus",177,166.772022344585,"CABEZSCAL:Cabezon"
"976","CABEZSCAL",2000,"Cabezon","Scorpaenichthys marmoratus",30,160.007801677635,"CABEZSCAL:Cabezon"
"977","CABEZSCAL",2001,"Cabezon","Scorpaenichthys marmoratus",23,135.927118251913,"CABEZSCAL:Cabezon"
"978","CABEZSCAL",2002,"Cabezon","Scorpaenichthys marmoratus",19,97.5913043751969,"CABEZSCAL:Cabezon"
"979","CABEZSCAL",2003,"Cabezon","Scorpaenichthys marmoratus",16,140.435240077483,"CABEZSCAL:Cabezon"
"980","CABEZSCAL",2004,"Cabezon","Scorpaenichthys marmoratus",13,90.8530658025225,"CABEZSCAL:Cabezon"
"981","CABEZSCAL",2005,"Cabezon","Scorpaenichthys marmoratus",14,87.1007849302369,"CABEZSCAL:Cabezon"
"982","CABEZSCAL",2006,"Cabezon","Scorpaenichthys marmoratus",10,59.2896026539656,"CABEZSCAL:Cabezon"
"983","CABEZSCAL",2007,"Cabezon","Scorpaenichthys marmoratus",12,48.4167445438179,"CABEZSCAL:Cabezon"
"984","CABEZSCAL",2008,"Cabezon","Scorpaenichthys marmoratus",10,44.5506359306316,"CABEZSCAL:Cabezon"
"985","CABEZSCAL",2009,"Cabezon","Scorpaenichthys marmoratus",0,51.5607054247943,"CABEZSCAL:Cabezon"
"986","COD2J3KL",1950,"Atlantic cod","Gadus morhua",271800,788018.015806237,"COD2J3KL:Atlantic_cod"
"987","COD2J3KL",1951,"Atlantic cod","Gadus morhua",272300,712877.462192837,"COD2J3KL:Atlantic_cod"
"988","COD2J3KL",1952,"Atlantic cod","Gadus morhua",265400,886772.708130497,"COD2J3KL:Atlantic_cod"
"989","COD2J3KL",1953,"Atlantic cod","Gadus morhua",238000,852099.107285751,"COD2J3KL:Atlantic_cod"
"990","COD2J3KL",1954,"Atlantic cod","Gadus morhua",304100,1050346.81900392,"COD2J3KL:Atlantic_cod"
"991","COD2J3KL",1955,"Atlantic cod","Gadus morhua",268500,983716.016126823,"COD2J3KL:Atlantic_cod"
"992","COD2J3KL",1956,"Atlantic cod","Gadus morhua",301400,1059862.43681197,"COD2J3KL:Atlantic_cod"
"993","COD2J3KL",1957,"Atlantic cod","Gadus morhua",278500,1061754.26100466,"COD2J3KL:Atlantic_cod"
"994","COD2J3KL",1958,"Atlantic cod","Gadus morhua",220800,999818.560355429,"COD2J3KL:Atlantic_cod"
"995","COD2J3KL",1959,"Atlantic cod","Gadus morhua",359600,1077195.56452689,"COD2J3KL:Atlantic_cod"
"996","COD2J3KL",1960,"Atlantic cod","Gadus morhua",458800,1277113.8660006,"COD2J3KL:Atlantic_cod"
"997","COD2J3KL",1961,"Atlantic cod","Gadus morhua",498100,1468158.94369656,"COD2J3KL:Atlantic_cod"
"998","COD2J3KL",1962,"Atlantic cod","Gadus morhua",644926,1529736.01365585,"COD2J3KL:Atlantic_cod"
"999","COD2J3KL",1963,"Atlantic cod","Gadus morhua",590090,1617170.36405237,"COD2J3KL:Atlantic_cod"
"1000","COD2J3KL",1964,"Atlantic cod","Gadus morhua",677428,1681917.35038932,"COD2J3KL:Atlantic_cod"
"1001","COD2J3KL",1965,"Atlantic cod","Gadus morhua",655244,1808968.74909925,"COD2J3KL:Atlantic_cod"
"1002","COD2J3KL",1966,"Atlantic cod","Gadus morhua",518248,1835072.09479836,"COD2J3KL:Atlantic_cod"
"1003","COD2J3KL",1967,"Atlantic cod","Gadus morhua",593302,2070040.00841438,"COD2J3KL:Atlantic_cod"
"1004","COD2J3KL",1968,"Atlantic cod","Gadus morhua",811698,2287642.81771365,"COD2J3KL:Atlantic_cod"
"1005","COD2J3KL",1969,"Atlantic cod","Gadus morhua",774346,1896040.84032891,"COD2J3KL:Atlantic_cod"
"1006","COD2J3KL",1970,"Atlantic cod","Gadus morhua",503047,1516715.4085145,"COD2J3KL:Atlantic_cod"
"1007","COD2J3KL",1971,"Atlantic cod","Gadus morhua",475357,1425601.05493597,"COD2J3KL:Atlantic_cod"
"1008","COD2J3KL",1972,"Atlantic cod","Gadus morhua",458793,1393172.69692599,"COD2J3KL:Atlantic_cod"
"1009","COD2J3KL",1973,"Atlantic cod","Gadus morhua",327188,1140865.50464889,"COD2J3KL:Atlantic_cod"
"1010","COD2J3KL",1974,"Atlantic cod","Gadus morhua",367583,1074801.32209872,"COD2J3KL:Atlantic_cod"
"1011","COD2J3KL",1975,"Atlantic cod","Gadus morhua",262319,871889.435622818,"COD2J3KL:Atlantic_cod"
"1012","COD2J3KL",1976,"Atlantic cod","Gadus morhua",196809,698194.13917944,"COD2J3KL:Atlantic_cod"
"1013","COD2J3KL",1977,"Atlantic cod","Gadus morhua",146023,608718.735750587,"COD2J3KL:Atlantic_cod"
"1014","COD2J3KL",1978,"Atlantic cod","Gadus morhua",131904,614814.248663111,"COD2J3KL:Atlantic_cod"
"1015","COD2J3KL",1979,"Atlantic cod","Gadus morhua",157091,714489.439543388,"COD2J3KL:Atlantic_cod"
"1016","COD2J3KL",1980,"Atlantic cod","Gadus morhua",170005,725154.497107019,"COD2J3KL:Atlantic_cod"
"1017","COD2J3KL",1981,"Atlantic cod","Gadus morhua",167661,727734.131302654,"COD2J3KL:Atlantic_cod"
"1018","COD2J3KL",1982,"Atlantic cod","Gadus morhua",224625,815347.424289742,"COD2J3KL:Atlantic_cod"
"1019","COD2J3KL",1983,"Atlantic cod","Gadus morhua",228118,862849.919655091,"COD2J3KL:Atlantic_cod"
"1020","COD2J3KL",1984,"Atlantic cod","Gadus morhua",227236,803010.391585943,"COD2J3KL:Atlantic_cod"
"1021","COD2J3KL",1985,"Atlantic cod","Gadus morhua",229191,826174.365595388,"COD2J3KL:Atlantic_cod"
"1022","COD2J3KL",1986,"Atlantic cod","Gadus morhua",244066,852231.353619974,"COD2J3KL:Atlantic_cod"
"1023","COD2J3KL",1987,"Atlantic cod","Gadus morhua",228564,782042.0888669,"COD2J3KL:Atlantic_cod"
"1024","COD2J3KL",1988,"Atlantic cod","Gadus morhua",264975,826546.392101564,"COD2J3KL:Atlantic_cod"
"1025","COD2J3KL",1989,"Atlantic cod","Gadus morhua",250632,833386.006725089,"COD2J3KL:Atlantic_cod"
"1026","COD2J3KL",1990,"Atlantic cod","Gadus morhua",215096,744581.848923653,"COD2J3KL:Atlantic_cod"
"1027","COD2J3KL",1991,"Atlantic cod","Gadus morhua",168021,574336.28888522,"COD2J3KL:Atlantic_cod"
"1028","COD2J3KL",1992,"Atlantic cod","Gadus morhua",41200,356959.019755567,"COD2J3KL:Atlantic_cod"
"1029","COD2J3KL",1993,"Atlantic cod","Gadus morhua",12290,194188.992068701,"COD2J3KL:Atlantic_cod"
"1030","COD2J3KL",1994,"Atlantic cod","Gadus morhua",1301,98845.0764264685,"COD2J3KL:Atlantic_cod"
"1031","COD2J3KL",1995,"Atlantic cod","Gadus morhua",411,57263.9335785297,"COD2J3KL:Atlantic_cod"
"1032","COD2J3KL",1996,"Atlantic cod","Gadus morhua",1861,62483.491275465,"COD2J3KL:Atlantic_cod"
"1033","COD2J3KL",1997,"Atlantic cod","Gadus morhua",857,81245.7940438448,"COD2J3KL:Atlantic_cod"
"1034","COD2J3KL",1998,"Atlantic cod","Gadus morhua",4338,90524.3987926196,"COD2J3KL:Atlantic_cod"
"1035","COD2J3KL",1999,"Atlantic cod","Gadus morhua",8269,114933.29786945,"COD2J3KL:Atlantic_cod"
"1036","COD2J3KL",2000,"Atlantic cod","Gadus morhua",5335,109712.857051976,"COD2J3KL:Atlantic_cod"
"1037","COD2J3KL",2001,"Atlantic cod","Gadus morhua",6864,106703.34205053,"COD2J3KL:Atlantic_cod"
"1038","COD2J3KL",2002,"Atlantic cod","Gadus morhua",4117,96298.6685324922,"COD2J3KL:Atlantic_cod"
"1039","COD2J3KL",2003,"Atlantic cod","Gadus morhua",957,74456.6443122304,"COD2J3KL:Atlantic_cod"
"1040","COD2J3KL",2004,"Atlantic cod","Gadus morhua",618,68213.6496706095,"COD2J3KL:Atlantic_cod"
"1041","COD2J3KL",2005,"Atlantic cod","Gadus morhua",1268,69862.2001103478,"COD2J3KL:Atlantic_cod"
"1042","COD2J3KL",2006,"Atlantic cod","Gadus morhua",2513,76185.8025948031,"COD2J3KL:Atlantic_cod"
"1043","COD2J3KL",2007,"Atlantic cod","Gadus morhua",2479,90143.4801697677,"COD2J3KL:Atlantic_cod"
"1044","COD2J3KL",2008,"Atlantic cod","Gadus morhua",0,103656.275440657,"COD2J3KL:Atlantic_cod"
"1045","COD2J3KL",2009,"Atlantic cod","Gadus morhua",0,81487.9741138807,"COD2J3KL:Atlantic_cod"
"1046","COD2J3KL",2010,"Atlantic cod","Gadus morhua",0,79478.5751177302,"COD2J3KL:Atlantic_cod"
"1047","CODGB",1976,"Atlantic cod","Gadus morhua",0,698194.13917944,"CODGB:Atlantic_cod"
"1048","CODGB",1977,"Atlantic cod","Gadus morhua",27367.19,608718.735750587,"CODGB:Atlantic_cod"
"1049","CODGB",1978,"Atlantic cod","Gadus morhua",40773.53,614814.248663111,"CODGB:Atlantic_cod"
"1050","CODGB",1979,"Atlantic cod","Gadus morhua",44198.51,714489.439543388,"CODGB:Atlantic_cod"
