"am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend"
"Fis-31436",165615,"Chaetodon mertensii",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31437",165638,"Chaetodon meyeri",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-31439",165623,"Chaetodon octofasciatus",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-31440",165632,"Chaetodon punctatofasciatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31441",165678,"Chaetodon quadrimaculatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31442",165680,"Chaetodon rafflesii",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31444",165725,"Chaetodon semeion",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31445",165694,"Chaetodon speculum",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-31447",165712,"Chaetodon trifascialis",NA,NA,"BUTTERFLYFISH","NT","Decreasing"
"Fis-31448",165673,"Chaetodon trifasciatus",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-31449",165665,"Chaetodon ulietensis",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31450",165714,"Chaetodon unimaculatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31451",165630,"Chaetodon vagabundus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31452",165716,"Forcipiger flavissimus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31453",154788,"Hemitaurichthys thompsoni",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31454",165640,"Heniochus chrysostomus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31455",165650,"Heniochus monoceros",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31456",165622,"Heniochus singularius",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31461",187649,"Cheilinus oxycephalus",NA,NA,"WRASSES","LC","Unknown"
"Fis-31462",154623,"Cheilinus trilobatus",NA,NA,"WRASSES","LC","Stable"
"Fis-31466",187594,"Pseudocheilinops ataenia",NA,NA,"WRASSES","LC","Unknown"
"Fis-31467",187658,"Pseudocheilinus evanidus",NA,NA,"WRASSES","LC","Unknown"
"Fis-31468",187621,"Pseudocheilinus octotaenia",NA,NA,"WRASSES","LC","Unknown"
"Fis-31469",187740,"Pseudocheilinus tetrataenia",NA,NA,"WRASSES","LC","Unknown"
"Fis-31470",187431,"Pteragogus cryptus",NA,NA,"WRASSES","LC","Unknown"
"Fis-31471",155146,"Anampses melanurus",NA,NA,"WRASSES","LC","Unknown"
"Fis-31472",187802,"Coris aygula",NA,NA,"WRASSES","LC","Unknown"
"Fis-31473",187536,"Gomphosus varius",NA,NA,"WRASSES","LC","Unknown"
"Fis-31474",187565,"Halichoeres biocellatus",NA,NA,"WRASSES","LC","Decreasing"
"Fis-31476",187507,"Halichoeres richmondi",NA,NA,"WRASSES","LC","Unknown"
"Fis-31477",187767,"Labroides bicolor",NA,NA,"WRASSES","LC","Unknown"
"Fis-31478",187575,"Labroides pectoralis",NA,NA,"WRASSES","LC","Unknown"
"Fis-31480",165848,"Centropyge heraldi",NA,NA,"ANGELFISH","LC","Stable"
"Fis-31481",165864,"Genicanthus bellus",NA,NA,"ANGELFISH","LC","Stable"
"Fis-31484",154760,"Chromis alpha",NA,NA,"DAMSELFISH","LC","Stable"
"Fis-31554",132747,"Epinephelus spilotoceps",NA,NA,"GROUPERS","LC","Unknown"
"Fis-31618",44677,"Epinephelus albomarginatus",NA,NA,"GROUPERS","VU","Decreasing"
"Fis-31620",177955,"Ctenochaetus binotatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-31621",178014,"Ctenochaetus hawaiiensis",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-31622",177986,"Ctenochaetus tominiensis",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-31623",177979,"Naso lopezi",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-31625",48342456,"Ecsenius opsifrontalis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-31628",48342326,"Entomacrodus sealei",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-31630",48342496,"Glyptoparus delicatulus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-31632",48342292,"Stanulus seychellensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-31635",48342295,"Meiacanthus ditrema",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-31636",46080080,"Petroscirtes mitratus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-31637",48342187,"Petroscirtes variabilis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-31638",48342309,"Petroscirtes xestus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-31639",48342238,"Xiphasia matsubarai",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-31641",64411,"Plectropomus areolatus",NA,NA,"GROUPERS","VU","Decreasing"
"Fis-31823",132781,"Cephalopholis argus",NA,NA,"GROUPERS","LC","Stable"
"Fis-31845",132810,"Variola albimarginata",NA,NA,"GROUPERS","LC","Decreasing"
"Fis-31856",165656,"Chaetodon xanthurus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31859",165703,"Chaetodon aureofasciatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31860",165634,"Chaetodon austriacus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31861",165711,"Chaetodon adiergastos",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31862",165710,"Chaetodon assarius",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31865",154812,"Amphiprion sandaracinos",NA,NA,"DAMSELFISH","LC","Stable"
"Fis-31867",165688,"Chaetodon flavirostris",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31868",165718,"Chaetodon guentheri",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31874",165641,"Chaetodon ornatissimus",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-31893",165653,"Chaetodon pelewensis",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31895",165657,"Chaetodon plebeius",NA,NA,"BUTTERFLYFISH","LC","Decreasing"
"Fis-31896",187794,"Choerodon monostigma",NA,NA,"WRASSES","LC","Unknown"
"Fis-31904",165717,"Chaetodon rainfordi",NA,NA,"BUTTERFLYFISH","NT","Decreasing"
"Fis-31905",165643,"Chaetodon selene",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-31908",165693,"Chaetodon auripes",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31910",165616,"Chelmon marginalis",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31913",187450,"Coris dorsomacula",NA,NA,"WRASSES","LC","Unknown"
"Fis-31915",165663,"Chaetodon argentatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31916",165685,"Chaetodon wiebeli",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-3208",187397,"Labrus mixtus",NA,NA,"WRASSES","LC","Stable"
"Fis-32086",187694,"Halichoeres melanochir",NA,NA,"WRASSES","LC","Unknown"
"Fis-32088",178020,"Naso maculatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-32089",196050,"Myxine australis",NA,NA,"hagfishes","LC","Unknown"
"Fis-32305",64396,"Epinephelus bruneus",NA,NA,"GROUPERS","VU","Decreasing"
"Fis-32313",132753,"Epinephelus polylepis",NA,NA,"GROUPERS","NT","Decreasing"
"Fis-32352",132775,"Plectropomus pessuliferus",NA,NA,"GROUPERS","NT","Decreasing"
"Fis-32415",155034,"Crossosalarias macrospilus",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-32416",46080159,"Xiphasia setifer",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-32417",48342362,"Laiphognathus multimaculatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-32418",48342329,"Ecsenius lineatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-32426",187627,"Hologymnosus rhodonotus",NA,NA,"WRASSES","LC","Unknown"
"Fis-32427",187452,"Cirrhilabrus katherinae",NA,NA,"WRASSES","LC","Unknown"
"Fis-32431",187801,"Cirrhilabrus rubrimarginatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-32459",177962,"Naso fageni",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-32476",48342250,"Ecsenius lividanalis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-32479",48342173,"Ecsenius monoculus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-32482",48342145,"Ecsenius pictus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-32511",187569,"Gomphosus caeruleus",NA,NA,"WRASSES","LC","Unknown"
"Fis-32512",155029,"Salarias ceramensis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-32521",165683,"Heniochus diphreutes",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-32530",165619,"Chaetodon guttatissimus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-32531",165642,"Chaetodon madagaskariensis",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-32532",165671,"Chaetodon xanthocephalus",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-32538",165723,"Chaetodon collare",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-32539",165624,"Chaetodon triangulum",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-32540",187428,"Halichoeres leucoxanthus",NA,NA,"WRASSES","LC","Unknown"
"Fis-32541",48342445,"Meiacanthus smithi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-32542",165662,"Chaetodon fremblii",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-32546",165899,"Centropyge potteri",NA,NA,"ANGELFISH","LC","Stable"
"Fis-32579",190706,"Scarus russelii",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-32580",190700,"Scarus scaber",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-32587",170164,"Rhabdosargus thorpei",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-32632",4362,"Chaetodon marleyi",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-32633",165607,"Chaetodon falcula",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-32634",165709,"Chaetodon blackburnii",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-32637",187691,"Halichoeres lapillus",NA,NA,"WRASSES","LC","Unknown"
"Fis-32638",187651,"Pteragogus pelycus",NA,NA,"WRASSES","LC","Unknown"
"Fis-32641",46079217,"Antennablennius australis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-32647",154680,"Dentex barnardi",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-32650",193742,"Chelonodon laticeps",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-32653",165610,"Chaetodon leucopleura",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-32670",170191,"Argyrops bleekeri",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-32747",165635,"Chaetodon humeralis",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-32748",183653,"Chromis atrilobata",NA,NA,"DAMSELFISH","LC","Unknown"
"Fis-32755",165880,"Holacanthus passer",NA,NA,"ANGELFISH","LC","Stable"
"Fis-32760",183308,"Ophioblennius steindachneri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-32762",187809,"Xiphocheilus typus",NA,NA,"WRASSES","LC","Unknown"
"Fis-32974",132754,"Alphestes immaculatus",NA,NA,"GROUPERS","LC","Unknown"
"Fis-33010",196060,"Myxine ios",NA,NA,"hagfishes","LC","Unknown"
"Fis-33074",165654,"Chaetodon dolosus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-33082",165666,"Chaetodon mitratus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-33251",44686,"Epinephelus cifuentesi",NA,44680,"GROUPERS","NT","Unknown"
"Fis-33251",44680,"Epinephelus cifuentesi",44686,NA,"GROUPERS","VU","Decreasing"
"Fis-33369",14052,"Mycteroperca prionura",NA,NA,"GROUPERS","NT","Decreasing"
"Fis-33723",48321151,"Alticus monochrus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-33774",196051,"Myxine capensis",NA,NA,"hagfishes","LC","Unknown"
"Fis-33809",4364,"Chaetodon robustus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-33881",165648,"Chaetodon decussatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-34021",193672,"Torquigener parcuspinus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-34182",165891,"Chaetodontoplus meredithi",NA,NA,"ANGELFISH","LC","Stable"
"Fis-34183",187400,"Choerodon vitta",NA,NA,"WRASSES","LC","Stable"
"Fis-34191",165855,"Centropyge eibli",NA,NA,"ANGELFISH","LC","Stable"
"Fis-34233",165865,"Centropyge aurantonotus",NA,NA,"ANGELFISH","LC","Stable"
"Fis-34264",165896,"Centropyge multicolor",NA,NA,"ANGELFISH","LC","Stable"
"Fis-34365",165825,"Holacanthus africanus",NA,NA,"ANGELFISH","LC","Stable"
"Fis-34404",193678,"Torquigener pallimaculatus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-34428",165697,"Coradion altivelis",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-34720",48342130,"Salarias guttatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-35089",165705,"Chaetodon fasciatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-35091",165609,"Chaetodon larvatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-35094",165625,"Chaetodon paucifasciatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-35096",165670,"Chaetodon semilarvatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-35097",165691,"Heniochus intermedius",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-35167",154856,"Chromis pembae",NA,NA,"DAMSELFISH","LC","Unknown"
"Fis-35229",165608,"Heniochus pleurotaenia",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-35281",178025,"Prionurus maculatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-35282",178016,"Prionurus microlepidotus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-35286",48342307,"Ecsenius aequalis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-35292",154947,"Ecsenius trilineatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-35294",48342314,"Stanulus talboti",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-35313",193723,"Canthigaster ocellicincta",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-35326",187768,"Macropharyngodon ornatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-35327",187599,"Cirrhilabrus scottorum",NA,NA,"WRASSES","LC","Unknown"
"Fis-35341",48342164,"Meiacanthus mossambicus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-35347",193711,"Canthigaster smithae",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-35352",177998,"Acanthurus tristis",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-35355",48342412,"Plagiotremus phenax",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-35356",187589,"Halichoeres iridis",NA,NA,"WRASSES","LC","Unknown"
"Fis-35377",193820,"Canthigaster tyleri",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-35385",190681,"Siphonognathus argyrophanes",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-35453",187439,"Cirrhilabrus laboutei",NA,NA,"WRASSES","LC","Unknown"
"Fis-35454",154891,"Cirrhilabrus lineatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-35455",187769,"Cirrhilabrus punctatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-35456",187729,"Coris aurilineata",NA,NA,"WRASSES","LC","Unknown"
"Fis-35461",187609,"Cirrhilabrus lubbocki",NA,NA,"WRASSES","LC","Unknown"
"Fis-35465",48342204,"Ecsenius schroederi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-35467",193599,"Arothron caeruleopunctatus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-35500",187414,"Macropharyngodon kuiteri",NA,NA,"WRASSES","LC","Unknown"
"Fis-35506",187533,"Pseudolabrus guentheri",NA,NA,"WRASSES","LC","Unknown"
"Fis-35548",183310,"Prionurus laticlavius",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-35549",183646,"Prionurus punctatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-35625",48342191,"Petroscirtes fallax",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-35630",48342535,"Ecsenius mandibularis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-35631",48342262,"Ecsenius stictus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-35632",158632,"Salarias sinuosus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-35635",178007,"Acanthurus albipectoralis",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-35647",183985,"Thalassoma grammaticum",NA,NA,"WRASSES","LC","Stable"
"Fis-35652",183923,"Decodon melasma",NA,NA,"WRASSES","LC","Unknown"
"Fis-35654",183378,"Halichoeres chierchiae",NA,NA,"WRASSES","LC","Stable"
"Fis-35803",165704,"Chaetodon lunulatus",NA,NA,"BUTTERFLYFISH","LC","Decreasing"
"Fis-35827",190759,"Scarus ferrugineus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-35891",48342493,"Ecsenius axelrodi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-4576",177997,"Acanthurus tennentii",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-46974",187534,"Halichoeres zeylonicus",NA,NA,"WRASSES","LC","Unknown"
"Fis-47531",187718,"Oxycheilinus arenatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-47538",187423,"Oxycheilinus orientalis",NA,NA,"WRASSES","LC","Unknown"
"Fis-47564",187762,"Oxycheilinus celebicus",NA,NA,"WRASSES","LC","Unknown"
"Fis-47651",178013,"Naso caesius",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-47876",196041,"Eptatretus profundus",NA,NA,"hagfishes","LC","Unknown"
"Fis-47953",48342422,"Blenniella gibbifrons",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-47995",48342134,"Istiblennius bellus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-48603",187436,"Coris gaimard",NA,NA,"WRASSES","LC","Stable"
"Fis-49074",185127,"Lipophrys trigloides",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-49127",185181,"Parablennius incognitus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-49130",155013,"Parablennius parvicornis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-49149",185162,"Parablennius ruber",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-49160",187756,"Symphodus melanocercus",NA,NA,"WRASSES","LC","Stable"
"Fis-49220",21860,"Thunnus thynnus",NA,NA,"Tunas_and_billfishes2","EN","Decreasing"
"Fis-50498",48320397,"Alloblennius parvus",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-50524",46079775,"Hirculops cornifer",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-50534",48342381,"Omobranchus banditus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-50545",48342109,"Parablennius cornutus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-50553",198774,"Parablennius pilicornis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-50562",48342462,"Scartella emarginata",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-50786",46079476,"Blenniella periophthalmus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-51787",154818,"Acanthurus gahhm",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-51943",187455,"Centrolabrus trutta",NA,NA,"WRASSES","LC","Unknown"
"Fis-52009",187678,"Lappanella fasciata",NA,NA,"WRASSES","LC","Stable"
"Fis-52010",48342359,"Salarias segmentatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-52266",185129,"Ophioblennius atlanticus",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-53116",193786,"Arothron inconditus",NA,NA,"PUFFERFISH","VU","Unknown"
"Fis-53989",187583,"Bodianus cylindriatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-53996",187755,"Labroides rubrolabiatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-54335",48342316,"Praealticus tanegasimae",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-54493",154825,"Eptatretus cirrhatus",NA,NA,"hagfishes","LC","Unknown"
"Fis-55125",21342,"Takifugu poecilonotus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-5681",190753,"Chlorurus gibbus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-5683",190728,"Chlorurus microrhinos",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-56917",172376,"Omobranchus zebra",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-57938",187467,"Halichoeres cosmetus",NA,NA,"WRASSES","LC","Unknown"
"Fis-57950",190742,"Chlorurus strongylocephalus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-57962",48342346,"Aspidontus taeniatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-58068",165649,"Chaetodon gardineri",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-58074",165842,"Pomacanthus rhomboides",NA,NA,"ANGELFISH","LC","Stable"
"Fis-58081",165706,"Chelmonops curiosus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-58115",48342458,"Ecsenius nalolo",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-58516",190719,"Chlorurus japanensis",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-58535",187417,"Coris batuensis",NA,NA,"WRASSES","LC","Unknown"
"Fis-58538",187473,"Halichoeres vrolikii",NA,NA,"WRASSES","LC","Unknown"
"Fis-58548",172447,"Entomacrodus vermiculatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-58702",187378,"Bodianus opercularis",NA,NA,"WRASSES","LC","Unknown"
"Fis-58709",187735,"Oxycheilinus mentalis",NA,NA,"WRASSES","LC","Unknown"
"Fis-58778",187524,"Thalassoma rueppellii",NA,NA,"WRASSES","LC","Unknown"
"Fis-58799",48342516,"Salarias alboguttatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-59174",185168,"Aidablennius sphynx",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-59414",165612,"Chaetodon zanzibarensis",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-59453",165860,"Centropyge vrolikii",NA,NA,"ANGELFISH","LC","Stable"
"Fis-59583",48342298,"Blenniella cyanostigma",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-59608",46080027,"Pereulixia kosiensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-59731",154972,"Parablennius zvonimiri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-60581",193703,"Torquigener flavimaculosus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-61198",183260,"Scartichthys viridis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-6123",170253,"Sparus aurata",NA,NA,"SEABREAMS_PORGIES","LC","Stable"
"Fis-61510",48342489,"Blenniella caudolineata",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-61523",48342431,"Blenniella interrupta",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-61558",48342126,"Blenniella paula",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-61706",183607,"Sphoeroides lispus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-61804",187787,"Thalassoma noronhanum",NA,NA,"WRASSES","LC","Unknown"
"Fis-61993",48342501,"Ecsenius portenoyi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-61995",48342512,"Ecsenius tessera",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-62262",48342341,"Ecsenius fourmanoiri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-62298",48342201,"Entomacrodus niuafoouensis",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-62626",187812,"Bodianus unimaculatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-62637",193704,"Torquigener altipinnis",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-62815",193785,"Marilyna darwinii",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-62867",48342383,"Entomacrodus epalzeocheilos",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-62923",165660,"Chelmon muelleri",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-63048",193686,"Marilyna pleurosticta",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-63983",190715,"Chlorurus sordidus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-64430",193718,"Lagocephalus guentheri",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-7176",187705,"Iniistius pavo",NA,NA,"WRASSES","LC","Unknown"
"Fis-8229",170174,"Sparidentex hasta",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-8368",190704,"Scarus tricolor",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-9972",48342333,"Ecsenius midas",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-25661",187587,"Bodianus diana",NA,NA,"WRASSES","LC","Unknown"
"Fis-29373",132744,"Epinephelus analogus",NA,NA,"GROUPERS","LC","Stable"
"ITS-180420",20425,"Sousa teuszii",NA,NA,"MAMMMARINE","VU","Decreasing"
"ITS-180450",4160,"Cephalorhynchus eutropia",NA,NA,"MAMMMARINE","NT","Decreasing"
"ITS-180452",4162,"Cephalorhynchus hectori",NA,39427,"MAMMMARINE","EN","Decreasing"
"ITS-180474",17028,"Phocoena sinus",NA,NA,"MAMMMARINE","CR","Decreasing"
"ITS-180478",198920,"Neophocaena phocaenoides",NA,NA,"MAMMMARINE","VU","Decreasing"
"ITS-180488",16370739,"Physeter macrocephalus",41755,NA,"MAMMMARINE","EN","Decreasing"
"ITS-180488",41755,"Physeter macrocephalus",NA,16370739,"MAMMMARINE","VU","Unknown"
"ITS-180617",17026,"Phocarctos hookeri",NA,NA,"MAMMMARINE","VU","Decreasing"
"ITS-180629",2060,"Arctocephalus pusillus",NA,NA,"MAMMMARINE","LC","Increasing"
