"ASD","yr","ScientificName","ct"
"483",2007,"Muraenolepis microps",23.40800014
"483",2007,"Notothenia gibberifrons",40
"483",2007,"Notothenia rossii",1151.657983
"483",2007,"Notothenia squamifrons",1396.244945867
"483",2007,"Nototheniops larseni",5.273999892
"483",2007,"Parachaenichthys georgianus",33.83600046
"483",2007,"Paralomis spinosissima",131.87099955
"483",2007,"Pareledone turqueti",257.206999979
"483",2007,"Pseudochaenichthys georgianus",866.2900011
"483",2007,"Psilodraco breviceps",1.670000043
"483",2007,"Raja georgiana",319.46000057
"483",2007,"Rajiformes",3853.28
"483",2007,"Thymops birsteini",0.016000001
"483",2008,"Adelieledone polymorpha",2.753000004
"483",2008,"Antimora rostrata",35734.5
"483",2008,"Artedidraco mirus",0.209000004
"483",2008,"Asteroidea",5.2
"483",2008,"Chaenocephalus aceratus",1039.3619997
"483",2008,"Champsocephalus gunnari",2491025.79198
"483",2008,"Channichthyidae",304.98
"483",2008,"Dissostichus eleginoides",3864239.699978
"483",2008,"Gymnoscopelus bolini",0.149000004
"483",2008,"Gymnoscopelus fraseri",40
"483",2008,"Gymnoscopelus nicholsi",1.047000021
"483",2008,"Invertebrata",28.7
"483",2008,"Lamna nasus",810
"483",2008,"Lithodidae",487
"483",2008,"Mancopsetta maculata",15.97400015
"483",2008,"Martialia hyadesi",10
"483",2008,"Medusae",50
"483",2008,"Melanostigma spp",0.162
"483",2008,"Muraenolepis microps",62.672
"483",2008,"Muraenolepis spp",3
"483",2008,"Notothenia angustifrons",0.030999999
"483",2008,"Notothenia gibberifrons",5.3
"483",2008,"Notothenia kempi",3.5
"483",2008,"Notothenia rossii",2638.645961
"483",2008,"Notothenia squamifrons",467.6850033
"483",2008,"Nototheniops larseni",55.64899966
"483",2008,"Pagothenia hansoni",238.9110006
"483",2008,"Parachaenichthys georgianus",17.92620013
"483",2008,"Paradiplospinus gracilis",0.029999999
"483",2008,"Paralomis spinosissima",935.832999
"483",2008,"Pareledone turqueti",10.98900001
"483",2008,"Protomyctophum choriodon",0.027000001
"483",2008,"Pseudochaenichthys georgianus",890.1880038
"483",2008,"Psilodraco breviceps",2.601999989
"483",2008,"Raja georgiana",223.9080005
"483",2008,"Rajiformes",12321.28
"483",2009,"Aethotaxis mitopteryx",0.035999998
"483",2009,"Antimora rostrata",32991.96
"483",2009,"Artedidraco mirus",0.078000002
"483",2009,"Asteroidea",0.6
"483",2009,"Chaenocephalus aceratus",487.5009992
"483",2009,"Champsocephalus gunnari",1833624.278013
"483",2009,"Channichthyidae",18
"483",2009,"Dissostichus eleginoides",3381655.0589997
"483",2009,"Dissostichus mawsoni",32
"483",2009,"Gymnoscopelus nicholsi",316.0850009
"483",2009,"Invertebrata",15.481
"483",2009,"Lithodidae",526.2
"483",2009,"Mancopsetta maculata",2.528999969
"483",2009,"Medusae",22
"483",2009,"Muraenolepis microps",41.45200006
"483",2009,"Muraenolepis spp",0.9
"483",2009,"Myctophidae",218
"483",2009,"Notothenia gibberifrons",696.5380034
"483",2009,"Notothenia rossii",2485.209976
"483",2009,"Notothenia squamifrons",22.75499996
"483",2009,"Nototheniops larseni",19.90699992
"483",2009,"Nototheniops nudifrons",4.309000006
"483",2009,"Pagothenia hansoni",41.03099985
"483",2009,"Parachaenichthys georgianus",7.075999999
"483",2009,"Paradiplospinus gracilis",0.896000005
"483",2009,"Paralomis spinosissima",36.53279995
"483",2009,"Pareledone turqueti",4.162000043
"483",2009,"Pseudochaenichthys georgianus",1076.5570025
"483",2009,"Psilodraco breviceps",16.08600011
"483",2009,"Psychroteuthis glacialis",0.123
"483",2009,"Raja georgiana",141.8409989
"483",2009,"Rajiformes",22188.85
"483",2009,"Trematomus vicarius",0.101999998
"483",2010,"Adelieledone polymorpha",0.125
"483",2010,"Antimora rostrata",15743.39
"483",2010,"Artedidraco mirus",0.259999998
"483",2010,"Chaenocephalus aceratus",1228.335
"483",2010,"Champsocephalus gunnari",12018.85498
"483",2010,"Dissostichus eleginoides",2518617.5020005
"483",2010,"Gymnoscopelus nicholsi",100.8359988
"483",2010,"Invertebrata",0.96
"483",2010,"Liparididae",0.01
"483",2010,"Lithodidae",148.24
"483",2010,"Magnisudis prionosa",0.524999976
"483",2010,"Mancopsetta maculata",11.41499996
"483",2010,"Muraenolepis microps",18.34000029
"483",2010,"Myctophidae",0.115
"483",2010,"Notothenia gibberifrons",1731.784996
"483",2010,"Notothenia rossii",16150.18015
"483",2010,"Notothenia squamifrons",285.7850068
"483",2010,"Nototheniops nudifrons",11.53800013
"483",2010,"Pagothenia hansoni",96.28299796
"483",2010,"Parachaenichthys georgianus",10.85900014
"483",2010,"Paradiplospinus gracilis",0.029999999
"483",2010,"Paralomis spinosissima",52843.61299995
"483",2010,"Pareledone turqueti",7.447000035
"483",2010,"Pseudochaenichthys georgianus",1891.046
"483",2010,"Psilodraco breviceps",1.754999951
"483",2010,"Raja georgiana",273.3469973
"483",2010,"Rajiformes",6778.33
"483",2011,"Antimora rostrata",8856.55
"483",2011,"Artedidraco mirus",0.152
"483",2011,"Borostomias antarcticus",0.213
"483",2011,"Chaenocephalus aceratus",892.8340025
"483",2011,"Champsocephalus gunnari",11694.294993
"483",2011,"Dissostichus eleginoides",1762854.4240518
"483",2011,"Dissostichus mawsoni",62
"483",2011,"Gymnoscopelus nicholsi",33.024000508
"483",2011,"Lamna nasus",80
"483",2011,"Lithodidae",170.7
"483",2011,"Mancopsetta maculata",13.330000102
"483",2011,"Muraenolepis microps",32.15299996
"483",2011,"Muraenolepis spp",2.8
"483",2011,"Myctophidae",9
"483",2011,"Notothenia angustifrons",0.115000002
"483",2011,"Notothenia gibberifrons",2291.5350159
"483",2011,"Notothenia rossii",3654.9850262
"483",2011,"Notothenia squamifrons",4897.87401132
"483",2011,"Nototheniops larseni",90.90199935
"483",2011,"Nototheniops nudifrons",20.817999986
"483",2011,"Osteichthyes",162.738000026
"483",2011,"Pagothenia hansoni",48.74000112
"483",2011,"Parachaenichthys georgianus",49.22900003
"483",2011,"Paradiplospinus gracilis",0.403000003
"483",2011,"Paralomis spinosissima",41.03499999
"483",2011,"Penaeus spp",3.461999987
"483",2011,"Pseudochaenichthys georgianus",682.4269983
"483",2011,"Psilodraco breviceps",1.453000039
"483",2011,"Raja georgiana",383.3999969
"483",2011,"Rajiformes",4456.7
"483",2012,"Antimora rostrata",9458.1
"483",2012,"Artedidraco mirus",0.1
"483",2012,"Chaenocephalus aceratus",117.1
"483",2012,"Champsocephalus gunnari",999068
"483",2012,"Dissostichus eleginoides",1805685.2
"483",2012,"Gymnoscopelus nicholsi",0.2
"483",2012,"Lithodidae",26.1
"483",2012,"Mancopsetta maculata",3.2
"483",2012,"Muraenolepis microps",1.7
"483",2012,"Muraenolepis spp",8.9
"483",2012,"Myctophidae",283.5
"483",2012,"Notothenia gibberifrons",208.6
"483",2012,"Notothenia rossii",99.8
"483",2012,"Notothenia squamifrons",24227.7
"483",2012,"Nototheniops larseni",2.1
"483",2012,"Osteichthyes",0.4
"483",2012,"Parachaenichthys georgianus",0.2
"483",2012,"Paradiplospinus gracilis",0.1
"483",2012,"Paralomis spinosissima",8.9
"483",2012,"Pareledone turqueti",0.8
"483",2012,"Pseudochaenichthys georgianus",153.4
"483",2012,"Raja georgiana",94.2
"483",2012,"Rajiformes",1750.4
"483",2012,"Teuthoidea",0.2
"484",1992,"Dissostichus eleginoides",29799
"484",1993,"Dissostichus eleginoides",9540
"484",2005,"Antimora rostrata",383
"484",2005,"Dissostichus eleginoides",26884
"484",2006,"Antimora rostrata",64.62
"484",2006,"Dissostichus eleginoides",18345.98
"484",2006,"Dissostichus mawsoni",433.3
"484",2006,"Lithodidae",8.8
"484",2006,"Muraenolepis spp",0.64
"484",2006,"Notothenia rossii",29.2
"484",2006,"Rajiformes",1193.12
"484",2007,"Antimora rostrata",243.95
"484",2007,"Dissostichus eleginoides",54035.8
"484",2007,"Dissostichus mawsoni",179.9
"484",2007,"Lithodidae",3.6
"484",2007,"Muraenolepis spp",27.42
"484",2007,"Rajiformes",1747.7
"484",2008,"Antimora rostrata",392.4
"484",2008,"Bathyraja maccaini",52.6
"484",2008,"Channichthyidae",1
"484",2008,"Dissostichus eleginoides",97633.26
"484",2008,"Dissostichus mawsoni",314.4
"484",2008,"Muraenolepis spp",40.41
"484",2008,"Rajiformes",3453
"484",2009,"Antimora rostrata",593.71
"484",2009,"Asteroidea",75.43
"484",2009,"Channichthyidae",5.5
"484",2009,"Dissostichus eleginoides",74396.05
"484",2009,"Dissostichus mawsoni",59092.37
"484",2009,"Lithodidae",2
"484",2009,"Muraenolepis spp",521.87
"484",2009,"Raja georgiana",1008.3
"484",2009,"Rajiformes",662.3
"484",2010,"Antimora rostrata",699.08
"484",2010,"Channichthyidae",1.7
"484",2010,"Dissostichus eleginoides",57467.49
"484",2010,"Dissostichus mawsoni",56311.24
"484",2010,"Lithodidae",1
"484",2010,"Muraenolepis spp",347.97
"484",2010,"Rajiformes",2268.9
"484",2011,"Antimora rostrata",59.42
"484",2011,"Channichthyidae",0.5
"484",2011,"Dissostichus eleginoides",38649.37
"484",2011,"Dissostichus mawsoni",15158.51
"484",2011,"Muraenolepis spp",41.43
"484",2011,"Rajiformes",619.4
"484",2012,"Antimora rostrata",99.8
"484",2012,"Dissostichus eleginoides",55411.4
"484",2012,"Dissostichus mawsoni",22236.9
"484",2012,"Muraenolepis spp",90.4
"484",2012,"Rajiformes",726.6
"486",1988,"Myctophidae",304000
"486",2004,"Dissostichus eleginoides",6780
"486",2005,"Antimora rostrata",43
"486",2005,"Bathyraja eatonii",26
"486",2005,"Dissostichus eleginoides",48710
"486",2005,"Dissostichus mawsoni",2262
"486",2006,"Antimora rostrata",2727.9
"486",2006,"Dissostichus eleginoides",99668.4
"486",2006,"Dissostichus mawsoni",63049.1
"486",2006,"Lithodidae",133
"486",2006,"Muraenolepis spp",2
"486",2007,"Antimora rostrata",1239.55
"486",2007,"Bathyraja eatonii",20.5
"486",2007,"Chaenocephalus aceratus",22.8
"486",2007,"Channichthyidae",316.2
"486",2007,"Chionobathyscus dewitti",11.9
"486",2007,"Dissostichus eleginoides",77703.85
"486",2007,"Dissostichus mawsoni",34409.7
"486",2007,"Lithodidae",59
"486",2007,"Muraenolepis marmoratus",17.95
"486",2007,"Muraenolepis spp",101.65
"486",2007,"Paralomis spp",1.1
"486",2008,"Antimora rostrata",466.15
"486",2008,"Dissostichus eleginoides",12472.91
"486",2008,"Dissostichus mawsoni",11117.77
"486",2008,"Lithodidae",47.7
"486",2008,"Muraenolepis spp",0.7
"486",2009,"Antimora rostrata",1100.6
"486",2009,"Channichthyidae",139.8
"486",2009,"Chionobathyscus dewitti",281.3
"486",2009,"Dissostichus eleginoides",17123.09
"486",2009,"Dissostichus mawsoni",265360.98
"486",2009,"Lithodidae",242.8
"486",2009,"Muraenolepis spp",5.6
"486",2009,"Raja spp",8
"486",2010,"Actiniaria",1.4
"486",2010,"Alcyonacea",0.1
"486",2010,"Antimora rostrata",822.46
"486",2010,"Channichthyidae",40.1
"486",2010,"Dissostichus eleginoides",49687.23
"486",2010,"Dissostichus mawsoni",342320.55
"486",2010,"Lithodes spp",2.7
"486",2010,"Muraenolepis microps",2.3
"486",2010,"Muraenolepis spp",9.7
"486",2010,"Octopodidae",1.1
"486",2010,"Paralomis spp",3
"486",2010,"Porifera",3.2
"486",2011,"Actiniaria",0.21
"486",2011,"Antimora rostrata",706.5
"486",2011,"Channichthyidae",371.09
"486",2011,"Dissostichus eleginoides",32481.49
"486",2011,"Dissostichus mawsoni",359210.28
"486",2011,"Muraenolepis spp",17.35
"486",2011,"Pennatulacea",0.43
"486",2012,"Antimora rostrata",820
"486",2012,"Channichthyidae",49.7
"486",2012,"Dissostichus eleginoides",6178.1
"486",2012,"Dissostichus mawsoni",377186.4
"486",2012,"Muraenolepis spp",15.6
"58",1971,"Notothenia rossii",63636000
"58",1971,"Notothenia squamifrons",24545000
"58",1971,"Osteichthyes",679000
"58",1972,"Notothenia rossii",104588000
"58",1972,"Notothenia squamifrons",52912000
"58",1972,"Osteichthyes",8195000
"58",1973,"Notothenia rossii",20361000
"58",1973,"Notothenia squamifrons",2368000
"58",1973,"Osteichthyes",3444000
"58",1974,"Notothenia rossii",20906000
"58",1974,"Notothenia squamifrons",19977000
"58",1974,"Osteichthyes",1759000
"58",1975,"Notothenia rossii",10248000
"58",1975,"Notothenia squamifrons",10198000
"58",1975,"Osteichthyes",575000
"58",1976,"Notothenia rossii",6061000
"58",1976,"Notothenia squamifrons",12200000
"58",1976,"Osteichthyes",548000
"58",1977,"Notothenia rossii",97000
"58",1977,"Notothenia squamifrons",308000
"58",1977,"Osteichthyes",11000
"58",1978,"Champsocephalus gunnari",101000
"58",1978,"Dissostichus eleginoides",192000
"58",1978,"Notothenia rossii",46093000
"58",1978,"Notothenia squamifrons",25559000
"58",1978,"Osteichthyes",1375000
"58",1979,"Osteichthyes",104000
"584",1980,"Osteichthyes",239000
"5841",1983,"Pleuragramma antarcticum",95300
"5841",1984,"Pleuragramma antarcticum",243986
"5841",1999,"Antimora rostrata",5
"5841",2005,"Antimora rostrata",27.68
"5841",2005,"Asteroidea",5.74
"5841",2005,"Chaenocephalus aceratus",901.5
"5841",2005,"Channichthyidae",417.13
"5841",2005,"Cnidaria",0.17
"5841",2005,"Dissostichus eleginoides",662.4
"5841",2005,"Dissostichus mawsoni",479014.4
"5841",2005,"Lycodichthys antarcticus",0.3
"5841",2005,"Muraenolepis microps",32.69
"5841",2005,"Muraenolepis spp",14.8
"5841",2005,"Notothenia rossii",40
"5841",2005,"Pogonophryne permitini",3.34
"5841",2005,"Pogonophryne spp",1.6
"5841",2005,"Rajiformes",50
"5841",2006,"Antimora rostrata",6
"5841",2006,"Artedidraco spp",25.1
"5841",2006,"Asteroidea",4.2
"5841",2006,"Bathyraja spp",8
"5841",2006,"Cephalopoda",0.5
"5841",2006,"Chaenocephalus aceratus",259.4
"5841",2006,"Channichthyidae",115.4
"5841",2006,"Dissostichus mawsoni",421096
"5841",2006,"Liparididae",1
"5841",2006,"Muraenolepis spp",111.9
"5841",2006,"Ophiuroidea",1.17
"5841",2006,"Rajiformes",7.4
"5841",2007,"Antimora rostrata",31.5
"5841",2007,"Bathyraja eatonii",100.1
"5841",2007,"Chaenocephalus aceratus",613.46
"5841",2007,"Channichthyidae",709
"5841",2007,"Dissostichus eleginoides",93867
"5841",2007,"Dissostichus mawsoni",540389.818
"5841",2007,"Lampris immaculatus",32.5
"5841",2007,"Muraenolepis spp",152.4
"5841",2007,"Octopodidae",14
"5841",2007,"Pogonophryne permitini",31.5
"5841",2007,"Rajiformes",5.5
"5841",2007,"Salilota australis",12
"5841",2008,"Antimora rostrata",25.3
"5841",2008,"Bathyraja eatonii",91.7
"5841",2008,"Chaenocephalus aceratus",237
"5841",2008,"Channichthyidae",151.9
"5841",2008,"Chionobathyscus dewitti",764.9
"5841",2008,"Dissostichus eleginoides",552
"5841",2008,"Dissostichus mawsoni",409733.386
"5841",2008,"Lampris guttatus",30
"5841",2008,"Macrouridae",1315.1
"5841",2008,"Muraenolepis microps",183.2
"5841",2008,"Muraenolepis spp",19
"5841",2008,"Octopodidae",5.6
"5841",2008,"Pogonophryne spp",12.75
"5841",2009,"Antimora rostrata",10.53
"5841",2009,"Chaenocephalus aceratus",10.26
"5841",2009,"Channichthyidae",167.53
"5841",2009,"Dissostichus mawsoni",221907
"5841",2009,"Muraenolepis spp",162.5
"5841",2009,"Octopodidae",3.8
"5841",2009,"Pachycara brachycephalum",8.98
"5841",2009,"Pogonophryne spp",25.96
"5841",2009,"Rajiformes",8.8
"5841",2010,"Actiniaria",0.55
"5841",2010,"Antimora rostrata",62.8
"5841",2010,"Ascidiacea",0.2
"5841",2010,"Channichthyidae",221.9
"5841",2010,"Dissostichus eleginoides",2229.73
"5841",2010,"Dissostichus mawsoni",194009.97
"5841",2010,"Muraenolepis spp",44.95
"5841",2010,"Pennatulacea",0.55
"5841",2010,"Pogonophryne spp",1.5
"5841",2011,"Antimora rostrata",12.85
"5841",2011,"Chionobathyscus dewitti",56.1
"5841",2011,"Dissostichus eleginoides",27
"5841",2011,"Dissostichus mawsoni",214218
"5841",2011,"Muraenolepis microps",10.7
"5841",2011,"Muraenolepis spp",33.52
"5841",2011,"Octopodidae",28.76
"5841",2011,"Pogonophryne spp",1.1
"5841",2012,"Artedidraco spp",3
"5841",2012,"Dissostichus mawsoni",157334
"5841",2012,"Muraenolepis spp",74.3
"5842",1978,"Pleuragramma antarcticum",286050
"5842",1979,"Pleuragramma antarcticum",35300
"5842",1980,"Pleuragramma antarcticum",30600
"5842",1982,"Pleuragramma antarcticum",46000
"5842",1983,"Pleuragramma antarcticum",306691
"5842",1984,"Pleuragramma antarcticum",904599
"5842",1985,"Chionodraco hamatus",432
"5842",1985,"Dissostichus mawsoni",103
"5842",1985,"Pagothenia hansoni",155
"5842",1985,"Pleuragramma antarcticum",984280
"5842",1985,"Trematomus eulepidotus",562
"5842",1986,"Chionodraco hamatus",2343
"5842",1986,"Dissostichus mawsoni",254
"5842",1986,"Pagothenia hansoni",2400
"5842",1986,"Pleuragramma antarcticum",595800
"5842",1986,"Trematomus eulepidotus",538
"5842",1987,"Pleuragramma antarcticum",29500
"5842",1988,"Pleuragramma antarcticum",67272
"5842",1989,"Chionodraco hamatus",1736
"5842",1989,"Dissostichus mawsoni",304
"5842",1989,"Pagothenia hansoni",2163
"5842",1989,"Pleuragramma antarcticum",29222
"5842",1989,"Trematomus eulepidotus",224011
"5842",1990,"Chionodraco hamatus",2818
"5842",1990,"Dissostichus mawsoni",1106
"5842",1990,"Pagothenia hansoni",1874
"5842",1991,"Dissostichus mawsoni",10
"5842",1991,"Myctophidae",30
"5842",1991,"Pleuragramma antarcticum",399
"5842",1991,"Rajiformes",1
"5842",1991,"Trematomus spp",243
"5842",2001,"Dissostichus eleginoides",38
"5842",2003,"Bathyraja spp",216
"5842",2003,"Chionodraco myersi",17
"5842",2003,"Dissostichus eleginoides",205
"5842",2003,"Dissostichus mawsoni",117228
"5842",2003,"Muraenolepis marmoratus",14
"5842",2003,"Muraenolepis spp",320
"5842",2003,"Rajiformes",103
"5842",2004,"Antimora rostrata",2
"5842",2004,"Artedidraconidae",12
"5842",2004,"Chaenocephalus aceratus",45
"5842",2004,"Dissostichus eleginoides",129
"5842",2004,"Dissostichus mawsoni",19652
"5842",2004,"Loliginidae, Ommastrephidae",15
"5842",2004,"Muraenolepis microps",4
"5842",2004,"Octopodidae",1
"5842",2004,"Rajiformes",40
"5842",2005,"Antimora rostrata",575.22
"5842",2005,"Asteroidea",26.98
"5842",2005,"Bathyraja eatonii",1133
"5842",2005,"Chionobathyscus dewitti",26.4
"5842",2005,"Dissostichus eleginoides",1355.4
"5842",2005,"Dissostichus mawsoni",125141.84
"5842",2005,"Lampris immaculatus",64
"5842",2005,"Muraenolepis marmoratus",94.2
"5842",2005,"Muraenolepis spp",723.77
"5842",2005,"Notothenia squamifrons",21.5
"5842",2005,"Pogonophryne permitini",8.18
"5842",2005,"Pogonophryne spp",3
"5842",2005,"Raja georgiana",2
"5842",2005,"Rajiformes",1610
"5842",2006,"Artedidraco spp",51.3
"5842",2006,"Asteroidea",4.25
"5842",2006,"Cephalopoda",7.5
"5842",2006,"Chaenocephalus aceratus",292.3
"5842",2006,"Cnidaria",0.5
"5842",2006,"Dissostichus eleginoides",16.5
"5842",2006,"Dissostichus mawsoni",163486.6
"5842",2006,"Lampris immaculatus",25
"5842",2006,"Muraenolepis spp",347
"5842",2006,"Octopodidae",4.5
"5842",2006,"Ophiuroidea",0.12
"5842",2006,"Rajiformes",8.5
"5842",2007,"Antimora rostrata",68.8
"5842",2007,"Bathyraja eatonii",318.25
"5842",2007,"Chaenocephalus aceratus",20.5
"5842",2007,"Chionobathyscus dewitti",107.15
"5842",2007,"Dissostichus eleginoides",107.5
"5842",2007,"Dissostichus mawsoni",123534.5
"5842",2007,"Muraenolepis marmoratus",38.15
"5842",2007,"Muraenolepis spp",101.4
"5842",2007,"Pogonophryne permitini",0.2
"5842",2008,"Antimora rostrata",85.2
"5842",2008,"Bathyraja eatonii",391.5
"5842",2008,"Chaenocephalus aceratus",352
"5842",2008,"Dissostichus eleginoides",208
"5842",2008,"Dissostichus mawsoni",216308
"5842",2008,"Muraenolepis spp",120.1
"5842",2008,"Raja spp",83
"5842",2009,"Antimora rostrata",10.15
"5842",2009,"Dissostichus mawsoni",66255.06
"5842",2009,"Muraenolepis spp",28.8
"5842",2009,"Pogonophryne spp",16.3
"5842",2010,"Antimora rostrata",10.5
"5842",2010,"Dissostichus mawsoni",92781
"5842",2010,"Muraenolepis spp",76.6
"5842",2010,"Pogonophryne spp",5
"5842",2011,"Dissostichus mawsoni",135757
"5842",2011,"Muraenolepis spp",7.05
"5842",2011,"Pogonophryne spp",1.01
"5842",2012,"Antimora rostrata",6
"5842",2012,"Artedidraco spp",2.3
"5842",2012,"Dissostichus mawsoni",53891.9
"5842",2012,"Muraenolepis spp",11.9
"5843",1997,"Antimora rostrata",8
"5843",1997,"Cephalopoda",3
"5843",1997,"Dissostichus eleginoides",7
"5843",1997,"Lithodidae",2
"5843",1997,"Macrourus holotrachys",78
"5843",1997,"Medusae",1500
"5843",1997,"Rajiformes",19
"5843",1999,"Antimora rostrata",11
"5843",1999,"Dissostichus eleginoides",18
"5843a",2005,"Antimora rostrata",2050.1
"5843a",2005,"Asteroidea",26
"5843a",2005,"Dissostichus eleginoides",96781.58
"5843a",2005,"Dissostichus mawsoni",8527
"5843a",2005,"Raja georgiana",15066
"5843a",2005,"Raja taaf",356.7
"5843a",2005,"Rajiformes",1295.9
"5843a",2006,"Antimora rostrata",1188.4
"5843a",2006,"Dissostichus eleginoides",88086.25
"5843a",2006,"Dissostichus mawsoni",598.04
"5843a",2006,"Rajiformes",7144.5
"5843a",2007,"Antimora rostrata",888.22
"5843a",2007,"Dissostichus eleginoides",3218.91
"5843a",2007,"Dissostichus mawsoni",1188.22
"5843a",2007,"Lithodidae",32
"5843a",2007,"Macrourus spp",144.6
"5843a",2007,"Rajiformes",23
"5843a",2008,"Antimora rostrata",1
"5843a",2008,"Dissostichus eleginoides",8730
"5843a",2008,"Dissostichus mawsoni",26
"5843a",2008,"Macrourus spp",92.5
"5843a",2008,"Raja taaf",1534
"5843a",2009,"Antimora rostrata",2471.8
"5843a",2009,"Dissostichus eleginoides",30854.25
"5843a",2009,"Dissostichus mawsoni",65
"5843a",2009,"Lithodidae",1.5
"5843a",2009,"Macrourus spp",1536.3
"5843a",2009,"Rajiformes",1858.85
"5843a",2011,"Antimora rostrata",346.5
"5843a",2011,"Dissostichus eleginoides",3593.13
"5843a",2011,"Macrourus spp",170
"5843a",2011,"Rajiformes",55.4
"5843a",2012,"Antimora rostrata",3018.7
"5843a",2012,"Dissostichus eleginoides",36803.8
"5843a",2012,"Macrourus spp",3614.8
"5843a",2012,"Raja taaf",32153.3
"5843b",2004,"Dissostichus eleginoides",531
"5843b",2004,"Dissostichus mawsoni",6268
"5843b",2004,"Macrourus spp",131
"5843b",2005,"Antimora rostrata",156.5
"5843b",2005,"Bathyraja maccaini",809.9
"5843b",2005,"Dissostichus eleginoides",225
"5843b",2005,"Dissostichus mawsoni",297248.5
"5843b",2005,"Lampris immaculatus",15
"5843b",2005,"Macrourus spp",7803.22
"5843b",2005,"Muraenolepis spp",4.3
"5843b",2005,"Raja georgiana",4327.6
"5843b",2006,"Antimora rostrata",54.5
"5843b",2006,"Asteroidea",0.35
"5843b",2006,"Bathyraja murrayi",109.5
"5843b",2006,"Channichthyidae",1.7
"5843b",2006,"Dissostichus eleginoides",43894.71
"5843b",2006,"Dissostichus mawsoni",316667.99
"5843b",2006,"Macrourus spp",8115.05
"5843b",2006,"Raja georgiana",0.8
"5843b",2006,"Raja spp",24
"5843b",2007,"Antimora rostrata",573.85
"5843b",2007,"Bathyraja spp",1395
"5843b",2007,"Channichthyidae",4
"5843b",2007,"Dissostichus eleginoides",74272.6
"5843b",2007,"Dissostichus mawsoni",176253.15
"5843b",2007,"Lithodes spp",27
"5843b",2007,"Macrourus spp",8409.9
"5843b",2007,"Muraenolepis spp",68
"5843b",2007,"Notothenia squamifrons",251.3
"5843b",2007,"Salilota australis",35.2
"5843b",2008,"Antimora rostrata",1146.88
"5843b",2008,"Asteroidea",16.82
"5843b",2008,"Bathydraconidae",0.1
"5843b",2008,"Chionobathyscus dewitti",1
"5843b",2008,"Dissostichus eleginoides",41627.11
"5843b",2008,"Dissostichus mawsoni",100547.66
"5843b",2008,"Macrouridae",212
"5843b",2008,"Macrourus spp",6521
"5843b",2008,"Muraenolepis orangiensis",1.5
"5843b",2008,"Muraenolepis spp",34.69
"5843b",2008,"Raja spp",340
"5843b",2008,"Raja taaf",888.34
"5843b",2009,"Antimora rostrata",112.05
"5843b",2009,"Dissostichus eleginoides",15064.3
"5843b",2009,"Dissostichus mawsoni",89218.76
"5843b",2009,"Lithodidae",4.65
"5843b",2009,"Macrourus spp",3688.4
"5843b",2009,"Muraenolepis spp",25.65
"5843b",2009,"Notothenia squamifrons",225
"5843b",2010,"Antimora rostrata",67.4
"5843b",2010,"Dissostichus eleginoides",1662.58
"5843b",2010,"Dissostichus mawsoni",12149.93
"5843b",2010,"Macrourus spp",1876.3
"5843b",2010,"Muraenolepis spp",2.3
"5843b",2010,"Pennatulacea",0.02
"5843b",2011,"Actiniaria",1.35
"5843b",2011,"Antimora rostrata",15.85
"5843b",2011,"Dissostichus eleginoides",2269.82
"5843b",2011,"Dissostichus mawsoni",8465.1
"5843b",2011,"Hexactinellida",0.05
"5843b",2011,"Macrourus spp",1237.2
"5843b",2011,"Muraenolepis spp",0.8
"5843b",2011,"Rajiformes",49.6
"5843b",2012,"Actiniaria",1.2
"5843b",2012,"Antimora rostrata",21.5
"5843b",2012,"Dissostichus eleginoides",5295.4
"5843b",2012,"Dissostichus mawsoni",3726.4
"5843b",2012,"Macrourus spp",964.7
"5843b",2012,"Muraenolepis spp",2.8
"5843b",2012,"Porifera",0.2
"5843b",2012,"Rajiformes",58.9
"5844",1978,"Dissostichus eleginoides",3700
"5844",1978,"Notothenia rossii",1800
"5844",1978,"Notothenia squamifrons",167800
"5844",1979,"Dissostichus eleginoides",22200
"5844",1979,"Notothenia rossii",23500
"5844a",1977,"Notothenia squamifrons",580000
"5844a",1978,"Notothenia rossii",62000
"5844a",1978,"Notothenia squamifrons",5883000
"5844a",1979,"Notothenia squamifrons",234000
"5844a",1980,"Notothenia rossii",34000
"5844a",1980,"Notothenia squamifrons",4181000
"5844a",1981,"Notothenia rossii",4000
"5844a",1981,"Notothenia squamifrons",139000
"5844a",1982,"Notothenia squamifrons",56000
"5844a",1983,"Notothenia squamifrons",333000
"5844a",1984,"Dissostichus eleginoides",1000
"5844a",1984,"Notothenia squamifrons",295000
"5844a",1985,"Notothenia squamifrons",1023000
"5844a",1986,"Dissostichus eleginoides",18000
"5844a",1986,"Notothenia rossii",1500
"5844a",1986,"Notothenia squamifrons",4966000
"5844a",1987,"Dissostichus eleginoides",11000
"5844a",1987,"Notothenia rossii",4000
"5844a",1987,"Notothenia squamifrons",2114000
"5844a",1988,"Dissostichus eleginoides",2000
"5844a",1988,"Notothenia squamifrons",2085000
"5844a",1989,"Dissostichus eleginoides",10000
"5844a",1989,"Notothenia squamifrons",846000
"5844a",1990,"Dissostichus eleginoides",2000
"5844a",1990,"Notothenia rossii",6000
"5844a",1990,"Notothenia squamifrons",867000
"5844a",1996,"Euphausia spp",2
"5844a",1996,"Lampanyctus achirus",2
"5844a",1996,"Loliginidae, Ommastrephidae",5
"5844a",1996,"Medusae",35
"5844a",1996,"Myctophidae",2
